dimension,variation,target,year,injection_level,avg_dissimilarity
intensity,high,anxiety,1975-1979,0_100,0.04490096
intensity,high,anxiety,1980-1984,0_20,0.04623846
intensity,high,anxiety,1980-1984,0_40,0.046386797
intensity,high,anxiety,1980-1984,0_60,0.04588042
intensity,high,anxiety,1980-1984,0_80,0.045849517
intensity,high,anxiety,1980-1984,0_100,0.045811538
intensity,high,anxiety,1985-1989,0_20,0.04649687
intensity,high,anxiety,1985-1989,0_40,0.0461907
intensity,high,anxiety,1985-1989,0_60,0.04615536
intensity,high,anxiety,1985-1989,0_80,0.045895204
intensity,high,anxiety,1985-1989,0_100,0.045043252
intensity,high,anxiety,1990-1994,0_20,0.049653064
intensity,high,anxiety,1990-1994,0_40,0.049237277
intensity,high,anxiety,1990-1994,0_60,0.04815084
intensity,high,anxiety,1990-1994,0_80,0.047885273
intensity,high,anxiety,1990-1994,0_100,0.04827594
intensity,high,anxiety,1995-1999,0_20,0.05373477
intensity,high,anxiety,1995-1999,0_40,0.05447538
intensity,high,anxiety,1995-1999,0_60,0.053144418
intensity,high,anxiety,1995-1999,0_80,0.052523345
intensity,high,anxiety,1995-1999,0_100,0.05280028
intensity,high,anxiety,2000-2004,0_20,0.058807373
intensity,high,anxiety,2000-2004,0_40,0.05686602
intensity,high,anxiety,2000-2004,0_60,0.05601772
intensity,high,anxiety,2000-2004,0_80,0.056423374
intensity,high,anxiety,2000-2004,0_100,0.055581342
intensity,high,anxiety,2005-2009,0_20,0.062923506
intensity,high,anxiety,2005-2009,0_40,0.06175215
intensity,high,anxiety,2005-2009,0_60,0.06049007
intensity,high,anxiety,2005-2009,0_80,0.059953608
intensity,high,anxiety,2005-2009,0_100,0.05959479
intensity,high,anxiety,2010-2014,0_20,0.05648327
intensity,high,anxiety,2010-2014,0_40,0.054336954
intensity,high,anxiety,2010-2014,0_60,0.05444604
intensity,high,anxiety,2010-2014,0_80,0.053963643
intensity,high,anxiety,2010-2014,0_100,0.05410088
intensity,high,anxiety,2015-2019,0_20,0.050673418
intensity,high,anxiety,2015-2019,0_40,0.049967207
intensity,high,anxiety,2015-2019,0_60,0.04938565
intensity,high,anxiety,2015-2019,0_80,0.049050566
intensity,high,anxiety,2015-2019,0_100,0.04906745
intensity,high,depression,1970-1974,0_20,0.26037148
intensity,high,depression,1970-1974,0_40,0.26288947
intensity,high,depression,1970-1974,0_60,0.25562996
intensity,high,depression,1970-1974,0_80,0.25532636
intensity,high,depression,1970-1974,0_100,0.2567343
intensity,high,depression,1975-1979,0_20,0.1910425
intensity,high,depression,1975-1979,0_40,0.18740603
intensity,high,depression,1975-1979,0_60,0.1766719
intensity,high,depression,1975-1979,0_80,0.17275472
intensity,high,depression,1975-1979,0_100,0.17318003
intensity,high,depression,1980-1984,0_20,0.12425087
intensity,high,depression,1980-1984,0_40,0.12056108
intensity,high,depression,1980-1984,0_60,0.120059505
intensity,high,depression,1980-1984,0_80,0.11869116
intensity,high,depression,1980-1984,0_100,0.1174355
intensity,high,depression,1985-1989,0_20,0.10682543
intensity,high,depression,1985-1989,0_40,0.104061365
intensity,high,depression,1985-1989,0_60,0.10237303
intensity,high,depression,1985-1989,0_80,0.10216595
intensity,high,depression,1985-1989,0_100,0.0998289
intensity,high,depression,1990-1994,0_20,0.09398288
intensity,high,depression,1990-1994,0_40,0.09106638
intensity,high,depression,1990-1994,0_60,0.09098919
intensity,high,depression,1990-1994,0_80,0.089124635
intensity,high,depression,1990-1994,0_100,0.08987192
intensity,high,depression,1995-1999,0_20,0.09778328
intensity,high,depression,1995-1999,0_40,0.09931779
intensity,high,depression,1995-1999,0_60,0.09690277
intensity,high,depression,1995-1999,0_80,0.098349616
intensity,high,depression,1995-1999,0_100,0.09311395
intensity,high,depression,2000-2004,0_20,0.08931701
intensity,high,depression,2000-2004,0_40,0.08903149
intensity,high,depression,2000-2004,0_60,0.08815698
intensity,high,depression,2000-2004,0_80,0.09017019
intensity,high,depression,2000-2004,0_100,0.08709787
intensity,high,depression,2005-2009,0_20,0.08925177
intensity,high,depression,2005-2009,0_40,0.08801402
intensity,high,depression,2005-2009,0_60,0.08824075
intensity,high,depression,2005-2009,0_80,0.084430024
intensity,high,depression,2005-2009,0_100,0.08382391
intensity,high,depression,2010-2014,0_20,0.085254915
intensity,high,depression,2010-2014,0_40,0.082922965
intensity,high,depression,2010-2014,0_60,0.08289019
intensity,high,depression,2010-2014,0_80,0.08132377
intensity,high,depression,2010-2014,0_100,0.08010034
intensity,high,depression,2015-2019,0_20,0.08988782
intensity,high,depression,2015-2019,0_40,0.09104521
intensity,high,depression,2015-2019,0_60,0.089558244
intensity,high,depression,2015-2019,0_80,0.08713906
intensity,high,depression,2015-2019,0_100,0.083934695
intensity,high,mental_health,1970-1974,0_20,0.07294269
intensity,high,mental_health,1970-1974,0_40,0.071182236
intensity,high,mental_health,1970-1974,0_60,0.06975959
intensity,high,mental_health,1970-1974,0_80,0.06922998
intensity,high,mental_health,1970-1974,0_100,0.069175705
intensity,high,mental_health,1975-1979,0_20,0.05531143
intensity,high,mental_health,1975-1979,0_40,0.055096097
intensity,high,mental_health,1975-1979,0_60,0.055652656
intensity,high,mental_health,1975-1979,0_80,0.056719184
intensity,high,mental_health,1975-1979,0_100,0.05734398
intensity,high,mental_health,1980-1984,0_20,0.05511407
intensity,high,mental_health,1980-1984,0_40,0.056238957
intensity,high,mental_health,1980-1984,0_60,0.057022434
intensity,high,mental_health,1980-1984,0_80,0.05674842
intensity,high,mental_health,1980-1984,0_100,0.056088537
intensity,high,mental_health,1985-1989,0_20,0.066014126
intensity,high,mental_health,1985-1989,0_40,0.064807855
intensity,high,mental_health,1985-1989,0_60,0.065721005
intensity,high,mental_health,1985-1989,0_80,0.06533329
intensity,high,mental_health,1985-1989,0_100,0.064777546
intensity,high,mental_health,1990-1994,0_20,0.06628659
intensity,high,mental_health,1990-1994,0_40,0.065860376
intensity,high,mental_health,1990-1994,0_60,0.06644628
intensity,high,mental_health,1990-1994,0_80,0.066903755
intensity,high,mental_health,1990-1994,0_100,0.06707485
intensity,high,mental_health,1995-1999,0_20,0.06521619
intensity,high,mental_health,1995-1999,0_40,0.064063355
intensity,high,mental_health,1995-1999,0_60,0.06549112
intensity,high,mental_health,1995-1999,0_80,0.06612246
intensity,high,mental_health,1995-1999,0_100,0.06631182
intensity,high,mental_health,2000-2004,0_20,0.06695925
intensity,high,mental_health,2000-2004,0_40,0.067546114
intensity,high,mental_health,2000-2004,0_60,0.06777303
intensity,high,mental_health,2000-2004,0_80,0.068524554
intensity,high,mental_health,2000-2004,0_100,0.06865318
intensity,high,mental_health,2005-2009,0_20,0.06597303
intensity,high,mental_health,2005-2009,0_40,0.06625499
intensity,high,mental_health,2005-2009,0_60,0.064761706
intensity,high,mental_health,2005-2009,0_80,0.06395819
intensity,high,mental_health,2005-2009,0_100,0.06390895
intensity,high,mental_health,2010-2014,0_20,0.06030311
intensity,high,mental_health,2010-2014,0_40,0.06117283
intensity,high,mental_health,2010-2014,0_60,0.062013723
intensity,high,mental_health,2010-2014,0_80,0.062465467
intensity,high,mental_health,2010-2014,0_100,0.06266312
intensity,high,mental_health,2015-2019,0_20,0.062464923
intensity,high,mental_health,2015-2019,0_40,0.06257311
intensity,high,mental_health,2015-2019,0_60,0.063232675
intensity,high,mental_health,2015-2019,0_80,0.063247174
intensity,high,mental_health,2015-2019,0_100,0.061987184
intensity,high,mental_illness,1970-1974,0_20,0.019007728
intensity,high,mental_illness,1970-1974,0_40,0.019473778
intensity,high,mental_illness,1970-1974,0_60,0.019720778
intensity,high,mental_illness,1970-1974,0_80,0.020127932
intensity,high,mental_illness,1970-1974,0_100,0.020416602
intensity,high,mental_illness,1975-1979,0_20,0.021426376
intensity,high,mental_illness,1975-1979,0_40,0.022098536
intensity,high,mental_illness,1975-1979,0_60,0.022985447
intensity,high,mental_illness,1975-1979,0_80,0.023713747
intensity,high,mental_illness,1975-1979,0_100,0.02399661
intensity,high,mental_illness,1980-1984,0_20,0.029910052
intensity,high,mental_illness,1980-1984,0_40,0.030278385
intensity,high,mental_illness,1980-1984,0_60,0.02990469
intensity,high,mental_illness,1980-1984,0_80,0.029274981
intensity,high,mental_illness,1980-1984,0_100,0.029484775
intensity,high,mental_illness,1985-1989,0_20,0.020098614
intensity,high,mental_illness,1985-1989,0_40,0.020681605
intensity,high,mental_illness,1985-1989,0_60,0.02153176
intensity,high,mental_illness,1985-1989,0_80,0.021959484
intensity,high,mental_illness,1985-1989,0_100,0.022528175
intensity,high,mental_illness,1990-1994,0_20,0.020641562
intensity,high,mental_illness,1990-1994,0_40,0.020416053
intensity,high,mental_illness,1990-1994,0_60,0.02074511
intensity,high,mental_illness,1990-1994,0_80,0.021013293
intensity,high,mental_illness,1990-1994,0_100,0.021639008
intensity,high,mental_illness,1995-1999,0_20,0.021677306
intensity,high,mental_illness,1995-1999,0_40,0.021474686
intensity,high,mental_illness,1995-1999,0_60,0.02215727
intensity,high,mental_illness,1995-1999,0_80,0.021875862
intensity,high,mental_illness,1995-1999,0_100,0.021880848
intensity,high,mental_illness,2000-2004,0_20,0.018426888
intensity,high,mental_illness,2000-2004,0_40,0.018787395
intensity,high,mental_illness,2000-2004,0_60,0.018720541
intensity,high,mental_illness,2000-2004,0_80,0.018777186
intensity,high,mental_illness,2000-2004,0_100,0.01893011
intensity,high,mental_illness,2005-2009,0_20,0.019408202
intensity,high,mental_illness,2005-2009,0_40,0.019570947
intensity,high,mental_illness,2005-2009,0_60,0.019967426
intensity,high,mental_illness,2005-2009,0_80,0.019923264
intensity,high,mental_illness,2005-2009,0_100,0.020067032
intensity,high,mental_illness,2010-2014,0_20,0.020799652
intensity,high,mental_illness,2010-2014,0_40,0.020872591
intensity,high,mental_illness,2010-2014,0_60,0.021113342
intensity,high,mental_illness,2010-2014,0_80,0.021332424
intensity,high,mental_illness,2010-2014,0_100,0.02181409
intensity,high,mental_illness,2015-2019,0_20,0.01957884
intensity,high,mental_illness,2015-2019,0_40,0.019623896
intensity,high,mental_illness,2015-2019,0_60,0.02002093
intensity,high,mental_illness,2015-2019,0_80,0.019915825
intensity,high,mental_illness,2015-2019,0_100,0.020035475
intensity,high,abuse,1970-1974,0_20,0.22452812
intensity,high,abuse,1970-1974,0_40,0.22439666
intensity,high,abuse,1970-1974,0_60,0.22772002
intensity,high,abuse,1970-1974,0_80,0.23092969
intensity,high,abuse,1970-1974,0_100,0.22544138
intensity,high,abuse,1975-1979,0_20,0.3221857
intensity,high,abuse,1975-1979,0_40,0.32547563
intensity,high,abuse,1975-1979,0_60,0.3258663
intensity,high,abuse,1975-1979,0_80,0.32946873
intensity,high,abuse,1975-1979,0_100,0.32989818
intensity,high,abuse,1980-1984,0_20,0.2847303
intensity,high,abuse,1980-1984,0_40,0.2901895
intensity,high,abuse,1980-1984,0_60,0.29817712
intensity,high,abuse,1980-1984,0_80,0.3057702
intensity,high,abuse,1980-1984,0_100,0.307828
intensity,high,abuse,1985-1989,0_20,0.29220256
intensity,high,abuse,1985-1989,0_40,0.299177
intensity,high,abuse,1985-1989,0_60,0.3003779
intensity,high,abuse,1985-1989,0_80,0.3039841
intensity,high,abuse,1985-1989,0_100,0.30365187
intensity,high,abuse,1990-1994,0_20,0.31042552
intensity,high,abuse,1990-1994,0_40,0.31064162
intensity,high,abuse,1990-1994,0_60,0.30873525
intensity,high,abuse,1990-1994,0_80,0.30776733
intensity,high,abuse,1990-1994,0_100,0.30862695
intensity,high,abuse,1995-1999,0_20,0.27892968
intensity,high,abuse,1995-1999,0_40,0.28617752
intensity,high,abuse,1995-1999,0_60,0.28708896
intensity,high,abuse,1995-1999,0_80,0.29479253
intensity,high,abuse,1995-1999,0_100,0.30314988
intensity,high,abuse,2000-2004,0_20,0.29201534
intensity,high,abuse,2000-2004,0_40,0.29262775
intensity,high,abuse,2000-2004,0_60,0.2958284
intensity,high,abuse,2000-2004,0_80,0.298397
intensity,high,abuse,2000-2004,0_100,0.3008801
intensity,high,abuse,2005-2009,0_20,0.311681
intensity,high,abuse,2005-2009,0_40,0.3130983
intensity,high,abuse,2005-2009,0_60,0.3186437
intensity,high,abuse,2005-2009,0_80,0.32117712
intensity,high,abuse,2005-2009,0_100,0.3260966
intensity,high,abuse,2010-2014,0_20,0.30534866
intensity,high,abuse,2010-2014,0_40,0.30631632
intensity,high,abuse,2010-2014,0_60,0.3112772
intensity,high,abuse,2010-2014,0_80,0.309051
intensity,high,abuse,2010-2014,0_100,0.3122819
intensity,high,abuse,2015-2019,0_20,0.25325537
intensity,high,abuse,2015-2019,0_40,0.25633058
intensity,high,abuse,2015-2019,0_60,0.26211002
intensity,high,abuse,2015-2019,0_80,0.26300704
intensity,high,abuse,2015-2019,0_100,0.25637487
