dimension,variation,target,year,injection_level,avg_dissimilarity,std_dissimilarity
sentiment,positive,anxiety,1975-1979,0,0.0475495,0.06149872
sentiment,positive,anxiety,1975-1979,20,0.051262558,0.07048996
sentiment,positive,anxiety,1975-1979,40,0.05043516,0.07028855
sentiment,positive,anxiety,1975-1979,60,0.046880092,0.06342968
sentiment,positive,anxiety,1975-1979,80,0.04654738,0.06324246
sentiment,positive,anxiety,1975-1979,100,0.042064033,0.046250846
sentiment,positive,anxiety,1980-1984,0,0.047353733,0.044405367
sentiment,positive,anxiety,1980-1984,20,0.045661062,0.042111285
sentiment,positive,anxiety,1980-1984,40,0.044430844,0.04071969
sentiment,positive,anxiety,1980-1984,60,0.041733056,0.03658545
sentiment,positive,anxiety,1980-1984,80,0.039307967,0.028317088
sentiment,positive,anxiety,1980-1984,100,0.039567333,0.028934065
sentiment,positive,anxiety,1985-1989,0,0.04865677,0.039553482
sentiment,positive,anxiety,1985-1989,20,0.04618148,0.035928395
sentiment,positive,anxiety,1985-1989,40,0.043794736,0.03329892
sentiment,positive,anxiety,1985-1989,60,0.043698363,0.032046184
sentiment,positive,anxiety,1985-1989,80,0.04302273,0.030757755
sentiment,positive,anxiety,1985-1989,100,0.04125683,0.027524099
sentiment,positive,anxiety,1990-1994,0,0.049957037,0.0414389
sentiment,positive,anxiety,1990-1994,20,0.049583722,0.041144952
sentiment,positive,anxiety,1990-1994,40,0.048721775,0.040370725
sentiment,positive,anxiety,1990-1994,60,0.04762481,0.041274175
sentiment,positive,anxiety,1990-1994,80,0.046099093,0.035258558
sentiment,positive,anxiety,1990-1994,100,0.04632828,0.037336748
sentiment,positive,anxiety,1995-1999,0,0.05445787,0.049941234
sentiment,positive,anxiety,1995-1999,20,0.054189343,0.050604872
sentiment,positive,anxiety,1995-1999,40,0.052684255,0.04607881
sentiment,positive,anxiety,1995-1999,60,0.050370764,0.043280046
sentiment,positive,anxiety,1995-1999,80,0.049104877,0.042353787
sentiment,positive,anxiety,1995-1999,100,0.04996311,0.042856336
sentiment,positive,anxiety,2000-2004,0,0.059712492,0.048288934
sentiment,positive,anxiety,2000-2004,20,0.05816352,0.04748445
sentiment,positive,anxiety,2000-2004,40,0.054611467,0.043330528
sentiment,positive,anxiety,2000-2004,60,0.052900843,0.043403294
sentiment,positive,anxiety,2000-2004,80,0.05079532,0.041869834
sentiment,positive,anxiety,2000-2004,100,0.052334476,0.045118883
sentiment,positive,anxiety,2005-2009,0,0.06484298,0.058258254
sentiment,positive,anxiety,2005-2009,20,0.06495196,0.057736006
sentiment,positive,anxiety,2005-2009,40,0.063396975,0.057913538
sentiment,positive,anxiety,2005-2009,60,0.058928188,0.053783126
sentiment,positive,anxiety,2005-2009,80,0.060541086,0.057719037
sentiment,positive,anxiety,2005-2009,100,0.057366554,0.054660317
sentiment,positive,anxiety,2010-2014,0,0.058922432,0.0585073
sentiment,positive,anxiety,2010-2014,20,0.057673242,0.05861991
sentiment,positive,anxiety,2010-2014,40,0.054055456,0.04361936
sentiment,positive,anxiety,2010-2014,60,0.05226557,0.04287033
sentiment,positive,anxiety,2010-2014,80,0.05127325,0.04168902
sentiment,positive,anxiety,2010-2014,100,0.05480102,0.045029607
sentiment,positive,anxiety,2015-2019,0,0.05118474,0.040255915
sentiment,positive,anxiety,2015-2019,20,0.054453887,0.043191705
sentiment,positive,anxiety,2015-2019,40,0.05557772,0.044583876
sentiment,positive,anxiety,2015-2019,60,0.056965243,0.046887755
sentiment,positive,anxiety,2015-2019,80,0.056370467,0.046600506
sentiment,positive,anxiety,2015-2019,100,0.05547954,0.04699438
sentiment,positive,depression,1970-1974,0,0.26842514,0.23391107
sentiment,positive,depression,1970-1974,20,0.2714997,0.23484406
sentiment,positive,depression,1970-1974,40,0.28002435,0.2371796
sentiment,positive,depression,1970-1974,60,0.27520338,0.2410408
sentiment,positive,depression,1970-1974,80,0.2875417,0.24294323
sentiment,positive,depression,1970-1974,100,0.28953052,0.24098738
sentiment,positive,depression,1975-1979,0,0.19859423,0.21188383
sentiment,positive,depression,1975-1979,20,0.20554852,0.21604116
sentiment,positive,depression,1975-1979,40,0.19678572,0.2146375
sentiment,positive,depression,1975-1979,60,0.18801272,0.20668475
sentiment,positive,depression,1975-1979,80,0.18140465,0.20295456
sentiment,positive,depression,1975-1979,100,0.17893504,0.20093489
sentiment,positive,depression,1980-1984,0,0.12808163,0.16358119
sentiment,positive,depression,1980-1984,20,0.12240448,0.15298973
sentiment,positive,depression,1980-1984,40,0.120777704,0.15493292
sentiment,positive,depression,1980-1984,60,0.12037305,0.15669018
sentiment,positive,depression,1980-1984,80,0.12304915,0.15832816
sentiment,positive,depression,1980-1984,100,0.123734266,0.16014968
sentiment,positive,depression,1985-1989,0,0.111309856,0.14565414
sentiment,positive,depression,1985-1989,20,0.1092319,0.14324197
sentiment,positive,depression,1985-1989,40,0.10891941,0.14222275
sentiment,positive,depression,1985-1989,60,0.10445324,0.1364912
sentiment,positive,depression,1985-1989,80,0.10197684,0.13133901
sentiment,positive,depression,1985-1989,100,0.09686788,0.12561516
sentiment,positive,depression,1990-1994,0,0.09862405,0.12438401
sentiment,positive,depression,1990-1994,20,0.09844738,0.12393566
sentiment,positive,depression,1990-1994,40,0.0971155,0.12170553
sentiment,positive,depression,1990-1994,60,0.101967946,0.13153793
sentiment,positive,depression,1990-1994,80,0.1016594,0.12531239
sentiment,positive,depression,1990-1994,100,0.10083658,0.12727918
sentiment,positive,depression,1995-1999,0,0.102584355,0.12320036
sentiment,positive,depression,1995-1999,20,0.09613956,0.11220636
sentiment,positive,depression,1995-1999,40,0.101010315,0.12045909
sentiment,positive,depression,1995-1999,60,0.09933346,0.11974405
sentiment,positive,depression,1995-1999,80,0.10215962,0.123092465
sentiment,positive,depression,1995-1999,100,0.097183645,0.12119775
sentiment,positive,depression,2000-2004,0,0.094666265,0.11380341
sentiment,positive,depression,2000-2004,20,0.09124112,0.107898325
sentiment,positive,depression,2000-2004,40,0.09003032,0.10540124
sentiment,positive,depression,2000-2004,60,0.093839936,0.11096962
sentiment,positive,depression,2000-2004,80,0.10529165,0.12844732
sentiment,positive,depression,2000-2004,100,0.10446423,0.1351146
sentiment,positive,depression,2005-2009,0,0.09051313,0.119861744
sentiment,positive,depression,2005-2009,20,0.09366665,0.1233307
sentiment,positive,depression,2005-2009,40,0.08664427,0.113938905
sentiment,positive,depression,2005-2009,60,0.08951686,0.12388301
sentiment,positive,depression,2005-2009,80,0.082126155,0.110287495
sentiment,positive,depression,2005-2009,100,0.08332294,0.11090261
sentiment,positive,depression,2010-2014,0,0.083129235,0.10524146
sentiment,positive,depression,2010-2014,20,0.08302615,0.1026131
sentiment,positive,depression,2010-2014,40,0.079706065,0.09105466
sentiment,positive,depression,2010-2014,60,0.08327219,0.10044654
sentiment,positive,depression,2010-2014,80,0.08208525,0.09665764
sentiment,positive,depression,2010-2014,100,0.083487876,0.094397984
sentiment,positive,depression,2015-2019,0,0.09265647,0.11305919
sentiment,positive,depression,2015-2019,20,0.09223227,0.11170728
sentiment,positive,depression,2015-2019,40,0.08803169,0.109701276
sentiment,positive,depression,2015-2019,60,0.08454146,0.10473449
sentiment,positive,depression,2015-2019,80,0.08525385,0.10516407
sentiment,positive,depression,2015-2019,100,0.08275277,0.098382115
sentiment,positive,mental_health,1970-1974,0,0.07449211,0.059322856
sentiment,positive,mental_health,1970-1974,20,0.073057786,0.05931417
sentiment,positive,mental_health,1970-1974,40,0.07234467,0.06126585
sentiment,positive,mental_health,1970-1974,60,0.07092109,0.059971582
sentiment,positive,mental_health,1970-1974,80,0.06889537,0.059989695
sentiment,positive,mental_health,1970-1974,100,0.06828029,0.06112549
sentiment,positive,mental_health,1975-1979,0,0.055850744,0.044746332
sentiment,positive,mental_health,1975-1979,20,0.054885056,0.044851713
sentiment,positive,mental_health,1975-1979,40,0.053882163,0.044720903
sentiment,positive,mental_health,1975-1979,60,0.053288843,0.044522587
sentiment,positive,mental_health,1975-1979,80,0.053059958,0.0448685
sentiment,positive,mental_health,1975-1979,100,0.054478716,0.04752237
sentiment,positive,mental_health,1980-1984,0,0.055757266,0.043881096
sentiment,positive,mental_health,1980-1984,20,0.05547462,0.04371708
sentiment,positive,mental_health,1980-1984,40,0.05530069,0.043613475
sentiment,positive,mental_health,1980-1984,60,0.053458996,0.04235561
sentiment,positive,mental_health,1980-1984,80,0.051437106,0.041239675
sentiment,positive,mental_health,1980-1984,100,0.049964555,0.039399978
sentiment,positive,mental_health,1985-1989,0,0.06815328,0.05278641
sentiment,positive,mental_health,1985-1989,20,0.06724734,0.052208297
sentiment,positive,mental_health,1985-1989,40,0.06591673,0.052290652
sentiment,positive,mental_health,1985-1989,60,0.06570111,0.052788556
sentiment,positive,mental_health,1985-1989,80,0.06331799,0.050973203
sentiment,positive,mental_health,1985-1989,100,0.062767714,0.0495946
sentiment,positive,mental_health,1990-1994,0,0.066407084,0.05076188
sentiment,positive,mental_health,1990-1994,20,0.06550132,0.04957202
sentiment,positive,mental_health,1990-1994,40,0.06572503,0.051259443
sentiment,positive,mental_health,1990-1994,60,0.06415834,0.051599897
sentiment,positive,mental_health,1990-1994,80,0.06407328,0.051813837
sentiment,positive,mental_health,1990-1994,100,0.063385904,0.051018506
sentiment,positive,mental_health,1995-1999,0,0.06536231,0.05444045
sentiment,positive,mental_health,1995-1999,20,0.06494597,0.053916853
sentiment,positive,mental_health,1995-1999,40,0.061529,0.049726788
sentiment,positive,mental_health,1995-1999,60,0.06324524,0.05042197
sentiment,positive,mental_health,1995-1999,80,0.06370206,0.04985588
sentiment,positive,mental_health,1995-1999,100,0.06310413,0.049116056
sentiment,positive,mental_health,2000-2004,0,0.06747963,0.05178602
sentiment,positive,mental_health,2000-2004,20,0.06662756,0.051106494
sentiment,positive,mental_health,2000-2004,40,0.067850254,0.052464936
sentiment,positive,mental_health,2000-2004,60,0.064794354,0.049377915
sentiment,positive,mental_health,2000-2004,80,0.06561772,0.049404263
sentiment,positive,mental_health,2000-2004,100,0.06291792,0.04724932
sentiment,positive,mental_health,2005-2009,0,0.067360595,0.051509917
sentiment,positive,mental_health,2005-2009,20,0.06532251,0.05006813
sentiment,positive,mental_health,2005-2009,40,0.064336084,0.048851345
sentiment,positive,mental_health,2005-2009,60,0.062249314,0.046494022
sentiment,positive,mental_health,2005-2009,80,0.06337801,0.047142915
sentiment,positive,mental_health,2005-2009,100,0.0649203,0.048903268
sentiment,positive,mental_health,2010-2014,0,0.060274035,0.045868043
sentiment,positive,mental_health,2010-2014,20,0.061810702,0.04725968
sentiment,positive,mental_health,2010-2014,40,0.065473616,0.050030623
sentiment,positive,mental_health,2010-2014,60,0.06490139,0.049100004
sentiment,positive,mental_health,2010-2014,80,0.064309895,0.04834469
sentiment,positive,mental_health,2010-2014,100,0.06300395,0.046579003
sentiment,positive,mental_health,2015-2019,0,0.06311257,0.047162697
sentiment,positive,mental_health,2015-2019,20,0.06262089,0.04743181
sentiment,positive,mental_health,2015-2019,40,0.061946508,0.047858942
sentiment,positive,mental_health,2015-2019,60,0.06136389,0.046986543
sentiment,positive,mental_health,2015-2019,80,0.06002989,0.046537507
sentiment,positive,mental_health,2015-2019,100,0.05726766,0.04439002
sentiment,positive,mental_illness,1970-1974,0,0.018904211,0.012312291
sentiment,positive,mental_illness,1970-1974,20,0.019191457,0.013942521
sentiment,positive,mental_illness,1970-1974,40,0.019388445,0.014200169
sentiment,positive,mental_illness,1970-1974,60,0.019190848,0.014580496
sentiment,positive,mental_illness,1970-1974,80,0.01931299,0.015179985
sentiment,positive,mental_illness,1970-1974,100,0.018820165,0.015614662
sentiment,positive,mental_illness,1975-1979,0,0.021449126,0.013773266
sentiment,positive,mental_illness,1975-1979,20,0.02089255,0.013881226
sentiment,positive,mental_illness,1975-1979,40,0.020216148,0.013391862
sentiment,positive,mental_illness,1975-1979,60,0.019738737,0.012987078
sentiment,positive,mental_illness,1975-1979,80,0.01982549,0.013347499
sentiment,positive,mental_illness,1975-1979,100,0.019808697,0.013802527
sentiment,positive,mental_illness,1980-1984,0,0.031050581,0.03147786
sentiment,positive,mental_illness,1980-1984,20,0.030563416,0.030835938
sentiment,positive,mental_illness,1980-1984,40,0.031212136,0.031844597
sentiment,positive,mental_illness,1980-1984,60,0.032188978,0.03344085
sentiment,positive,mental_illness,1980-1984,80,0.031747963,0.03320182
sentiment,positive,mental_illness,1980-1984,100,0.032978404,0.033549618
sentiment,positive,mental_illness,1985-1989,0,0.020143438,0.012604078
sentiment,positive,mental_illness,1985-1989,20,0.02014714,0.013701728
sentiment,positive,mental_illness,1985-1989,40,0.02117905,0.015675582
sentiment,positive,mental_illness,1985-1989,60,0.021254413,0.016241184
sentiment,positive,mental_illness,1985-1989,80,0.02176121,0.017286286
sentiment,positive,mental_illness,1985-1989,100,0.021590745,0.017012676
sentiment,positive,mental_illness,1990-1994,0,0.020807298,0.0145016145
sentiment,positive,mental_illness,1990-1994,20,0.020309942,0.014040801
sentiment,positive,mental_illness,1990-1994,40,0.019443644,0.012530801
sentiment,positive,mental_illness,1990-1994,60,0.019363847,0.012509338
sentiment,positive,mental_illness,1990-1994,80,0.019336164,0.013398189
sentiment,positive,mental_illness,1990-1994,100,0.019006401,0.013788588
sentiment,positive,mental_illness,1995-1999,0,0.021595946,0.017299702
sentiment,positive,mental_illness,1995-1999,20,0.021171011,0.017570395
sentiment,positive,mental_illness,1995-1999,40,0.020844664,0.01806358
sentiment,positive,mental_illness,1995-1999,60,0.021154083,0.018354116
sentiment,positive,mental_illness,1995-1999,80,0.020347176,0.017106734
sentiment,positive,mental_illness,1995-1999,100,0.020673137,0.01898598
sentiment,positive,mental_illness,2000-2004,0,0.018410489,0.011973434
sentiment,positive,mental_illness,2000-2004,20,0.018325737,0.012389668
sentiment,positive,mental_illness,2000-2004,40,0.017853884,0.012185656
sentiment,positive,mental_illness,2000-2004,60,0.01807372,0.0138534475
sentiment,positive,mental_illness,2000-2004,80,0.017929744,0.013961789
sentiment,positive,mental_illness,2000-2004,100,0.017931126,0.014194338
sentiment,positive,mental_illness,2005-2009,0,0.019568248,0.012745183
sentiment,positive,mental_illness,2005-2009,20,0.019387648,0.012235913
sentiment,positive,mental_illness,2005-2009,40,0.019432824,0.012412467
sentiment,positive,mental_illness,2005-2009,60,0.019784959,0.012485183
sentiment,positive,mental_illness,2005-2009,80,0.01938929,0.011953103
sentiment,positive,mental_illness,2005-2009,100,0.019310845,0.011995837
sentiment,positive,mental_illness,2010-2014,0,0.020764135,0.014155127
sentiment,positive,mental_illness,2010-2014,20,0.021156821,0.014549772
sentiment,positive,mental_illness,2010-2014,40,0.020918846,0.013917915
sentiment,positive,mental_illness,2010-2014,60,0.020657485,0.014099572
sentiment,positive,mental_illness,2010-2014,80,0.020752544,0.014392001
sentiment,positive,mental_illness,2010-2014,100,0.020715507,0.014530981
sentiment,positive,mental_illness,2015-2019,0,0.019934556,0.0130797
sentiment,positive,mental_illness,2015-2019,20,0.019244377,0.013986489
sentiment,positive,mental_illness,2015-2019,40,0.018868258,0.014039975
sentiment,positive,mental_illness,2015-2019,60,0.018567692,0.013905715
sentiment,positive,mental_illness,2015-2019,80,0.018394375,0.015514074
sentiment,positive,mental_illness,2015-2019,100,0.018590441,0.015820945
sentiment,positive,abuse,1970-1974,0,0.23356253,0.22729033
sentiment,positive,abuse,1970-1974,20,0.23350008,0.22430268
sentiment,positive,abuse,1970-1974,40,0.23350008,0.22430268
sentiment,positive,abuse,1970-1974,60,0.24180998,0.22799648
sentiment,positive,abuse,1970-1974,80,0.2507272,0.22450227
sentiment,positive,abuse,1970-1974,100,0.2601595,0.21363972
sentiment,positive,abuse,1975-1979,0,0.3263179,0.26036003
sentiment,positive,abuse,1975-1979,20,0.32319006,0.2581766
sentiment,positive,abuse,1975-1979,40,0.32642916,0.26019728
sentiment,positive,abuse,1975-1979,60,0.32968542,0.26106328
sentiment,positive,abuse,1975-1979,80,0.33027026,0.26108316
sentiment,positive,abuse,1975-1979,100,0.32958114,0.2606062
sentiment,positive,abuse,1980-1984,0,0.28401807,0.25431645
sentiment,positive,abuse,1980-1984,20,0.27646688,0.25165266
sentiment,positive,abuse,1980-1984,40,0.26788315,0.24888796
sentiment,positive,abuse,1980-1984,60,0.27746615,0.24894476
sentiment,positive,abuse,1980-1984,80,0.27782252,0.24564569
sentiment,positive,abuse,1980-1984,100,0.27174392,0.23980665
sentiment,positive,abuse,1985-1989,0,0.29540706,0.24514881
sentiment,positive,abuse,1985-1989,20,0.29176754,0.24538861
sentiment,positive,abuse,1985-1989,40,0.2924344,0.24598935
sentiment,positive,abuse,1985-1989,60,0.2905589,0.24625297
sentiment,positive,abuse,1985-1989,80,0.29292157,0.2467453
sentiment,positive,abuse,1985-1989,100,0.29303762,0.250712
sentiment,positive,abuse,1990-1994,0,0.31523588,0.25765416
sentiment,positive,abuse,1990-1994,20,0.320055,0.25889903
sentiment,positive,abuse,1990-1994,40,0.31471232,0.25739744
sentiment,positive,abuse,1990-1994,60,0.31101662,0.2523607
sentiment,positive,abuse,1990-1994,80,0.30388328,0.24800596
sentiment,positive,abuse,1990-1994,100,0.30124173,0.24233337
sentiment,positive,abuse,1995-1999,0,0.2796982,0.24817905
sentiment,positive,abuse,1995-1999,20,0.28217745,0.24630013
sentiment,positive,abuse,1995-1999,40,0.2943346,0.25208557
sentiment,positive,abuse,1995-1999,60,0.28535998,0.24306057
sentiment,positive,abuse,1995-1999,80,0.28737056,0.23831497
sentiment,positive,abuse,1995-1999,100,0.2898778,0.23709309
sentiment,positive,abuse,2000-2004,0,0.296522,0.23391809
sentiment,positive,abuse,2000-2004,20,0.28959706,0.23139632
sentiment,positive,abuse,2000-2004,40,0.2871639,0.22853813
sentiment,positive,abuse,2000-2004,60,0.29252273,0.22991072
sentiment,positive,abuse,2000-2004,80,0.28979617,0.23003274
sentiment,positive,abuse,2000-2004,100,0.2935535,0.23135321
sentiment,positive,abuse,2005-2009,0,0.31399414,0.23819047
sentiment,positive,abuse,2005-2009,20,0.31261876,0.2399438
sentiment,positive,abuse,2005-2009,40,0.30323982,0.23593163
sentiment,positive,abuse,2005-2009,60,0.3042461,0.23527196
sentiment,positive,abuse,2005-2009,80,0.2955649,0.23471624
sentiment,positive,abuse,2005-2009,100,0.29262927,0.23526807
sentiment,positive,abuse,2010-2014,0,0.31194767,0.24073227
sentiment,positive,abuse,2010-2014,20,0.30344546,0.23639289
sentiment,positive,abuse,2010-2014,40,0.29943013,0.23516272
sentiment,positive,abuse,2010-2014,60,0.3063203,0.234962
sentiment,positive,abuse,2010-2014,80,0.29516563,0.2347069
sentiment,positive,abuse,2010-2014,100,0.28787005,0.23059838
sentiment,positive,abuse,2015-2019,0,0.2550914,0.22962806
sentiment,positive,abuse,2015-2019,20,0.2589119,0.23008285
sentiment,positive,abuse,2015-2019,40,0.26832747,0.2335391
sentiment,positive,abuse,2015-2019,60,0.28215417,0.24009079
sentiment,positive,abuse,2015-2019,80,0.28313208,0.23938581
sentiment,positive,abuse,2015-2019,100,0.27423248,0.23632808
