dimension,variation,target,year,injection_level,avg_dissimilarity,std_dissimilarity
sentiment,positive,trauma,2005-2009,100,0.006015403,0.0038107361
sentiment,positive,trauma,2010-2014,0,0.006433463,0.0047624274
sentiment,positive,trauma,2010-2014,20,0.0065201665,0.004768925
sentiment,positive,trauma,2010-2014,40,0.006506047,0.004797453
sentiment,positive,trauma,2010-2014,60,0.006082703,0.00424798
sentiment,positive,trauma,2010-2014,80,0.006104315,0.004491713
sentiment,positive,trauma,2010-2014,100,0.0060717063,0.004538477
sentiment,positive,trauma,2015-2019,0,0.0065189525,0.0042201346
sentiment,positive,trauma,2015-2019,20,0.0063756653,0.0040306696
sentiment,positive,trauma,2015-2019,40,0.006261942,0.004099088
sentiment,positive,trauma,2015-2019,60,0.0062344703,0.0040946314
sentiment,positive,trauma,2015-2019,80,0.006277139,0.0041487445
sentiment,positive,trauma,2015-2019,100,0.006136763,0.004129249
sentiment,positive,anxiety,1970-1974,0,0.008100513,0.006996981
sentiment,positive,anxiety,1970-1974,20,0.007799151,0.0066716946
sentiment,positive,anxiety,1970-1974,40,0.008083948,0.0067305993
sentiment,positive,anxiety,1970-1974,60,0.00843475,0.0070680357
sentiment,positive,anxiety,1970-1974,80,0.008463554,0.0067943633
sentiment,positive,anxiety,1970-1974,100,0.008305941,0.0066306638
sentiment,positive,anxiety,1975-1979,0,0.00784431,0.006828307
sentiment,positive,anxiety,1975-1979,20,0.008211041,0.007050268
sentiment,positive,anxiety,1975-1979,40,0.0084851505,0.007100019
sentiment,positive,anxiety,1975-1979,60,0.008034124,0.006588316
sentiment,positive,anxiety,1975-1979,80,0.008193966,0.0067036
sentiment,positive,anxiety,1975-1979,100,0.008499128,0.006806172
sentiment,positive,anxiety,1980-1984,0,0.008388051,0.007859898
sentiment,positive,anxiety,1980-1984,20,0.008059877,0.00740765
sentiment,positive,anxiety,1980-1984,40,0.008026426,0.00732268
sentiment,positive,anxiety,1980-1984,60,0.008199153,0.0072725494
sentiment,positive,anxiety,1980-1984,80,0.008282313,0.0071945093
sentiment,positive,anxiety,1980-1984,100,0.008245778,0.0069330824
sentiment,positive,anxiety,1985-1989,0,0.007467056,0.0067255516
sentiment,positive,anxiety,1985-1989,20,0.007747558,0.00695422
sentiment,positive,anxiety,1985-1989,40,0.007893946,0.0070700995
sentiment,positive,anxiety,1985-1989,60,0.00829314,0.0075461953
sentiment,positive,anxiety,1985-1989,80,0.008710819,0.007835854
sentiment,positive,anxiety,1985-1989,100,0.008995753,0.007841601
sentiment,positive,anxiety,1990-1994,0,0.007336393,0.006415844
sentiment,positive,anxiety,1990-1994,20,0.0075015407,0.00677995
sentiment,positive,anxiety,1990-1994,40,0.007348727,0.0066612978
sentiment,positive,anxiety,1990-1994,60,0.007908741,0.0071925092
sentiment,positive,anxiety,1990-1994,80,0.0079238415,0.006999817
sentiment,positive,anxiety,1990-1994,100,0.0082780495,0.0072564753
sentiment,positive,anxiety,1995-1999,0,0.0075139417,0.0066518555
sentiment,positive,anxiety,1995-1999,20,0.007366901,0.006522327
sentiment,positive,anxiety,1995-1999,40,0.0075395484,0.0068172556
sentiment,positive,anxiety,1995-1999,60,0.0075418907,0.006707121
sentiment,positive,anxiety,1995-1999,80,0.0075257276,0.0067350925
sentiment,positive,anxiety,1995-1999,100,0.008030527,0.007298179
sentiment,positive,anxiety,2000-2004,0,0.008053191,0.0077410107
sentiment,positive,anxiety,2000-2004,20,0.0072677857,0.007045397
sentiment,positive,anxiety,2000-2004,40,0.007555301,0.0072969026
sentiment,positive,anxiety,2000-2004,60,0.0076093297,0.007164128
sentiment,positive,anxiety,2000-2004,80,0.007576064,0.0068777776
sentiment,positive,anxiety,2000-2004,100,0.0074269585,0.006336449
sentiment,positive,anxiety,2005-2009,0,0.0064090174,0.0056166397
sentiment,positive,anxiety,2005-2009,20,0.0068058935,0.005834154
sentiment,positive,anxiety,2005-2009,40,0.007194269,0.0063239564
sentiment,positive,anxiety,2005-2009,60,0.0072529567,0.006193327
sentiment,positive,anxiety,2005-2009,80,0.007310013,0.006226201
sentiment,positive,anxiety,2005-2009,100,0.0075191036,0.0062295105
sentiment,positive,anxiety,2010-2014,0,0.007212992,0.0061364085
sentiment,positive,anxiety,2010-2014,20,0.0072708176,0.0059924065
sentiment,positive,anxiety,2010-2014,40,0.007426069,0.0061062966
sentiment,positive,anxiety,2010-2014,60,0.0074706106,0.0062992834
sentiment,positive,anxiety,2010-2014,80,0.007374883,0.006116367
sentiment,positive,anxiety,2010-2014,100,0.007209261,0.006140021
sentiment,positive,anxiety,2015-2019,0,0.007443169,0.0064187
sentiment,positive,anxiety,2015-2019,20,0.007110628,0.005851673
sentiment,positive,anxiety,2015-2019,40,0.0071918154,0.0061287256
sentiment,positive,anxiety,2015-2019,60,0.0067932815,0.0057999156
sentiment,positive,anxiety,2015-2019,80,0.006709892,0.0056198705
sentiment,positive,anxiety,2015-2019,100,0.006529256,0.005459866
sentiment,positive,depression,1970-1974,0,0.007463528,0.006185543
sentiment,positive,depression,1970-1974,20,0.0074818386,0.0060213436
sentiment,positive,depression,1970-1974,40,0.007881509,0.005987491
sentiment,positive,depression,1970-1974,60,0.0077047776,0.0056765103
sentiment,positive,depression,1970-1974,80,0.007854697,0.005812503
sentiment,positive,depression,1970-1974,100,0.008072195,0.005875486
sentiment,positive,depression,1975-1979,0,0.0072874045,0.006455616
sentiment,positive,depression,1975-1979,20,0.0073660887,0.0065493234
sentiment,positive,depression,1975-1979,40,0.0074325223,0.0066072857
sentiment,positive,depression,1975-1979,60,0.007595603,0.0065748505
sentiment,positive,depression,1975-1979,80,0.007327149,0.0063949875
sentiment,positive,depression,1975-1979,100,0.007031397,0.005950771
sentiment,positive,depression,1980-1984,0,0.0065175,0.005955249
sentiment,positive,depression,1980-1984,20,0.006369224,0.005824373
sentiment,positive,depression,1980-1984,40,0.006237047,0.0056219036
sentiment,positive,depression,1980-1984,60,0.006138131,0.005380085
sentiment,positive,depression,1980-1984,80,0.0063541727,0.005641101
sentiment,positive,depression,1980-1984,100,0.00604536,0.005089458
sentiment,positive,depression,1985-1989,0,0.006547368,0.0066648712
sentiment,positive,depression,1985-1989,20,0.0063621043,0.0063215597
sentiment,positive,depression,1985-1989,40,0.006133371,0.0058980607
sentiment,positive,depression,1985-1989,60,0.0059331045,0.005540468
sentiment,positive,depression,1985-1989,80,0.0057851914,0.0053616464
sentiment,positive,depression,1985-1989,100,0.0057723196,0.00525072
sentiment,positive,depression,1990-1994,0,0.006287282,0.005517116
sentiment,positive,depression,1990-1994,20,0.0062434766,0.0054003913
sentiment,positive,depression,1990-1994,40,0.00630334,0.005671049
sentiment,positive,depression,1990-1994,60,0.006527145,0.0059636137
sentiment,positive,depression,1990-1994,80,0.006617794,0.0063021793
sentiment,positive,depression,1990-1994,100,0.006608637,0.006418452
sentiment,positive,depression,1995-1999,0,0.0061128084,0.0056287893
sentiment,positive,depression,1995-1999,20,0.005946179,0.005804416
sentiment,positive,depression,1995-1999,40,0.006153651,0.0061152
sentiment,positive,depression,1995-1999,60,0.0057111965,0.005700285
sentiment,positive,depression,1995-1999,80,0.005722595,0.0055262633
sentiment,positive,depression,1995-1999,100,0.0055469777,0.0053892434
sentiment,positive,depression,2000-2004,0,0.0062460173,0.00599641
sentiment,positive,depression,2000-2004,20,0.006008962,0.005770596
sentiment,positive,depression,2000-2004,40,0.0059688594,0.005585284
sentiment,positive,depression,2000-2004,60,0.0056952466,0.0052564796
sentiment,positive,depression,2000-2004,80,0.0056900918,0.005038461
sentiment,positive,depression,2000-2004,100,0.0057447767,0.0049754493
sentiment,positive,depression,2005-2009,0,0.0058278954,0.0054719
sentiment,positive,depression,2005-2009,20,0.006001771,0.0056127757
sentiment,positive,depression,2005-2009,40,0.005779057,0.005532782
sentiment,positive,depression,2005-2009,60,0.0055736355,0.005145601
sentiment,positive,depression,2005-2009,80,0.0059517897,0.005661629
sentiment,positive,depression,2005-2009,100,0.005447701,0.0050832173
sentiment,positive,depression,2010-2014,0,0.00566411,0.005085047
sentiment,positive,depression,2010-2014,20,0.005608783,0.0048308307
sentiment,positive,depression,2010-2014,40,0.0058211917,0.00511057
sentiment,positive,depression,2010-2014,60,0.005454553,0.0044765323
sentiment,positive,depression,2010-2014,80,0.0054392833,0.004499877
sentiment,positive,depression,2010-2014,100,0.0057374695,0.005002017
sentiment,positive,depression,2015-2019,0,0.005780722,0.004820278
sentiment,positive,depression,2015-2019,20,0.0063628843,0.0056900596
sentiment,positive,depression,2015-2019,40,0.006428435,0.0058530597
sentiment,positive,depression,2015-2019,60,0.0063541923,0.0060043097
sentiment,positive,depression,2015-2019,80,0.0063755736,0.0060638897
sentiment,positive,depression,2015-2019,100,0.0062367627,0.005901205
sentiment,positive,abuse,1970-1974,0,0.0051291334,0.0024357943
sentiment,positive,abuse,1970-1974,20,0.005194341,0.002541735
sentiment,positive,abuse,1970-1974,40,0.0051943413,0.0025417348
sentiment,positive,abuse,1970-1974,60,0.0051866136,0.0025396964
sentiment,positive,abuse,1970-1974,80,0.005391279,0.002703079
sentiment,positive,abuse,1970-1974,100,0.0051101646,0.0031546797
sentiment,positive,abuse,1975-1979,0,0.004891891,0.0032384556
sentiment,positive,abuse,1975-1979,20,0.004856469,0.003213212
sentiment,positive,abuse,1975-1979,40,0.004706334,0.003164575
sentiment,positive,abuse,1975-1979,60,0.004733336,0.0031704025
sentiment,positive,abuse,1975-1979,80,0.00470304,0.0031748507
sentiment,positive,abuse,1975-1979,100,0.004620521,0.003126778
sentiment,positive,abuse,1980-1984,0,0.004849351,0.0033198262
sentiment,positive,abuse,1980-1984,20,0.0050801905,0.0036844572
sentiment,positive,abuse,1980-1984,40,0.004957477,0.0037196884
sentiment,positive,abuse,1980-1984,60,0.004914583,0.0035093382
sentiment,positive,abuse,1980-1984,80,0.005123583,0.0037917504
sentiment,positive,abuse,1980-1984,100,0.0052462462,0.004105744
sentiment,positive,abuse,1985-1989,0,0.005164617,0.0041609635
sentiment,positive,abuse,1985-1989,20,0.0050336593,0.003979009
sentiment,positive,abuse,1985-1989,40,0.004957303,0.0039224275
sentiment,positive,abuse,1985-1989,60,0.0049500205,0.0036408848
sentiment,positive,abuse,1985-1989,80,0.0048822626,0.0036433921
sentiment,positive,abuse,1985-1989,100,0.004576783,0.0031506538
sentiment,positive,abuse,1990-1994,0,0.004868044,0.0028908253
sentiment,positive,abuse,1990-1994,20,0.004795417,0.00281433
sentiment,positive,abuse,1990-1994,40,0.005193205,0.0038871781
sentiment,positive,abuse,1990-1994,60,0.0050914716,0.003919738
sentiment,positive,abuse,1990-1994,80,0.00508736,0.0040432788
sentiment,positive,abuse,1990-1994,100,0.005232511,0.0043871007
sentiment,positive,abuse,1995-1999,0,0.005171138,0.0040762806
sentiment,positive,abuse,1995-1999,20,0.0051671807,0.0040602484
sentiment,positive,abuse,1995-1999,40,0.0049866675,0.0037980012
sentiment,positive,abuse,1995-1999,60,0.0052429223,0.00392098
sentiment,positive,abuse,1995-1999,80,0.0057737795,0.004698097
sentiment,positive,abuse,1995-1999,100,0.0056052622,0.004571108
sentiment,positive,abuse,2000-2004,0,0.0053087515,0.0041745957
sentiment,positive,abuse,2000-2004,20,0.005616981,0.0046829376
sentiment,positive,abuse,2000-2004,40,0.00578609,0.0049473564
sentiment,positive,abuse,2000-2004,60,0.0058545927,0.0049815667
sentiment,positive,abuse,2000-2004,80,0.0058331415,0.005094188
sentiment,positive,abuse,2000-2004,100,0.0063339937,0.006101487
sentiment,positive,abuse,2005-2009,0,0.0056257267,0.004929678
sentiment,positive,abuse,2005-2009,20,0.0058163786,0.0053139376
sentiment,positive,abuse,2005-2009,40,0.005962417,0.0054877107
sentiment,positive,abuse,2005-2009,60,0.0057818247,0.0049941754
sentiment,positive,abuse,2005-2009,80,0.005652374,0.0049587176
sentiment,positive,abuse,2005-2009,100,0.0056827017,0.004936167
sentiment,positive,abuse,2010-2014,0,0.0051083053,0.003810306
sentiment,positive,abuse,2010-2014,20,0.005070225,0.003919107
sentiment,positive,abuse,2010-2014,40,0.0052638175,0.0040102256
sentiment,positive,abuse,2010-2014,60,0.005489672,0.004300884
sentiment,positive,abuse,2010-2014,80,0.0056336755,0.004940026
sentiment,positive,abuse,2010-2014,100,0.0057551633,0.0051174206
sentiment,positive,abuse,2015-2019,0,0.0052114273,0.004240691
sentiment,positive,abuse,2015-2019,20,0.005194575,0.0040885853
sentiment,positive,abuse,2015-2019,40,0.0053274618,0.0039652777
sentiment,positive,abuse,2015-2019,60,0.0054985373,0.004262861
sentiment,positive,abuse,2015-2019,80,0.0054335683,0.0041797757
sentiment,positive,abuse,2015-2019,100,0.0053324555,0.0041916585
