Wistar rats subjected to physical stress release a urine alarm pheromone (2-heptanone) that produces signs of anxiety and despair in receptor rats not subjected to physical stress.	natural
Placebo panic occurred early during the procedure and was apparently associated with anticipation anxiety and stress-provoking situational factors.	natural
As a consequence the context becomes the best predictor of the threat and later induces anxiety (sustained fear response).	natural
The aim of this study was to investigate symptoms of social anxiety and the psychometric properties of the Social Anxiety Scale for Adolescents (SAS-A) among Finnish adolescents, 13-16 years of age.	natural
Patients with somatoform, anxiety, depressive or adjustment disorders differed significantly in narcissistic aspects.	natural
These results suggest inconsistent relationships between types of stress and personality trait anxiety (MAS).	natural
Anxiety and related disorders are the most common mental conditions affecting the North American population.	natural
In a multiple baseline design, 20 clients in treatment for depression or anxiety first received five, seven or nine weekly sessions of baseline treatment providing Rogerian conditions and affect attunement.	natural
Work characteristics, stressors, and support variables were evaluated regarding their influence on depression, anxiety, post-traumatic stress disorder (PTSD), and burnout through multivariate logistic regressions.	natural
Attempts to explain the gender difference in rates of depression would benefit from an understanding that women also are more likely to experience anxiety.	natural
Anxiety and depression are studied thoroughly in patients with advanced cancer.	natural
Severity of depression or anxiety in mild to moderate depression did not predict attendance, but high attendance was associated with higher age and satisfaction with the intervention.	natural
One of these traits appears to be related to enhanced attention engagement and reduced anxiety.	natural
Research has shown impressive support for tripartite models of anxiety and depression that include a common factor of negative affect, and the unique factors positive affect and arousal.	natural
This study examined whether anxiety moderates the effect of the positivity bias on attention for threat.	natural
In a split-ballot experiment (N=458) we tested, first, to what extent the logical presentation of the Photo Anxiety Questionnaire forces respondents into the usual response pattern, that is, a higher reported anxiety on items mentioning a time closer to dental treatment.	natural
Although family adaptability and cohesion were not significantly associated with children's reactions to hospitalization, maternal trait anxiety and maternal overprotection, rejection, and overindulgence of the child were correlated with poorer adjustment.	natural
Correlations between trait anxiety and somatic anxiety were not significant; state anxiety scores tended to correlate negatively with physical fitness.	natural
Children's internalizing problems were assessed with the DSM-IV anxiety and affective problem scales of the Child Behavior Checklist (CBCL) and the Youth Self-Report (YSR).	natural
The results indicated that there are systematic age differences in the expression of childhood fears and anxiety symptoms.	natural
Contrary to prediction, training in anxiety management did not add to the effectiveness of monitored nicotine fading and may have detracted from its effectiveness for high anxious smokers.	natural
Compared to baseline, MBSR completers showed (a) increased self-esteem and decreased anxiety, (b) increased positive and decreased negative self-endorsement, (c) increased activity in a brain network related to attention regulation, and (d) reduced activity in brain systems implicated in conceptual-linguistic self-view.	natural
The importance of examining multiple dimensions of state anxiety using a multimethod, idiographic approach is discussed.	natural
Anxiety disorders are highly prevalent and disabling conditions for which effective psychological treatment exists.	natural
Anxiety and attention-deficit/hyperactivity (ADH) problems are common in adolescence, often co-occur, and are characterised by high heterogeneity in their phenotypic expressions.	natural
The purposes of the present study were threefold: to assess the prevalence levels of anxiety, depression, and suicidal ideation in a sample of first-generation Mexican migrant farmworker women in the Midwest United States; to examine the variables that predict depression and suicidal ideation; and to qualitatively--through interviews--determine the stressors experienced by migrant farmworker women.	natural
Moreover, SPEE moderated the relationship between social physique anxiety (SPA) and exercise frequency.	natural
It might well be that cognitive biases that are thought to maintain or exaggerate anxiety states (e.g. covariation bias), emerge from a right hemisphere mode of information processing.	natural
Results from the current factor analysis, together with the documented prevalence of somatic disorders, including evidence regarding the genetic and biological independence of somatic symptomatology, lend support to the argument that somatic symptoms, although correlated, are independent of anxiety and depression.	natural
The anxiety and the happiness situation but not the anger situation proved to be effective in inducing the intended specific emotion.	natural
The aim of this study was to investigate the areas of depression, anxiety, and social support using the structural model of the social network.	natural
The sAD's item structure may be interpreted within three current conceptualisations of mood: that of general psychological distress; that of clinical states of anxiety and depression; and that of normal mood dimensions of hedonic tone and tense arousal.	natural
