9433442.n 11.272550870750543
863906.v 13.089628147962888
14049552.n 13.70866735636911
14475405.n 10.161516062083875
86654.n 13.575135963744588
863277.v 12.946527304322213
14038482.n 13.575135963744588
7534430.n 10.705817615046255
6714976.n 10.900987314318058
948868.n 10.611152388505177
14333433.n 9.300207464627073
113726.n 13.86281803619637
14044719.n 9.420166779706053
13894306.n 10.428830831711222
112997.n 10.756737705473512
9454153.n 12.710138526257984
6715638.n 12.821364161368209
14052046.n 13.256682232626053
14326190.n 11.069610026753852
14489699.n 10.611152388505177
14044852.n 12.435701680556223
13864965.n 11.272550870750543
7533097.n 11.611526237589873
14329262.n 12.658845231870433
86297.n 12.28728167543795
14026166.n 13.089628147962888
418025.n 9.40074869384895
14061462.n 13.169670855636424
14023804.n 14.961430324864478
7534278.n 12.220590300939277
14392639.n 6.911524455199748
2515727.v 15.654577505424424
14044372.n 13.256682232626053
14329762.n 12.158069943957944
14329654.n 13.575135963744588
1062165.v 15.654577505424424
9238926.n 11.132788928375383
97122.n 12.764205747528258
14049711.n 10.29799123075241
7537668.n 13.86281803619637
1762963.v 14.961430324864478
14448200.n 11.165941135692284
2515934.v 14.961430324864478
2515080.v 11.260128350751986
14042165.n 11.804429903714365
14291010.n 14.961430324864478
14041940.n 12.658845231870433
85678.n 12.563535052066108
14330265.n 15.654577505424424
14326880.n 12.658845231870433
14329040.n 13.256682232626053
14329888.n 13.256682232626053
14053717.n 14.045139592990324
9201998.n 13.86281803619637
14325575.n 15.654577505424424
14096957.n 15.654577505424424
14328720.n 12.764205747528258
9283866.n 13.70866735636911
7532832.n 15.654577505424424
14332339.n 13.575135963744588
14324572.n 13.575135963744588
14494358.n 15.654577505424424
14290881.n 14.268283144304533
7124172.n 15.654577505424424
