epoch,cosine_dissim_mean,cosine_dissim_sd,cosine_dissim_se,term,inj_ratio,corpus
1990-1994,0.15196993657142857,0.14532276138808567,0.0041520788968024466,trauma,0,natural
1990-1994,0.04966674048979592,0.03759195952376182,0.001074055986393195,anxiety,0,natural
1990-1994,0.08484643493877551,0.10911895973333427,0.003117684563809551,depression,0,natural
1990-1994,0.06803671485714287,0.052503590682248316,0.00150010259092138,mental_health,0,natural
1990-1994,0.02110504081632653,0.014836978448787886,0.00042391366996536817,mental_illness,0,natural
1990-1994,0.31827369208163264,0.2477530490339226,0.007078658543826359,abuse,0,natural
1995-1999,0.13680670710204082,0.13207114819413815,0.0037734613769753755,trauma,0,natural
1995-1999,0.05801765142857142,0.0534316195003011,0.0015266177000086028,anxiety,0,natural
1995-1999,0.10034408840816325,0.11496565798662897,0.0032847330853322558,depression,0,natural
1995-1999,0.071644176,0.05646939395333711,0.0016134112558096319,mental_health,0,natural
1995-1999,0.021055902122448976,0.015636311388093772,0.0004467517539455365,mental_illness,0,natural
1995-1999,0.30961404873469384,0.251700478945637,0.00719144225558963,abuse,0,natural
2000-2004,0.11172919330612245,0.10240104020779758,0.002925744005937074,trauma,0,natural
2000-2004,0.05774405795918367,0.050748492303860596,0.0014499569229674456,anxiety,0,natural
2000-2004,0.10011984269387755,0.11293737901616212,0.003226782257604632,depression,0,natural
2000-2004,0.06637518726530611,0.0515512782935279,0.0014728936655293685,mental_health,0,natural
2000-2004,0.019088681469387754,0.012230216120563348,0.0003494347463018099,mental_illness,0,natural
2000-2004,0.31222503191836737,0.2384817001469574,0.0068137628613416405,abuse,0,natural
2005-2009,0.10353738481632653,0.0928369917843013,0.002652485479551465,trauma,0,natural
2005-2009,0.05470720595918368,0.042920280659582255,0.0012262937331309215,anxiety,0,natural
2005-2009,0.08725045673469387,0.0980100738676449,0.002800287824789854,depression,0,natural
2005-2009,0.06791798236734695,0.05188517076159571,0.0014824334503313061,mental_health,0,natural
2005-2009,0.021367046040816327,0.014967816605783996,0.0004276519030223999,mental_illness,0,natural
2005-2009,0.31635871257142856,0.23751887808620203,0.0067862536596057735,abuse,0,natural
2010-2014,0.10843293020408165,0.10039719614725309,0.0028684913184929455,trauma,0,natural
2010-2014,0.057558641387755106,0.04689071045277339,0.0013397345843649542,anxiety,0,natural
2010-2014,0.09213394669387755,0.10275977286686806,0.002935993510481945,depression,0,natural
2010-2014,0.06960553297959184,0.0527381726678655,0.001506804933367586,mental_health,0,natural
2010-2014,0.01884583869387755,0.01218543476110003,0.00034815527888857234,mental_illness,0,natural
2010-2014,0.3163584906122449,0.23903355870893014,0.006829530248826575,abuse,0,natural
2015-2019,0.1025136848979592,0.09174935545083215,0.0026214101557380616,trauma,0,natural
2015-2019,0.06069581657142857,0.05137340894686213,0.0014678116841960608,anxiety,0,natural
2015-2019,0.08696800097959184,0.10298086465991874,0.0029423104188548216,depression,0,natural
2015-2019,0.061618519428571425,0.04729702269969363,0.0013513435057055322,mental_health,0,natural
2015-2019,0.019130549061224487,0.011638591867155431,0.00033253119620444094,mental_illness,0,natural
2015-2019,0.2722893692244899,0.232760303952975,0.006650294398656428,abuse,0,natural
1970-1974,0.18936054489795917,0.15322550001798194,0.004377871429085198,trauma,100,synthetic_breadth
1970-1974,0.1060322546122449,0.1256854767181627,0.003591013620518933,anxiety,100,synthetic_breadth
1970-1974,0.20938647861224488,0.185092100375043,0.005288345725001229,depression,100,synthetic_breadth
1970-1974,0.06051048097959183,0.04602586806843394,0.0013150248019552552,mental_health,100,synthetic_breadth
1970-1974,0.045909937306122445,0.03524332003187188,0.0010069520009106253,mental_illness,100,synthetic_breadth
1970-1974,0.3780503626373627,0.19577042148105134,0.020522316431724502,abuse,100,synthetic_breadth
1975-1979,0.19811471910204081,0.16977425016315004,0.004850692861804286,trauma,100,synthetic_breadth
1975-1979,0.09666756848979594,0.1118591607245851,0.0031959760207024316,anxiety,100,synthetic_breadth
1975-1979,0.1774475927346939,0.164734242262073,0.004706692636059229,depression,100,synthetic_breadth
1975-1979,0.06299781681632652,0.04663067310003878,0.0013323049457153939,mental_health,100,synthetic_breadth
1975-1979,0.04348108979591837,0.036013179186596855,0.00102894797675991,mental_illness,100,synthetic_breadth
1975-1979,0.37653327608163256,0.20888455937897882,0.005968130267970822,abuse,100,synthetic_breadth
1980-1984,0.1744675271020408,0.15040953652496086,0.004297415329284596,trauma,100,synthetic_breadth
1980-1984,0.09992179787755102,0.11650781054969261,0.0033287945871340744,anxiety,100,synthetic_breadth
1980-1984,0.20496719191836738,0.17408849392519918,0.004973956969291406,depression,100,synthetic_breadth
1980-1984,0.0666960963265306,0.05200096586454132,0.0014857418818440377,mental_health,100,synthetic_breadth
1980-1984,0.045607191020408167,0.04152881492522141,0.0011865375692920403,mental_illness,100,synthetic_breadth
1980-1984,0.39291706040816327,0.22398655364425019,0.006399615818407149,abuse,100,synthetic_breadth
1985-1989,0.17555711289795922,0.15763708499849668,0.004503916714242763,trauma,100,synthetic_breadth
1985-1989,0.11567740840816328,0.12788232624164642,0.0036537807497613256,anxiety,100,synthetic_breadth
1985-1989,0.21529803869387756,0.19069028150816797,0.005448293757376228,depression,100,synthetic_breadth
1985-1989,0.06435455404081633,0.045922912298773925,0.001312083208536398,mental_health,100,synthetic_breadth
1985-1989,0.04680774236734694,0.04475448854458675,0.0012786996727024787,mental_illness,100,synthetic_breadth
1985-1989,0.3509542412244898,0.27589458184293264,0.007882702338369503,abuse,100,synthetic_breadth
1990-1994,0.18809816840816324,0.16222157465310336,0.00463490213294581,trauma,100,synthetic_breadth
1990-1994,0.09487629289795918,0.11498434582242267,0.0032852670234977907,anxiety,100,synthetic_breadth
1990-1994,0.2201361844897959,0.19132458984819728,0.005466416852805638,depression,100,synthetic_breadth
1990-1994,0.0739885158367347,0.05631101683521069,0.001608886195291734,mental_health,100,synthetic_breadth
1990-1994,0.04918077893877551,0.05169920008391691,0.001477120002397626,mental_illness,100,synthetic_breadth
1990-1994,0.3224606504489796,0.2766026530668269,0.007902932944766483,abuse,100,synthetic_breadth
1995-1999,0.17250715159183677,0.15207457625555526,0.004344987893015864,trauma,100,synthetic_breadth
1995-1999,0.11084599314285712,0.130794154662493,0.0037369758474997995,anxiety,100,synthetic_breadth
1995-1999,0.23096902163265304,0.20823906289162744,0.005949687511189355,depression,100,synthetic_breadth
1995-1999,0.07217075600000002,0.05765723174796002,0.001647349478513143,mental_health,100,synthetic_breadth
1995-1999,0.04925241959183674,0.041638439222121106,0.0011896696920606028,mental_illness,100,synthetic_breadth
1995-1999,0.2534510469387755,0.24252707465861906,0.006929344990246257,abuse,100,synthetic_breadth
2000-2004,0.18280934963265308,0.15134028864545473,0.004324008247012993,trauma,100,synthetic_breadth
2000-2004,0.09255571248979591,0.10380290729030477,0.002965797351151565,anxiety,100,synthetic_breadth
2000-2004,0.22765945681632654,0.20390396947055245,0.005825827699158641,depression,100,synthetic_breadth
2000-2004,0.07107520326530611,0.057209482682167065,0.0016345566480619165,mental_health,100,synthetic_breadth
2000-2004,0.04065091036734694,0.03428557027644293,0.0009795877221840837,mental_illness,100,synthetic_breadth
2000-2004,0.3041928994285715,0.2592903118658301,0.0074082946247380045,abuse,100,synthetic_breadth
2005-2009,0.14224321159183673,0.1260814567649608,0.0036023273361417375,trauma,100,synthetic_breadth
2005-2009,0.09895774375510205,0.11263640081539802,0.003218182880439944,anxiety,100,synthetic_breadth
2005-2009,0.19586310359183673,0.18114678082001917,0.005175622309143405,depression,100,synthetic_breadth
2005-2009,0.06377808375510204,0.047213804115827575,0.001348965831880788,mental_health,100,synthetic_breadth
2005-2009,0.03925335110204081,0.03235169744016773,0.0009243342125762205,mental_illness,100,synthetic_breadth
2005-2009,0.29277703975510205,0.2465445314734603,0.007044129470670296,abuse,100,synthetic_breadth
2010-2014,0.1619559678367347,0.1472314666569165,0.004206613333054757,trauma,100,synthetic_breadth
2010-2014,0.0773477641632653,0.08188468522833325,0.0023395624350952358,anxiety,100,synthetic_breadth
2010-2014,0.21344106048979591,0.19707615637584447,0.005630747325024127,depression,100,synthetic_breadth
2010-2014,0.061902891102040815,0.045655921038194804,0.0013044548868055659,mental_health,100,synthetic_breadth
2010-2014,0.04373130253061224,0.036147342278385564,0.0010327812079538733,mental_illness,100,synthetic_breadth
2010-2014,0.33696890024489795,0.2546353046659072,0.0072752944190259215,abuse,100,synthetic_breadth
2015-2019,0.15355577608163268,0.13728615108108316,0.003922461459459519,trauma,100,synthetic_breadth
2015-2019,0.08606729363265306,0.10888901251679137,0.003111114643336897,anxiety,100,synthetic_breadth
2015-2019,0.21487897926530614,0.21312713947655046,0.006089346842187157,depression,100,synthetic_breadth
2015-2019,0.059297424,0.04097020168623876,0.0011705771910353934,mental_health,100,synthetic_breadth
2015-2019,0.05007950391836735,0.0447441474571832,0.0012784042130623771,mental_illness,100,synthetic_breadth
2015-2019,0.28855315942857146,0.2425839618958101,0.0069309703398802896,abuse,100,synthetic_breadth
1970-1974,0.22680265052910054,0.19243929772933951,0.009898009434663159,trauma,20,synthetic_breadth
1970-1974,0.0650463264489796,0.0739490452324304,0.0021128298637837256,anxiety,20,synthetic_breadth
1970-1974,0.26732895510204074,0.22751945046784136,0.006500555727652612,depression,20,synthetic_breadth
1970-1974,0.08305457110204081,0.06381686044508945,0.0018233388698596982,mental_health,20,synthetic_breadth
1970-1974,0.027101432653061225,0.024654744937211665,0.0007044212839203332,mental_illness,20,synthetic_breadth
1970-1974,0.3538203411764706,0.23421790016070348,0.009888687495541195,abuse,20,synthetic_breadth
1975-1979,0.19231448555555555,0.1709402116229887,0.006810421047249058,trauma,20,synthetic_breadth
1975-1979,0.06685930073469387,0.08313146090282145,0.00237518459722347,anxiety,20,synthetic_breadth
1975-1979,0.1862332183673469,0.200691247480425,0.0057340356422978574,depression,20,synthetic_breadth
1975-1979,0.07631389175510205,0.05843609979456834,0.0016696028512733813,mental_health,20,synthetic_breadth
1975-1979,0.02762746293877551,0.023234855152492802,0.0006638530043569372,mental_illness,20,synthetic_breadth
1975-1979,0.35537075551020403,0.24522929168780044,0.007006551191080014,abuse,20,synthetic_breadth
1980-1984,0.17410922171428572,0.1569678868815186,0.004484796768043389,trauma,20,synthetic_breadth
1980-1984,0.0567865372244898,0.05977613447929318,0.001707889556551234,anxiety,20,synthetic_breadth
1980-1984,0.16086276914285716,0.173105038445521,0.004945858241300601,depression,20,synthetic_breadth
1980-1984,0.07314140718367348,0.055825742962600275,0.0015950212275028651,mental_health,20,synthetic_breadth
1980-1984,0.03286641665306122,0.0315855972199627,0.0009024456348560771,mental_illness,20,synthetic_breadth
1980-1984,0.3340584644081633,0.2588339033180094,0.007395254380514553,abuse,20,synthetic_breadth
1985-1989,0.20309959053061225,0.17213523000368577,0.004918149428676736,trauma,20,synthetic_breadth
1985-1989,0.06655547387755104,0.07487724267019456,0.002139349790576987,anxiety,20,synthetic_breadth
1985-1989,0.13961628040816326,0.1596677346108101,0.004561935274594574,depression,20,synthetic_breadth
1985-1989,0.07911124669387756,0.0595357036324088,0.0017010201037831085,mental_health,20,synthetic_breadth
1985-1989,0.028211571346938774,0.026994205181591603,0.0007712630051883314,mental_illness,20,synthetic_breadth
1985-1989,0.3376899816326531,0.2619772860341265,0.007485065315260758,abuse,20,synthetic_breadth
1990-1994,0.15910398048979593,0.15229077770286276,0.00435116507722465,trauma,20,synthetic_breadth
1990-1994,0.061098148000000005,0.06482597627247502,0.0018521707506421435,anxiety,20,synthetic_breadth
1990-1994,0.11610269110204083,0.13888887644188866,0.00396825361262539,depression,20,synthetic_breadth
1990-1994,0.07791435722448979,0.059087502488858856,0.0016882143568245386,mental_health,20,synthetic_breadth
1990-1994,0.027916170040816323,0.03086811937062614,0.0008819462677321753,mental_illness,20,synthetic_breadth
1990-1994,0.3387715847346939,0.25805583341585236,0.007373023811881495,abuse,20,synthetic_breadth
1995-1999,0.14748542032653061,0.14027234084473228,0.004007781166992351,trauma,20,synthetic_breadth
1995-1999,0.07216882563265306,0.08182663144793786,0.002337903755655368,anxiety,20,synthetic_breadth
1995-1999,0.13034617640816326,0.15029804507271102,0.004294229859220315,depression,20,synthetic_breadth
1995-1999,0.07627489338775509,0.058256669155326825,0.001664476261580766,mental_health,20,synthetic_breadth
1995-1999,0.02540047330612245,0.021646099731317953,0.00061845999232337,mental_illness,20,synthetic_breadth
1995-1999,0.3005547086530612,0.2496876563899415,0.007133933039712615,abuse,20,synthetic_breadth
2000-2004,0.12188708008163265,0.11248543222681981,0.003213869492194852,trauma,20,synthetic_breadth
2000-2004,0.06406628065306123,0.0633289640161803,0.001809398971890866,anxiety,20,synthetic_breadth
2000-2004,0.12873626081632655,0.1494727143768552,0.004270648982195863,depression,20,synthetic_breadth
2000-2004,0.07462631787755103,0.05983318626052703,0.0017095196074436297,mental_health,20,synthetic_breadth
2000-2004,0.025981060326530615,0.02321108887669088,0.0006631739679054538,mental_illness,20,synthetic_breadth
2000-2004,0.3166493370612245,0.24868848217245856,0.007105385204927386,abuse,20,synthetic_breadth
2005-2009,0.11053150702040818,0.10303619231467076,0.0029438912089905928,trauma,20,synthetic_breadth
2005-2009,0.061476084,0.061454703601626096,0.0017558486743321743,anxiety,20,synthetic_breadth
2005-2009,0.11982672653061224,0.13980153527443034,0.003994329579269438,depression,20,synthetic_breadth
2005-2009,0.0713442563265306,0.05370183211739683,0.0015343380604970524,mental_health,20,synthetic_breadth
2005-2009,0.028542204244897958,0.026028546781968857,0.0007436727651991103,mental_illness,20,synthetic_breadth
2005-2009,0.3211188155918367,0.23916261652813167,0.006833217615089477,abuse,20,synthetic_breadth
2010-2014,0.12010498457142857,0.11602981174211506,0.0033151374783461445,trauma,20,synthetic_breadth
2010-2014,0.06544136408163266,0.06219828816481128,0.0017770939475660365,anxiety,20,synthetic_breadth
2010-2014,0.1163944342857143,0.13021672980360557,0.00372047799438873,depression,20,synthetic_breadth
2010-2014,0.07407364702040817,0.055859904043757215,0.0015959972583930633,mental_health,20,synthetic_breadth
2010-2014,0.0259794773877551,0.022228327179552844,0.0006350950622729383,mental_illness,20,synthetic_breadth
2010-2014,0.3277567102040816,0.24311731921391697,0.006946209120397627,abuse,20,synthetic_breadth
2015-2019,0.11821775983673469,0.1061446872048271,0.003032705348709346,trauma,20,synthetic_breadth
2015-2019,0.07362185028571429,0.07773224371788161,0.002220921249082332,anxiety,20,synthetic_breadth
2015-2019,0.1160110233469388,0.13725108532681612,0.003921459580766175,depression,20,synthetic_breadth
2015-2019,0.06354301828571429,0.048474541736726925,0.0013849869067636266,mental_health,20,synthetic_breadth
2015-2019,0.028649184408163265,0.027387182642827985,0.0007824909326522281,mental_illness,20,synthetic_breadth
2015-2019,0.2889445240816326,0.23304609635803467,0.006658459895943847,abuse,20,synthetic_breadth
1970-1974,0.22201302844950216,0.18690052990655076,0.007049086992256137,trauma,40,synthetic_breadth
1970-1974,0.08270627575510205,0.09591288533607749,0.0027403681524593567,anxiety,40,synthetic_breadth
1970-1974,0.2592928295510204,0.2183446467572308,0.006238418478778022,depression,40,synthetic_breadth
1970-1974,0.0871693777142857,0.0654734317184239,0.001870669477669254,mental_health,40,synthetic_breadth
1970-1974,0.03451972530612245,0.03136026188917902,0.0008960074825479723,mental_illness,40,synthetic_breadth
1970-1974,0.3710126941678521,0.22766940442780412,0.008586714216857267,abuse,40,synthetic_breadth
1975-1979,0.19503082222222223,0.17258641704840516,0.00536458879115353,trauma,40,synthetic_breadth
1975-1979,0.07098876759183674,0.08556262014734545,0.002444646289924155,anxiety,40,synthetic_breadth
1975-1979,0.18262119510204083,0.1940566541328945,0.005544475832368415,depression,40,synthetic_breadth
1975-1979,0.08452834481632653,0.061125653020056805,0.00174644722914448,mental_health,40,synthetic_breadth
1975-1979,0.03273505093877551,0.026749191134266447,0.0007642626038361843,mental_illness,40,synthetic_breadth
1975-1979,0.38125356391836734,0.23486388357792243,0.0067103966736549265,abuse,40,synthetic_breadth
1980-1984,0.1814231156734694,0.15928153049011992,0.004550900871146284,trauma,40,synthetic_breadth
1980-1984,0.06535229657142858,0.07668754329612261,0.0021910726656035025,anxiety,40,synthetic_breadth
1980-1984,0.16897505763265305,0.1746373218367028,0.004989637766762936,depression,40,synthetic_breadth
1980-1984,0.08139988391836735,0.05975687290852009,0.001707339225957717,mental_health,40,synthetic_breadth
1980-1984,0.036763147918367343,0.03473093422183096,0.0009923124063380274,mental_illness,40,synthetic_breadth
1980-1984,0.37063897355102043,0.25752905001479587,0.007357972857565597,abuse,40,synthetic_breadth
1985-1989,0.19654283722448979,0.16665393673149803,0.004761541049471372,trauma,40,synthetic_breadth
1985-1989,0.08697158873469388,0.11113531752212749,0.003175294786346499,anxiety,40,synthetic_breadth
1985-1989,0.17116721330612245,0.1710318771692391,0.00488662506197826,depression,40,synthetic_breadth
1985-1989,0.08322576718367347,0.06051314118749185,0.0017289468910711956,mental_health,40,synthetic_breadth
1985-1989,0.03555184048979591,0.03630807363713951,0.0010373735324897004,mental_illness,40,synthetic_breadth
1985-1989,0.352143654122449,0.2653143495290286,0.007580409986543675,abuse,40,synthetic_breadth
1990-1994,0.16358011436734693,0.14861726983532036,0.004246207709580582,trauma,40,synthetic_breadth
1990-1994,0.07018133248979593,0.07929721998380582,0.002265634856680166,anxiety,40,synthetic_breadth
1990-1994,0.14127914253061225,0.16091678430960937,0.004597622408845982,depression,40,synthetic_breadth
1990-1994,0.08260043208163265,0.060073983345582525,0.0017163995241595005,mental_health,40,synthetic_breadth
1990-1994,0.03380823934693878,0.03941901924432042,0.0011262576926948692,mental_illness,40,synthetic_breadth
1990-1994,0.3515090745306122,0.2647146788313336,0.0075632765380381035,abuse,40,synthetic_breadth
1995-1999,0.1530954902857143,0.14029543642574938,0.004008441040735697,trauma,40,synthetic_breadth
1995-1999,0.08721118285714287,0.10043700787640146,0.0028696287964686132,anxiety,40,synthetic_breadth
1995-1999,0.15293774269387755,0.1675059993376296,0.004785885695360846,depression,40,synthetic_breadth
1995-1999,0.07815108791836735,0.05919032163012158,0.0016911520465749026,mental_health,40,synthetic_breadth
1995-1999,0.033127464979591834,0.030624415662609705,0.0008749833046459916,mental_illness,40,synthetic_breadth
1995-1999,0.29706141706122446,0.2545670152691085,0.0072733432934031,abuse,40,synthetic_breadth
2000-2004,0.1382293704489796,0.12584339582953988,0.0035955255951297107,trauma,40,synthetic_breadth
2000-2004,0.07040929804081633,0.07495033480842407,0.002141438137383545,anxiety,40,synthetic_breadth
2000-2004,0.16117305297959186,0.17600196170650945,0.0050286274773288404,depression,40,synthetic_breadth
2000-2004,0.07745734685714285,0.062462464152312026,0.0017846418329232005,mental_health,40,synthetic_breadth
2000-2004,0.029352139510204083,0.024962796605441637,0.0007132227601554754,mental_illness,40,synthetic_breadth
2000-2004,0.31981914808163264,0.25375039270946215,0.007250011220270347,abuse,40,synthetic_breadth
2005-2009,0.11669176987755103,0.10816699968614243,0.003090485705318355,trauma,40,synthetic_breadth
2005-2009,0.07451771779591837,0.08241579344997754,0.002354736955713644,anxiety,40,synthetic_breadth
2005-2009,0.14436785126530613,0.16305425801807014,0.004658693086230575,depression,40,synthetic_breadth
2005-2009,0.07365708546938776,0.05452607327048048,0.0015578878077280138,mental_health,40,synthetic_breadth
2005-2009,0.032594774122448975,0.030238342557088176,0.0008639526444882336,mental_illness,40,synthetic_breadth
2005-2009,0.323490162367347,0.2444657332344203,0.006984735235269153,abuse,40,synthetic_breadth
2010-2014,0.1289853616326531,0.12608982190196089,0.003602566340056025,trauma,40,synthetic_breadth
2010-2014,0.06823059093877551,0.06412508663392467,0.001832145332397848,anxiety,40,synthetic_breadth
2010-2014,0.1351171293877551,0.14701914348040224,0.00420054695658292,depression,40,synthetic_breadth
2010-2014,0.07224464906122449,0.05405646162355363,0.001544470332101532,mental_health,40,synthetic_breadth
2010-2014,0.03103967893877551,0.02662359437629281,0.0007606741250369374,mental_illness,40,synthetic_breadth
2010-2014,0.3335098008163265,0.24365069874816103,0.006961448535661746,abuse,40,synthetic_breadth
2015-2019,0.12604284269387755,0.11733196723221728,0.0033523419209204935,trauma,40,synthetic_breadth
2015-2019,0.07929829959183674,0.08654232470526033,0.0024726378487217237,anxiety,40,synthetic_breadth
2015-2019,0.14835713714285717,0.1764956861336826,0.005042733889533788,depression,40,synthetic_breadth
2015-2019,0.06663173020408163,0.04972768198988512,0.0014207909139967176,mental_health,40,synthetic_breadth
2015-2019,0.035975417469387753,0.03344969666143715,0.0009557056188982043,mental_illness,40,synthetic_breadth
2015-2019,0.29056805518367346,0.23799071768397023,0.006799734790970578,abuse,40,synthetic_breadth
1970-1974,0.2185649145390071,0.18001216539944992,0.005359784227076185,trauma,60,synthetic_breadth
1970-1974,0.09602049779591837,0.11916018386834652,0.0034045766819527576,anxiety,60,synthetic_breadth
1970-1974,0.24606508481632655,0.21351590716404517,0.006100454490401292,depression,60,synthetic_breadth
1970-1974,0.08304218391836735,0.06223434245536326,0.001778124070153236,mental_health,60,synthetic_breadth
1970-1974,0.04051794555102041,0.03544682534256213,0.0010127664383589182,mental_illness,60,synthetic_breadth
1970-1974,0.38572130784313724,0.22357519184893038,0.009439351998428836,abuse,60,synthetic_breadth
1975-1979,0.19450746391836735,0.17010724997722665,0.004860207142206476,trauma,60,synthetic_breadth
1975-1979,0.08108773289795919,0.09974327732298453,0.0028498079235138437,anxiety,60,synthetic_breadth
1975-1979,0.1938414869387755,0.1927865476306853,0.005508187075162438,depression,60,synthetic_breadth
1975-1979,0.08786796481632653,0.06344712982694237,0.0018127751379126394,mental_health,60,synthetic_breadth
1975-1979,0.03671454318367347,0.03121226307993332,0.0008917789451409521,mental_illness,60,synthetic_breadth
1975-1979,0.39304609518367345,0.2238636716467574,0.006396104904193069,abuse,60,synthetic_breadth
1980-1984,0.18782959640816327,0.16013609904143916,0.00457531711546969,trauma,60,synthetic_breadth
1980-1984,0.08608574024489796,0.10420523723663773,0.002977292492475364,anxiety,60,synthetic_breadth
1980-1984,0.18840100995918369,0.18381727855121638,0.0052519222443204675,depression,60,synthetic_breadth
1980-1984,0.08303102685714286,0.05928277621824043,0.001693793606235441,mental_health,60,synthetic_breadth
1980-1984,0.04007397346938775,0.03762142951366959,0.0010748979861048454,mental_illness,60,synthetic_breadth
1980-1984,0.3929454737959184,0.25074872701508155,0.007164249343288043,abuse,60,synthetic_breadth
1985-1989,0.1953714813877551,0.16510105054796265,0.004717172872798933,trauma,60,synthetic_breadth
1985-1989,0.09854133412244899,0.1202612381643033,0.003436035376122952,anxiety,60,synthetic_breadth
1985-1989,0.18011663885714285,0.17211325619658605,0.004917521605616744,depression,60,synthetic_breadth
1985-1989,0.08362920269387757,0.060655701940580356,0.001733020055445153,mental_health,60,synthetic_breadth
1985-1989,0.042354045795918366,0.04379108114786103,0.001251173747081744,mental_illness,60,synthetic_breadth
1985-1989,0.3545181856326531,0.27035743858774314,0.007724498245364091,abuse,60,synthetic_breadth
1990-1994,0.1713859406530612,0.1544456246104276,0.004412732131726502,trauma,60,synthetic_breadth
1990-1994,0.08179259575510203,0.09634135073066381,0.0027526100208761085,anxiety,60,synthetic_breadth
1990-1994,0.1718080874285714,0.17724666262757624,0.005064190360787893,depression,60,synthetic_breadth
1990-1994,0.08303882971428571,0.05878240681473819,0.0016794973375639482,mental_health,60,synthetic_breadth
1990-1994,0.04043517779591836,0.043591086865194986,0.0012454596247198568,mental_illness,60,synthetic_breadth
1990-1994,0.35220868008163264,0.27183967286945976,0.007766847796270279,abuse,60,synthetic_breadth
1995-1999,0.16834838742857144,0.1501698857186366,0.004290568163389617,trauma,60,synthetic_breadth
1995-1999,0.10017027379591836,0.11915304870256549,0.0034043728200732993,anxiety,60,synthetic_breadth
1995-1999,0.17967790212244897,0.17983549132867763,0.005138156895105075,depression,60,synthetic_breadth
1995-1999,0.08011946081632652,0.06374500079853036,0.0018212857371008675,mental_health,60,synthetic_breadth
1995-1999,0.04164749224489796,0.03887875018196055,0.0011108214337703015,mental_illness,60,synthetic_breadth
1995-1999,0.28394847640816323,0.2512729736257302,0.0071792278178780065,abuse,60,synthetic_breadth
2000-2004,0.1513912977142857,0.13958971241498402,0.003988277497570972,trauma,60,synthetic_breadth
2000-2004,0.08209633265306124,0.09244014398316378,0.002641146970947537,anxiety,60,synthetic_breadth
2000-2004,0.1886536659591837,0.1906415265467137,0.005446900758477535,depression,60,synthetic_breadth
2000-2004,0.07602140269387755,0.05923846961432207,0.0016925277032663448,mental_health,60,synthetic_breadth
2000-2004,0.03313802636734693,0.027039734304482938,0.0007725638372709411,mental_illness,60,synthetic_breadth
2000-2004,0.3130129205714286,0.25718776044505953,0.007348221727001701,abuse,60,synthetic_breadth
2005-2009,0.12660847395918368,0.12042333612890091,0.003440666746540026,trauma,60,synthetic_breadth
2005-2009,0.07918935804081634,0.08514829239356922,0.0024328083541019776,anxiety,60,synthetic_breadth
2005-2009,0.16525714873469388,0.176045207321749,0.005029863066335685,depression,60,synthetic_breadth
2005-2009,0.07345134408163265,0.053131051421476914,0.0015180300406136258,mental_health,60,synthetic_breadth
2005-2009,0.035954120979591844,0.03147724003509808,0.0008993497152885168,mental_illness,60,synthetic_breadth
2005-2009,0.3314061686530612,0.24938970795114357,0.0071254202271755305,abuse,60,synthetic_breadth
2010-2014,0.14568817893877556,0.1404243081787391,0.0040121230908211165,trauma,60,synthetic_breadth
2010-2014,0.0748276984489796,0.07772163420578419,0.002220618120165263,anxiety,60,synthetic_breadth
2010-2014,0.16979614914285718,0.17724798670366065,0.00506422819153316,depression,60,synthetic_breadth
