epoch,cosine_dissim_mean,cosine_dissim_sd,cosine_dissim_se,term,inj_ratio,corpus
2005-2009,0.6535305167346939,0.12970865558951455,0.0037059615882718442,abuse,0,natural
2010-2014,0.5846167715918368,0.1147259973529817,0.0032778856386566197,trauma,0,natural
2010-2014,0.6301413075102041,0.10264018927693423,0.002932576836483835,anxiety,0,natural
2010-2014,0.6290793891428571,0.0979792656403257,0.0027994075897235923,depression,0,natural
2010-2014,0.644489991755102,0.1019772426776673,0.0029136355050762086,mental_health,0,natural
2010-2014,0.5814606083265307,0.10475376346665352,0.002992964670475815,mental_illness,0,natural
2010-2014,0.6632813871020409,0.13259305014027345,0.0037883728611506707,abuse,0,natural
2015-2019,0.5812695532244898,0.11564438511908497,0.0033041252891167134,trauma,0,natural
2015-2019,0.6330108873469388,0.100898709272964,0.002882820264941829,anxiety,0,natural
2015-2019,0.6244527593469388,0.09476310331752305,0.0027075172376435155,depression,0,natural
2015-2019,0.653455486367347,0.09883089682405248,0.002823739909258642,mental_health,0,natural
2015-2019,0.5864005727346938,0.1061035063433395,0.0030315287526668433,mental_illness,0,natural
2015-2019,0.6460035240816325,0.129629886801061,0.0037037110514588855,abuse,0,natural
1970-1974,0.6155620829387755,0.12605586691398912,0.0036015961975425477,trauma,100,synthetic_breadth
1970-1974,0.6241206791020407,0.11685073706905788,0.0033385924876873684,anxiety,100,synthetic_breadth
1970-1974,0.6074741297959183,0.11172923321888042,0.0031922638062537264,depression,100,synthetic_breadth
1970-1974,0.6309199650612245,0.1104429246921814,0.003155512134062325,mental_health,100,synthetic_breadth
1970-1974,0.5887227841632654,0.10893354281923846,0.0031123869376925273,mental_illness,100,synthetic_breadth
1970-1974,0.7829204835164836,0.12828416983489332,0.013447835002937798,abuse,100,synthetic_breadth
1975-1979,0.6235284375510205,0.1226659091861549,0.003504740262461569,trauma,100,synthetic_breadth
1975-1979,0.6174122734693877,0.11373199985083586,0.0032494857100238824,anxiety,100,synthetic_breadth
1975-1979,0.6310375942857143,0.11247413183440132,0.003213546623840037,depression,100,synthetic_breadth
1975-1979,0.6403435695510205,0.10238879994162879,0.0029253942840465367,mental_health,100,synthetic_breadth
1975-1979,0.5988807314285715,0.10735534985061364,0.003067295710017533,mental_illness,100,synthetic_breadth
1975-1979,0.684331920244898,0.13549383915830843,0.0038712525473802413,abuse,100,synthetic_breadth
1980-1984,0.6308024818775511,0.12524477542391646,0.0035784221549690414,trauma,100,synthetic_breadth
1980-1984,0.6266311579591836,0.11555608063849987,0.0033016023039571392,anxiety,100,synthetic_breadth
1980-1984,0.6360738830204082,0.11049415872011599,0.003156975963431885,depression,100,synthetic_breadth
1980-1984,0.652498043755102,0.11116046369572403,0.0031760132484492582,mental_health,100,synthetic_breadth
1980-1984,0.5966041349387756,0.10733344672021125,0.00306666990629175,mental_illness,100,synthetic_breadth
1980-1984,0.7491777570612245,0.1329811806873104,0.0037994623053517257,abuse,100,synthetic_breadth
1985-1989,0.6291349637551021,0.11970592630413124,0.0034201693229751785,trauma,100,synthetic_breadth
1985-1989,0.6475258290612246,0.1137345962793905,0.0032495598936968717,anxiety,100,synthetic_breadth
1985-1989,0.6685175817142857,0.11754665782589287,0.003358475937882653,depression,100,synthetic_breadth
1985-1989,0.6626011594285715,0.10966731485881871,0.0031333518531091063,mental_health,100,synthetic_breadth
1985-1989,0.6231722804081633,0.10682100558422755,0.00305202873097793,mental_illness,100,synthetic_breadth
1985-1989,0.6601522313469387,0.15506288916498603,0.004430368261856743,abuse,100,synthetic_breadth
1990-1994,0.645783673142857,0.12015900867294169,0.003433114533512619,trauma,100,synthetic_breadth
1990-1994,0.6392848887346938,0.1091488834433841,0.0031185395269538313,anxiety,100,synthetic_breadth
1990-1994,0.658383074122449,0.10839115022636814,0.003096890006467661,depression,100,synthetic_breadth
1990-1994,0.6543680075102041,0.10861580736545653,0.003103308781870186,mental_health,100,synthetic_breadth
1990-1994,0.6248425850612245,0.11040209433726669,0.003154345552493333,mental_illness,100,synthetic_breadth
1990-1994,0.6450993309387755,0.171170034264564,0.004890572407558971,abuse,100,synthetic_breadth
1995-1999,0.6410849070204081,0.11716255082043281,0.0033475014520123665,trauma,100,synthetic_breadth
1995-1999,0.642666192489796,0.10913973850494023,0.0031182782429982916,anxiety,100,synthetic_breadth
1995-1999,0.665073185632653,0.10758503539946036,0.003073858154270296,depression,100,synthetic_breadth
1995-1999,0.6674225215510204,0.10825390489112663,0.0030929687111750466,mental_health,100,synthetic_breadth
1995-1999,0.6337192434285714,0.10579759778299816,0.003022788508085661,mental_illness,100,synthetic_breadth
1995-1999,0.6214012068571428,0.15366310458231286,0.004390374416637511,abuse,100,synthetic_breadth
2000-2004,0.6522762727346939,0.12268153545745537,0.003505186727355868,trauma,100,synthetic_breadth
2000-2004,0.6530516109387755,0.11482914244099374,0.00328083264117125,anxiety,100,synthetic_breadth
2000-2004,0.6761220935510204,0.10894566375115522,0.0031127332500330064,depression,100,synthetic_breadth
2000-2004,0.665858094612245,0.10739313094837395,0.0030683751699535416,mental_health,100,synthetic_breadth
2000-2004,0.6295501617959183,0.11162354257652915,0.0031892440736151183,mental_illness,100,synthetic_breadth
2000-2004,0.6738823432653062,0.15137510751395558,0.004325003071827304,abuse,100,synthetic_breadth
2005-2009,0.6562189509387755,0.11592170158230111,0.0033120486166371746,trauma,100,synthetic_breadth
2005-2009,0.6623448110204081,0.11337490340413632,0.003239282954403895,anxiety,100,synthetic_breadth
2005-2009,0.6743165969795918,0.110525093560492,0.0031578598160140574,depression,100,synthetic_breadth
2005-2009,0.6681272584489796,0.11058069597208423,0.0031594484563452633,mental_health,100,synthetic_breadth
2005-2009,0.6398942257142858,0.10980419701053831,0.0031372627717296655,mental_illness,100,synthetic_breadth
2005-2009,0.6825146804081632,0.14786358472182165,0.0042246738491949045,abuse,100,synthetic_breadth
2010-2014,0.6566777076734693,0.12059604769272651,0.003445601362649329,trauma,100,synthetic_breadth
2010-2014,0.6580695191020407,0.1113575041445137,0.0031816429755575338,anxiety,100,synthetic_breadth
2010-2014,0.683614364244898,0.10814122831557878,0.003089749380445108,depression,100,synthetic_breadth
2010-2014,0.6662744326530612,0.1055130061308998,0.003014657318025709,mental_health,100,synthetic_breadth
2010-2014,0.6282112050612245,0.1105250099152055,0.0031578574261487283,mental_illness,100,synthetic_breadth
2010-2014,0.7186416311020409,0.13501073433208016,0.0038574495523451486,abuse,100,synthetic_breadth
2015-2019,0.6465352842448979,0.12313178758371927,0.0035180510738205507,trauma,100,synthetic_breadth
2015-2019,0.6629333506938775,0.11262578267658815,0.0032178795050453756,anxiety,100,synthetic_breadth
2015-2019,0.6810619569795918,0.11673277206978765,0.00333522205913679,depression,100,synthetic_breadth
2015-2019,0.6710537841632653,0.1046437099150247,0.00298982028328642,mental_health,100,synthetic_breadth
2015-2019,0.6419118726530612,0.10934030369259637,0.003124008676931325,mental_illness,100,synthetic_breadth
2015-2019,0.6899503345306122,0.14161411131999108,0.004046117466285459,abuse,100,synthetic_breadth
1970-1974,0.6838405285714285,0.13524598973801064,0.006956303095171248,trauma,20,synthetic_breadth
1970-1974,0.5993663986938775,0.12014273885684061,0.003432649681624018,anxiety,20,synthetic_breadth
1970-1974,0.6731530035918368,0.12722412650416987,0.0036349750429762817,depression,20,synthetic_breadth
1970-1974,0.6305312371428571,0.1105829496901551,0.003159512848290146,mental_health,20,synthetic_breadth
1970-1974,0.5457016642448981,0.11179344766681176,0.0031940985047660504,mental_illness,20,synthetic_breadth
1970-1974,0.7534292098039217,0.1264354120701019,0.005338107281609829,abuse,20,synthetic_breadth
1975-1979,0.6455822615873016,0.13129153470960347,0.005230779948277921,trauma,20,synthetic_breadth
1975-1979,0.6107532195918367,0.11509530592158108,0.003288437312045174,anxiety,20,synthetic_breadth
1975-1979,0.6430188574693878,0.1187304540982153,0.003392298688520437,depression,20,synthetic_breadth
1975-1979,0.6292844216326531,0.1136122054068939,0.003246063011625539,mental_health,20,synthetic_breadth
1975-1979,0.5399926586938776,0.10409280247584247,0.0029740800707383566,mental_illness,20,synthetic_breadth
1975-1979,0.6852007922448979,0.13811276093008254,0.0039460788837166446,abuse,20,synthetic_breadth
1980-1984,0.6550695689795918,0.11856875011854166,0.0033876785748154755,trauma,20,synthetic_breadth
1980-1984,0.6237835012244897,0.11903895019580721,0.003401112862737349,anxiety,20,synthetic_breadth
1980-1984,0.6310293551020407,0.11786815103698997,0.003367661458199713,depression,20,synthetic_breadth
1980-1984,0.6449120323265307,0.1069552316352778,0.003055863761007937,mental_health,20,synthetic_breadth
1980-1984,0.5582568164081634,0.10914878637808827,0.0031185367536596654,mental_illness,20,synthetic_breadth
1980-1984,0.6844227813061223,0.14538490136741217,0.004153854324783204,abuse,20,synthetic_breadth
1985-1989,0.6524989222040816,0.13052637310365373,0.0037293249458186773,trauma,20,synthetic_breadth
1985-1989,0.6292513773061225,0.10689200412745983,0.003054057260784567,anxiety,20,synthetic_breadth
1985-1989,0.6429011314285715,0.11160196919845844,0.0031886276913845263,depression,20,synthetic_breadth
1985-1989,0.6513967478367347,0.10668463543556772,0.0030481324410162208,mental_health,20,synthetic_breadth
1985-1989,0.5968831360816327,0.1060041361896152,0.003028689605417577,mental_illness,20,synthetic_breadth
1985-1989,0.6714703650612244,0.14227174906453285,0.004064907116129511,abuse,20,synthetic_breadth
1990-1994,0.6141321054693878,0.1254825208834558,0.0035852148823844513,trauma,20,synthetic_breadth
1990-1994,0.6381430017142857,0.10426589304371998,0.002979025515534857,anxiety,20,synthetic_breadth
1990-1994,0.6439975790204081,0.10276248421496836,0.0029360709775705252,depression,20,synthetic_breadth
1990-1994,0.6526717942040816,0.10691329774856254,0.00305466564995893,mental_health,20,synthetic_breadth
1990-1994,0.5893426491428572,0.10689412511921355,0.003054117860548958,mental_illness,20,synthetic_breadth
1990-1994,0.6771795010612245,0.1442917286337368,0.004122620818106767,abuse,20,synthetic_breadth
1995-1999,0.5972263358367347,0.12710986887525796,0.003631710539293085,trauma,20,synthetic_breadth
1995-1999,0.6330761831836733,0.10657359886918889,0.003044959967691111,anxiety,20,synthetic_breadth
1995-1999,0.6346935817959184,0.10666139981137454,0.0030474685660392725,depression,20,synthetic_breadth
1995-1999,0.6520415927346939,0.10714960414463534,0.003061417261275296,mental_health,20,synthetic_breadth
1995-1999,0.5936424395918367,0.10754422184572765,0.003072692052735075,mental_illness,20,synthetic_breadth
1995-1999,0.6498931687346939,0.14035022956955356,0.004010006559130102,abuse,20,synthetic_breadth
2000-2004,0.591568055510204,0.11687759027280212,0.003339359722080061,trauma,20,synthetic_breadth
2000-2004,0.6332276395102041,0.10900451725134472,0.0031144147786098496,anxiety,20,synthetic_breadth
2000-2004,0.646795355510204,0.10460314965637316,0.002988661418753519,depression,20,synthetic_breadth
2000-2004,0.6580586995102042,0.10537684994462186,0.0030107671412749103,mental_health,20,synthetic_breadth
2000-2004,0.6009311674285713,0.11029495110915521,0.0031512843174044346,mental_illness,20,synthetic_breadth
2000-2004,0.6668076371428572,0.13982916531412742,0.00399511900897507,abuse,20,synthetic_breadth
2005-2009,0.5960082408163265,0.12060094226618442,0.0034457412076052698,trauma,20,synthetic_breadth
2005-2009,0.6371463202448979,0.10636837509934365,0.0030390964314098183,anxiety,20,synthetic_breadth
2005-2009,0.6444527462040817,0.10353619677721433,0.0029581770507775525,depression,20,synthetic_breadth
2005-2009,0.6639860662040816,0.10342676115881291,0.0029550503188232264,mental_health,20,synthetic_breadth
2005-2009,0.6048052629387755,0.11005127819864949,0.003144322234247128,mental_illness,20,synthetic_breadth
2005-2009,0.6739936261224491,0.1356848677292376,0.0038767105065496458,abuse,20,synthetic_breadth
2010-2014,0.5999633815510204,0.1177263794708848,0.00336361084202528,trauma,20,synthetic_breadth
2010-2014,0.6393674503673471,0.10514192975041217,0.0030040551357260617,anxiety,20,synthetic_breadth
2010-2014,0.6460887102040815,0.10062370295579248,0.002874962941594071,depression,20,synthetic_breadth
2010-2014,0.6577668400816326,0.10238599541861096,0.0029253141548174558,mental_health,20,synthetic_breadth
2010-2014,0.597967430367347,0.10887495663810091,0.0031107130468028834,mental_illness,20,synthetic_breadth
2010-2014,0.6799511165714285,0.13599000279678666,0.0038854286513367612,abuse,20,synthetic_breadth
2015-2019,0.597127354857143,0.1189513551969015,0.0033986101484828994,trauma,20,synthetic_breadth
2015-2019,0.6390006839183674,0.1014700642682574,0.0028991446933787825,anxiety,20,synthetic_breadth
2015-2019,0.6455116977959184,0.10283398258793944,0.0029381137882268414,depression,20,synthetic_breadth
2015-2019,0.6630713706938776,0.09962981388893383,0.0028465661111123945,mental_health,20,synthetic_breadth
2015-2019,0.6134820056326531,0.11014365064242562,0.003146961446926446,mental_illness,20,synthetic_breadth
2015-2019,0.6718621627755101,0.1350600373528307,0.0038588582100808773,abuse,20,synthetic_breadth
1970-1974,0.6610493345661451,0.1368522293010391,0.005161479584405383,trauma,40,synthetic_breadth
1970-1974,0.6045036168979593,0.11723305441800613,0.003349515840514461,anxiety,40,synthetic_breadth
1970-1974,0.662287743510204,0.12591358131294714,0.0035975308946556324,depression,40,synthetic_breadth
1970-1974,0.6416653705306122,0.10762646229139597,0.0030750417797541707,mental_health,40,synthetic_breadth
1970-1974,0.5666576173061224,0.11371979023116283,0.00324913686374751,mental_illness,40,synthetic_breadth
1970-1974,0.7598200469416787,0.12539693776142688,0.004729435081242355,abuse,40,synthetic_breadth
1975-1979,0.6430492508212561,0.12947360938933872,0.004024492109859552,trauma,40,synthetic_breadth
1975-1979,0.6156363942857143,0.11403120053465843,0.0032580343009902405,anxiety,40,synthetic_breadth
1975-1979,0.6360914784489796,0.1160974706495431,0.0033170705899869452,depression,40,synthetic_breadth
1975-1979,0.6498942546938775,0.11147775717992556,0.0031850787765693015,mental_health,40,synthetic_breadth
1975-1979,0.5590640337959184,0.10574841118335639,0.0030213831766673247,mental_illness,40,synthetic_breadth
1975-1979,0.7003699041632653,0.1325093320636473,0.0037859809161042077,abuse,40,synthetic_breadth
1980-1984,0.6567847293061224,0.11789147002650062,0.0033683277150428743,trauma,40,synthetic_breadth
1980-1984,0.6249456755918368,0.11904216840351722,0.0034012048115290633,anxiety,40,synthetic_breadth
1980-1984,0.6340871905306122,0.11477022529150989,0.00327914929404314,depression,40,synthetic_breadth
1980-1984,0.6578349017959184,0.10895077861579265,0.0031128793890226472,mental_health,40,synthetic_breadth
1980-1984,0.5736702128163265,0.11014008651043583,0.0031468596145838813,mental_illness,40,synthetic_breadth
1980-1984,0.7145734419591837,0.14167085344472377,0.004047738669849249,abuse,40,synthetic_breadth
1985-1989,0.6521126584489796,0.12499098444666094,0.0035711709841903133,trauma,40,synthetic_breadth
1985-1989,0.632776526122449,0.10753221921341834,0.0030723491203833815,anxiety,40,synthetic_breadth
1985-1989,0.6510165062857143,0.11256842675380366,0.0032162407643943893,depression,40,synthetic_breadth
1985-1989,0.6671746801632653,0.10772845140128504,0.00307795575432243,mental_health,40,synthetic_breadth
1985-1989,0.6062350755918368,0.10584088490182117,0.003024025282909176,mental_illness,40,synthetic_breadth
1985-1989,0.6842561739591837,0.14414374307820263,0.004118392659377218,abuse,40,synthetic_breadth
1990-1994,0.622225831755102,0.12122624791367835,0.003463607083247953,trauma,40,synthetic_breadth
1990-1994,0.6443955196734694,0.10514769725008404,0.0030042199214309726,anxiety,40,synthetic_breadth
1990-1994,0.6521578715102041,0.10427833802145996,0.0029793810863274275,depression,40,synthetic_breadth
1990-1994,0.6605427370612245,0.10625861998162081,0.003035960570903451,mental_health,40,synthetic_breadth
1990-1994,0.6069932094693877,0.10787230227343918,0.0030820657792411197,mental_illness,40,synthetic_breadth
1990-1994,0.6907930837551021,0.14873325185681024,0.0042495214816231485,abuse,40,synthetic_breadth
1995-1999,0.6119908008979592,0.12396208501341695,0.0035417738575261983,trauma,40,synthetic_breadth
1995-1999,0.6439708905306123,0.10742406467249514,0.003069258990642719,anxiety,40,synthetic_breadth
1995-1999,0.6459264913469388,0.10680694305566593,0.0030516269444475987,depression,40,synthetic_breadth
1995-1999,0.6648420674285714,0.1077796820413719,0.003079419486896339,mental_health,40,synthetic_breadth
1995-1999,0.6149491938775511,0.10720531749743303,0.0030630090713552284,mental_illness,40,synthetic_breadth
1995-1999,0.652138838122449,0.14109389876968131,0.004031254250562324,abuse,40,synthetic_breadth
2000-2004,0.6090761972244898,0.11643935661521687,0.003326838760434768,trauma,40,synthetic_breadth
2000-2004,0.639041076,0.10951908996171125,0.0031291168560488927,anxiety,40,synthetic_breadth
2000-2004,0.6570132194285714,0.1038997593966559,0.0029685645541901685,depression,40,synthetic_breadth
2000-2004,0.666960220244898,0.10637778581528382,0.0030393653090081095,mental_health,40,synthetic_breadth
2000-2004,0.6117993886530613,0.10812911252996833,0.0030894032151419525,mental_illness,40,synthetic_breadth
2000-2004,0.6760664107755102,0.1439245558261774,0.004112130166462212,abuse,40,synthetic_breadth
2005-2009,0.6182101217959184,0.1228219747306833,0.003509199278019523,trauma,40,synthetic_breadth
2005-2009,0.6505762604081633,0.10755931823680871,0.003073123378194535,anxiety,40,synthetic_breadth
2005-2009,0.6551899968979591,0.10727886332570187,0.0030651103807343393,depression,40,synthetic_breadth
2005-2009,0.6684671611428572,0.10394612681471052,0.002969889337563158,mental_health,40,synthetic_breadth
2005-2009,0.6226151095510205,0.10884982300762314,0.0031099949430749467,mental_illness,40,synthetic_breadth
2005-2009,0.6866701011428571,0.13844268663238443,0.003955505332353842,abuse,40,synthetic_breadth
2010-2014,0.6197291875918367,0.11959226346881904,0.0034169218133948296,trauma,40,synthetic_breadth
2010-2014,0.6438505443265307,0.10906066353173911,0.003116018958049689,anxiety,40,synthetic_breadth
2010-2014,0.655273746122449,0.1032460615401243,0.00294988747257498,depression,40,synthetic_breadth
2010-2014,0.6666638759183673,0.10037682493843345,0.0028679092839552418,mental_health,40,synthetic_breadth
2010-2014,0.6158588561632653,0.11030178983860747,0.0031514797096744993,mental_illness,40,synthetic_breadth
2010-2014,0.6997212328163265,0.13809333366258872,0.003945523818931106,abuse,40,synthetic_breadth
2015-2019,0.615251549632653,0.12421973417997348,0.0035491352622849573,trauma,40,synthetic_breadth
2015-2019,0.6452785693061225,0.10300598655793396,0.0029430281873695416,anxiety,40,synthetic_breadth
2015-2019,0.6586775868571428,0.10810716280064628,0.0030887760800184646,depression,40,synthetic_breadth
2015-2019,0.6713034404081633,0.10245103202967887,0.002927172343705111,mental_health,40,synthetic_breadth
2015-2019,0.6293827259591838,0.11005972311250715,0.0031445635175002045,mental_illness,40,synthetic_breadth
2015-2019,0.6804524031020408,0.1344106390705267,0.0038403039734436193,abuse,40,synthetic_breadth
1970-1974,0.6540061101950354,0.13427759739691605,0.003998057281187931,trauma,60,synthetic_breadth
1970-1974,0.6162381675102041,0.11573682702666836,0.003306766486476239,anxiety,60,synthetic_breadth
1970-1974,0.645235505877551,0.12138114629951036,0.0034680327514145814,depression,60,synthetic_breadth
1970-1974,0.6438045986938775,0.10729419382207037,0.0030655483949162963,mental_health,60,synthetic_breadth
1970-1974,0.5799222699591836,0.11164368494156533,0.0031898195697590086,mental_illness,60,synthetic_breadth
1970-1974,0.7661832074866309,0.12379620472680546,0.0052266798602390065,abuse,60,synthetic_breadth
1975-1979,0.6364742556734695,0.12674037208075156,0.0036211534880214733,trauma,60,synthetic_breadth
1975-1979,0.6207804453877551,0.11295684422893597,0.0032273384065410276,anxiety,60,synthetic_breadth
1975-1979,0.6382382913469388,0.11687123999891806,0.0033391782856833736,depression,60,synthetic_breadth
1975-1979,0.6576066373061223,0.10800037838304133,0.0030857250966583234,mental_health,60,synthetic_breadth
1975-1979,0.5730867284897959,0.1049304182248381,0.002998011949281089,mental_illness,60,synthetic_breadth
1975-1979,0.7015761966530613,0.12944544402193386,0.0036984412577695386,abuse,60,synthetic_breadth
1980-1984,0.6562641735510204,0.12068099753854962,0.0034480285011014174,trauma,60,synthetic_breadth
1980-1984,0.6321618997551021,0.11750799107775392,0.003357371173650112,anxiety,60,synthetic_breadth
1980-1984,0.6413792749387756,0.1130841587013222,0.0032309759628949193,depression,60,synthetic_breadth
1980-1984,0.6700981614693878,0.10830770842954174,0.0030945059551297635,mental_health,60,synthetic_breadth
1980-1984,0.586082275755102,0.1077035110472578,0.003077243172778794,mental_illness,60,synthetic_breadth
1980-1984,0.7335247372244897,0.13546057637627915,0.0038703021821794048,abuse,60,synthetic_breadth
1985-1989,0.6528161185306123,0.12354599923518443,0.0035298856924338416,trauma,60,synthetic_breadth
1985-1989,0.6423969248979592,0.11008063112472026,0.003145160889277722,anxiety,60,synthetic_breadth
1985-1989,0.6583840606530612,0.11469683062832273,0.0032770523036663632,depression,60,synthetic_breadth
1985-1989,0.6721116864489796,0.10606699118058052,0.0030304854623023005,mental_health,60,synthetic_breadth
1985-1989,0.6163234966530613,0.10511192167938765,0.0030031977622682186,mental_illness,60,synthetic_breadth
1985-1989,0.6796439409795919,0.145541061559476,0.004158316044556457,abuse,60,synthetic_breadth
1990-1994,0.6348256017959184,0.11946405049810771,0.0034132585856602215,trauma,60,synthetic_breadth
1990-1994,0.6457801577959184,0.10592679534316954,0.0030264798669477006,anxiety,60,synthetic_breadth
1990-1994,0.6559620504489796,0.10666657652740281,0.0030476164722115094,depression,60,synthetic_breadth
1990-1994,0.6629486591020408,0.10946537839681181,0.003127582239908909,mental_health,60,synthetic_breadth
1990-1994,0.6184419243265306,0.10741681778295917,0.003069051936655976,mental_illness,60,synthetic_breadth
1990-1994,0.6845791887346939,0.15749168461634036,0.004499762417609724,abuse,60,synthetic_breadth
1995-1999,0.6254745394285715,0.12170489329606486,0.003477282665601853,trauma,60,synthetic_breadth
1995-1999,0.6471075195102041,0.10776445613121037,0.003078984460891725,anxiety,60,synthetic_breadth
1995-1999,0.6520039535510204,0.10619852758305126,0.0030342436452300363,depression,60,synthetic_breadth
1995-1999,0.6700306657142857,0.10855824221193429,0.003101664063198122,mental_health,60,synthetic_breadth
1995-1999,0.6295967848979592,0.10642237723189718,0.003040639349482777,mental_illness,60,synthetic_breadth
1995-1999,0.6507542206530611,0.14560348078383903,0.004160099450966829,abuse,60,synthetic_breadth
2000-2004,0.6277685438367347,0.11860088133419491,0.0033885966095484254,trauma,60,synthetic_breadth
2000-2004,0.6382960653877551,0.11209245743284649,0.0032026416409384716,anxiety,60,synthetic_breadth
2000-2004,0.6688286768979592,0.10865467515655473,0.003104419290187278,depression,60,synthetic_breadth
2000-2004,0.6702770946938776,0.10680306826747905,0.0030515162362136873,mental_health,60,synthetic_breadth
2000-2004,0.6203016824489797,0.10846038817609727,0.003098868233602779,mental_illness,60,synthetic_breadth
2000-2004,0.6788972142857144,0.14545253428498478,0.004155786693856708,abuse,60,synthetic_breadth
2005-2009,0.6305306154285713,0.12123543876007706,0.0034638696788593442,trauma,60,synthetic_breadth
2005-2009,0.658189654122449,0.10921789071059536,0.0031205111631598666,anxiety,60,synthetic_breadth
2005-2009,0.662293664,0.10786612974529397,0.0030818894212941137,depression,60,synthetic_breadth
2005-2009,0.6759781705306123,0.10671838182905298,0.0030490966236872276,mental_health,60,synthetic_breadth
2005-2009,0.6377396229387755,0.11031970398580122,0.0031519915424514633,mental_illness,60,synthetic_breadth
2005-2009,0.6985830872653062,0.13832766261541335,0.003952218931868952,abuse,60,synthetic_breadth
2010-2014,0.6377406533877551,0.12059805364608242,0.003445658675602355,trauma,60,synthetic_breadth
2010-2014,0.6476436703673469,0.11031809685264249,0.003151945624361214,anxiety,60,synthetic_breadth
2010-2014,0.6695557257142857,0.10663541443661192,0.0030467261267603405,depression,60,synthetic_breadth
