dimension,variation,target,year,injection_level,avg_dissimilarity,std_dissimilarity
sentiment,negative,anxiety,2015-2019,20,0.0070657223,0.005908974
sentiment,negative,anxiety,2015-2019,40,0.0069516688,0.0059344973
sentiment,negative,anxiety,2015-2019,60,0.006420341,0.0053956173
sentiment,negative,anxiety,2015-2019,80,0.006144768,0.0050505153
sentiment,negative,anxiety,2015-2019,100,0.005844783,0.0048527443
sentiment,negative,depression,1970-1974,0,0.00746353,0.006185542
sentiment,negative,depression,1970-1974,20,0.007311419,0.0059574703
sentiment,negative,depression,1970-1974,40,0.007550547,0.00582449
sentiment,negative,depression,1970-1974,60,0.0072251465,0.0054079476
sentiment,negative,depression,1970-1974,80,0.007313457,0.0057937414
sentiment,negative,depression,1970-1974,100,0.0074430197,0.0057921153
sentiment,negative,depression,1975-1979,0,0.007287391,0.00645561
sentiment,negative,depression,1975-1979,20,0.0072527444,0.00648458
sentiment,negative,depression,1975-1979,40,0.00705645,0.0063203024
sentiment,negative,depression,1975-1979,60,0.0069969203,0.006202311
sentiment,negative,depression,1975-1979,80,0.0066157207,0.0060067605
sentiment,negative,depression,1975-1979,100,0.006168448,0.005316683
sentiment,negative,depression,1980-1984,0,0.006517514,0.0059552467
sentiment,negative,depression,1980-1984,20,0.006291591,0.005778477
sentiment,negative,depression,1980-1984,40,0.006033862,0.0055889185
sentiment,negative,depression,1980-1984,60,0.005802675,0.005298359
sentiment,negative,depression,1980-1984,80,0.0059123915,0.0055141654
sentiment,negative,depression,1980-1984,100,0.0055266316,0.0049417117
sentiment,negative,depression,1985-1989,0,0.006547372,0.006664874
sentiment,negative,depression,1985-1989,20,0.0062372596,0.0063074986
sentiment,negative,depression,1985-1989,40,0.0059126075,0.0058217226
sentiment,negative,depression,1985-1989,60,0.0055885413,0.005381831
sentiment,negative,depression,1985-1989,80,0.005246231,0.0050655766
sentiment,negative,depression,1985-1989,100,0.005114358,0.004942925
sentiment,negative,depression,1990-1994,0,0.006287276,0.0055171195
sentiment,negative,depression,1990-1994,20,0.0061370237,0.0054392284
sentiment,negative,depression,1990-1994,40,0.0061333836,0.005784702
sentiment,negative,depression,1990-1994,60,0.0062435386,0.006132508
sentiment,negative,depression,1990-1994,80,0.0061417352,0.0062225475
sentiment,negative,depression,1990-1994,100,0.006015949,0.0062350244
sentiment,negative,depression,1995-1999,0,0.006112799,0.005628787
sentiment,negative,depression,1995-1999,20,0.00576024,0.005620093
sentiment,negative,depression,1995-1999,40,0.0058472976,0.0058814245
sentiment,negative,depression,1995-1999,60,0.00536333,0.0054753693
sentiment,negative,depression,1995-1999,80,0.005276979,0.005237655
sentiment,negative,depression,1995-1999,100,0.0049756872,0.004927981
sentiment,negative,depression,2000-2004,0,0.0062460266,0.005996408
sentiment,negative,depression,2000-2004,20,0.0059421323,0.005890768
sentiment,negative,depression,2000-2004,40,0.0057742926,0.0057501486
sentiment,negative,depression,2000-2004,60,0.005430253,0.005411237
sentiment,negative,depression,2000-2004,80,0.0054046297,0.0052661207
sentiment,negative,depression,2000-2004,100,0.0053923284,0.005312904
sentiment,negative,depression,2005-2009,0,0.0058278954,0.0054719006
sentiment,negative,depression,2005-2009,20,0.0058537317,0.005568918
sentiment,negative,depression,2005-2009,40,0.0055488255,0.005389542
sentiment,negative,depression,2005-2009,60,0.005258463,0.0049488135
sentiment,negative,depression,2005-2009,80,0.0055183116,0.0053821425
sentiment,negative,depression,2005-2009,100,0.004935703,0.0047202
sentiment,negative,depression,2010-2014,0,0.005664116,0.0050850445
sentiment,negative,depression,2010-2014,20,0.0055530295,0.0048179803
sentiment,negative,depression,2010-2014,40,0.0056681125,0.005024048
sentiment,negative,depression,2010-2014,60,0.005189569,0.004336141
sentiment,negative,depression,2010-2014,80,0.0050421087,0.0041689123
sentiment,negative,depression,2010-2014,100,0.005148102,0.0044333744
sentiment,negative,depression,2015-2019,0,0.00578072,0.0048202737
sentiment,negative,depression,2015-2019,20,0.0062517333,0.005664227
sentiment,negative,depression,2015-2019,40,0.0062572774,0.005832084
sentiment,negative,depression,2015-2019,60,0.00606505,0.005797987
sentiment,negative,depression,2015-2019,80,0.0060778405,0.005938955
sentiment,negative,depression,2015-2019,100,0.0058821426,0.0057689636
sentiment,negative,abuse,1970-1974,0,0.005129144,0.0024357957
sentiment,negative,abuse,1970-1974,20,0.005261831,0.0027016161
sentiment,negative,abuse,1970-1974,40,0.0052618305,0.002701616
sentiment,negative,abuse,1970-1974,60,0.0052641924,0.0027198733
sentiment,negative,abuse,1970-1974,80,0.0055311583,0.0029872016
sentiment,negative,abuse,1970-1974,100,0.005484268,0.0038358273
sentiment,negative,abuse,1975-1979,0,0.0048918873,0.0032384526
sentiment,negative,abuse,1975-1979,20,0.0048493873,0.0031956465
sentiment,negative,abuse,1975-1979,40,0.0047129365,0.0031565886
sentiment,negative,abuse,1975-1979,60,0.0047229063,0.0031580813
sentiment,negative,abuse,1975-1979,80,0.004447844,0.0026162984
sentiment,negative,abuse,1975-1979,100,0.0042124814,0.0022183647
sentiment,negative,abuse,1980-1984,0,0.004849345,0.0033198313
sentiment,negative,abuse,1980-1984,20,0.0050368486,0.003629006
sentiment,negative,abuse,1980-1984,40,0.0048131384,0.0035238364
sentiment,negative,abuse,1980-1984,60,0.0046232273,0.003067044
sentiment,negative,abuse,1980-1984,80,0.0047774618,0.003276307
sentiment,negative,abuse,1980-1984,100,0.0047475863,0.00337733
sentiment,negative,abuse,1985-1989,0,0.005164608,0.0041609653
sentiment,negative,abuse,1985-1989,20,0.0050229514,0.0039853062
sentiment,negative,abuse,1985-1989,40,0.004913052,0.0038714195
sentiment,negative,abuse,1985-1989,60,0.004899124,0.0036387818
sentiment,negative,abuse,1985-1989,80,0.004751042,0.0034523206
sentiment,negative,abuse,1985-1989,100,0.0043582153,0.0027873083
sentiment,negative,abuse,1990-1994,0,0.00486805,0.0028908257
sentiment,negative,abuse,1990-1994,20,0.0048150234,0.0028636206
sentiment,negative,abuse,1990-1994,40,0.005040532,0.0033798188
sentiment,negative,abuse,1990-1994,60,0.0048845024,0.0034034434
sentiment,negative,abuse,1990-1994,80,0.004800157,0.0035022707
sentiment,negative,abuse,1990-1994,100,0.0047491067,0.0034362872
sentiment,negative,abuse,1995-1999,0,0.005171139,0.0040762797
sentiment,negative,abuse,1995-1999,20,0.005096178,0.0039492953
sentiment,negative,abuse,1995-1999,40,0.0048681176,0.0035206282
sentiment,negative,abuse,1995-1999,60,0.005073669,0.0036049997
sentiment,negative,abuse,1995-1999,80,0.0054963543,0.00432231
sentiment,negative,abuse,1995-1999,100,0.0053162645,0.004174812
sentiment,negative,abuse,2000-2004,0,0.0053087454,0.0041746004
sentiment,negative,abuse,2000-2004,20,0.005495406,0.0045154886
sentiment,negative,abuse,2000-2004,40,0.005542546,0.0046224943
sentiment,negative,abuse,2000-2004,60,0.0055532935,0.0045592003
sentiment,negative,abuse,2000-2004,80,0.005473439,0.004659933
sentiment,negative,abuse,2000-2004,100,0.0058229486,0.005543368
sentiment,negative,abuse,2005-2009,0,0.005625729,0.0049296753
sentiment,negative,abuse,2005-2009,20,0.00574732,0.0053454894
sentiment,negative,abuse,2005-2009,40,0.005763228,0.005468438
sentiment,negative,abuse,2005-2009,60,0.005516753,0.004908956
sentiment,negative,abuse,2005-2009,80,0.005282239,0.004847092
sentiment,negative,abuse,2005-2009,100,0.005166168,0.0046380367
sentiment,negative,abuse,2010-2014,0,0.005108304,0.003810307
sentiment,negative,abuse,2010-2014,20,0.0049344706,0.0036480844
sentiment,negative,abuse,2010-2014,40,0.004912407,0.0033791119
sentiment,negative,abuse,2010-2014,60,0.0051255976,0.003749715
sentiment,negative,abuse,2010-2014,80,0.0052474053,0.0043830234
sentiment,negative,abuse,2010-2014,100,0.005294849,0.0044333255
sentiment,negative,abuse,2015-2019,0,0.005211432,0.004240694
sentiment,negative,abuse,2015-2019,20,0.0050159027,0.0037297255
sentiment,negative,abuse,2015-2019,40,0.005018699,0.003347046
sentiment,negative,abuse,2015-2019,60,0.0050048516,0.0035517567
sentiment,negative,abuse,2015-2019,80,0.0048970217,0.0034057756
sentiment,negative,abuse,2015-2019,100,0.0046922266,0.0033812863
