dimension,variation,target,year,injection_level,avg_dissimilarity,std_dissimilarity
sentiment,positive,trauma,2015-2019,0_20,0.10483864,0.104601
sentiment,positive,trauma,2015-2019,0_40,0.105503604,0.105797224
sentiment,positive,trauma,2015-2019,0_60,0.103339426,0.10354663
sentiment,positive,trauma,2015-2019,0_80,0.10058496,0.1006829
sentiment,positive,trauma,2015-2019,0_100,0.09876406,0.09818081
sentiment,positive,anxiety,1970-1974,0_20,0.04629499,0.045714278
sentiment,positive,anxiety,1970-1974,0_40,0.045746677,0.04484983
sentiment,positive,anxiety,1970-1974,0_60,0.045049526,0.0430546
sentiment,positive,anxiety,1970-1974,0_80,0.045864683,0.044803053
sentiment,positive,anxiety,1970-1974,0_100,0.045006573,0.042849507
sentiment,positive,anxiety,1975-1979,0_20,0.048576158,0.06588625
sentiment,positive,anxiety,1975-1979,0_40,0.04833906,0.06575802
sentiment,positive,anxiety,1975-1979,0_60,0.046810128,0.062432703
sentiment,positive,anxiety,1975-1979,0_80,0.046732657,0.06221832
sentiment,positive,anxiety,1975-1979,0_100,0.044775277,0.05446086
sentiment,positive,anxiety,1980-1984,0_20,0.045755293,0.043258794
sentiment,positive,anxiety,1980-1984,0_40,0.045325153,0.042504515
sentiment,positive,anxiety,1980-1984,0_60,0.04426687,0.040654052
sentiment,positive,anxiety,1980-1984,0_80,0.043231625,0.03726301
sentiment,positive,anxiety,1980-1984,0_100,0.043584786,0.03750224
sentiment,positive,anxiety,1985-1989,0_20,0.046680402,0.038000632
sentiment,positive,anxiety,1985-1989,0_40,0.04564062,0.03654809
sentiment,positive,anxiety,1985-1989,0_60,0.045659367,0.035864003
sentiment,positive,anxiety,1985-1989,0_80,0.045461826,0.035168953
sentiment,positive,anxiety,1985-1989,0_100,0.04492128,0.03395399
sentiment,positive,anxiety,1990-1994,0_20,0.04892899,0.0413391
sentiment,positive,anxiety,1990-1994,0_40,0.048686597,0.04089874
sentiment,positive,anxiety,1990-1994,0_60,0.048397772,0.041264888
sentiment,positive,anxiety,1990-1994,0_80,0.047773276,0.038277235
sentiment,positive,anxiety,1990-1994,0_100,0.048391275,0.03938293
sentiment,positive,anxiety,1995-1999,0_20,0.053509023,0.050367687
sentiment,positive,anxiety,1995-1999,0_40,0.053094916,0.048351545
sentiment,positive,anxiety,1995-1999,0_60,0.052443262,0.04716653
sentiment,positive,anxiety,1995-1999,0_80,0.05210857,0.046461407
sentiment,positive,anxiety,1995-1999,0_100,0.05287269,0.04669984
sentiment,positive,anxiety,2000-2004,0_20,0.057964537,0.047978442
sentiment,positive,anxiety,2000-2004,0_40,0.056444433,0.04578915
sentiment,positive,anxiety,2000-2004,0_60,0.055793878,0.045476303
sentiment,positive,anxiety,2000-2004,0_80,0.05525593,0.044875514
sentiment,positive,anxiety,2000-2004,0_100,0.05615124,0.04596565
sentiment,positive,anxiety,2005-2009,0_20,0.06391095,0.058078114
sentiment,positive,anxiety,2005-2009,0_40,0.06337623,0.05772146
sentiment,positive,anxiety,2005-2009,0_60,0.061601747,0.055767834
sentiment,positive,anxiety,2005-2009,0_80,0.062704936,0.057684056
sentiment,positive,anxiety,2005-2009,0_100,0.061505586,0.056260187
sentiment,positive,anxiety,2010-2014,0_20,0.05728856,0.05844637
sentiment,positive,anxiety,2010-2014,0_40,0.055740982,0.05170166
sentiment,positive,anxiety,2010-2014,0_60,0.0550667,0.051219516
sentiment,positive,anxiety,2010-2014,0_80,0.05486276,0.0506505
sentiment,positive,anxiety,2010-2014,0_100,0.056805782,0.052148346
sentiment,positive,anxiety,2015-2019,0_20,0.051951714,0.04187873
sentiment,positive,anxiety,2015-2019,0_40,0.05261867,0.042422973
sentiment,positive,anxiety,2015-2019,0_60,0.053701974,0.043608066
sentiment,positive,anxiety,2015-2019,0_80,0.053672653,0.043296695
sentiment,positive,anxiety,2015-2019,0_100,0.053535532,0.043854956
sentiment,positive,depression,1970-1974,0_20,0.26568365,0.23507835
sentiment,positive,depression,1970-1974,0_40,0.27091435,0.23614943
sentiment,positive,depression,1970-1974,0_60,0.26972193,0.23734707
sentiment,positive,depression,1970-1974,0_80,0.27672154,0.2389871
sentiment,positive,depression,1970-1974,0_100,0.27764016,0.23788913
sentiment,positive,depression,1975-1979,0_20,0.19876222,0.21379425
sentiment,positive,depression,1975-1979,0_40,0.19525173,0.21317077
sentiment,positive,depression,1975-1979,0_60,0.19170666,0.20938678
sentiment,positive,depression,1975-1979,0_80,0.18889354,0.2076084
sentiment,positive,depression,1975-1979,0_100,0.18803987,0.20632873
sentiment,positive,depression,1980-1984,0_20,0.12311199,0.15765505
sentiment,positive,depression,1980-1984,0_40,0.12272761,0.15863907
sentiment,positive,depression,1980-1984,0_60,0.12299701,0.15963805
sentiment,positive,depression,1980-1984,0_80,0.12480384,0.16091998
sentiment,positive,depression,1980-1984,0_100,0.12569118,0.1617893
sentiment,positive,depression,1985-1989,0_20,0.10838092,0.14383
sentiment,positive,depression,1985-1989,0_40,0.10857666,0.14323042
sentiment,positive,depression,1985-1989,0_60,0.10658315,0.14050815
sentiment,positive,depression,1985-1989,0_80,0.105608955,0.13772953
sentiment,positive,depression,1985-1989,0_100,0.10343172,0.1354173
sentiment,positive,depression,1990-1994,0_20,0.0969017,0.123601995
sentiment,positive,depression,1990-1994,0_40,0.09659007,0.12260216
sentiment,positive,depression,1990-1994,0_60,0.099454686,0.12779468
sentiment,positive,depression,1990-1994,0_80,0.09964134,0.12496582
sentiment,positive,depression,1990-1994,0_100,0.09981345,0.12642491
sentiment,positive,depression,1995-1999,0_20,0.0977179,0.11747835
sentiment,positive,depression,1995-1999,0_40,0.1004932,0.12151711
sentiment,positive,depression,1995-1999,0_60,0.100023024,0.121196285
sentiment,positive,depression,1995-1999,0_80,0.10220126,0.123387896
sentiment,positive,depression,1995-1999,0_100,0.100248106,0.12228496
sentiment,positive,depression,2000-2004,0_20,0.091420986,0.11067481
sentiment,positive,depression,2000-2004,0_40,0.0912606,0.10955031
sentiment,positive,depression,2000-2004,0_60,0.0932807,0.11183422
sentiment,positive,depression,2000-2004,0_80,0.09952144,0.12107785
sentiment,positive,depression,2000-2004,0_100,0.0995755,0.124711536
sentiment,positive,depression,2005-2009,0_20,0.09055331,0.12108137
sentiment,positive,depression,2005-2009,0_40,0.0875554,0.11635235
sentiment,positive,depression,2005-2009,0_60,0.089123376,0.12119695
sentiment,positive,depression,2005-2009,0_80,0.08598014,0.114475176
sentiment,positive,depression,2005-2009,0_100,0.0866279,0.114568
sentiment,positive,depression,2010-2014,0_20,0.08166224,0.10340896
sentiment,positive,depression,2010-2014,0_40,0.080429286,0.09808264
sentiment,positive,depression,2010-2014,0_60,0.082735375,0.10237826
sentiment,positive,depression,2010-2014,0_80,0.082601085,0.10051026
sentiment,positive,depression,2010-2014,0_100,0.0838701,0.10004525
sentiment,positive,depression,2015-2019,0_20,0.09084568,0.11198629
sentiment,positive,depression,2015-2019,0_40,0.089212805,0.11117467
sentiment,positive,depression,2015-2019,0_60,0.087675616,0.10847682
sentiment,positive,depression,2015-2019,0_80,0.08835203,0.1084583
sentiment,positive,depression,2015-2019,0_100,0.087477766,0.105598204
sentiment,positive,mental_health,1970-1974,0_20,0.07264715,0.059507526
sentiment,positive,mental_health,1970-1974,0_40,0.07247462,0.06042351
sentiment,positive,mental_health,1970-1974,0_60,0.071883276,0.059801526
sentiment,positive,mental_health,1970-1974,0_80,0.07143155,0.060046103
sentiment,positive,mental_health,1970-1974,0_100,0.07180835,0.060965057
sentiment,positive,mental_health,1975-1979,0_20,0.05445906,0.044843633
sentiment,positive,mental_health,1975-1979,0_40,0.05417471,0.04488198
sentiment,positive,mental_health,1975-1979,0_60,0.054297354,0.044810303
sentiment,positive,mental_health,1975-1979,0_80,0.054431368,0.044939373
sentiment,positive,mental_health,1975-1979,0_100,0.055122614,0.046135735
sentiment,positive,mental_health,1980-1984,0_20,0.05469311,0.04394299
sentiment,positive,mental_health,1980-1984,0_40,0.054877665,0.04380716
sentiment,positive,mental_health,1980-1984,0_60,0.05420329,0.043101843
sentiment,positive,mental_health,1980-1984,0_80,0.053479604,0.042457737
sentiment,positive,mental_health,1980-1984,0_100,0.05285918,0.041484922
sentiment,positive,mental_health,1985-1989,0_20,0.06665533,0.05283495
sentiment,positive,mental_health,1985-1989,0_40,0.066336736,0.053023793
sentiment,positive,mental_health,1985-1989,0_60,0.06681411,0.053424355
sentiment,positive,mental_health,1985-1989,0_80,0.06590799,0.05260686
sentiment,positive,mental_health,1985-1989,0_100,0.065965384,0.052216236
sentiment,positive,mental_health,1990-1994,0_20,0.06490342,0.050515957
sentiment,positive,mental_health,1990-1994,0_40,0.06551078,0.05150691
sentiment,positive,mental_health,1990-1994,0_60,0.06503216,0.051743448
sentiment,positive,mental_health,1990-1994,0_80,0.065549284,0.052159548
sentiment,positive,mental_health,1990-1994,0_100,0.06555007,0.052270997
sentiment,positive,mental_health,1995-1999,0_20,0.064095244,0.054394383
sentiment,positive,mental_health,1995-1999,0_40,0.06293353,0.052531894
sentiment,positive,mental_health,1995-1999,0_60,0.064078584,0.052753948
sentiment,positive,mental_health,1995-1999,0_80,0.06438018,0.05197134
sentiment,positive,mental_health,1995-1999,0_100,0.0640818,0.05161817
sentiment,positive,mental_health,2000-2004,0_20,0.06601956,0.051767595
sentiment,positive,mental_health,2000-2004,0_40,0.06700519,0.052224662
sentiment,positive,mental_health,2000-2004,0_60,0.06589617,0.050727174
sentiment,positive,mental_health,2000-2004,0_80,0.0665161,0.05084464
sentiment,positive,mental_health,2000-2004,0_100,0.065780245,0.04979839
sentiment,positive,mental_health,2005-2009,0_20,0.06541733,0.05127552
sentiment,positive,mental_health,2005-2009,0_40,0.065356605,0.05072958
sentiment,positive,mental_health,2005-2009,0_60,0.06458243,0.049337357
sentiment,positive,mental_health,2005-2009,0_80,0.06511223,0.049411617
sentiment,positive,mental_health,2005-2009,0_100,0.06621254,0.050237227
sentiment,positive,mental_health,2010-2014,0_20,0.060044795,0.04686647
sentiment,positive,mental_health,2010-2014,0_40,0.0620091,0.04811113
sentiment,positive,mental_health,2010-2014,0_60,0.06192988,0.047456704
sentiment,positive,mental_health,2010-2014,0_80,0.06197634,0.046917636
sentiment,positive,mental_health,2010-2014,0_100,0.0617009,0.04600799
sentiment,positive,mental_health,2015-2019,0_20,0.061926372,0.04767323
sentiment,positive,mental_health,2015-2019,0_40,0.06177474,0.04767554
sentiment,positive,mental_health,2015-2019,0_60,0.061706554,0.047288306
sentiment,positive,mental_health,2015-2019,0_80,0.06155367,0.046784267
sentiment,positive,mental_health,2015-2019,0_100,0.0602571,0.045337576
sentiment,positive,mental_illness,1970-1974,0_20,0.018666534,0.013262529
sentiment,positive,mental_illness,1970-1974,0_40,0.018804552,0.013372652
sentiment,positive,mental_illness,1970-1974,0_60,0.01874849,0.01357702
sentiment,positive,mental_illness,1970-1974,0_80,0.018800605,0.013866684
sentiment,positive,mental_illness,1970-1974,0_100,0.018540986,0.014066849
sentiment,positive,mental_illness,1975-1979,0_20,0.020818723,0.013964651
sentiment,positive,mental_illness,1975-1979,0_40,0.02053191,0.013634038
sentiment,positive,mental_illness,1975-1979,0_60,0.020361777,0.013405964
sentiment,positive,mental_illness,1975-1979,0_80,0.020476937,0.013570674
sentiment,positive,mental_illness,1975-1979,0_100,0.020523967,0.0136909885
sentiment,positive,mental_illness,1980-1984,0_20,0.03033005,0.031242153
sentiment,positive,mental_illness,1980-1984,0_40,0.030752433,0.03173267
sentiment,positive,mental_illness,1980-1984,0_60,0.03138005,0.032555774
sentiment,positive,mental_illness,1980-1984,0_80,0.031336356,0.03242435
sentiment,positive,mental_illness,1980-1984,0_100,0.032051913,0.032542758
sentiment,positive,mental_illness,1985-1989,0_20,0.019857842,0.013380848
sentiment,positive,mental_illness,1985-1989,0_40,0.020493986,0.014449654
sentiment,positive,mental_illness,1985-1989,0_60,0.020599226,0.014751396
sentiment,positive,mental_illness,1985-1989,0_80,0.021010766,0.015338258
sentiment,positive,mental_illness,1985-1989,0_100,0.020978216,0.015165425
sentiment,positive,mental_illness,1990-1994,0_20,0.020225763,0.014388931
sentiment,positive,mental_illness,1990-1994,0_40,0.019938804,0.0138228815
sentiment,positive,mental_illness,1990-1994,0_60,0.019981045,0.013765567
sentiment,positive,mental_illness,1990-1994,0_80,0.020089023,0.014268014
sentiment,positive,mental_illness,1990-1994,0_100,0.020104913,0.014486343
sentiment,positive,mental_illness,1995-1999,0_20,0.021048704,0.017470274
sentiment,positive,mental_illness,1995-1999,0_40,0.020996075,0.017722411
sentiment,positive,mental_illness,1995-1999,0_60,0.021197781,0.017836582
sentiment,positive,mental_illness,1995-1999,0_80,0.020883137,0.017120467
sentiment,positive,mental_illness,1995-1999,0_100,0.021170236,0.018005457
sentiment,positive,mental_illness,2000-2004,0_20,0.018065894,0.012308004
sentiment,positive,mental_illness,2000-2004,0_40,0.017922562,0.01217747
sentiment,positive,mental_illness,2000-2004,0_60,0.018094026,0.012941491
sentiment,positive,mental_illness,2000-2004,0_80,0.018226467,0.012985244
sentiment,positive,mental_illness,2000-2004,0_100,0.018312557,0.013004696
sentiment,positive,mental_illness,2005-2009,0_20,0.019184941,0.012688687
sentiment,positive,mental_illness,2005-2009,0_40,0.019268567,0.01271132
sentiment,positive,mental_illness,2005-2009,0_60,0.019562688,0.012784146
sentiment,positive,mental_illness,2005-2009,0_80,0.019496504,0.012523001
sentiment,positive,mental_illness,2005-2009,0_100,0.019618971,0.012621203
sentiment,positive,mental_illness,2010-2014,0_20,0.020660402,0.014526694
sentiment,positive,mental_illness,2010-2014,0_40,0.020650147,0.014247248
sentiment,positive,mental_illness,2010-2014,0_60,0.020572014,0.01423884
sentiment,positive,mental_illness,2010-2014,0_80,0.020738862,0.014434848
sentiment,positive,mental_illness,2010-2014,0_100,0.020847024,0.014557238
sentiment,positive,mental_illness,2015-2019,0_20,0.019283833,0.013672342
sentiment,positive,mental_illness,2015-2019,0_40,0.019190157,0.013585537
sentiment,positive,mental_illness,2015-2019,0_60,0.019218035,0.013614767
sentiment,positive,mental_illness,2015-2019,0_80,0.019247126,0.01445453
sentiment,positive,mental_illness,2015-2019,0_100,0.01944479,0.014726153
sentiment,positive,abuse,1970-1974,0_20,0.22523852,0.22581303
sentiment,positive,abuse,1970-1974,0_40,0.22523852,0.22581303
sentiment,positive,abuse,1970-1974,0_60,0.22942512,0.227811
sentiment,positive,abuse,1970-1974,0_80,0.2347706,0.22574687
sentiment,positive,abuse,1970-1974,0_100,0.23006508,0.22040464
sentiment,positive,abuse,1975-1979,0_20,0.31992787,0.2602755
sentiment,positive,abuse,1975-1979,0_40,0.3224989,0.2612287
sentiment,positive,abuse,1975-1979,0_60,0.3247933,0.2617266
sentiment,positive,abuse,1975-1979,0_80,0.32588598,0.26134902
sentiment,positive,abuse,1975-1979,0_100,0.32646677,0.2609676
sentiment,positive,abuse,1980-1984,0_20,0.2757849,0.2534249
sentiment,positive,abuse,1980-1984,0_40,0.27327397,0.25217366
sentiment,positive,abuse,1980-1984,0_60,0.27776253,0.2516745
sentiment,positive,abuse,1980-1984,0_80,0.27981374,0.2499588
sentiment,positive,abuse,1980-1984,0_100,0.27899298,0.24698502
sentiment,positive,abuse,1985-1989,0_20,0.28884983,0.24619104
sentiment,positive,abuse,1985-1989,0_40,0.289774,0.24604227
sentiment,positive,abuse,1985-1989,0_60,0.2891883,0.2460225
sentiment,positive,abuse,1985-1989,0_80,0.29188305,0.24615666
sentiment,positive,abuse,1985-1989,0_100,0.29273978,0.24766381
sentiment,positive,abuse,1990-1994,0_20,0.31226262,0.25912735
sentiment,positive,abuse,1990-1994,0_40,0.31118152,0.25818983
sentiment,positive,abuse,1990-1994,0_60,0.3109551,0.25548768
sentiment,positive,abuse,1990-1994,0_80,0.30902475,0.25321013
sentiment,positive,abuse,1990-1994,0_100,0.31012332,0.2508799
sentiment,positive,abuse,1995-1999,0_20,0.27603117,0.24754201
sentiment,positive,abuse,1995-1999,0_40,0.2830381,0.25025535
sentiment,positive,abuse,1995-1999,0_60,0.27937663,0.24532002
sentiment,positive,abuse,1995-1999,0_80,0.28188238,0.24278155
sentiment,positive,abuse,1995-1999,0_100,0.28383458,0.2418018
sentiment,positive,abuse,2000-2004,0_20,0.2881455,0.23370016
sentiment,positive,abuse,2000-2004,0_40,0.28933093,0.23277915
sentiment,positive,abuse,2000-2004,0_60,0.29262194,0.23234212
sentiment,positive,abuse,2000-2004,0_80,0.29454333,0.23276506
sentiment,positive,abuse,2000-2004,0_100,0.2956087,0.2326924
sentiment,positive,abuse,2005-2009,0_20,0.3078074,0.24035838
sentiment,positive,abuse,2005-2009,0_40,0.30390367,0.23795511
sentiment,positive,abuse,2005-2009,0_60,0.30574337,0.2378263
sentiment,positive,abuse,2005-2009,0_80,0.30486798,0.2377464
sentiment,positive,abuse,2005-2009,0_100,0.30504075,0.2380862
sentiment,positive,abuse,2010-2014,0_20,0.30298063,0.23995215
sentiment,positive,abuse,2010-2014,0_40,0.30275014,0.2390633
sentiment,positive,abuse,2010-2014,0_60,0.30579126,0.23847352
sentiment,positive,abuse,2010-2014,0_80,0.30291337,0.2385591
sentiment,positive,abuse,2010-2014,0_100,0.30091724,0.2366447
sentiment,positive,abuse,2015-2019,0_20,0.2531666,0.23019141
sentiment,positive,abuse,2015-2019,0_40,0.25878963,0.23148128
sentiment,positive,abuse,2015-2019,0_60,0.26639315,0.23454504
sentiment,positive,abuse,2015-2019,0_80,0.26796278,0.23384498
sentiment,positive,abuse,2015-2019,0_100,0.26363292,0.23197064
