dimension,variation,target,year,injection_level,avg_dissimilarity,std_dissimilarity
sentiment,negative,trauma,2000-2004,0_100,0.12507395,0.12379035
sentiment,negative,trauma,2005-2009,0_20,0.11133378,0.10468628
sentiment,negative,trauma,2005-2009,0_40,0.11202852,0.10456196
sentiment,negative,trauma,2005-2009,0_60,0.11113687,0.10382107
sentiment,negative,trauma,2005-2009,0_80,0.11103002,0.10365843
sentiment,negative,trauma,2005-2009,0_100,0.107802734,0.10044694
sentiment,negative,trauma,2010-2014,0_20,0.10917089,0.10483474
sentiment,negative,trauma,2010-2014,0_40,0.10678826,0.10292594
sentiment,negative,trauma,2010-2014,0_60,0.10588689,0.10274694
sentiment,negative,trauma,2010-2014,0_80,0.10493253,0.10013704
sentiment,negative,trauma,2010-2014,0_100,0.103045516,0.09805689
sentiment,negative,trauma,2015-2019,0_20,0.10671539,0.10574072
sentiment,negative,trauma,2015-2019,0_40,0.110352516,0.10988394
sentiment,negative,trauma,2015-2019,0_60,0.11021768,0.109039254
sentiment,negative,trauma,2015-2019,0_80,0.108995564,0.1068999
sentiment,negative,trauma,2015-2019,0_100,0.10898576,0.10589275
sentiment,negative,anxiety,1970-1974,0_20,0.046478786,0.046223816
sentiment,negative,anxiety,1970-1974,0_40,0.046192914,0.045444965
sentiment,negative,anxiety,1970-1974,0_60,0.046093944,0.045694828
sentiment,negative,anxiety,1970-1974,0_80,0.046337675,0.04549825
sentiment,negative,anxiety,1970-1974,0_100,0.045476172,0.043623153
sentiment,negative,anxiety,1975-1979,0_20,0.048800167,0.06829657
sentiment,negative,anxiety,1975-1979,0_40,0.04879547,0.06823023
sentiment,negative,anxiety,1975-1979,0_60,0.047099233,0.06501742
sentiment,negative,anxiety,1975-1979,0_80,0.04690681,0.0648009
sentiment,negative,anxiety,1975-1979,0_100,0.045347817,0.057763744
sentiment,negative,anxiety,1980-1984,0_20,0.045984108,0.043465436
sentiment,negative,anxiety,1980-1984,0_40,0.045462657,0.042654708
sentiment,negative,anxiety,1980-1984,0_60,0.04443337,0.040826555
sentiment,negative,anxiety,1980-1984,0_80,0.043394126,0.03752067
sentiment,negative,anxiety,1980-1984,0_100,0.044014867,0.038033273
sentiment,negative,anxiety,1985-1989,0_20,0.046876874,0.038202174
sentiment,negative,anxiety,1985-1989,0_40,0.046563517,0.037229266
sentiment,negative,anxiety,1985-1989,0_60,0.047033984,0.03694716
sentiment,negative,anxiety,1985-1989,0_80,0.046823803,0.036090713
sentiment,negative,anxiety,1985-1989,0_100,0.04649803,0.035211742
sentiment,negative,anxiety,1990-1994,0_20,0.049427487,0.04253258
sentiment,negative,anxiety,1990-1994,0_40,0.04914458,0.04225656
sentiment,negative,anxiety,1990-1994,0_60,0.048941903,0.0420833
sentiment,negative,anxiety,1990-1994,0_80,0.048137378,0.039126135
sentiment,negative,anxiety,1990-1994,0_100,0.0487054,0.040263128
sentiment,negative,anxiety,1995-1999,0_20,0.05336426,0.050495893
sentiment,negative,anxiety,1995-1999,0_40,0.05294146,0.048354466
sentiment,negative,anxiety,1995-1999,0_60,0.052452393,0.04882952
sentiment,negative,anxiety,1995-1999,0_80,0.05227711,0.04816464
sentiment,negative,anxiety,1995-1999,0_100,0.053219598,0.0488887
sentiment,negative,anxiety,2000-2004,0_20,0.058242362,0.048167694
sentiment,negative,anxiety,2000-2004,0_40,0.05720773,0.046466023
sentiment,negative,anxiety,2000-2004,0_60,0.056718707,0.046115953
sentiment,negative,anxiety,2000-2004,0_80,0.05649368,0.046005316
sentiment,negative,anxiety,2000-2004,0_100,0.0572277,0.04686008
sentiment,negative,anxiety,2005-2009,0_20,0.064571925,0.059026904
sentiment,negative,anxiety,2005-2009,0_40,0.06403151,0.058121745
sentiment,negative,anxiety,2005-2009,0_60,0.062402852,0.056217242
sentiment,negative,anxiety,2005-2009,0_80,0.063292064,0.05769804
sentiment,negative,anxiety,2005-2009,0_100,0.06234353,0.056454558
sentiment,negative,anxiety,2010-2014,0_20,0.057681035,0.058552884
sentiment,negative,anxiety,2010-2014,0_40,0.05648801,0.052235804
sentiment,negative,anxiety,2010-2014,0_60,0.05602954,0.051808376
sentiment,negative,anxiety,2010-2014,0_80,0.055529684,0.051040687
sentiment,negative,anxiety,2010-2014,0_100,0.057946797,0.05331212
sentiment,negative,anxiety,2015-2019,0_20,0.05241575,0.042453416
sentiment,negative,anxiety,2015-2019,0_40,0.053242393,0.04320704
sentiment,negative,anxiety,2015-2019,0_60,0.053851835,0.043729693
sentiment,negative,anxiety,2015-2019,0_80,0.05361137,0.04306289
sentiment,negative,anxiety,2015-2019,0_100,0.053719692,0.043579474
sentiment,negative,depression,1970-1974,0_20,0.26423293,0.23516773
sentiment,negative,depression,1970-1974,0_40,0.26928744,0.23638399
sentiment,negative,depression,1970-1974,0_60,0.26767585,0.2370211
sentiment,negative,depression,1970-1974,0_80,0.27265182,0.23756737
sentiment,negative,depression,1970-1974,0_100,0.2736622,0.23736358
sentiment,negative,depression,1975-1979,0_20,0.1976147,0.21340528
sentiment,negative,depression,1975-1979,0_40,0.1929384,0.21273738
sentiment,negative,depression,1975-1979,0_60,0.1878106,0.20828371
sentiment,negative,depression,1975-1979,0_80,0.18355832,0.2049267
sentiment,negative,depression,1975-1979,0_100,0.18254754,0.20414315
sentiment,negative,depression,1980-1984,0_20,0.12184892,0.15583922
sentiment,negative,depression,1980-1984,0_40,0.12058727,0.15646724
sentiment,negative,depression,1980-1984,0_60,0.11971578,0.15602739
sentiment,negative,depression,1980-1984,0_80,0.12172447,0.15714405
sentiment,negative,depression,1980-1984,0_100,0.122719735,0.15853885
sentiment,negative,depression,1985-1989,0_20,0.10654623,0.14239325
sentiment,negative,depression,1985-1989,0_40,0.10482894,0.13849266
sentiment,negative,depression,1985-1989,0_60,0.10121461,0.1339631
sentiment,negative,depression,1985-1989,0_80,0.09948082,0.13170692
sentiment,negative,depression,1985-1989,0_100,0.095621884,0.12618877
sentiment,negative,depression,1990-1994,0_20,0.09519918,0.123398334
sentiment,negative,depression,1990-1994,0_40,0.095129065,0.1230821
sentiment,negative,depression,1990-1994,0_60,0.09570865,0.12569071
sentiment,negative,depression,1990-1994,0_80,0.095496975,0.12298461
sentiment,negative,depression,1990-1994,0_100,0.09438667,0.12243359
sentiment,negative,depression,1995-1999,0_20,0.098304816,0.119914494
sentiment,negative,depression,1995-1999,0_40,0.098668724,0.1206771
sentiment,negative,depression,1995-1999,0_60,0.09626464,0.119487494
sentiment,negative,depression,1995-1999,0_80,0.09805695,0.121871606
sentiment,negative,depression,1995-1999,0_100,0.09613504,0.12112668
sentiment,negative,depression,2000-2004,0_20,0.09005183,0.10796587
sentiment,negative,depression,2000-2004,0_40,0.08927158,0.10623195
sentiment,negative,depression,2000-2004,0_60,0.08988006,0.10572713
sentiment,negative,depression,2000-2004,0_80,0.095096394,0.114704244
sentiment,negative,depression,2000-2004,0_100,0.09288869,0.11280844
sentiment,negative,depression,2005-2009,0_20,0.090351544,0.12034799
sentiment,negative,depression,2005-2009,0_40,0.0875885,0.115207724
sentiment,negative,depression,2005-2009,0_60,0.08842765,0.11861075
sentiment,negative,depression,2005-2009,0_80,0.084943295,0.11116787
sentiment,negative,depression,2005-2009,0_100,0.085118294,0.11135601
sentiment,negative,depression,2010-2014,0_20,0.08084865,0.104104236
sentiment,negative,depression,2010-2014,0_40,0.0792678,0.09771074
sentiment,negative,depression,2010-2014,0_60,0.081069596,0.1016112
sentiment,negative,depression,2010-2014,0_80,0.0819398,0.10219718
sentiment,negative,depression,2010-2014,0_100,0.08149473,0.09796818
sentiment,negative,depression,2015-2019,0_20,0.090297356,0.11137233
sentiment,negative,depression,2015-2019,0_40,0.08815329,0.109368645
sentiment,negative,depression,2015-2019,0_60,0.08666412,0.10652086
sentiment,negative,depression,2015-2019,0_80,0.086660184,0.10503918
sentiment,negative,depression,2015-2019,0_100,0.08651703,0.10524727
sentiment,negative,mental_health,1970-1974,0_20,0.07290677,0.05946545
sentiment,negative,mental_health,1970-1974,0_40,0.07273011,0.060150392
sentiment,negative,mental_health,1970-1974,0_60,0.072351985,0.059781276
sentiment,negative,mental_health,1970-1974,0_80,0.072310925,0.060191825
sentiment,negative,mental_health,1970-1974,0_100,0.072735555,0.060999267
sentiment,negative,mental_health,1975-1979,0_20,0.05420887,0.044489887
sentiment,negative,mental_health,1975-1979,0_40,0.05402374,0.044829104
sentiment,negative,mental_health,1975-1979,0_60,0.0545282,0.04512892
sentiment,negative,mental_health,1975-1979,0_80,0.054912377,0.0451766
sentiment,negative,mental_health,1975-1979,0_100,0.055722862,0.046371207
sentiment,negative,mental_health,1980-1984,0_20,0.05453586,0.04390807
sentiment,negative,mental_health,1980-1984,0_40,0.054693915,0.04435684
sentiment,negative,mental_health,1980-1984,0_60,0.0540229,0.04382131
sentiment,negative,mental_health,1980-1984,0_80,0.05333448,0.04325002
sentiment,negative,mental_health,1980-1984,0_100,0.05298748,0.04272163
sentiment,negative,mental_health,1985-1989,0_20,0.066810764,0.053064883
sentiment,negative,mental_health,1985-1989,0_40,0.066502236,0.05323734
sentiment,negative,mental_health,1985-1989,0_60,0.06671149,0.053591993
sentiment,negative,mental_health,1985-1989,0_80,0.06601127,0.052998316
sentiment,negative,mental_health,1985-1989,0_100,0.06588003,0.052520957
sentiment,negative,mental_health,1990-1994,0_20,0.0650172,0.050374795
sentiment,negative,mental_health,1990-1994,0_40,0.06574832,0.051494163
sentiment,negative,mental_health,1990-1994,0_60,0.06521516,0.051577248
sentiment,negative,mental_health,1990-1994,0_80,0.06544316,0.051699523
sentiment,negative,mental_health,1990-1994,0_100,0.065010935,0.051494494
sentiment,negative,mental_health,1995-1999,0_20,0.06408822,0.054637827
sentiment,negative,mental_health,1995-1999,0_40,0.06319683,0.052948188
sentiment,negative,mental_health,1995-1999,0_60,0.06437797,0.053443387
sentiment,negative,mental_health,1995-1999,0_80,0.06478945,0.053104784
sentiment,negative,mental_health,1995-1999,0_100,0.06445458,0.05278223
sentiment,negative,mental_health,2000-2004,0_20,0.06577458,0.051606327
sentiment,negative,mental_health,2000-2004,0_40,0.06616513,0.051713813
sentiment,negative,mental_health,2000-2004,0_60,0.06503564,0.050065823
sentiment,negative,mental_health,2000-2004,0_80,0.06567786,0.050143763
sentiment,negative,mental_health,2000-2004,0_100,0.06485005,0.048972674
sentiment,negative,mental_health,2005-2009,0_20,0.06545283,0.05124881
sentiment,negative,mental_health,2005-2009,0_40,0.06564322,0.05104243
sentiment,negative,mental_health,2005-2009,0_60,0.06500795,0.04994541
sentiment,negative,mental_health,2005-2009,0_80,0.06548935,0.050277438
sentiment,negative,mental_health,2005-2009,0_100,0.06625125,0.050832875
sentiment,negative,mental_health,2010-2014,0_20,0.05998541,0.046889786
sentiment,negative,mental_health,2010-2014,0_40,0.06165451,0.047832552
sentiment,negative,mental_health,2010-2014,0_60,0.06179861,0.04743023
sentiment,negative,mental_health,2010-2014,0_80,0.061832055,0.0469521
sentiment,negative,mental_health,2010-2014,0_100,0.061703756,0.046125054
sentiment,negative,mental_health,2015-2019,0_20,0.06202414,0.04758346
sentiment,negative,mental_health,2015-2019,0_40,0.062164642,0.047861297
sentiment,negative,mental_health,2015-2019,0_60,0.06211583,0.047592018
sentiment,negative,mental_health,2015-2019,0_80,0.061634492,0.046894897
sentiment,negative,mental_health,2015-2019,0_100,0.060442355,0.045691796
sentiment,negative,mental_illness,1970-1974,0_20,0.018530142,0.012685301
sentiment,negative,mental_illness,1970-1974,0_40,0.018732501,0.012743482
sentiment,negative,mental_illness,1970-1974,0_60,0.018793287,0.012815193
sentiment,negative,mental_illness,1970-1974,0_80,0.018856602,0.01292848
sentiment,negative,mental_illness,1970-1974,0_100,0.018615646,0.012821641
sentiment,negative,mental_illness,1975-1979,0_20,0.020825703,0.014106706
sentiment,negative,mental_illness,1975-1979,0_40,0.020558096,0.013868243
sentiment,negative,mental_illness,1975-1979,0_60,0.02053449,0.013829322
sentiment,negative,mental_illness,1975-1979,0_80,0.020772042,0.014329416
sentiment,negative,mental_illness,1975-1979,0_100,0.020834295,0.014477243
sentiment,negative,mental_illness,1980-1984,0_20,0.029916016,0.030712582
sentiment,negative,mental_illness,1980-1984,0_40,0.030376038,0.031321548
sentiment,negative,mental_illness,1980-1984,0_60,0.031068599,0.03228156
sentiment,negative,mental_illness,1980-1984,0_80,0.030913994,0.03197215
sentiment,negative,mental_illness,1980-1984,0_100,0.03134072,0.032249458
sentiment,negative,mental_illness,1985-1989,0_20,0.019904466,0.012981486
sentiment,negative,mental_illness,1985-1989,0_40,0.02017001,0.013208954
sentiment,negative,mental_illness,1985-1989,0_60,0.020045795,0.013103617
sentiment,negative,mental_illness,1985-1989,0_80,0.020442171,0.013347431
sentiment,negative,mental_illness,1985-1989,0_100,0.020430492,0.013188464
sentiment,negative,mental_illness,1990-1994,0_20,0.020397924,0.014454972
sentiment,negative,mental_illness,1990-1994,0_40,0.020157386,0.013823616
sentiment,negative,mental_illness,1990-1994,0_60,0.02023712,0.013766575
sentiment,negative,mental_illness,1990-1994,0_80,0.020256441,0.01393987
sentiment,negative,mental_illness,1990-1994,0_100,0.02036875,0.013927576
sentiment,negative,mental_illness,1995-1999,0_20,0.020880623,0.017346261
sentiment,negative,mental_illness,1995-1999,0_40,0.02044341,0.016508438
sentiment,negative,mental_illness,1995-1999,0_60,0.02074155,0.016448418
sentiment,negative,mental_illness,1995-1999,0_80,0.020401863,0.015576093
sentiment,negative,mental_illness,1995-1999,0_100,0.020780861,0.016159028
sentiment,negative,mental_illness,2000-2004,0_20,0.018075267,0.012293706
sentiment,negative,mental_illness,2000-2004,0_40,0.017966378,0.012166155
sentiment,negative,mental_illness,2000-2004,0_60,0.018057302,0.012126459
sentiment,negative,mental_illness,2000-2004,0_80,0.01801755,0.0120557
sentiment,negative,mental_illness,2000-2004,0_100,0.018018333,0.011969796
sentiment,negative,mental_illness,2005-2009,0_20,0.019145118,0.012746254
sentiment,negative,mental_illness,2005-2009,0_40,0.019368757,0.013038671
sentiment,negative,mental_illness,2005-2009,0_60,0.019584958,0.013018273
sentiment,negative,mental_illness,2005-2009,0_80,0.019543039,0.012964406
sentiment,negative,mental_illness,2005-2009,0_100,0.019777853,0.013193399
sentiment,negative,mental_illness,2010-2014,0_20,0.020730466,0.014589331
sentiment,negative,mental_illness,2010-2014,0_40,0.020658372,0.014209272
sentiment,negative,mental_illness,2010-2014,0_60,0.020532494,0.014239642
sentiment,negative,mental_illness,2010-2014,0_80,0.020667784,0.014315177
sentiment,negative,mental_illness,2010-2014,0_100,0.020919943,0.014710977
sentiment,negative,mental_illness,2015-2019,0_20,0.019276364,0.013658647
sentiment,negative,mental_illness,2015-2019,0_40,0.019112805,0.013877669
sentiment,negative,mental_illness,2015-2019,0_60,0.019125108,0.013863544
sentiment,negative,mental_illness,2015-2019,0_80,0.019066548,0.014658529
sentiment,negative,mental_illness,2015-2019,0_100,0.019097311,0.014634401
sentiment,negative,abuse,1970-1974,0_20,0.22804706,0.22953852
sentiment,negative,abuse,1970-1974,0_40,0.22804706,0.22953852
sentiment,negative,abuse,1970-1974,0_60,0.23264974,0.23198542
sentiment,negative,abuse,1970-1974,0_80,0.23989205,0.23226194
sentiment,negative,abuse,1970-1974,0_100,0.24250288,0.23632824
sentiment,negative,abuse,1975-1979,0_20,0.3200284,0.26014706
sentiment,negative,abuse,1975-1979,0_40,0.32251874,0.2608558
sentiment,negative,abuse,1975-1979,0_60,0.32427323,0.26092738
sentiment,negative,abuse,1975-1979,0_80,0.326235,0.26143798
sentiment,negative,abuse,1975-1979,0_100,0.3271831,0.26097918
sentiment,negative,abuse,1980-1984,0_20,0.2766815,0.2542569
sentiment,negative,abuse,1980-1984,0_40,0.27404997,0.25291264
sentiment,negative,abuse,1980-1984,0_60,0.27909404,0.25261575
sentiment,negative,abuse,1980-1984,0_80,0.28141806,0.25113392
sentiment,negative,abuse,1980-1984,0_100,0.28095904,0.24828704
sentiment,negative,abuse,1985-1989,0_20,0.28915438,0.24639389
sentiment,negative,abuse,1985-1989,0_40,0.29063264,0.24635153
sentiment,negative,abuse,1985-1989,0_60,0.2903511,0.24644512
sentiment,negative,abuse,1985-1989,0_80,0.29419905,0.24808046
sentiment,negative,abuse,1985-1989,0_100,0.29531172,0.24997583
sentiment,negative,abuse,1990-1994,0_20,0.31148374,0.2583265
sentiment,negative,abuse,1990-1994,0_40,0.31019288,0.25747424
sentiment,negative,abuse,1990-1994,0_60,0.31043178,0.25486046
sentiment,negative,abuse,1990-1994,0_80,0.30846763,0.25293913
sentiment,negative,abuse,1990-1994,0_100,0.3099827,0.25098997
sentiment,negative,abuse,1995-1999,0_20,0.27649766,0.2485775
sentiment,negative,abuse,1995-1999,0_40,0.28386554,0.25166342
sentiment,negative,abuse,1995-1999,0_60,0.28105626,0.24703732
sentiment,negative,abuse,1995-1999,0_80,0.28415892,0.24486914
sentiment,negative,abuse,1995-1999,0_100,0.2862895,0.24416274
sentiment,negative,abuse,2000-2004,0_20,0.28895348,0.23442717
sentiment,negative,abuse,2000-2004,0_40,0.29032767,0.23380177
sentiment,negative,abuse,2000-2004,0_60,0.29381725,0.23386653
sentiment,negative,abuse,2000-2004,0_80,0.29598284,0.23405306
sentiment,negative,abuse,2000-2004,0_100,0.29847515,0.235168
sentiment,negative,abuse,2005-2009,0_20,0.30900744,0.24068147
sentiment,negative,abuse,2005-2009,0_40,0.3053236,0.23871855
sentiment,negative,abuse,2005-2009,0_60,0.30760726,0.23880576
sentiment,negative,abuse,2005-2009,0_80,0.30722702,0.23901615
sentiment,negative,abuse,2005-2009,0_100,0.30794796,0.23941311
sentiment,negative,abuse,2010-2014,0_20,0.30378237,0.24043806
sentiment,negative,abuse,2010-2014,0_40,0.3050306,0.24095441
sentiment,negative,abuse,2010-2014,0_60,0.3087551,0.24066395
sentiment,negative,abuse,2010-2014,0_80,0.3056289,0.24035354
sentiment,negative,abuse,2010-2014,0_100,0.3040575,0.23777328
sentiment,negative,abuse,2015-2019,0_20,0.25503382,0.23137332
sentiment,negative,abuse,2015-2019,0_40,0.26066604,0.2323204
sentiment,negative,abuse,2015-2019,0_60,0.26898232,0.23613904
sentiment,negative,abuse,2015-2019,0_80,0.27152747,0.23634377
sentiment,negative,abuse,2015-2019,0_100,0.2676425,0.23459622
