dimension,variation,target,year,injection_level,avg_dissimilarity,std_dissimilarity
sentiment,negative,trauma,2000-2004,40,0.12849012,0.12693639
sentiment,negative,trauma,2000-2004,60,0.12535399,0.12724836
sentiment,negative,trauma,2000-2004,80,0.12200048,0.12553747
sentiment,negative,trauma,2000-2004,100,0.12377951,0.12549864
sentiment,negative,trauma,2005-2009,0,0.11449059,0.10482253
sentiment,negative,trauma,2005-2009,20,0.11175848,0.10452891
sentiment,negative,trauma,2005-2009,40,0.11234653,0.10480605
sentiment,negative,trauma,2005-2009,60,0.109441444,0.103553586
sentiment,negative,trauma,2005-2009,80,0.107845396,0.1021538
sentiment,negative,trauma,2005-2009,100,0.10105792,0.09622364
sentiment,negative,trauma,2010-2014,0,0.11180515,0.104046896
sentiment,negative,trauma,2010-2014,20,0.110351585,0.105739675
sentiment,negative,trauma,2010-2014,40,0.10415225,0.1009289
sentiment,negative,trauma,2010-2014,60,0.10145061,0.10055803
sentiment,negative,trauma,2010-2014,80,0.098530054,0.09528435
sentiment,negative,trauma,2010-2014,100,0.09359931,0.0897303
sentiment,negative,trauma,2015-2019,0,0.10831124,0.10651049
sentiment,negative,trauma,2015-2019,20,0.108783744,0.105194405
sentiment,negative,trauma,2015-2019,40,0.11527332,0.11365985
sentiment,negative,trauma,2015-2019,60,0.11483861,0.11218772
sentiment,negative,trauma,2015-2019,80,0.11125362,0.10719249
sentiment,negative,trauma,2015-2019,100,0.11060114,0.105734065
sentiment,negative,anxiety,1970-1974,0,0.04856504,0.048522048
sentiment,negative,anxiety,1970-1974,20,0.045882415,0.043590374
sentiment,negative,anxiety,1970-1974,40,0.045017917,0.042007007
sentiment,negative,anxiety,1970-1974,60,0.04428994,0.04243289
sentiment,negative,anxiety,1970-1974,80,0.044257343,0.042162746
sentiment,negative,anxiety,1970-1974,100,0.042227592,0.03759974
sentiment,negative,anxiety,1975-1979,0,0.0475495,0.06149872
sentiment,negative,anxiety,1975-1979,20,0.05171857,0.074940436
sentiment,negative,anxiety,1975-1979,40,0.051413216,0.07488038
sentiment,negative,anxiety,1975-1979,60,0.047515836,0.06837699
sentiment,negative,anxiety,1975-1979,80,0.046926584,0.068158574
sentiment,negative,anxiety,1975-1979,100,0.04309799,0.053381998
sentiment,negative,anxiety,1980-1984,0,0.04735373,0.04440536
sentiment,negative,anxiety,1980-1984,20,0.046098076,0.042519934
sentiment,negative,anxiety,1980-1984,40,0.04459088,0.04093677
sentiment,negative,anxiety,1980-1984,60,0.041918326,0.03673954
sentiment,negative,anxiety,1980-1984,80,0.039328635,0.02843333
sentiment,negative,anxiety,1980-1984,100,0.040019367,0.02992913
sentiment,negative,anxiety,1985-1989,0,0.04865677,0.039553482
sentiment,negative,anxiety,1985-1989,20,0.046558682,0.03632913
sentiment,negative,anxiety,1985-1989,40,0.045657165,0.034652397
sentiment,negative,anxiety,1985-1989,60,0.046416737,0.034288857
sentiment,negative,anxiety,1985-1989,80,0.045868035,0.032793604
sentiment,negative,anxiety,1985-1989,100,0.044653147,0.030615639
sentiment,negative,anxiety,1990-1994,0,0.04995704,0.041438904
sentiment,negative,anxiety,1990-1994,20,0.050523657,0.04333634
sentiment,negative,anxiety,1990-1994,40,0.049504094,0.042778596
sentiment,negative,anxiety,1990-1994,60,0.048660092,0.042383246
sentiment,negative,anxiety,1990-1994,80,0.046660952,0.036598008
sentiment,negative,anxiety,1990-1994,100,0.04672886,0.038607355
sentiment,negative,anxiety,1995-1999,0,0.05445787,0.049941234
sentiment,negative,anxiety,1995-1999,20,0.053995516,0.050948415
sentiment,negative,anxiety,1995-1999,40,0.052470036,0.04615112
sentiment,negative,anxiety,1995-1999,60,0.050572544,0.047082797
sentiment,negative,anxiety,1995-1999,80,0.04964055,0.046380162
sentiment,negative,anxiety,1995-1999,100,0.050974984,0.047701966
sentiment,negative,anxiety,2000-2004,0,0.059712492,0.048288934
sentiment,negative,anxiety,2000-2004,20,0.058696676,0.04778628
sentiment,negative,anxiety,2000-2004,40,0.056207743,0.044783328
sentiment,negative,anxiety,2000-2004,60,0.05486631,0.045003895
sentiment,negative,anxiety,2000-2004,80,0.053589486,0.04462335
sentiment,negative,anxiety,2000-2004,100,0.054869514,0.046755332
sentiment,negative,anxiety,2005-2009,0,0.06484297,0.058258254
sentiment,negative,anxiety,2005-2009,20,0.06625911,0.059616975
sentiment,negative,anxiety,2005-2009,40,0.064871944,0.058814358
sentiment,negative,anxiety,2005-2009,60,0.06082509,0.05484524
sentiment,negative,anxiety,2005-2009,80,0.06220201,0.05769317
sentiment,negative,anxiety,2005-2009,100,0.059856653,0.055319693
sentiment,negative,anxiety,2010-2014,0,0.05892243,0.05850729
sentiment,negative,anxiety,2010-2014,20,0.05843192,0.058690768
sentiment,negative,anxiety,2010-2014,40,0.055552784,0.044645812
sentiment,negative,anxiety,2010-2014,60,0.05394688,0.043573916
sentiment,negative,anxiety,2010-2014,80,0.052542873,0.041889567
sentiment,negative,anxiety,2010-2014,100,0.056846898,0.046168577
sentiment,negative,anxiety,2015-2019,0,0.05118474,0.040255915
sentiment,negative,anxiety,2015-2019,20,0.05537964,0.044205748
sentiment,negative,anxiety,2015-2019,40,0.056800358,0.045907732
sentiment,negative,anxiety,2015-2019,60,0.057321,0.046975367
sentiment,negative,anxiety,2015-2019,80,0.0561942,0.04593004
sentiment,negative,anxiety,2015-2019,100,0.05574958,0.04605496
sentiment,negative,depression,1970-1974,0,0.26842514,0.23391107
sentiment,negative,depression,1970-1974,20,0.2686811,0.23515932
sentiment,negative,depression,1970-1974,40,0.27717516,0.23775023
sentiment,negative,depression,1970-1974,60,0.2714655,0.24033813
sentiment,negative,depression,1970-1974,80,0.28027695,0.2401145
sentiment,negative,depression,1970-1974,100,0.28249285,0.23986666
sentiment,negative,depression,1975-1979,0,0.19859423,0.21188383
sentiment,negative,depression,1975-1979,20,0.20336258,0.21536748
sentiment,negative,depression,1975-1979,40,0.19228455,0.21395032
sentiment,negative,depression,1975-1979,60,0.18026637,0.20450872
sentiment,negative,depression,1975-1979,80,0.17088544,0.19693573
sentiment,negative,depression,1975-1979,100,0.16772728,0.19609445
sentiment,negative,depression,1980-1984,0,0.12808163,0.16358119
sentiment,negative,depression,1980-1984,20,0.11971442,0.14897679
sentiment,negative,depression,1980-1984,40,0.11589617,0.14965776
sentiment,negative,depression,1980-1984,60,0.112954035,0.14813584
sentiment,negative,depression,1980-1984,80,0.116362385,0.14952748
sentiment,negative,depression,1980-1984,100,0.117819466,0.1525772
sentiment,negative,depression,1985-1989,0,0.11130985,0.14565411
sentiment,negative,depression,1985-1989,20,0.10544093,0.14023174
sentiment,negative,depression,1985-1989,40,0.10123816,0.13229668
sentiment,negative,depression,1985-1989,60,0.093433715,0.12205824
sentiment,negative,depression,1985-1989,80,0.0893742,0.117361285
sentiment,negative,depression,1985-1989,100,0.08061707,0.102551475
sentiment,negative,depression,1990-1994,0,0.09862404,0.12438399
sentiment,negative,depression,1990-1994,20,0.09496098,0.123297215
sentiment,negative,depression,1990-1994,40,0.09402264,0.122395396
sentiment,negative,depression,1990-1994,60,0.0941714,0.12730217
sentiment,negative,depression,1990-1994,80,0.09304496,0.12080728
sentiment,negative,depression,1990-1994,100,0.08955729,0.11858455
sentiment,negative,depression,1995-1999,0,0.10258436,0.12320036
sentiment,negative,depression,1995-1999,20,0.09733525,0.11721219
sentiment,negative,depression,1995-1999,40,0.097620584,0.11897858
sentiment,negative,depression,1995-1999,60,0.09202091,0.11612592
sentiment,negative,depression,1995-1999,80,0.09460104,0.120292224
sentiment,negative,depression,1995-1999,100,0.08952974,0.117873535
sentiment,negative,depression,2000-2004,0,0.09466627,0.11380342
sentiment,negative,depression,2000-2004,20,0.088530116,0.10226602
sentiment,negative,depression,2000-2004,40,0.08591629,0.098284096
sentiment,negative,depression,2000-2004,60,0.086567365,0.098065235
sentiment,negative,depression,2000-2004,80,0.096174784,0.11671604
sentiment,negative,depression,2000-2004,100,0.09121789,0.112947986
sentiment,negative,depression,2005-2009,0,0.09051313,0.11986175
sentiment,negative,depression,2005-2009,20,0.09328215,0.121926874
sentiment,negative,depression,2005-2009,40,0.08682394,0.11178423
sentiment,negative,depression,2005-2009,60,0.08819964,0.118851796
sentiment,negative,depression,2005-2009,80,0.07998909,0.10329847
sentiment,negative,depression,2005-2009,100,0.07958887,0.103899546
sentiment,negative,depression,2010-2014,0,0.083129235,0.10524146
sentiment,negative,depression,2010-2014,20,0.08140825,0.10397397
sentiment,negative,depression,2010-2014,40,0.07742369,0.09007382
sentiment,negative,depression,2010-2014,60,0.080343306,0.09860443
sentiment,negative,depression,2010-2014,80,0.08147195,0.09989402
sentiment,negative,depression,2010-2014,100,0.07960375,0.09010694
sentiment,negative,depression,2015-2019,0,0.09265647,0.11305918
sentiment,negative,depression,2015-2019,20,0.091166444,0.11065452
sentiment,negative,depression,2015-2019,40,0.0859796,0.1063893
sentiment,negative,depression,2015-2019,60,0.08245938,0.10075985
sentiment,negative,depression,2015-2019,80,0.08180429,0.09810594
sentiment,negative,depression,2015-2019,100,0.080847576,0.097191475
sentiment,negative,mental_health,1970-1974,0,0.0744921,0.059322856
sentiment,negative,mental_health,1970-1974,20,0.07350419,0.05913829
sentiment,negative,mental_health,1970-1974,40,0.07278787,0.06055148
sentiment,negative,mental_health,1970-1974,60,0.07160234,0.059680197
sentiment,negative,mental_health,1970-1974,80,0.06993738,0.05973671
sentiment,negative,mental_health,1970-1974,100,0.06887208,0.06020275
sentiment,negative,mental_health,1975-1979,0,0.055850755,0.044746332
sentiment,negative,mental_health,1975-1979,20,0.054391123,0.04411385
sentiment,negative,mental_health,1975-1979,40,0.05353765,0.044640727
sentiment,negative,mental_health,1975-1979,60,0.053516336,0.04494468
sentiment,negative,mental_health,1975-1979,80,0.05373658,0.04512516
sentiment,negative,mental_health,1975-1979,100,0.055365957,0.04795375
sentiment,negative,mental_health,1980-1984,0,0.055757266,0.043881092
sentiment,negative,mental_health,1980-1984,20,0.055162005,0.04356465
sentiment,negative,mental_health,1980-1984,40,0.055065785,0.044612713
sentiment,negative,mental_health,1980-1984,60,0.053057563,0.0433435
sentiment,negative,mental_health,1980-1984,80,0.051108487,0.04239227
sentiment,negative,mental_health,1980-1984,100,0.050424527,0.04137706
sentiment,negative,mental_health,1985-1989,0,0.06815329,0.052786414
sentiment,negative,mental_health,1985-1989,20,0.06753544,0.052524757
sentiment,negative,mental_health,1985-1989,40,0.06609473,0.05234598
sentiment,negative,mental_health,1985-1989,60,0.06533658,0.052675124
sentiment,negative,mental_health,1985-1989,80,0.063252755,0.051243365
sentiment,negative,mental_health,1985-1989,100,0.06214591,0.049580656
sentiment,negative,mental_health,1990-1994,0,0.066407084,0.050761882
sentiment,negative,mental_health,1990-1994,20,0.065714665,0.049175017
sentiment,negative,mental_health,1990-1994,40,0.066203564,0.05113854
sentiment,negative,mental_health,1990-1994,60,0.06457874,0.051334165
sentiment,negative,mental_health,1990-1994,80,0.0638755,0.050892692
sentiment,negative,mental_health,1990-1994,100,0.062232472,0.049819637
sentiment,negative,mental_health,1995-1999,0,0.06536231,0.054440454
sentiment,negative,mental_health,1995-1999,20,0.06483582,0.054247186
sentiment,negative,mental_health,1995-1999,40,0.06206669,0.05045223
sentiment,negative,mental_health,1995-1999,60,0.063665874,0.051364947
sentiment,negative,mental_health,1995-1999,80,0.064462595,0.05182111
sentiment,negative,mental_health,1995-1999,100,0.06370903,0.05121482
sentiment,negative,mental_health,2000-2004,0,0.06747963,0.05178602
sentiment,negative,mental_health,2000-2004,20,0.06615592,0.050726015
sentiment,negative,mental_health,2000-2004,40,0.066232145,0.051205587
sentiment,negative,mental_health,2000-2004,60,0.06323055,0.04799194
sentiment,negative,mental_health,2000-2004,80,0.06382649,0.047706436
sentiment,negative,mental_health,2000-2004,100,0.06090755,0.04504847
sentiment,negative,mental_health,2005-2009,0,0.067360595,0.051509917
sentiment,negative,mental_health,2005-2009,20,0.0654598,0.05006331
sentiment,negative,mental_health,2005-2009,40,0.06488808,0.04929417
sentiment,negative,mental_health,2005-2009,60,0.062919505,0.047158595
sentiment,negative,mental_health,2005-2009,80,0.0640387,0.048531502
sentiment,negative,mental_health,2005-2009,100,0.06503666,0.049724545
sentiment,negative,mental_health,2010-2014,0,0.060274035,0.045868043
sentiment,negative,mental_health,2010-2014,20,0.061723433,0.04729401
sentiment,negative,mental_health,2010-2014,40,0.06482132,0.04963086
sentiment,negative,mental_health,2010-2014,60,0.064677894,0.049152263
sentiment,negative,mental_health,2010-2014,80,0.06398717,0.04845572
sentiment,negative,mental_health,2010-2014,100,0.06281538,0.047080122
sentiment,negative,mental_health,2015-2019,0,0.06311257,0.047162697
sentiment,negative,mental_health,2015-2019,20,0.062831745,0.047247875
sentiment,negative,mental_health,2015-2019,40,0.06263787,0.04800226
sentiment,negative,mental_health,2015-2019,60,0.062099777,0.047512535
sentiment,negative,mental_health,2015-2019,80,0.060066346,0.046535563
sentiment,negative,mental_health,2015-2019,100,0.05750489,0.044849258
sentiment,negative,mental_illness,1970-1974,0,0.018904207,0.012312293
sentiment,negative,mental_illness,1970-1974,20,0.018904861,0.012796221
sentiment,negative,mental_illness,1970-1974,40,0.019203756,0.012932668
sentiment,negative,mental_illness,1970-1974,60,0.01926198,0.013037782
sentiment,negative,mental_illness,1970-1974,80,0.019406307,0.013264757
sentiment,negative,mental_illness,1970-1974,100,0.018883612,0.013018716
sentiment,negative,mental_illness,1975-1979,0,0.02144912,0.013773268
sentiment,negative,mental_illness,1975-1979,20,0.02091184,0.014146086
sentiment,negative,mental_illness,1975-1979,40,0.02030889,0.013828096
sentiment,negative,mental_illness,1975-1979,60,0.020142073,0.013793029
sentiment,negative,mental_illness,1975-1979,80,0.020498844,0.01483899
sentiment,negative,mental_illness,1975-1979,100,0.02060614,0.0153281875
sentiment,negative,mental_illness,1980-1984,0,0.031050581,0.03147786
sentiment,negative,mental_illness,1980-1984,20,0.029684652,0.02960454
sentiment,negative,mental_illness,1980-1984,40,0.030402387,0.03081316
sentiment,negative,mental_illness,1980-1984,60,0.031555414,0.032768577
sentiment,negative,mental_illness,1980-1984,80,0.031004045,0.032240566
sentiment,negative,mental_illness,1980-1984,100,0.03158951,0.032726903
sentiment,negative,mental_illness,1985-1989,0,0.020143434,0.012604078
sentiment,negative,mental_illness,1985-1989,20,0.020267697,0.012984206
sentiment,negative,mental_illness,1985-1989,40,0.02065028,0.01343586
sentiment,negative,mental_illness,1985-1989,60,0.020302739,0.013248166
sentiment,negative,mental_illness,1985-1989,80,0.02100006,0.0137310065
sentiment,negative,mental_illness,1985-1989,100,0.020966394,0.013467412
sentiment,negative,mental_illness,1990-1994,0,0.020807298,0.014501614
sentiment,negative,mental_illness,1990-1994,20,0.020685315,0.0141982725
sentiment,negative,mental_illness,1990-1994,40,0.020057954,0.012918482
sentiment,negative,mental_illness,1990-1994,60,0.02015223,0.013101127
sentiment,negative,mental_illness,1990-1994,80,0.02010315,0.013389436
sentiment,negative,mental_illness,1990-1994,100,0.020305874,0.01349929
sentiment,negative,mental_illness,1995-1999,0,0.021595946,0.017299702
sentiment,negative,mental_illness,1995-1999,20,0.02084738,0.017310385
sentiment,negative,mental_illness,1995-1999,40,0.019767871,0.015557826
sentiment,negative,mental_illness,1995-1999,60,0.020252408,0.015621988
sentiment,negative,mental_illness,1995-1999,80,0.019460391,0.014058154
sentiment,negative,mental_illness,1995-1999,100,0.019956162,0.015238033
sentiment,negative,mental_illness,2000-2004,0,0.018410493,0.011973433
sentiment,negative,mental_illness,2000-2004,20,0.01834098,0.012368961
sentiment,negative,mental_illness,2000-2004,40,0.017960567,0.012162735
sentiment,negative,mental_illness,2000-2004,60,0.018075628,0.012267804
sentiment,negative,mental_illness,2000-2004,80,0.017675707,0.011860985
sentiment,negative,mental_illness,2000-2004,100,0.017537644,0.011847006
sentiment,negative,mental_illness,2005-2009,0,0.019568248,0.012745181
sentiment,negative,mental_illness,2005-2009,20,0.01932006,0.012299449
sentiment,negative,mental_illness,2005-2009,40,0.019656103,0.0129266735
sentiment,negative,mental_illness,2005-2009,60,0.019904006,0.01290427
sentiment,negative,mental_illness,2005-2009,80,0.019823119,0.013204403
sentiment,negative,mental_illness,2005-2009,100,0.02002188,0.013602285
sentiment,negative,mental_illness,2010-2014,0,0.020764133,0.014155127
sentiment,negative,mental_illness,2010-2014,20,0.021323608,0.014701206
sentiment,negative,mental_illness,2010-2014,40,0.02095119,0.01385934
sentiment,negative,mental_illness,2010-2014,60,0.020608958,0.014072518
sentiment,negative,mental_illness,2010-2014,80,0.020661412,0.0142444
sentiment,negative,mental_illness,2010-2014,100,0.020903818,0.014865021
sentiment,negative,mental_illness,2015-2019,0,0.019934556,0.0130797
sentiment,negative,mental_illness,2015-2019,20,0.01926164,0.014018393
sentiment,negative,mental_illness,2015-2019,40,0.018787136,0.014669385
sentiment,negative,mental_illness,2015-2019,60,0.018600056,0.014615013
sentiment,negative,mental_illness,2015-2019,80,0.018349972,0.016191315
sentiment,negative,mental_illness,2015-2019,100,0.018298967,0.016119493
sentiment,negative,abuse,1970-1974,0,0.23356254,0.22729035
sentiment,negative,abuse,1970-1974,20,0.23937961,0.23212475
sentiment,negative,abuse,1970-1974,40,0.23937961,0.23212475
sentiment,negative,abuse,1970-1974,60,0.24865796,0.23681387
sentiment,negative,abuse,1970-1974,80,0.26219898,0.23916563
sentiment,negative,abuse,1970-1974,100,0.29084602,0.2532736
sentiment,negative,abuse,1975-1979,0,0.3263179,0.26036003
sentiment,negative,abuse,1975-1979,20,0.32330215,0.2577603
sentiment,negative,abuse,1975-1979,40,0.3264939,0.25947464
sentiment,negative,abuse,1975-1979,60,0.32901347,0.25977084
sentiment,negative,abuse,1975-1979,80,0.3317191,0.26188108
sentiment,negative,abuse,1975-1979,100,0.33193496,0.2612633
sentiment,negative,abuse,1980-1984,0,0.28401807,0.25431645
sentiment,negative,abuse,1980-1984,20,0.27841598,0.25328848
sentiment,negative,abuse,1980-1984,40,0.269778,0.2504148
sentiment,negative,abuse,1980-1984,60,0.28052512,0.25078678
sentiment,negative,abuse,1980-1984,80,0.28144586,0.24786696
sentiment,negative,abuse,1980-1984,100,0.27614948,0.24263214
sentiment,negative,abuse,1985-1989,0,0.29540706,0.24514881
sentiment,negative,abuse,1985-1989,20,0.29244006,0.24575076
sentiment,negative,abuse,1985-1989,40,0.29409403,0.24643601
sentiment,negative,abuse,1985-1989,60,0.29315314,0.2472736
sentiment,negative,abuse,1985-1989,80,0.29738963,0.25050318
sentiment,negative,abuse,1985-1989,100,0.29835203,0.25483206
sentiment,negative,abuse,1990-1994,0,0.31523585,0.25765416
sentiment,negative,abuse,1990-1994,20,0.31853384,0.2573895
sentiment,negative,abuse,1990-1994,40,0.31313348,0.25602397
sentiment,negative,abuse,1990-1994,60,0.30994076,0.25100306
sentiment,negative,abuse,1990-1994,80,0.30270517,0.24711289
sentiment,negative,abuse,1990-1994,100,0.30160475,0.2423993
sentiment,negative,abuse,1995-1999,0,0.2796982,0.24817905
sentiment,negative,abuse,1995-1999,20,0.28310078,0.2483068
sentiment,negative,abuse,1995-1999,40,0.29590997,0.25471288
sentiment,negative,abuse,1995-1999,60,0.28849122,0.24658382
sentiment,negative,abuse,1995-1999,80,0.29129663,0.24214037
sentiment,negative,abuse,1995-1999,100,0.29463878,0.24141091
sentiment,negative,abuse,2000-2004,0,0.296522,0.23391807
sentiment,negative,abuse,2000-2004,20,0.29101577,0.23266809
sentiment,negative,abuse,2000-2004,40,0.29003355,0.2308942
sentiment,negative,abuse,2000-2004,60,0.2966988,0.23341587
sentiment,negative,abuse,2000-2004,80,0.2955559,0.2334522
sentiment,negative,abuse,2000-2004,100,0.30190474,0.2371381
sentiment,negative,abuse,2005-2009,0,0.3139941,0.23819047
sentiment,negative,abuse,2005-2009,20,0.31508213,0.24057125
sentiment,negative,abuse,2005-2009,40,0.30653322,0.23745644
sentiment,negative,abuse,2005-2009,60,0.3085971,0.23729105
sentiment,negative,abuse,2005-2009,80,0.3021354,0.23765606
sentiment,negative,abuse,2005-2009,100,0.30059525,0.23845668
sentiment,negative,abuse,2010-2014,0,0.31194767,0.24073227
sentiment,negative,abuse,2010-2014,20,0.30498812,0.23742786
sentiment,negative,abuse,2010-2014,40,0.30408168,0.23928626
sentiment,negative,abuse,2010-2014,60,0.3122876,0.23988454
sentiment,negative,abuse,2010-2014,80,0.3017777,0.23934357
sentiment,negative,abuse,2010-2014,100,0.29545158,0.23409228
sentiment,negative,abuse,2015-2019,0,0.2550914,0.22962806
sentiment,negative,abuse,2015-2019,20,0.2625643,0.23240578
sentiment,negative,abuse,2015-2019,40,0.27170423,0.23497987
sentiment,negative,abuse,2015-2019,60,0.2865851,0.24327126
sentiment,negative,abuse,2015-2019,80,0.2892521,0.2436667
sentiment,negative,abuse,2015-2019,100,0.28169277,0.24118614
