Sentence,Year,Mean_Arousal
"Increasingly, professional and public media are promulgating the belief that the problems of child abuse and neglect are broadly distributed throughout society, suggesting that their frequency and severity are unrelated to socioeconomic class.",1978,0.4885
"However, not all persons with substance abuse patterns have an elevated score on this measure.",1979,0.4775714285714286
"Another purpose of the study was to explore possible psychophysiological differences between a younger and older group, and between an inhalant abusing group and a non-abuse group, in response to the three types of tasks.",1979,0.48363636363636364
A wide range of health workers in the community provide care for families that abuse or have a potential for abusing their children.,1979,0.4873
"Findings which confirms those of other studies of child abuse include youthfulness, a higher incidence of family violence from childhood onwards, more unplanned pregnancies and lower intelligence in the index group.",1979,0.49
"The terms of reference were:- To investigate the need for inter-disciplinary training for health visitors and social workers, in the area of communication relating to Child Abuse.",1979,0.4867692307692308
"For the purpose of the study Child Abuse was defined as:- The ill treatment or neglect of children from birth up to sixteen years of age, including severe emotional deprivation.",1979,0.4861176470588236
"In the 1870s child abuse and neglect was transformed from a non-issue to the responsibility of the civic-sector charity groups and, more recently, to a charge of the public sector.",1979,0.47718181818181815
"The second task in subsequent sections is to use data from various sources on child abuse (Section, and our own information (Section to suggest that Army life has inherent features exacerbating risk of child abuse.",1979,0.47152631578947374
"The reasoning presented in this paper is based on the findings in an on-going multi-disciplinary study of child abuse and neglect in Uppsala, Sweden.",1979,0.47500000000000003
"Alan is a much older child and I have decided to tell you about him because there is such ignorance about the long term effects of verbal abuse and mental cruelty, and sadly such children are rarely given the opportunity of being fostered.",1979,0.4798
"The study compares and contrasts findings with those of comparable studies, and concludes that previous studies have under-estimated the role of the father (or father-substitute) in the abuse of children, and casts some doubt on commonly held views about the relationship between non-accidental injury and (for example) pregnancy, working mothers, and over-frequent bearing of children.",1979,0.47571428571428565
"Having read the very strong evidence which has been produced by various researchers (Hyman, 1976; Lynch, 1975; Rose and colleagues, 1974; Skinner and Castle, 1969) indicating that a poor obstetric and neo-natal history are key factors in child abuse, it was decided at an early stage to concentrate mainly on those of our mothers who were pregnant.",1979,0.471
It is concluded that family treatment for drug abuse is gaining widespread acceptance and shows considerable promise for dealing effectively with problems of this type.,1979,0.4823636363636364
No new episodes of child abuse occured during the course of the 7 month study.,1979,0.4878
"Developmentally, attitudes toward casual alcohol use and toward the abuse of alcohol should be related to the development of value content and value structure.",1979,0.47583333333333333
"Although quitters and stayers did not differentiate on primary drug of abuse, age, sex, race, or IQ, quitters were less likely to obtain normal limits or neurotic code profiles, Univariate analyses revealed that quitters obtained higher mean elevations on 6 of the 15 scales studied (F, 4/Pd, 6/Pa, 8/Sc, 9/Ma, A).",1979,0.4715625
"Correlations of husband-wife utilization indicated two patterns, an active-passive pattern and an other-abuse and self-abuse pattern.",1979,0.48625
"The second was that after controlling for demographic differences between these groups, Vietnam veterans would not have substantially higher levels of current drug abuse.",1979,0.48763636363636365
A national sample of drug treatment clients admitted to the Drug Abuse Treatment Program (DARP) during 1969--1972 was followed approximately 5 years after admission.,1979,0.4775833333333334
The new TCs derive from the more recent developments in the treatment of substance abuse.,1979,0.4766666666666666
"However, punishment is surely one of the most effective techniques yet used to control self-abuse, yet legal and ethical considerations limit the use of this procedure to particularly severe and intractable cases, making selection of an appropriate initial treatment a difficult choice at best.",1979,0.48884999999999995
"The delivery of mental_health services was extensively researched; however, a wide diversity of other topics such as work, substance abuse, and attitudes toward mental_illness were also represented.",1980,0.47625000000000006
"Abuse situations require assessment and handling of legal, medical, social and psychiatric aspects for the mother, the child, and the father.",1980,0.48745454545454553
"If these conditions are not present, the relation between stress and child abuse is absent or minimal.",1980,0.48437499999999994
"Abuse was found to be significantly more frequent in the Samoan-American group than in the Japanese-American group, with the converse being true for neglect.",1980,0.4753333333333334
The results provide further evidence that programs of prevention and treatment must consider and reflect the cultural aspects of child abuse and neglect.,1980,0.4759166666666667
Three levels must be distinguished at which the cultural context comes into play in defining child abuse and neglect.,1980,0.47779999999999995
And the third level involves societal abuse and neglect of children.,1980,0.485
"Finally, the paper discusses the implication of the cross-cultural evidence that Western cultures may be at risk for the occurrence of idiosyncratic child abuse and neglect.",1980,0.47835714285714287
A mixture of more traditional topics were combined with areas that have not been a focus of concern in the child abuse and neglect field.,1980,0.47189999999999993
This study shows that child abuse and neglect as understood in the West are comparatively rare phenomena among the Samia of western Kenya.,1980,0.48066666666666663
"Based on multiple regression analysis to identify the socioeconomic, demographic, and attitudinal correlates of neighborhood differences in the rate of child abuse and neglect, a pair of neighborhoods matched for socioeconomic level was selected, one high risk, the other low risk.",1980,0.473842105263158
"Further, the reciprocal relationship between child abuse and other societal problems indicates that prevention of child abuse must be broadly based in order to be effective.",1980,0.47953846153846147
The incidence of abuse would be reduced by the availability of supportive social networks and the elimination of distorted parental expectations.,1980,0.4880909090909091
"In this study, abuse is explained as a form of punishment of the partner who is experienced as the spoiler of the expectations, hopes and plans for a fulfilling long term, committed and attuned communion.",1980,0.479
There is clear evidence in the literature for permanent cerebral impairment due to prolonged alcohol abuse.,1980,0.4835
"Nine hundred seventy eight persons at risk for suicide who met our criteria for alcohol abuse were interviewed at length and followed for two years, during which 53 (5.5 percent) committed suicide.",1980,0.4874
A number of family variables associated with child abuse are reviewed.,1980,0.48675
Family therapy has become an increasingly important modality in the treatment of substance abuse over the past decade.,1980,0.48579999999999995
"The process of designing the study involved definition of required study characteristics, review of four categories of drug abuse research, and generation of seven locally relevant hypotheses.",1980,0.4856428571428571
"Fellowship activities varied from one place to the next, but at all three schools important momentum was generated on behalf of substance abuse education.",1980,0.48580000000000007
These experiences provide models for those academicians and administrators who face the task of integrating educational and serivce delivery missions in the substance abuse field.,1980,0.4758888888888889
This study examines the relationships between pretreatment severity of six problem areas commonly affected by addiction and type of discharge from inpatient substance abuse treatment.,1980,0.48636363636363633
"Subjects were 531 male veterans from five different inpatient substance abuse programs at the Veterans Administration Hospital, Coatesville, Pennsylvania.",1980,0.4751666666666667
Results suggest that the hypothesized association between teenage pregnancy and child abuse may be confounded by the association of each variable with social class.,1980,0.47541666666666677
"The findings suggest that clinical and legal efforts on behalf of girls such as these, who have been victims of neglect, deprivation, and abuse, are likely to remain unsatisfactory in the absence of a broad societal commitment to the needs and rights of children.",1980,0.4843571428571429
"Data collected were: incidence of child abuse or neglect, family stresses, observations of parent-child interactions, family goal measurement, and developmental testing of the children.",1981,0.48385714285714293
"Many of the problems plaguing research on child abuse and neglect are endemic to social science research generally, and this paper does not trod over such issues, which are well known and well described elsewhere.",1981,0.48660000000000003
"With an emphasis on a process of mutual education, the paper presents a framework for collaboration between lawyers and expert witnesses in child abuse and neglect cases.",1981,0.48466666666666663
"For example, family discord, new baby/continuous child care, loss of control and lack of tolerance were important correlates of abuse for Hawaiian-Americans.",1981,0.4849285714285715
This paper is based on the experience of a consultant psychiatrist in a child abuse agency.,1981,0.47728571428571426
This study was undertaken to determine the incidence and other factors associated with child abuse in an urban population in Malaysia.,1981,0.47125
Twenty-one patients of the Family Center Program for pregnant drug dependent women were studied employing tools which indicate potential ability to parent or risk of child abuse.,1981,0.48975
"the volunteers, the families visited and the Home-Start approach with child abuse cases.",1981,0.4788333333333334
Cross-correlational analyses of data over a 30-month period reveal that increases in child abuse are preceded by periods of high job loss.,1981,0.47380000000000005
"Subscale means and SD's, alpha reliabilities, and intercorrelations were obtained for a sample of 86 Cuban American adolescents referred for family therapy because of drug abuse.",1981,0.47128571428571436
The practical implication is that some forms of alcohol abuse may evolve through the reinforcement of drinking as a means of reducing dissonance; the theoretical implication is that dissonance may be frequently reduced through behaviors that ameliorate the feelings of dissonance without involving cognitive change.,1981,0.4806190476190476
"These results are consistent with many current theories of drug addiction in general, suggesting that these theories may also be valid for the more specific, although less frequently addressed problem of inhalant abuse.",1981,0.4813076923076923
"Analysis indicated the abuse scale and the Rotter scale were significantly related, while the inventory's lie scale and the Rotter scale were not.",1981,0.4748888888888889
He puts forward the hypothesis that the specific problems related to old age are a determining factor in the on-set or aggravation of an alcool abuse problem.,1981,0.48327272727272735
"Follow-up interview data for 1,155 opioid addicts showed that about three-fourths of the sample reported some criminal behavior during a 4-year period after leaving drug abuse treatment.",1981,0.4895714285714286
The evidence was less clear for substance abuse.,1982,0.47240000000000004
"In addition, eight methodological standards are presented that should help to minimize bias in studies of risk factors for child abuse.",1982,0.47475
"These standards are: clear description of abuse, choice of a specific control group, equal demographic and clinical susceptibility, clear definition of the risk factor or protective factor, unbiased ascertainment of the risk factor, clear temporal sequence between risk factor and abuser, equal detection of child abuse, and unequal review of abused and nonabused subjects.",1982,0.47534375000000006
"Most studies of risk factors for child abuse have used either a case-control or, less frequently, an observational cohort design, both of which are nonexperimental research strategies.",1982,0.4729166666666667
A three-factor theory of child abuse has been developed which includes: a high level of parental aggression; a low level of parental inhibition of overt aggression; and the focusing of parental aggression on the child.,1982,0.4875555555555555
"Child abuse and neglect, though existing in India, has not come to light because of underlying social constraints like poverty, malnutrition and infection.",1982,0.48583333333333334
"In New South Wales, Australia, the Department of Youth and Community Services is empowered by statute to deal with cases of child abuse and neglect.",1982,0.4883
Low self-esteem has often been cited in the child abuse literature as a characteristic of abusive parents.,1982,0.473
The study determined that 84 of the sample reported a history of child abuse/neglect.,1982,0.47287499999999993
"The separate effects of child neglect, abuse, and their interaction upon language development as measured by the Preschool Language Scale were examined in four groups of children (n = 79) in a quasi-experimental design.",1982,0.4784117647058824
"The staff of Brent Family Service Unit, a voluntary social work agency operating in London, has developed a range of broadly based services to bring about real changes in the behaviour of families who suffer child abuse.",1982,0.47907142857142854
This article describes the community organization experience of the Family Life Development Center at Cornell University in connection with the federally financed Resource Center on Child Abuse and Neglect which it has operated since 1975.,1982,0.4744666666666666
"Early on, the Center decided to concentrate its efforts on organizing local task forces on child abuse and neglect which would work at the community level to improve services for families and children afflicted with the problem.",1982,0.4752352941176471
"General findings were that although it is generally acknowledged in research that handicapped children represent a disproportionate number of abuse and neglect victims, nearly half of the states do not collect any information on special characteristics.",1982,0.4808
"Parents were divided into three groups on the basis of a prior history of child abuse, child neglect, or no previous background of abuse or neglect.",1982,0.4846153846153846
This article provides an overview of the historical and theoretical work on adolescent substance abuse with implications for preventive interventions.,1982,0.47177777777777785
Findings indicated that the form of substance abuse is not related to occupational preference.,1982,0.4885
"While the findings do not warrant substantial changes in the delivery of drug abuse treatment, they suggest that peer relationships and the influence of similarity among clients should be considered in the formulation of treatment plans for individual clients.",1982,0.47207142857142864
"Finally, in order to make a first step toward the integration of a life-span orientation with more traditional drug abuse research approaches, an extensive list of content-related and methodological research questions is suggested.",1982,0.4721666666666667
The medical and sociological aspects of T's and Blues abuse in New Orleans were studied to determine the effect of abuse on the medical and psychological status of the individuals involved and the sociological effects on the community in general.,1982,0.47413333333333335
Five types of criteria are considered for determining whether child abuse has taken place and the implications for each for public perception of professionals and for practice.,1983,0.484
"A multidisciplinary team is investigating the nature of the problem in Greece, is trying a system of therapeutic intervention to families, is evaluating the adequacy of child protection as it is used in child abuse and neglect, and is examining the efficacy of the law.",1983,0.48666666666666664
"Many Indian tribes are using these resources to develop and revise their child welfare codes, including those elements pertaining to child abuse and neglect.",1983,0.48979999999999996
"There is a need, however, for day care professionals and paraprofessionals who come into contact with children to recognize problems of child abuse and neglect and to develop skills to deal with the range of inherent problems.",1983,0.4872857142857142
Data obtained from a random sample of 930 adult women in San Francisco provide the soundest basis heretofore available for estimating the prevalence of intrafamilial and extrafamilial sexual abuse of female children.,1983,0.48825
"Hennepin County Community Services, a large urban agency in the midwestern United States, developed specific procedures for investigating complaints of abuse and neglect of children in foster care in 1980.",1983,0.4779090909090909
"During the period from May 1980 through November 1981, approximately 125 complaints of abuse and neglect in foster homes were investigated.",1983,0.4832000000000001
Forty-five of 247 girls under 13 years of age were admitted because sexual abuse had been reported.,1983,0.48850000000000005
"School staffs have a major role in the prevention, identification and referral of cases of child abuse and neglect.",1983,0.4721
"School administrators, teachers and school support staffs require knowledge about abuse and neglect, as well as a clear set of guidelines and procedures for dealing with it if they are to carry out these responsibilities effectively.",1983,0.4761666666666667
"The Toronto Board's Child Abuse Program incorporated the establishment of the position Resource Person, Child Abuse for the purpose of consultation with school staffs, as well as the ongoing provision of resource material and staff training.",1983,0.47036842105263166
"Further, it is argued that for maximum effectiveness, the support of local parent-teacher organizations be elicited; that educational programs be presented separately for parents and children; and that a variety of programs in concert with the developmental level of participants be presented on topics related to child sexual abuse.",1983,0.4859473684210527
The thesis of this article is that child abuse can be most effectively prevented by recasting it as a part of a larger problem of inadequately parented families.,1983,0.48566666666666664
"The paper presents statistics obtained by the Cleveland Parenting Program for the Prevention of Child Abuse on the numbers of high risk parents who refuse treatment, and others who fail to profit when therapy is undertaken: sociopathic/addictive, grossly immature or infantile, and mildly retarded/infantile personalities.",1983,0.47154999999999997
"The article concludes with the argument that primary prevention of child abuse can really only be addressed effectively in the context of programs designed to help both groups: people identified as being at risk, and the larger, unidentified, at risk population.",1983,0.479470588235294
"For these reasons, one must draw conclusions about the patterns, causes, and extent of child abuse around the world very tentatively.",1983,0.470125
The presence of these palecentered retinal hemorrhages suggested the diagnosis of child abuse and skeletal surveys and thorough social histories confirmed the diagnosis.,1983,0.4875
The starting point was the fact that when child abuse has reached the crisis stage many different bodies give immediate assistance to both the child and his parents.,1983,0.4766363636363637
The purpose of this paper is to discuss psychological aspects of abuse and neglect of the elderly in the nursing home environment.,1983,0.47910000000000014
Analyses suggest that age and gender affect the likelihood of receiving treatment for substance abuse more than the likelihood of being an abuser.,1983,0.4793
Alcohol abuse was registered for two-thirds and about a half were found to be habitual neurotics with a tendency to antisocial behaviour while intoxicated.,1983,0.4768181818181818
"Widespread acceptance of the machismo ethos and its determining role in the structure, dynamics and value systems of the traditional Hispanic family encourage alcohol abuse by men.",1983,0.48609090909090913
"Taken together, these findings seem to suggest a continuum of psychological process from the experience of normal rejection to the experience of actual abuse by the parent.",1984,0.47476923076923083
Studies of normal samples can then enrich our understanding of the psychological processes involved in child abuse.,1984,0.47200000000000003
The particular focus here is the program evaluation data which compare incidents of abuse and neglect during and after treatment between 50 families served by Project 12-Ways and 47 comparison protective service families.,1984,0.4704285714285715
"Second, the evaluator buttresses the information with other data: statements the child has made to other people about the sexual abuse; sexual content in the child's play, picture drawing or story telling; sexual behavior on the child's part; sexual knowledge beyond what one would expect for the child's age; and symptomatic behavior indicative of stress.",1984,0.47834375000000007
Institutional abuse comprises a structural aspect directly bound to the institutional area itself as well as direct abuses of all kinds which are committed by members of the staff.,1984,0.48433333333333334
"On the basis of material selected at the Institute of Forensic Medicine, Aarhus , from 1959 to 1980, we estimated the frequency of mortality from child abuse in Denmark to be 0.5 child deaths per million inhabitants per year.",1984,0.48423076923076924
"Finally, the data on perpetrators has a number of problems that stem from the study's definitions of sexual abuse.",1984,0.47114285714285714
The psychodynamics associated with sibling abuse represented an intensification of normal sibling rivalry due to the abuser's own maltreatment and deprivation.,1984,0.479875
"The clinical description of a chronically acting out boy, now 14 years old, physically abused by parents and especially by mother, has been the starting point for presenting some concepts on the nature and prevention of child abuse.",1984,0.4786363636363637
The role played by medical institutions in promoting child abuse through family detachment and communication loss is briefly considered.,1984,0.4811111111111111
"The meaning of ordinary distress signals is in instances of child abuse and neglect determined by an unconscious mythology which the parent has about the infant, and also by what the parent finds unacceptable in oneself and projects onto the infant.",1984,0.4763333333333334
"The nature of the relationship between locus of control and abuse may depend upon the duration of the abuse (i.e., long- versus short-term abuse).",1984,0.47423076923076923
Two considerations regarding Garbarino's ecological model of child abuse and neglect may explain this research problem.,1984,0.48580000000000007
"First, the development and philosophy of service for the Alberta Children's Hospital Child Abuse Program are reviewed.",1984,0.4882222222222222
"Fifteen offenders attending the Utah Parents United group completed a questionnaire on the sequence of events in the investigation and prosecution of their cases and the concomitant results of the investigation on their job status, living and financial situations, family and social relationships, and media reporting of the abuse.",1984,0.48238888888888887
This paper reports the outcome of an attempt to teach children in grades 5 and 6 about child abuse and neglect.,1984,0.48511111111111105
"42 preschool children who had a previous history of physical abuse, serious neglect, or no prior history of child maltreatment participated in a multimodal assessment of cognitive and behavioral functioning.",1984,0.47807142857142854
Evidence also suggests that deprivation may be an antecedent of poor psychological well-being in adults and child abuse.,1984,0.47933333333333333
"As the abuse of substances severely hampers the individual's natural development, a model of Developmental Habilitation is the essence of change.",1984,0.47787500000000005
"In this study, we describe the development of a Home Accident Prevention Inventory (HAPI) which was validated and used to assess hazards in the homes of several families under state protective service for child abuse and neglect.",1984,0.4875333333333334
The Substance Abuse Problem Checklist (SAPC) is a self-administered pencil and paper inventory designed specifically to facilitate the counseling of drug and/or alcohol dependent patients.,1984,0.48007142857142865
"A fictitious court case involving child abuse was presented to 277 male adolescent jurors (138 college freshmen, means age = 19.25 years, 139 junior high school males, means age = 13.47 years) in an effort to determine if the tendency to deal harshly with alleged criminals is dependent upon certain personality characteristics of adolescent jurors.",1984,0.4750000000000001
Identification and treatment of this problem by the psychiatric community may be constricted by a value system that condones secrecy and tolerates abuse.,1985,0.4827272727272728
Child abuse and neglect have recently been found to occur among American Indians at rates comparable to other American population groups.,1985,0.4861111111111111
"In the process of investigating reports of abuse and neglect, child protective service workers are called upon to make numerous case decisions.",1985,0.48644444444444446
"We identify the following four problems as crucial to the study of abuse and neglect to the child with handicaps: abuse that causes handicaps, abuse that occurs to the handicapped child, compromises in care that can occur when the handicapped child becomes involved with the medical and legal systems, and arrangements for foster care or other out-of-home placement for the child with handicaps.",1985,0.48269565217391314
The purpose of this paper is to identify the services that are provided during the course of a child abuse and/or neglect case investigation.,1985,0.47111111111111115
"If professionals are to recognize common and early manifestations of child abuse, they must be aware of the influence of regional socioeconomic and cultural factors on the spectrum of child abuse.",1985,0.47114285714285714
This compares with the very low probability of service acquisition reported in samples of abuse and neglected children identified by CPS teams but not having access to a multidisciplinary evaluation.,1985,0.48789999999999994
"To discover some of the possible misunderstandings by the dominant American culture of subculture childrearing practices, this study was conducted through in-person interviews with members of six minority groups, Mexican-, Japanese-, Vietnamese-, Filipino- and Samoan-Americans and Blackfeet Indians, in three communities in conjunction with an evaluation of child abuse prevention demonstration projects.",1985,0.4875333333333333
"Thirty-seven children admitted to hospital with a diagnosis of abuse at an average of 5.5 years previously were compared with 37 non-abused children matched for age, sex, ethnic group, school and social class.",1985,0.472578947368421
The study used an experimental design to investigate the effects of four case factors that influence child protective service workers' and attorneys' dispositions choices in alleged cases of physical child abuse.,1985,0.48475
The relative inattention to the psychological sequelae of child maltreatment is unfortunate since observations suggest that exposure to physical abuse and/or neglect has serious consequences for the child's present and long-term adjustment.,1985,0.48624999999999996
Young children (ages 4 and and school-aged children (6 to 10) from a day-care center were randomly assigned to a sexual abuse prevention training group and a wait-list control group.,1985,0.472
"Accordingly, the outcome evaluation literature on the use of self-control techniques in the treatment of alcohol abuse is reviewed and critiqued.",1985,0.4883333333333334
"Three variables (RBI, Negativism and Anomia) significantly discriminated between the abuse and control groups.",1985,0.4833333333333334
The present research employed a total of 479 subjects in three studies to develop and initially validate a random response scale for the Child Abuse Potential Inventory.,1985,0.48861538461538473
"This study examined the relationship between child abuse, as measured by the Child Abuse Potential (CAP) Inventory, and authoritarianism, as measured by the Public Opinion Scale (POS).",1985,0.48521428571428565
The vocal abuse group was found to be significantly poorer in discrimination ability than the control group.,1985,0.48255555555555557
"Strongly focal or lateralized deficit patterns are less likely to be the result of drug abuse alone, and should prompt the appropriate neuromedical follow-up.",1985,0.48176923076923084
It is concluded that the abuse liability of triazolam is less than that of the intermediate duration barbiturates such as pentobarbital.,1985,0.4702
Further research will be necessary to clarify definitively the abuse liability of triazolam relative to other benzodiazepines.,1985,0.4733333333333334
Alcohol abuse can be detected at an early stage in the work setting.,1985,0.4878571428571429
Alcohol abuse in men was less prevalent in the youngest age-group.,1985,0.4765
A survey was conducted to determine the extent of polydrug abuse among a population of alcoholics hospitalized in a military treatment program.,1985,0.486375
"In this article, the authors examine the relationships among organizational style, perceptions of the extent of substance abuse, and the structure and processes of Employee Assistance Programs (EAPs) in the work place.",1985,0.47400000000000003
"This article deals with the identification of child abuse and neglect in a burn center setting utilizing art and play therapy (APT) as a projective base, a diagnostic and investigative tool, and a treatment modality.",1986,0.473235294117647
The present research demonstrates the effect of a less cumbersome intervention to reduce home safety hazards in three families being treated for child abuse and neglect.,1986,0.47684615384615375
"This paper reviews efforts to set prevention goals in the United States, e.g., by the federal government's Surgeon General's Report on Health Promotion and Disease Prevention and by the National Committee for the Prevention of Child Abuse.",1986,0.48636842105263156
"Child abuse prevention programs assume independent, interdependent, and dependent relationships with other agencies and referrers.",1986,0.4755
"In order to gain a better understanding of the etiology of institutional child maltreatment, 232 allegations of child abuse and neglect in New York State Office of Mental Health operated facilities were investigated with the hypothesis that environmental stresses placed on professional child care workers can precipitate incidents of child maltreatment in institutional settings in the same way that stress and anxiety experienced by a parent can contribute to incidents of abuse in the home.",1986,0.4893225806451612
The authors examine the day-care center in Nigeria as a potential locus for child abuse and neglect by reanalyzing the data from available studies which were originally designed to assess quality of care in centers and not child abuse or neglect.,1986,0.4813529411764706
"The authors present a chart review of 125 children, 6 years of age and under, who presented between early 1981 and mid 1983 to an acute care hospital because of sexual abuse.",1986,0.4756923076923077
"Abuse was usually chronic, and body scars and/or lacerations, usually linear or looped in shape, were found on 95 of these children.",1986,0.489
The outcome of experiencing abuse as a child was studied by comparing pregnant women who did recall versus those who did not recall this type of maltreatment.,1986,0.4855555555555556
"Infants who achieved more optimal growth tended to be full-term at birth, later born and without a question of physical abuse in their social histories.",1986,0.4721818181818182
"Although multiple personality is most difficult to diagnose during childhood because of the subtlety of the syndrome, the much higher morbidity found in adult cases makes it imperative that it be diagnosed and treated early in order to avoid further abuse and greater morbidity and to shorten treatment time.",1986,0.47781818181818186
Two central forces dominated the conception and development of the Parents and Children Together (PACT) project: the need for provision of an in-home alternative to foster care for abuse and/or neglect families and the prevention of further abuse and/or neglect in the family.,1986,0.48985
Data from the National Incidence Study of Child Abuse and Neglect are used to examine the maltreatment of adolescents.,1986,0.4794444444444445
This article describes general principles and specific techniques for recruiting family members in drug abuse programs and in other treatment settings.,1986,0.4887
A total of 4132 cases of child abuse that were reported to the Los Angeles County Sheriff s Department were analyzed to determine whether there were differences related to the ethnic group status of the victim or suspect.,1986,0.4828
"While epidemiologic-based information has surfaced, providing more detailed information on high-risk segments of the Mexican American population, currently little is known with respect to the forms of alcohol treatment most relevant and effective in alleviating abuse and dependency in this ethnic group.",1986,0.4814117647058823
Primary prevention is one of the most important components of any community child abuse and neglect program.,1986,0.4812222222222223
A survey of a college student population indicates that psycical abuse is prevalent in our society.,1986,0.47600000000000003
"In addition, the extent of alcohol problems and the relationships between alcohol abuse and other problem behaviors may be different in minority groups than among the majority population of youth.",1986,0.4810714285714286
"The ethnic diversity of New York State and this large sample of over 27,000 students permit an examination of alcohol abuse among specific adolescent minority groups.",1986,0.4886923076923076
A cognitive-behavioral approach for the treatment of wife abuse was evaluated using a pre-post design and multiple outcome measures.,1986,0.4856999999999999
"It was concluded that there is no unitary batterer profile, the vast majority of batterers examined evidenced personality disordered profiles, and personality and psychopathological processes must be considered as part of the constellation of psychosocial factors related to spouse abuse.",1986,0.47414285714285714
