Sentence,Year,Mean_Arousal
"A comprehensive review of studies on regeneration in the central nervous system (CNS), using this technique of transplantation, indicates that regeneration of axonal fibers is small in magnitude and extent, and that it is more directly related to the trauma caused to the brain than to any other variable.",1990,0.4803684210526316
"The earlier therapy had concentrated on promoting interpersonal family strengths but, at follow-up, psychopathology indicative of unresolved trauma was reported.",1990,0.47275
"Onset of visual loss following these traumas, preceded by healthy pre-trauma functioning, suggests environmental rather than intrapsychic etiology.",1990,0.4764285714285714
"As a result of certain kinds of trauma to the ego-ideal and/or losses of important self-object relationships, the self becomes dislodged from internal agencies and representations.",1991,0.47280000000000005
Imagery psychotherapy is not mentioned anywhere in the head trauma rehabilitation literature.,1991,0.486
Ten animals received pentazocine and were anaesthetized but had no head trauma (Group III).,1991,0.4766
The incidence of residual sequelae of brain trauma in relation to duration of unawareness was studied.,1991,0.4754285714285715
Most of the studies were performed in the acute phase of trauma and most of reports have dealt with the short-latency components.,1991,0.47940000000000005
"We compared patients' reports about histories of physical or sexual abuse in two independent formats: the standard psychiatric intake interview at admission for inpatient treatment, and a subsequent confidential self-report survey about various forms of early childhood trauma.",1991,0.4875
"Treatment was most effective with past trauma and least with generalized negative themes and cravings, helping only a little in the worst areas.",1991,0.4865000000000001
Consultants to pediatric and trauma services are reminded that the primary patient's medical care may suffer if disorders such as PTSD are not recognized in those responsible for making treatment decisions for the young victim.,1991,0.486923076923077
a) The sudden or gradual loss of one's home can be a stressor of sufficient severity to produce symptoms of psychological trauma. (,1991,0.4799166666666666
The implications of trauma theory for improving the psychosocial conditions of homeless people are discussed.,1991,0.4845
This report provides a general summary of selected findings as well as a conceptual framework that should help clarify the factors associated with upper extremity cumulative trauma disorders in sign language interpreters.,1992,0.4773636363636363
This report provides a general summary of selected findings as well as a conceptual framework that should help clarify the factors associated with upper extremity cumulative trauma disorders in sign language interpreters.,1992,0.4773636363636363
"A retrospective archival study of 129 moderate to severe closed head-injury patients from a university-based rehabilitation hospital was conducted to investigate the effect of blood alcohol level (BAL) at time of trauma on the length of post-traumatic amnesia (PTA), length of hospitalization and cognitive status on clearing PTA.",1992,0.4737307692307692
"Clinicians have long recognized the adjustment difficulties posed in marriages of CNS trauma victims, yet there is little research documentation for this observation.",1992,0.4842000000000001
"Overall, study findings indicate that early abusive trauma and adult functioning have no simple relationship.",1992,0.4725
"First, trauma and dissociation are analyzed and linked to the development and maintenance of a posttraumatic sense of personal identity.",1992,0.48062499999999997
"Questions are raised about how such factors influenced our observations, and how processes in a transcultural workshop can form paradigms of cultural trauma (such as migration).",1992,0.47528571428571426
This report refers to the 4-year long diachronic observation of a case of acquired palilalia caused by intracerebral hemorrhage due to head trauma.,1992,0.47620000000000007
"One week after trauma patients with marked impact on general health due to head injury showed characteristic MBHI profiles, with significantly higher scores on the scales Forceful Personality Style and Sensitive Personality Style, whereas scores were lower on Introversive Personality Style and Cooperative Personality Style.",1992,0.4803333333333332
"The value from therapy for each patient is described in terms of actual pain relief, in improvement in understanding the interpretation of past trauma into present bodily symptoms, and in subsequent ability to cope with the pain.",1992,0.4788333333333332
"Finally, animal paradigms are suggested to test the validity of the model and specific hypotheses are derived from the animal literature regarding trauma variables that are predictive of particular PTSD symptom clusters.",1992,0.4727692307692307
Finally suggestions are given regarding factors and treatment modalities that could facilitate the exiled women's process of working through their trauma and establishing new coping styles and networks that could provide fertile soil for constructive development in themselves and their children.,1992,0.48807142857142866
Art therapy on a trauma unit provides unique opportunities for clinical intervention and field research.,1993,0.47088888888888886
"Following a thoracic trauma, which caused brain hypoxia, a 24-year-old man presented with a dense retrograde amnesia for events, persons and environments that spanned his whole life before injury.",1993,0.47427272727272735
"To the author's mind, the richness and depth of the material and the subtleness and aesthetics of the interplay between Winnicott and the Piggle, in Teurnell's way of reading, collapse into one single question: the possibility of a sexual trauma.",1993,0.4833333333333333
"The study hypothesized that there would be a significant difference in family functioning between those subjects that reported feeling traumatized and those subjects that did not report feeling traumatized, there would be a significant difference in anxiety between the identified trauma group and the identified non-trauma group, and there would be a significant difference in the breadth of support systems between the two groups.",1993,0.4741538461538462
"The concepts in this article were first publicly presented by Martin R. Smith and Marjorie K. TIoomim during a lecture entitled The Psychology of Trauma and Shock at the C.L.A.R.E. Foundation, Los Angeles, August 1986.",1993,0.4741999999999999
"The model integrates (a) an ecological view of psychological trauma, (b) the idea that recovery from interpersonal trauma generally unfolds in progressive stages, and (c) a multifaceted definition of what constitutes recovery from psychological trauma.",1993,0.48728571428571427
"The two groups seeking remuneration were impaired on the PDRT compared with the group not seeking compensation, and the brain dysfunction group seeking compensation was superior to the mild head trauma group.",1993,0.4740000000000001
"Avoidant persons reported higher levels of somatization, hostility, and trauma-related avoidance than secure persons.",1993,0.4852222222222222
The objective is to prepare clinicians for service delivery within the present culture of violence and for the receipt of additional training in cross-cultural counseling and trauma-resolution psychotherapy.,1993,0.48868749999999994
"The general implications of these studies are discussed and then used to illuminate the circumstances under which individuals suffer the most from this type of trauma, the effects of such injuries on personality function, and how meaningful units of measurements can be defined.",1993,0.4750000000000001
The study showed that the pedestrian trauma patient had a dramatically high rate of substance use and a surprisingly low index of suspicion of suicide attempt by the treatment team as a cause of the accident.,1993,0.48761111111111116
"Appropriate intervention might greatly reduce the financial and human cost of trauma care, but awareness and identification of these risk factors must be taught first.",1993,0.48524999999999996
"It is in the nature of trauma to elude knowledge, both because of deficit and defence.",1993,0.48539999999999994
"Phallic patheticness, in fact, represents a higher psychical achievement by virtue of its transient quality and its propensity to enable basic, if conflictual object-relationships and the recovery from psychic trauma.",1993,0.4731428571428572
This case gives us the opportunity to situate the psychiatric emergency--psychological trauma--and to illustrate our talk with regard to the principles of mid-term and emergency treatment of victims.,1994,0.4894
"The typical characteristic resulting clinical picture resembles that observed in adults (reexperiencing the traumatic event, persistent avoidance of stimuli associated with the trauma, neuro-vegetative hyperactivity) and is molded by the child's development.",1994,0.4879230769230769
This paper addresses the recovery of traumatic material (metabolizing the trauma) and its subsequent resolution and integration.,1994,0.4815555555555555
"They rated the vividness of the memory, the intensity of emotion at the time of the trauma and at the time of recall, the amount of reliving, and the amount of central and peripheral detail information remembered.",1994,0.4725
The results also demonstrate that base-in prism and bi-nasal occluders are an effective means to treat ambient vision disturbances resulting from head trauma which causes PTVS.,1994,0.4787272727272727
Two questions arise in the use of this test: are the published norms valid for hospitalized children with non-neurological trauma?,1994,0.47688888888888886
Early results suggest that the ISI is useful as a research tool and as a guide in our efforts to reduce the trauma of intervention.,1994,0.486111111111111
"With respect to recovered memories the available evidence suggests that: although the prior accessibility of a memory may be difficult to determine, recovered memory reports can sometimes be corroborated with respect to their correspondence to actual abuse; although individuals often retain memory for trauma, there is evidence for fluctuations in the accessibility of traumatic experiences, particularly for situations that are extremely difficult to talk about; there are compelling mechanisms available to account for both the decreases and the subsequent increases in accessibility of traumatic memories that could lead to recovered memory reports.",1994,0.4883823529411765
"Concomitantly, many communities have established multidisciplinary cooperation between various agencies to maximize the investigative efforts and minimize the psychological and physical trauma to the child.",1994,0.4885454545454545
"Consequently, two of the LatiNegra's major mental_health issues are low self-esteem and exposure to multiple trauma.",1994,0.48
"The women were generally abused by family members, they were far younger at the time of their trauma, and they experienced it alone rather than in a group.",1994,0.474375
"Thus childhood trauma history appears to be related to more chaotic families of origin, but not to functioning within the family of procreation, personality profiles, or self-reported psychological symptoms.",1994,0.4880769230769231
Subjects reporting mild head trauma who claimed disability and were seeking financial compensation (MT-Comp) obtained significantly lower scores on both subtests of the RMT than subjects with moderate and severe brain trauma (ST) and subjects with mild head injuries who had returned to work (MT-Work).,1994,0.4792941176470589
"Basic findings from an outcome study conducted within the program made predictions regarding the length of time of residential treatment for drug addicted, severely emotionally disturbed adolescents regardless of trauma history.",1994,0.4763571428571428
This article outlines a theoretical overview of evolving conceptions of trauma and their application to alcoholism.,1994,0.47828571428571426
The developmental process of recovery within the 12-Step framework is compared to Herman's stages of trauma resolution.,1994,0.47766666666666663
"It also highlights issues in the areas of trauma and memory, historical and intrapsychic truth, and the theory and technique of psychoanalytic reconstruction.",1994,0.48200000000000004
"Moreover, the idea that knowledge of external reality is itself mentally constructed also has diminished interest in uncovering trauma and real history.",1994,0.47711111111111104
"A concluding section delineates the possibility of two varieties of Conduct Disorder related, respectively, to trauma or failures in socialization.",1994,0.47687499999999994
"The combination ofll-step, cognitive-behavioral, systemic, and trauma-based approaches increases treatment effectiveness, as demonstrated in our long-term research follow-up investigations.",1994,0.47950000000000004
These issues are reviewed to outline factors that may preserve and foster adaptation for children in the face of adversity and chronic trauma.,1994,0.47911111111111115
What this model suggests is that daughters of trauma survivors may be more vulnerable to the transgenerational transmission of parental or familial trauma.,1994,0.48687500000000006
"A case is reported, so far as is known for the first time, of bilateral watershed infarction following blunt systemic trauma, without injury to the head or neck.",1995,0.4806
"This paper describes a self-report measure, the Child Abuse and Trauma Scale, which yields a quantitative index of the frequency and extent of various types of negative experiences in childhood and adolescence.",1995,0.4764705882352942
The trauma-memory argument proposes that memories of childhood trauma can affect adult behavior outside awareness and that such unconscious memories can return to awareness even after long delays.,1995,0.47058823529411753
Key therapy considerations are organized around the role of dissociation and repetition compulsion in trauma.,1995,0.481375
"The author presents specific treatment concepts in connection with aloneness of trauma experience, dream and nightmare reactions, use of animals in treatment, parent#shchild intervention, and external influences.",1995,0.4704285714285715
"The present study evaluated the relationship among reported trauma, dissociative experiences and eating disorders in a female college sample.",1995,0.4854
"Because the developing brain organizes and internalizes new information in a usedependent fashion, the more a child is in a state of hyperarousal or dissociation, the more likely they are to have neuropsychiatric symptoms following trauma.",1995,0.48872727272727273
"Intervention on social, biological, and psychological levels provides safety in reexperiencing the trauma both in the therapy and at home.",1995,0.478875
"This process allows the child to feel safe in reexperiencing the trauma and helps reconstruct the family narrative to anticipate hyperarousal, regression, and a gradually increasing capacity to selfcalm.",1995,0.4749999999999999
"The apparent differences of opinion concerning definition and diagnosis, the importance of various events in this girl's clinical condition, and the appropriate focus of treatment reflect the complexity of such cases, the current state of knowledge concerning the impact of trauma on very young children, and the need for more clinical research in this important area.",1995,0.48152
"Drawing conceptually from a trauma model, as well as from cognitive behavioral and systemic/cybernetic frameworks, this article describes the therapeutic use of video therapy in the treatment of childhood sexual abuse.",1995,0.47935714285714287
"About 42 of fathers talked about the initial trauma they experienced following the diagnosis; 43 of them bemoaned the restrictions imposed on the family, and 30 commented that the child had minimal effects on family life.",1995,0.47850000000000004
"The described procedures allow for the acknowledgement and validation of physical, cognitive and emotional responses to trauma accumulated by counselors working in a residential college environment.",1995,0.4828181818181818
"Some current myths about the ''development of masculine identity'' are deconstructed, the consequences for adult males of the emotional trauma which is an integral part of most boy's development is outlined, and a vision of relational fathering is offered as an alternative.",1995,0.47184615384615386
This study further articulated the nature of the relationship between the trauma of battery and PTSD.,1995,0.4746666666666666
Psychological factors were measured by a semistructured interview for childhood trauma and by the Parental Bonding Index (PBI).,1995,0.4786250000000001
The findings suggest that the significant levels of comorbid diagnoses previously found to exist with PTSD in people traumatized as adults can be found among survivors of massive childhood trauma.,1995,0.47346153846153843
Seventy-nine urban adolescent girls attending an adolescent medicine clinic were assessed via clinician-assisted self-report measures called the Adolescent Self-Report Trauma Questionnaire.,1995,0.4771428571428572
Twelve Bosnian adolescents who experienced the massive psychic trauma of ethnic cleansing were assessed during the first year after their resettlement in the United States.,1995,0.48080000000000006
This paper explores the conditions for the emergence of long repressed trauma.,1995,0.4838333333333334
This paper discusses the influence of Jean-Martin Charcot's views on Sigmund Freud's early theory of hysteria and the notion of psychical trauma.,1995,0.48877777777777776
"Accordingly, we may hear in people's trauma psychophysical reactions to events; the playing out of themes from a lifetime; violations whose inner message is a demand to awaken beyond self-protective ways of being; and a uniquely powerful opening for communion.",1995,0.4820666666666667
"The Street Gestalt Completion Test was administered to 18 right-handed men with no history of head trauma, neurological disorders, or familial sinistrality.",1995,0.479
"Eighty-two students at the University of Edinburgh were administered three questionnaires relating to childhood trauma, childhood fantasy, and paranormal belief and experience.",1995,0.4864545454545455
"In particular, EQS suggested dropping a direct causal link from fantasy to belief and adding a direct link from trauma and paranormal experience.",1995,0.4844545454545455
"In addition, our study replicated Irwin's (Journal of the American Society for Psychical Research, 86, 199208, 1992) finding of a small but significant correlation between childhood trauma and paranormal belief, and extends previous findings showing a small correlation between childhood fantasy and paranormal belief (and experience) to the realm of childhood fantasy, thus addressing the childhood factors model proper.",1995,0.4770000000000001
Interviews with people caught up in the machinery of persecution as adolescents have revealed to the author that they were subject to psychic lesions with devastating consequences hardly susceptible to adequate description in the framework of traditional psychoanalytic trauma theories.,1995,0.48942857142857144
Others maintain that patients' descriptions of ritualized trauma may constitute a newly identified psychiatric syndrome.,1995,0.48000000000000004
"College health authorities should be aware of the high incidence of perceived trauma, inform college students of potential stressors, and provide appropriate treatment.",1995,0.4806153846153846
"This essay, which builds on the author's 'Surviving trauma: loss, literature and psychoanalysis', attempts to use attachment theory and sociological concepts such as homogamy, anomie, negative imprinting and de-individuation, as well as classical Freudian concepts such as transference and splitting of the ego, in interpreting the charismatic bond.",1995,0.4764705882352941
The bonding of the individual and the public may be based partly upon a symbolic link between public crisis and the charismatic's experience of trauma that has deeply scarred or even ended the affectional bonds in his family of orientation.,1995,0.475
"Examining more closely what Holocaust survivors say in their testimonies, the authors contend that survival itself should be considered as a type of art of trauma when it is made possible by a creative comprehension of reality analogous to that which characterises more conventional forms of the art of trauma.",1995,0.4786875
The clinical vignette suggests that traumatic dreams can use past trauma to insure current vigilance.,1995,0.4790000000000001
The core programme includes an introductory stage that is involved in the selection and education of the workforce and the promotion of the programme; crisis management; manager debriefing; psychological debriefing; trauma counselling; and a final stage involving the evaluation of the programme and following up traumatized employees.,1995,0.4797894736842105
"This case report describes the use of neuropsychological testing to Iocalize and diagnose lesions The testing was instrumental in disentangling contradictory symptoms to reveal a Kernohan's notch (later confirmed by MRI), thus ruling out incorrect diagnoses We describe the case of a 36-year-old right-handed man who developed a left epidural hematoma after suffering head trauma from a blunt instrument Sequelae 2 months post-injury included left hemiparesis (ipsilateral to the lesion), dysphonic speech, severe naming/word-finding deficits, and severe memory impairment This patient's symptom pattern presented somewhat of a mystery as his cognitive deficits appeared consistent with left hemisphere damage, while his left motor symptoms suggested right hemisphere damage Medical records were inconsistent Deficits on neuropsychological testing at 3 months post-injury included impairment in verbal and visual memory, confrontation naming, and left-sided motor function Attention, visual-spatial skills, nonverbal problem solving, and right motor speed and coordination were intact A herniation syndrome, Kernohan's notch, was considered to be the most likely explanation This phenomenon occurs when a mass occupying lesion causes significant midline shift of the midbrain, pressing the contralateral cerebral peduncle against the tentorium This pressure produces an ischemic infact in the region of the corticospinal (motor) pathways Subsequent MRI confirmed a lesion in the right cerebral crus The pattern of neuropsychological finding in this patient is discussed.",1996,0.4845699999999999
's methodology on a larger sample to provide a more stable function for discriminating simulated and real head trauma.,1996,0.4729999999999999
"Cumulative data from the Virginia Brain Injury Central Registry, which maintains information on persons presenting to the emergency rooms for evaluation and treatment of head trauma, were analysed for fiscal years 1988-1993.",1996,0.4785333333333333
"The response of 18 subjects with ABI (XCA, 27.5 years, X period since trauma 6.0 years) to static and dynamic assessment processes are compared.",1996,0.487375
"In the spirit of a greater consideration of the interlace between psychoanalysis and cultural trauma (Hunter Brown 1992), this paper examines the relationship between the magnitude of a cultural trauma (and its resonance) and the time it takes for the trauma to be worked through.",1996,0.48176470588235293
"Dissociative disorders, mood and anxiety disorders, personality disorders, and histories of childhood trauma appear to be common in chemical dependency subjects, and should be inquired about routinely.",1996,0.47800000000000004
Limited work is available that attempts to systematically explain processes by which children adjust to the trauma.,1996,0.47362499999999996
Examined herein are memory functioning and clinical data collected on a baseline level which provides a better understanding of both diagnostic indicators and trauma processing in child survivors of the Armenian earthquake.,1996,0.48574999999999996
It is likely that personality is just one of the predisposing factors that influence the individual response to psychological trauma and determine the form of neurosis.,1996,0.4843636363636364
This is the first formal review comparing patterns of comorbidity in PTSD from different sources of trauma.,1996,0.47733333333333333
"The findings reveal that although similarities exist, the comorbidity profiles differ according to the type of trauma experienced and the population studied.",1996,0.48425
Survivors of multiple AIDS-related loss face a unique phenomenon for which existing theories and diagnostic criteria regarding grief and trauma are inadequate.,1996,0.48933333333333334
"Although trauma-specific interference effects in PTSD may be automatic in the sense of being involuntary, they do not appear automatic in the sense of occurring outside of awareness.",1996,0.4795333333333333
"The first hypothesis setthat symptomatic response to trauma can be predicted by exposure, prior trauma response, pretrauma anxiety, and available social suppotwas generally supported by the data.",1996,0.4807058823529412
"There is a danger that other sources of dysfunction, whether or not related to the original trauma, will thereby be neglected.",1996,0.47033333333333327
"Certain racial identity attitudes may involve diminished internal emotional awareness, features of a syndrome known as alexithymia, which has been observed in survivors of extreme trauma.",1996,0.48376923076923073
"Thirty-eight female outpatients receiving counseling at a community clinic completed three scales measuring the tendency to experience altered states of consciousness (Dissociative Experiences Scale (DES), Absorption Scale of the MPQ, and the Mysticism Scale), two measures of negative childhood experiences (Child Abuse and Trauma Scale (CAT) and the Self-Injury and Abuse Scale), and the Beck Depression Inventory.",1996,0.4748108108108108
"Within psychodynamic literature, regression has often implied return to earlier developmental levels for the purpose of mastering childhood trauma.",1996,0.47287500000000005
An alternative model proposes that the therapist's waving hand--in the presence of a trauma-related cortical set--triggers an intense orienting response (OR).,1996,0.4792727272727273
"Intrinsic effects of the OR facilitate continuing attention to the memory without avoidance, and provide for effective input of new trauma-related information.",1996,0.48878571428571427
About 19 of the nonclinical mothers are unresolved with respect to loss or trauma of other kinds.,1996,0.4748
"Results are significant for pre- vs post-EMDR (p =.04), for those with reported trauma history, (p=.01) and when controlled for frequency of sessions and time in therapy prior to the treatment (p=.04).",1996,0.4729999999999999
"Further psychobiographic consideration of the Irma dream highlights issues of transference, countertransference and their sources in unconscious conflict and trauma.",1996,0.4808333333333333
"The findings indicated that very intense victimization, particularly in terms of physical injury, had the strongest effect on long-term adjustment in comparison to moderate or minimal victimization in the same trauma.",1996,0.4713333333333334
The ecological model proposes a multidimensional definition of trauma recovery and suggests that the efficacy of trauma-focused interventions depends on the degree to which they enhance the person-community relationship and achieve ecological fit within individually varied recovery contexts.,1996,0.4787647058823529
