sentence,year,mean_sentiment
"In cases of severe physical abuse of babies, the usual dynamics uncovered are a parental history of abuse and deprivation, lack of family support, extreme family stressors, bonding failure to the baby, and/or parental mental_illness, including depression or psychosis.",1992,0.5085714285714286
"An untested assumption of malingering research is that persons who feign mental_illness will not attempt to fake a particular disorder, but will be content to fabricate non-specific and possibly global psychiatric impairment.",1992,0.5016315789473685
A two-stage model is proposed to explain these findings: increased sociability increases exposure to opportunities of substance use in a subset of patients; subsequent onset of psychotic illness accelerates the use to a pathological level as the individual attempts to cope with the stress of the developing mental_illness.,1992,0.50485
"Of the 57 total cases, 39 experienced mental_illness of a severity requiring either inpatient hospitalization or outpatient therapy.",1993,0.5104000000000001
Respondents with higher self-reported knowledge about mental_illness were less fearful and more sympathetic towards the mentally ill.,1993,0.5065000000000001
In both groups a majority had a chronic history of mental_illness with frequent prior compulsory hospitalisation.,1994,0.5121666666666667
"Historically, the perceived relation between mental_illness and mental retardation has undergone substantial changes.",1994,0.5155
A level-of-care instrument was developed for individuals with severe mental_illness.,1994,0.51925
"Furthermore, the results suggest the operation of significant effects due both to aging and to cohort differences in sociocultural attitudes toward the stigma of mental_illness and the popularity of the wars.",1994,0.5168
Family burden reported by parents of offspring with severe mental_illness was examined to determine whether burden increases with age.,1994,0.514125
Two challenges to psychiatry emanating from the study of cultural differences in mental_illness are reviewed.,1995,0.5062000000000001
Employee burnout is perceived to be a serious problem in human service organizations serving persons with severe mental_illness.,1995,0.5018888888888888
The policy of community care for the seriously mentally ill increases the caregiving duties and resulting burden on families with members who have a mental_illness.,1995,0.5
This paper reflects on the place of psychoanalytical thinking in a scientific context in which mental_illness is increasingly being reduced to physiological and chemical factors.,1995,0.509125
"Although no differences in problem-focused coping were found, mothers of adults with mental_illness used more emotion-focused coping, which predicted greater maternal depression.",1995,0.5064
The effects of substance use in patients with comorbid mental_illness are varied and include both increases and decreases in psychiatric symptoms.,1996,0.511
"Research into the causes of homosexuality assumes more often than not that homosexuality is one or another form of mental_illness or undesirable deviance from the heterosexual norm, and should be cured.",1996,0.5053333333333333
"This article provides information on the effect of coexisting mental_illness and alcohol or other drug dependency on pregnancy from a medical, obstetric, psychiatric, and psychologic perspective.",1996,0.5115833333333333
"Whilst lawyers and psychiatrists have used their disciplinary skills to refine the criteria for criminality and mental_illness, they cannot entirely ignore the public perception that innate evil may indeed be a reality.",1996,0.5027857142857143
Preliminary findings are reported from a specialist unit for difficult to manage patients (those patients who have severe behavioural problems in addition to a mental_illness).,1997,0.5054444444444445
"The women attributed their divorces to extreme external factors: their husband's substance abuse, mental_illness, and/or severe physical violence against them, as well as to interference by their husband's family of origin.",1997,0.50775
To measure the effects of providing a therapeutic community environment for patients suffering from severe mental_illness.,1997,0.5001249999999999
The efficacy of the F scale and F-K index in detecting faking of a mental_illness was investigated for both the MMPI and MMPI-2.,1997,0.52
"Consequently, it offers the possibility that some intervention might be undertaken which could either result in mental_illness not occurring or, at perhaps a minimum, lessen its severity.",1997,0.5087142857142857
The relationships between social and economic conditions and psychiatric disorder among 346 older adults with severe mental_illness living in the community are examined in this article.,1997,0.512888888888889
Research on families of people with severe mental_illness has identified significant caregiving burden.,1997,0.5189999999999999
"This kind of rebuff frequently leads to diminished self-esteem, fear of pursuing one's goals, and loss of social opportunities (e.g., landlords are hesitant to rent apartments to persons with severe mental_illness).",1998,0.5145882352941177
"This paper discusses the articles included in this special issue of Cognitive and Behavioral Practice addressing the hardship that social stigma places on persons with mental_illness, as well as strategies for addressing the problem of stigma.",1998,0.5204285714285715
"Societal attitudes toward severe mental_illness lead to lost opportunities for education, employment, and housing.",1998,0.5179999999999999
"A high number of deliberately self-harming girls had a mental_illness (13.6), and a significantly high number of deliberately self-harming girls misused substances (50) and had been sexually abused (53.9).",1998,0.5155714285714286
"Further, the interpretation of the most ambiguous terms in the statutory definition (volition, cognition) has become more narrow and for the most part been applied to mental_illness alone.",1998,0.5024545454545455
"Alcohol abuse, prior physical health and mental_illness prior to age 50 were controlled.",1998,0.5108571428571429
"It is interpreted that the Indian pattern comes close to a medical or disease model, with stronger emphasis on mental_illness, impulsiveness and emotional aspects, whereas the Viennese pattern reflects a theoretical, rational model, concentrating on cognitive factors and minimizing the influence of mental_illness, emotional difficulties and restrictions related to suicidal behaviour.",1998,0.502388888888889
"The present study examines potential predictors of serious violence among persons with severe mental_illness (SMI), with a specific focus on the joint effect of substance abuse and medication noncompliance.",1998,0.5147333333333334
A theory of social influence is proposed as a framework within which to examine the psychosocial processes that underlie substance abuse among persons with severe mental_illness.,1998,0.5126999999999999
"Along those lines, the traditional medical model of psychiatric treatment has ignored contextual factors, especially oppression and discrimination, related to the onset and development of mental_illness among women.",1998,0.5081818181818182
We examine the prevalence and types of sexual coercion encountered by women with severe and persistent mental_illness and provide recommendations for interventions to reduce the prevalence of sexual coercion.,1999,0.5037272727272728
"During the late 19th and early 20th centuries, elderly individuals with severe mental_illness living in the United States were cared for in state-run facilities that went by various names (asylums, psychopathic hospitals, state hospitals, state mental hospitals, and medical centers).",1999,0.5050769230769231
"Women diagnosed with severe mental_illness and substance abuse may face a variety of associated difficulties that require intervention, including other health-related problems, housing instability or homelessness, and a history of or current physical or sexual abuse.",1999,0.5101499999999999
"The findings are related to knowledge about the effectiveness of substance use disorder treatment techniques in general, and implications of the data are discussed for the conduct of integrated treatment of individuals with severe mental_illness and a substance use disorder.",1999,0.5184666666666666
"A biological/chemical imbalance, traumatic experiences, and a metaphysical/spiritual imbalance were identified as the most likely causes of child mental_illness.",1999,0.5125
We report five cases in which delirium preceded the relief of affective and psychotic symptoms of a major mental_illness.,2000,0.5086666666666667
"Additionally, the frequency of DSH by female patients with psychopathic disorder has been found to be significantly greater than that by those with mental_illness.",2000,0.5018333333333332
A statewide survey (response rate = 79.5) of the emergency shelters designed for homeless individuals was conducted in Massachusetts to determine the prevalence of serious mental_illness among residents and extent to which they received psychiatric services.,2000,0.5013076923076922
Previous studies have noted the paradox of the dually-diagnosed (serious mental_illness and substance abuse) in which the dually-diagnosed are judged to be both behaviorally more disorganized and simultaneously more socially competent.,2000,0.5016666666666666
"State Psychiatric Hospital outpatients (93 men, 69 women) diagnosed with a serious persistent mental_illness (SPMI) completed the Alcohol Use Disorders Identification Test (AUDIT) and Drug Abuse Screening Test (DAST-10) by interview as part of a general health/behavior screening instrument.",2000,0.5173636363636362
The study is based on the hypothesis that in any catchment area there are patients with chronic mental_illness who are unknown to a comprehensive psychiatric/psychosocial care system.,2000,0.5174444444444446
The article concludes that it is premature to apply a duty to warn to the treatment of mental_illness and to concerns regarding future criminal behavior.,2001,0.5183333333333333
Community dwelling Korean adults (N = 40) coping with the stress of severe mental_illness were randomly assigned to a six-week differentiation furthering intervention (experimental) or a directed problem-solving treatment program (control) and administered pre- and posttreatment measures including the Morey Personality Assessment Screener (PAS) and Group Embedded Figures Test (GEFT).,2001,0.5191363636363637
"An important forensic psychiatric measure, contacts with police, was compared in a randomized, controlled trial of 155 patients with severe mental_illness with a previous admission within the past two years.",2001,0.5026666666666667
"The SWLS represents a potentially valuable clinical assessment and research tool with samples comprising patients with severe, chronic mental_illness.",2001,0.504
"Statistical adjustment for mental_illness, age, race, ethnicity, substance abuse history and past criminal history did not affect rearrest significantly.",2002,0.5063636363636363
In other jurisdictions such reductions have been accompanied by increases in the prevalence rates of severe mental_illness among prisoners.,2002,0.50275
We discuss the increasingly frequent diagnostic and therapeutic challenges presented by migrants with mental_illness.,2002,0.508
"This study compared the legal abilities of defendants (N = 212) with current primary psychotic disorders (n = 44), affective disorders (n = 42), substance abuse disorders (n = 54), and no diagnosed major mental_illness (n = 72).",2002,0.507625
The article argues that this type of legislation typically lacks ethical reflection and often reflects a response to public anxiety exacerbated by over zealous media manipulation of stories of harm committed by persons with mental_illness.,2002,0.5162
"We found that Greek Cypriots had less contact with mentally ill people, were less knowledgeable about mental_illness and hold more stigmatising views than their English participants.",2002,0.509
Aggressive educational campaigns targeted at specific minority communities such as the Greek-Cypriot community are required to challenge the stigma attached to mental_illness.,2002,0.51
This article presents pilot data examining the: prevalence of eating disorder symptoms among adults with severe and persistent mental_illness (SPMI) and clinical and demographic predictors of eating disorder symptoms.,2003,0.5162307692307692
"Using data on 247 offenders with mental_illness, this analysis seeks to identify characteristics that distinguish those who are returned to prison or a psychiatric hospital with those who remain in the community.",2003,0.515888888888889
"This disorder, what Ian Hacking calls a transient mental_illness, involves nomadic life.",2003,0.5156000000000001
The QWB-SA is less expensive to administer than the interviewer-QWB and is a useful alternative for determining the effectiveness and cost-effectiveness of treatments for depression relative to other physical and mental_illness treatments.,2003,0.5103076923076924
"The following questions from the 1999 Health Survey for England were analysed: presence of a self-reported long-standing illness and its nature, numbers of contacts with general practitioner (GP) in the previous 2 weeks, contact with a GP in the previous year for anxiety/depression or a mental, nervous or emotional problem, presence of a self-reported long-standing illness of mental_illness, anxiety or depression, and GHQ12 scores.",2003,0.5035806451612904
Apparently progressive paradigms in mental_health care serve to deny the inherent difficulties and conflicts involved in establishing a therapeutic alliance in cases of severe mental_illness.,2003,0.5081999999999999
"The principles of a psychological intervention for psychiatric disorders, nidotherapy, are described following its use in the treatment of patients with severe mental_illness, most of whom also have personality disorders.",2003,0.5133333333333333
Professional rehabilitation of people with severe mental_illness is a field of research often left aside.,2003,0.5191428571428572
"One of the most notable differences between the two disorders is that while in the case of schizophrenia, labeling as mental_illness primarily affects respondents' emotional reactions negatively, in the case of major depression a positive effect prevails.",2003,0.513
The gender-specific aspects of drug use in women with serious mental_illness (SMI) remains under-investigated.,2003,0.5064285714285715
"We compared the patterns of substance use among patients with severe mental_illness (SMI) served by three community treatment teams, substance users with non-severe mental_illness (NSMI), and substance abusers without mental_illness (no mental_illness: NMI).",2003,0.5196666666666667
"Providers identified as resistant to prescribing HAART to medically-eligible HIV-infected illicit drug users were more likely to be non-physicians (AOR=1.89, 95 CI: 1.04-3.46), to work in populations with a high prevalence of both mental_illness (AOR=2.42; 95 CI: 1.11-5.26) and injection drug use (AOR=1.82 95 CI: 1.02-3.25) and were deterred from prescribing HAART by patients' limited ability to keep appointments, (AOR=3.19; 95 CI: 1.39-7.37), alcoholism (AOR=1.92; 95 CI: 1.04-3.55) and homelessness (AOR=1.81; 95 CI: 1.07-3.06).",2004,0.5073529411764705
The study randomly assigned male inmates with co-occurring serious mental_illness and chemical abuse (MICA) disorders to either modified therapeutic community (MTC) or mental_health (MH) treatment programs.,2004,0.5101
"Children of parents with mental_illness are an at-risk population according to research on psychiatric outcomes using White, middle-class samples of depressed parents and infants and preschool children.",2004,0.5154
"The author presents a critical review of Torreys propagandizing for the increased use of psychiatric force and fraud in treating mental_illness, noting that in the past, Torrey had condemned these very practices.",2004,0.508
"Vignette and laboratory experiments suggest that negative reactions to people with mental_illness are a direct consequence of their symptomatic behavior, but because of their poor external validity, these studies cannot tell us whether widespread negative public reactions to people with mental_illness actually result from observation of symptomatic behavior.",2004,0.5109523809523809
"In Study 1, the type of mental_illness was left unselected.",2004,0.5023333333333334
I propose that this framework can be used to enable some people suffering from severe and incapacitating mental_illness to lead more satisfactory and fulfilling lives through the exploration of delusional formations and the recovery of a non-psychotic part of their selves.,2004,0.5209999999999999
"The discounting model predicted that the presence of serious mental_illness would lead subjects to view the target individual as less responsible for infection, resulting in less stigmatization than given for HIV alone.",2004,0.5181538461538461
"Past studies suggest that ethnicity is one such factor, with variations observed in diagnostic rates of serious mental_illness (SMI).",2004,0.5164285714285715
Service use data were collected at baseline and one year later for participants with severe mental_illness and costs were calculated.,2004,0.5062222222222224
People with severe mental_illness and substance use disorders (dual disorder) often have considerable contact with the criminal justice system.,2005,0.5028333333333334
"A total of 31.2 had a lifetime history of any mental_illness (excluding substance misuse, adjustment disorder and personality disorder).",2005,0.5001
"To address this question we administered Lang's Looking at Pictures test, in which a series of pictures are rated for valence (pleasant-unpleasant) and arousal (high-low), to 10 male and 11 female Bosnian refugees suffering from PTSD (DSM-IV criteria) and to control groups of 11 male and 10 female Bosnian refugees with similar trauma exposure but without PTSD or any other major mental_illness.",2005,0.5129999999999999
"Here the authors present scales measuring functional impairment, a sequela of mental_illness.",2005,0.5062
"While traditional psychological autopsy studies primarily focus on the administration of psychometric measures to identify any underlying diagnosis of mental_illness for the suicide decedent, we focused our interviews to identify which contacts in the decedent's life recognized risk factors for suicidal behavior, symptoms of mental_illness, as well as barriers to mental_health treatment for the decedent.",2005,0.5042631578947369
This article reviews the limited research on violence of adults with severe mental_illness against their family caregivers and proposes a conceptual framework that can further stimulate study in an area that has been neglected too long by both mental_health and family violence investigators.,2005,0.5030666666666667
This review proposes that the stigma attached to being old and having a mental_illness has a disproportionate impact on those who are categorised as both.,2006,0.50625
"Next, the stigmatising attitudes and their implications for the two separate groups will be reviewed, with discussion of the Australian media's portrayal of mental_illness and old age.",2006,0.5031428571428572
"Stigma research needs to examine signaling events related to psychiatric stigma including the label of mental_illness, behaviors associated with psychiatric symptoms, and physical appearance.",2006,0.5181818181818181
The attribution model has significant implications for social change strategies that seek to decrease mental_illness stigma and discrimination.,2006,0.5151111111111111
Such information is particularly lacking for BPD clients with the most disabling symptoms: those who meet criteria for severe and persistent mental_illness.,2006,0.5128
"The primary aim of this study was to determine whether naturalistic, interpersonal contact with persons with a severe mental_illness (SMI) could reduce stigma.",2006,0.5117777777777778
Several studies have found an elevated prevalence of personality disorder diagnoses amongst those individuals with severe mental_illness and criminal populations.,2006,0.5135
"The great majority (93) of the patients were male, typically with a history of major mental_illness and an index offence of either violence or sexual assault.",2006,0.5196
"To examine this question, we analyzed data collected as part of a randomized clinical trial examining peer support services for people with severe mental_illness.",2006,0.5154545454545455
Family members of relatives with mental_illness or drug dependence or both report that they are frequently harmed by public stigma.,2006,0.5042857142857142
Persons dually diagnosed with severe mental_illness (SMI) and substance use disorder (SUD) have disproportionately high rates of HIV and other sexually transmitted infections (STIs).,2006,0.5142500000000001
The results of this study support the enhanced effectiveness of integrated treatment in decreasing the use of higher cost crisis-oriented services in clients with severe mental_illness and substance use disorders.,2006,0.5150833333333333
The literature on homeless adults with severe mental_illness is generally silent on a critical issue surrounding service deliverythe contrast between housing first and treatment first program philosophies.,2006,0.5012
"Thirty nine percent indicated that they had been victims of physical abuse due to their mental_illness, with the data suggesting that especially Xhosa-speaking patients, male subjects and those with more admissions and a longer duration of illness experienced this excessively.",2006,0.5161666666666667
More attribution of suicide to mental_illness was reported in Vienna; yet Viennese youth were less likely than New York adolescents to recognize the seriousness of suicide threats.,2006,0.5076
The attacks on 9/11 may have contributed to relapse among drug users and exacerbated existing mental_health problems among patients with a history of concurrent drug use and mental_illness.,2006,0.5115555555555555
There is a high burden of underlying substance use and mental_illness in HIV-infected populations.,2007,0.5168
Findings revealed that individuals in the current sample reported a wide range of psychiatric symptoms with over 80 meeting BSI criteria for diagnosable mental_illness.,2007,0.5121428571428571
Verbal and physical aggression are risk factors for community placement of individuals with serious and persistent mental_illness.,2007,0.517875
The longitudinal dimension of schizophrenia and related severe mental_illness is a key component of theoretical models of recovery.,2007,0.5121111111111111
"Results indicate that overall levels of residential segregation among this group were modest at their most extreme, were not markedly different from a control group of Medicaid recipients without any record of treatment for severe mental_illness, and were substantially reduced after taking poverty into account.",2007,0.5070588235294117
"Results showed that prisoners identified as at risk of suicide/self harm had significantly higher rates of clinically significant symptoms of mental_illness, as measured by a standardized instrument, than the general prison population.",2007,0.50125
"The existence of mental_illness stigma has been well established, but stigma theory must go beyond demonstrations and mere descriptions.",2007,0.513375
"This analysis examines health care costs associated with bipolar disorder in 2004 and contrasts them with those for depression, a better understood mental_illness.",2007,0.503857142857143
"Drawing on the stress paradigm and using data from the Duke Mental Health Study, this paper investigates the links between violence by and against persons with severe mental_illness and their caregivers' financial burden (e.g., number of financial contributions and perceived financial strain).",2007,0.5148333333333333
There are more than a million prison and jail inmates in the United States who have mental_illness.,2007,0.504
"Negative interactions included abandonment by the church, equating mental_illness with the work of demons, and suggesting that the mental_disorder was the result of personal sin.",2007,0.5195
"In fact recognition of the special relationship between mental_illness and smoking was recently reflected in exemption of psychiatric units from legislation to ban smoking in enclosed public spaces in the UK (UK Smoking Law Resource Centre, 2007).",2007,0.5175
Directives for next steps in the current research agenda are offered in efforts to broaden the direct evidence base for treating vulnerable urban women at high risk for depression and other forms of mental_illness.,2007,0.5115999999999999
"It stems from two immutable facts: (a) The prevalence of mental_illness among justice-involved youths is alarmingly high, and (b) mental_illness by itself is a risk factor for false confession.",2007,0.5161
"Several risk factors for juvenile justice involvement have been identified in previous research among delinquents and include mental_illness, substance use, trauma and abuse, family dysfunction, poor parenting, school problems, and aggressive behavior.",2008,0.5205263157894736
Seventy-two percent of participants in treatment for dually diagnosed substance use disorders and severe mental_illness reported a history of at least one TBI.,2008,0.5184
A case study of a hospital-based treatment for an adult with serious and persistent mental_illness who engaged in aggressive and sexually inappropriate behaviors is presented.,2008,0.5124
"First, most agencies lack formal policies on officers' supervision of probationers with mental_illness (PMIs).",2008,0.51725
Stigma surrounding major mental_illness creates many barriers.,2008,0.5140000000000001
Current global epidemiological data consistently reports that up to 20 of children and adolescents suffer from a disabling mental_illness; that suicide is the third leading cause of death among adolescents; and that up to 50 of all adult mental_disorders have their onset in adolescence.,2008,0.5202142857142856
"This study describes the extent and severity of multiple comorbidities in ajuvenile detention center population, and explores how these numerous problems impact the utilization of treatment services, costs, and outcomes including those for substance abuse, mental_illness, and criminal activity.",2008,0.510375
"Given the risk for adolescent depression in girls to lead to a chronic course of mental_illness, prevention of initial onset could have a large impact on reducing chronicity.",2008,0.5069090909090909
We examined a cohort of in-patients with severe mental_illness in one mental_health trust.,2008,0.51325
Relatives of patients with psychosis wanted more support from mental_health professionals and community in combating stigma against mental_illness.,2008,0.51375
A mixed methodology approach was used to explore and compare older peoples' attitudes to mental_illness in a sample of clinical and non-clinical participants.,2009,0.5181111111111112
"In partnership, however, general and forensic psychiatrists could potentially achieve more than either group on its own: they could better prevent people with mental_illness from becoming offenders; prevent people with mental_illness from becoming victims of crime; intervene in the vicious circle from victim to perpetrator; assess young people at risk for antisocial behaviour and protect them from becoming criminals.",2009,0.503
"To compare male and female jail inmates along a wide range of symptoms of mental_illness using identical assessment methods, and to examine gender differences in treatment seeking before and during incarceration.",2009,0.502090909090909
"Older inpatients with severe mental_illness may be at particular risk of osteoporosis because of factors including immobility, vitamin D deficiency and psychotropic medication.",2009,0.5061111111111111
"Overall, 21 of patients diagnosed with acute mental_illness were referred on discharge to the neuropsychiatry outpatient clinic for specialist follow up and the remainder followed-up by either local mental_health teams or their GP.",2009,0.5163333333333333
"Some studies show decreased rates of suicide in religious populations, but the association between religion, spirituality and suicidal behaviors in people with mental_illness are understudied.",2009,0.5053333333333333
"Overall, differences between the samples in factors such as illness severity, medication, gender and family history of mental_illness makes difficult to identify their confounding effects on the observed neuroanatomical changes.",2009,0.5132727272727272
"Youth with serious mental_illness face increased potential for substance abuse, legal problems, suicide attempts, and completed suicide (Birmaher & Axelson, 2006).",2009,0.520090909090909
"This research primarily focused on at-risk children who were exposed to significant and severe life adversities (e.g., extreme poverty, parental mental_illness, community violence).",2009,0.5058333333333332
The prevalence of human immunodeficiency virus (HIV) is elevated among individuals with a severe mental_illness (SMI).,2009,0.506
Efforts to address HCV among patients with serious mental_illness and co-occurring substance abuse are warranted.,2009,0.51
"In Qubec, as elsewhere in North America, psychiatric deinstitutionalization, lack of community mental_health resources as well as legislative changes to civil and criminal codes have led to an increased probability that individuals with a mental_illness come into contact with the criminal justice system.",2009,0.517375
This study examined the psychometric properties of a modified version of the Inventory of Drug Use Consequences (InDUC-M) in individuals with serious and persistent mental_illness (SPMI) and co-occurring substance use disorders (SUDs).,2009,0.520090909090909
"Attendees were asked to discuss key questions that, if addressed through empirical investigation, could move the field toward the aim of reducing or alleviating the burden of mental_illness for those living with HIV disease.",2010,0.5092000000000001
"Specifically, respondents were presented with vignettes portraying individuals experiencing various forms of mental_illness and were asked to label the disorder, its cause and whether or not they would recommend treatment.",2010,0.5191428571428572
The sample was more likely than the comparison group to have serious mental_illness or depression and substance abuse-related disorders were not prevalent.,2010,0.5140909090909092
"Overall, young adults who reported experiencing more personal loss due to their parents' mental_illness also reported feeling more confused on their faith journey, and reported experiencing more spiritual struggle relative to participants who reported experiencing less personal loss.",2010,0.5154444444444445
A program evaluation examined a long-term cognitive skills inpatient program (STAIR) in reducing rehospitalization and rearrest rates in mental_illness.,2010,0.5061428571428571
"Persons with mental_illness may be at risk for false admissions to police and to prosecutors because of the defining characteristics of mental_illness, but potentially because of heightened recidivism rates and increased opportunities.",2010,0.5091111111111111
"In this review, we identify suspect characteristics (e.g., adolescence; intellectual disability; mental_illness; and certain personality traits), interrogation tactics (e.g., excessive interrogation time; presentations of false evidence; and minimization), and the phenomenology of innocence (e.g., the tendency to waive Miranda rights) that influence confessions as well as their effects on judges and juries.",2010,0.503047619047619
Implications are discussed with specific focus on the need for mental_health professionals to treat co-occurring issues of mental_illness and criminality in correctional mental_health treatment programs.,2010,0.5008571428571429
"Stress has been shown to increase the risk of development and relapse of mental_illness, having a detrimental effect on human physiology, psychology and emotional well-being.",2010,0.5112727272727272
It focuses on what the trial revealed about Duch's personality and notes the absence of any form of psychopathology or mental_illness in his psychological profile.,2010,0.5153333333333333
"The findings challenge previous conclusions that mothers with schizophrenia have deficits in their interactions with their babies, and demonstrate that mothers with severe mental_illness are able to respond appropriately to their infants' cues.",2010,0.516625
There is limited research concerning residential mobility among people with severe mental_illness.,2010,0.5083333333333334
"This paper reports two studies that investigated children's conceptions of mental_illness using a nave theory approach, drawing upon a conceptual framework for analysing illness representations which distinguishes between the identity, causes, consequences, curability, and timeline of an illness.",2010,0.5173636363636362
"Treatment of stalkers involves pharmacotherapy when mental_illness is present, but the mainstays of treatment for non-psychotic stalkers are programmes of psychological intervention.",2011,0.507
"Results revealed that subjects who engaged in problematic approach activity toward their targets had more criminal history, past threat assessment activity, familiarity with firearms, past substance use, and indicators of serious mental_illness.",2011,0.510375
"Multivariate findings indicate marital status, history of severe mental_illness, and motive are important factors that differentiate men who murder intimates from those who murder nonintimates.",2011,0.5023333333333333
"The portrayal of mental_illness is often inaccurate and exaggerated, keeping in line with the hyperbolic nature of Indian cinema.",2011,0.5078333333333334
"Although there are no exact figures for prevalence rates of smoking in individuals with mental_illness in Ireland, international studies unequivocally state that the prevalence of smoking is significantly higher in those with mental_illness, with greater nicotine intake and increased prevalence of nicotine dependence also reported.",2011,0.5208823529411765
"Much of the link between mental_disorder and marital distress operated at the level of broad spectrums of psychopathological variation (i.e., higher levels of marital distress were associated with disorder comorbidity), suggesting that the temperamental core of these spectrums contributes not only to symptoms of mental_illness but to the behaviors that lead to impaired marital quality in adulthood.",2011,0.5164705882352942
"Homeless and street-involved youth are considered an extremely high risk group, with many studies highlighting trajectories characterized by abusive, neglectful, and unstable family histories, victimization and criminal involvement while on the streets, high rates of physical and mental_illness, and extremely high rates of mortality.",2011,0.513470588235294
"The present study suggests that among people with mood disorder, respiratory illnesses, hypertension, and number of physical conditions are associated with suicidal behavior independent of the effects of comorbid mental_illness.",2011,0.509
Body dysmorphic disorder (BDD) is a chronic mental_illness characterized by low quality of life and functional disability across multiple domains.,2011,0.517
Interventions to decrease cardiovascular risk among veterans with serious mental_illness need to target multiple health behaviors.,2011,0.5147142857142858
Stigma is a frequent accompaniment of mental_illness leading to a number of detrimental consequences.,2011,0.5155
A total of 137 participants were recruited from prison mental_health in-reach team caseloads and assessed as having severe and enduring mental_illness.,2011,0.5178333333333333
