sentence,year,mean_sentiment
"Taking into account the relative weight of 277 male Belgian-French-speaking and Flemish-speaking subjects (type IV, lipidogram, Fredrickson classification), different levels of anxiety, depression, and modes of anxiety expression, are examined and compared, as a homogeneous sub-sample, to the main larger heterogeneous one.",1975,0.5175555555555555
"Within type IV individuals, psychological self-report scores and relative weight values are highly but negatively related: anxiety and depression are at the lowest by extremely overweighted subjects, and in-between response tendency is at the highest.",1975,0.5072
Sixty-four clinicians responded to a brief description of a depressed student by indicating the extent to which each of four possible causes contributed to the depression.,1975,0.5106363636363636
"Previous results from our laboratory support the hypothesis that measurements of EEG mean integrated amplitude (MIA) are correlated with the depth of depression as assessed by a rating scale, and also with the degree of memory impairment during depression.",1975,0.5012857142857142
"Previous results from our laboratory support the hypothesis that measurements of EEG mean integrated amplitude (MIA) are correlated with the depth of depression as assessed by a rating scale, and also with the degree of memory impairment during depression.",1975,0.5012857142857142
"In a first experiment successful conditioning was demonstrated in 20 rats, involving 7 cortical, 5 caudate and 8 hippocampal spreading depression sites.",1975,0.503
"No food intake depression occurred following intraperitoneal injections of 2, 5, 8 and 12 percent glucose, 12 percent mannitol and following intragastric loading of 25, 50 and 65 percent glucose.",1975,0.5071249999999999
"Clinical data showed that patients high on self-repudiation have a greater tendency toward withdrawal and depression, whereas those low on this dimension were characterized by anti-social behavior.",1975,0.5028666666666666
The ratio between the time for recall of pleasant and unpleasant experiences was found to fall progressively with increasing severity of depression or of neuroticism and to be significantly related to each.,1975,0.5207499999999999
"Heart rate and measures of hostility, depression, and anxiety varied directly with the subjects' familiarity and subjective experience with the acoustic stimuli.",1975,0.5209999999999999
"Our considerations with regard to the psychosomatic aspects in intensive care units are begun with those psychodynamic processes which can be regularly observed in life-threatened patients; namely: depression, narcissistic disorder and oral-regressive traits, aggression defense, introspective capacity limitations as well as certain specific defense mechanisms.",1975,0.5070454545454545
"Reasons for this finding are discussed, and strategies are suggested whereby a woman may avoid depression if she finds herself in a similar setting.",1975,0.5171666666666668
"Emotional arousal, defined by Anxiety, Depression, and Hostility scores on the Zuckerman-Lubin Multiple Affect Adjective Check List (MAACL), was monitored during week-long laboratory training seminars for government employees.",1975,0.5079411764705882
These differences are attributed to variations in the self-structure which mediates the subjective experience of depression in the different cultures.,1976,0.508625
"Improvements in physical fitness were accompanied by improvements on two mood measures, anxiety and depression.",1976,0.507
"This research examined the relationship between hopelessness, defined as a system of negative expectancies about the future, and two theoretically relevant constructs: internal-external locus of control, and depression.",1976,0.5187692307692308
Endogenous depression overwhelms the individual without a known or external causal event; the authors suggest that it is both constitutionally and biochemically based.,1976,0.5028333333333334
"However, when the constricted groups were combined and then compared with 40 Ss who did not show constriction of Bender drawings, the constricted group had significantly higher (p less than .05) MMPI Depression scores.",1976,0.51425
"Thus, variations in Bender constriction are not differently related to depression, but presence of constriction is an indicator.",1976,0.5118571428571429
"To investigate the possible role of the amygdala in the phenomenon of eating induced by single waves of cortical spreading depression, 10 rats received bilateral and 5 rats unilateral electrolytic lesions in the amygdaloid complex.",1976,0.520076923076923
"While there was no significant over-all main effect of depression, the aggressive response of the depressives was significantly inhibited by the high-status condition, while the aggression scores of the controls were virtually unaffected.",1976,0.5000769230769232
"Generally, the behavioural models of depression are related to a pattern characterized by a reduced social repertoire, e.g. by a reduced frequency of emission of positively reinforced behaviour ().",1976,0.516909090909091
"It was postulated that increased psychosomatic 'penetrance' as measured by poverty of fantasy life, feelings of helplessness, absence of dream reports, vacant and contrived emotional expression and poor psychological mindedness would be correlated with psychological test results (IPAT anxiety Scale and Zung Depression Rating Scale), manifest dream content analysis and particular REM and stage 4 deficit.",1976,0.5012903225806452
This study evaluated three hypotheses derived from a cognitive behavioral model of depression.,1977,0.5115000000000001
Reported depression was found to rise significantly among skilled players prior to lost games.,1977,0.5002857142857142
"Thus, the degree of emotional distress experienced by these veterans continues to be extraordinarily high and is characterized by extreme depression, anxiety and extensive physical complaints.",1977,0.5073636363636363
Partial correlations suggested that the relationship between depression and external control may depend on the presence of resentment and irritability and that a combination of these covert factors with external control commonly is found in depression.,1977,0.5114117647058825
This study examined a personality-trait approach to the learned helplessness model of depression.,1977,0.5073749999999999
"However, under other conditions, neighboring stimuli caused a much stronger depression of metacontrast than of split motion (Experiments 4 and, sometimes even enhancing the latter (Experiment, supporting the assumption that the mechanisms underlying the two phenomena are essentially independent.",1977,0.5208571428571428
"Childhood depression is an episodic disorder characterized by 10 criteria, symptoms of dysphoric mood, self-deprecatory ideation, agitation, loss of energy, reduced socialization, altered school performance, altered school attitude, sleep disturbance, appetite disturbance, and somatic compliants persisting for at least one month.",1977,0.5029583333333334
"Normative data are presented for a male prison population on the Adjective Check List (Gough & Heilbrun, 1965), Form A of the Eysenck Personality Inventory (Eysenck & Eysenck, 1975) and Form C of Depression Adjective Check List (Lubin, 1967).",1977,0.5007142857142857
Single waves of spreading depression (SD) were induced in freely moving Sprague Dawley rats by microinjection of KCl solution into either neocortex or caudate nucleus.,1977,0.504375
Depression of the appropriate discrimination treadle was reinforced by water presentation.,1977,0.5038
"If the national climate could be made depressive by mass media coverage of a depressing event (for example, the assassination of President John F. Kennedy), the suicide rate theoretically ought to increase, unless depression were not related to suicide during time of great national focus.",1977,0.5047083333333333
Subjects were leverpress-tested on two non contingent bars for 11 days and then were shifted so that depression of one of two levers resulted in light onset; testing continued for 9 more days.,1977,0.52025
Loss and abandonment and distortions of the self-image have special significance for the causation and treatment of depression during adolescence.,1978,0.5191818181818181
"Under the same treatment true side effects occur much more frequently in psychogenic depression, especially if the patient has a personality disorder.",1978,0.514
"In this paper, I have discussed depression in adolescence from its occurrence as a manifestation of health, in relation to developmental tasks, and from the standpoint of it being indicative of illness and pathology.",1978,0.5172499999999999
The current study documents the success of behavior therapy procedures in the treatment of acute reactive depression with psychotic manifestations.,1978,0.5094545454545455
"Fifty-five of these subjects completed the Multiple Affect Adjective Check List, a paper-and-pencil test of anxiety and depression, and a self-esteem index.",1978,0.514875
"Seventy outpatients at a community mental_health center completed the SelfRating Depression scale, additional questions about their symptoms, and the Restraint Scale which measures attitudes about eating and dieting.",1978,0.5179
"It was suggested that a checklist of symptom categories including symptom direction, magnitude, and desirability would be a better instrument for assessing clinical depression.",1978,0.5104166666666666
"Common presenting problems included learning disturbances, problems of behavioral control, somatic symptoms, anxiety, and depression.",1978,0.518625
"In the initial study, stepwise multiple regression analysis identified six variables as the optimal set of predictors for readmission within 3 months of discharge: type of discharge, number of prior psychiatric hospitalizations, race, suicide attempt within 1 month of admission, subjective report of depression upon admission, and occupational level (R = .452).",1978,0.511
In the present study the capabilities of nine ability test measures and the MMPI Depression scale to differentiate organics from depressives were evaluated.,1978,0.5134285714285715
"It was suggested that research on learned helplessness and depression, which has relied on college student analogues, can be complemented profitably by studies of reduced experience control within clinical populations.",1978,0.52025
"Intensive interviews with 10 lesbian alcohol abusers revealed strong dependency needs, low self-esteem, and a high incidence of depression.",1978,0.5106999999999999
The present study investigated the effects of depression on causal attributions for success and failure.,1978,0.5094285714285715
"Specifically, female university students were separated into depressed and nondepressed groups on the basis of Costello--Comrey Depression Scale scores, and then received either 20, 55, or 80 reinforcement on a word association task.",1978,0.5016363636363637
"Although this shift can be seen as a victory of objectiveempirical research, there were other contributing factors: passage of the Immigration Restriction Law of 1924, which shifted the political problem from justification of differential exclusion to conflict resolution in this country; the influx of ethnics into the originally rather lilywhite profession of psychology; the Great Depression and the leftward shift among psychologists; and finally, the need to unite the country against a dangerous enemy proclaiming racial superiority.",1978,0.50246875
"The predictor variables consisted of selected psychological states and traits measured by the State-Trait Anxiety Inventory, Somatic Perception Questionnaire, Depression Adjective Checklist, Profile of Mood States, Eysenck Personality Inventory, and the Embedded Figures Test.",1978,0.5195
Each subject was administered a self-esteem checklist and a scale intended to measure depression on one occasion.,1978,0.5111000000000001
"Subjects were administered the Mini-Mult form of the MMPI, the MMPI Social Introversion scale, the Beck Depression Inventory, a problem checklist, and a questionnaire dealing with history of, and treatment for, mental and emotional problems.",1978,0.5096666666666667
"Subjects (102 females and 63 males) completed measures of state and trait depression, a political activity inventory, and the locus of control scale.",1978,0.5073333333333333
Reversal of learned helplessness by peripheral autonomic arousal indicates a reevaluation of the learned helplessness model of human depression may be necessary.,1978,0.5144615384615384
In a proportion of these expectant mothers there was an association between depression and anxiety early in pregnancy and a previous history of induced abortion; this phenomenon may reflect a reactivation of mourning which was previously suppressed.,1978,0.5044375
"Under these conditions the concentration of tryptophan in plasma and perhaps amounts in the extracellular space were reduced in unipolar depression, with intermediate values after recovery.",1978,0.510125
"One hundred and fifty-two cases of changes in diagnosis of schizophrenia, endogenous depression and psychopathia in the course of illness, are statistically analyzed in regard to tendency of changes of diagnosis, sex, symptomatics and syndromatics, age of onset and duration of cycles.",1978,0.5186
"Cultural shock, communication barriers, fear of loss of racial identity, different child rearing attitudes and dietary restrictions may all contribute towards the manifestation of reactive depression.",1978,0.5098666666666667
"The effect of total sleep deprivation for one night on the depressive state (measured using the depression rating scale of and ) and the patients actual state of well being (measured using the self-rating scale of ) is investigated in a group of 40 randomly selected inpatient depressives (29 endogenous depressives, 11 neurotic depressives) over a period of 36 h. The endogenous depressives exhibited a statistically significant change.",1978,0.5076666666666668
"The total index of the depression scale improved by 22.6, recorded as a daily mean difference.",1978,0.50575
This paper reports some findings of a cross-cultural study of depression in which Jewish and Protestant East Londoners were measured on several parameters.,1978,0.5008571428571429
"The study demonstrates the frequency of depression in patients with the syndrome; it shows a clearly positive treatment effect with placebo alone for both depressive symptoms and gastrointestinal complaints, and suggests that tricyclic antidepressant therapy results in moderately greater improvement in symptoms than does treatment with placebo alone.",1978,0.5184117647058823
"Feelings of elation, depression, or neutrality were induced in Ss by having them read a structured set of mood statements.",1978,0.5168571428571428
The study revealed a sub-group of 24 patients who were more likely than the others to have been extraverted and/or dominant in childhood and who were in sharp contrast with the remainder of the series in showing less or no introversion or depression.,1979,0.5195714285714285
"Characteristic EEG sleep changes in depression are highlighted by a sleep continuity disturbance, delta sleep reduction, and a shortened REM latency.",1979,0.5126666666666667
"No significant in free and total plasma tryptophan were found between unipolar and bipolar depressed subjects, or between patients who recovered from depression following L-tryptophan therapy and patients who were resistant.",1979,0.5146
Ss within each level of depression were assigned randomly to either ego-involvement or task-involvement conditions.,1979,0.5015
A Face Valid Depression Scale for Adolescents was judgmentally developed by five child psychiatrists and psychologists.,1979,0.5045
A factor analysis of a depression rating scale realized on a French sample of solely depressive patients gives evidence of 6 clearly defined factors having a particularly precise psychopathological meaning.,1979,0.518
"The six factors, which correspond closely to those found in the American analysis of the same scale, span the full range of all principal depressive dimensions extracted from several other major depression rating scales.",1979,0.5184666666666667
"The patients were rated by means of a highly reliable rating scale for depression, and an EEG record was obtained from each of them.",1979,0.5138333333333335
"This study investigated the relationship between life stress and measures of anxiety, depression, and hostility as a function of subjects' arousal-seeking status.",1979,0.5053000000000001
Previous exposure to the saccharin solution precluded this selective depression of drinking.,1979,0.5143333333333334
Research on reduction in depression contributes to the development of effective intervention techniques.,1979,0.5146666666666666
A theoretical understanding or prediction of depression onset will require research demonstrating antecedents to depression.,1979,0.5204
This study examined the relationship between locus of control and two depression measures in a sample of 45 male and 38 female psychiatric inpatients.,1979,0.5044285714285714
Results were discussed in terms of learned helplessness models of depression and traditional cultural sex roles.,1979,0.5134285714285715
Frequency of occurrence of various biological symptoms in relation to intensity of depression and neuroticism was studied in 37 depressed patients.,1979,0.5048888888888888
"The best indicator of depression severity and neuroticism were, respectively, early waking and excessive dreaming, when the symptoms were studied individually.",1979,0.5077142857142857
Our results tend to suggest a biological difference in the two subtypes of depression studied.,1979,0.5111428571428571
Depression is seen to be a common core.,1979,0.5055000000000001
"However, contemporary studies of female suicidal behavior and depression show that such women exhibit personality characteristics of low self-esteem, passivity, dependence and living vicariously for others which correspond to the behavioral indices of impersonalism, submissiveness, passivity, and obedience that produce the lack of individuation characteristic of Durkheim's altruistic/fatalistic suicide categories.",1979,0.5151904761904761
"Differences in life event experiences, as well as differences on measures of anxiety, depression, psychological distress, and social functioning, were explored and identified by means of Pearson product-moment correlations.",1979,0.501
"The test procedure also allows incidental observation of stereognosis, object-naming, and left-right orientation, screens for depression, and elicits rapid retrieval of words from semantic categories--all common aspects of evaluation for dementia.",1980,0.5134117647058823
Children were additionally asked to complete a selfrating depression inventory (SCDI) which assessed cross sectionally and systematically the presence of a depressive syndrome.,1980,0.5128888888888888
Chinese clients were rated higher on a Depression/Inhibition cluster and lower on a Social Poise/ Interpersonal Capacity cluster by white therapists than by Chinese-American therapists.,1980,0.519
"Moderator effects of self-concept, depression and demographic variables were studied.",1980,0.506
EEG sleep changes in delusional depression have been reported previously but no attempt has been made to examine sleep profiles among specific delusional subtypes.,1980,0.5065454545454545
Complaints and visits of depressives were compared to those made by age and sex-matched controls over 6 time periods which spanned a period of 2 years starting 6 months prior to the diagnosis of depression.,1980,0.510875
"Personality characteristics such as depression, anxiety, and dependency are frequently reported as are the occurrence of stressful life events and the presence of psychopathology.",1980,0.5034
"The results showed that over a relatively short period of time, assertion training was more effective than traditional psychotherapy in increasing self-reported assertiveness and in alleviating depression.",1980,0.5189090909090909
"It was hypothesized that if the BDI and SDS were specific to symptoms of depression, they would show high correlations with each other, low correlations with the TMAS, and intermediate correlations with the Neuroticism scale of the Eysenck Personality Inventory (EPI-N).",1980,0.5073636363636363
Three discriminators of depression were found among 12 events that occurred in the past year.,1980,0.5097999999999999
"To assess the relative predictive validity of subtle and obvious items on the MMPI Depression scale, obvious, neutral, and subtle subscales were formed and used to predict several criterion measures of depression; these included the Beck Depression Inventory, the Depression subscale of the Profile of Mood States, and the Pleasant Events Schedule (N = 209).",1980,0.5095000000000001
"Twenty-five mildly depressed and 25 nondepressed college students, identified on the basis of their scores on two self-report depression measures, were distinguished by a discriminant analysis of their scores on six measures of psychological deficit.",1980,0.5123749999999999
It was concluded that reward-value theories of depression received more narrow support than did the punisher-aversion theories.,1980,0.5207142857142857
"To derive an estimate of depression that combined the former two instruments' clinical ratings and the latter two measures' self-reports, a principal component analysis was performed on the intercorrelations among the four scales.",1980,0.5192307692307693
Hand differences in the rate and variability of rapid tapping were evaluated for the intertap interval and its constituents-the key depression and key release phases of each tap.,1980,0.5127272727272727
"Results indicated that loneliness and depression were correlated but clearly different constructs; neither was a direct cause of the other, though both probably share some common origins; both were highly stable over to 5-week-period.",1980,0.5011818181818181
"Out of 24 patients with endogenous depression, 21 completed the treatment with nortriptyline 150 mg as once-a-day dosage.",1980,0.5159999999999999
"The pilots manifested more pathology than nonpilots for the significant data, as evidenced by significantly higher scores on the Hypochondriasis, Depression, Hysteria, Psychasthenia, and Social Introversion-Extroversion scales.",1980,0.5138
"Emergent use of marijuana and hard drugs was related to depression, mistrust and attractiveness, while emergent alcohol use was related to generosity, ambition, agility and cheerfulness.",1980,0.5063333333333334
"The depression of intake at 0.05, 0.13 and 0.25 U/kg was significantly different from control intake, while that after 0.03, 0.5 and 1.0 U/kg was not.",1980,0.516
"Using a multiple regression procedure the four best predictors of number of changes, respectively, were the Lie scale of the Eysenck Personality Inventory, assertiveness, course grade, and depression; the three best predictors of improvement in order were the Lie scale, marital status, and assertiveness.",1980,0.5161666666666666
The Depression Adjective Check List was used as part of an initial interview and as a follow-up interview for measuring changes in depressed mood over time in a community survey.,1980,0.5119375
The hypothesis was offered that pessimism and depression may represent a unitary dimension quantitatively different yet qualitatively similar.,1980,0.5036363636363637
The outcome tended to be good irrespective of medication but the significant drug effects found were due to amitriptyline and concerned measures of anxiety as well as depression.,1980,0.5161538461538462
50 consecutive admissions (15 males) with depression were rated on the Comprehensive Psychopathological Rating Scale and these ratings were compared with the symptoms used by the senior ward psychiatrists to characterize the patient.,1980,0.5159
Studies in the past few years have shown that the drug may also be used to prevent recurrences of unipolar depression.,1980,0.5008888888888888
Depression in youth may go unrecognized because the clinical picture frequently differs from that of adult depression.,1980,0.5195555555555554
"Alcohol consumption resulted in increased depression which manifested ideationally, and it is hypothesized that mood variables may be more susceptible to direct alcohol (pharmacological) effects, while attributions may be influenced more by expectancies regarding alcohol consumption.",1980,0.5133125
"In addition, females self-reported more physiologically-manifested depression than their male counterparts, suggesting a differential interpretation of similar physiological states.",1980,0.5071111111111111
"Additionally, it is suggested that by virtue of prior Pavlovian conditioning, stress and depression may serve as cues to elicit conditional compensatory responses and attendant craving and these cues can also be extinguished by Pavlovian procedures.",1981,0.5194285714285714
Clinicians treating depressed children need to keep abreast of contemporary research on the role of metabolic dysfunctions in depression.,1981,0.5084
Results indicated that all treatment conditions did better than the Waiting List controls on self-report and interviewer rating measures of depression.,1981,0.5015555555555555
Work in progress of applying BIDALGO to the depression scale and the full MMPI is also described.,1981,0.5084
"The Profile of Mood States and Beck Depression Inventory were administered, and a Violence Questionnaire was self-administered to ascertain the presence of physical or sexual abuse in the mothers' lives.",1981,0.5079230769230768
"These results were discussed in the context of attribution theory and cognitive approaches to depression, and in relation to cognitive factors that may underlie the etiology and treatment of shyness problems.",1981,0.5146666666666667
Multifaceted behavioral observations were performed on target behaviors which were identified as major problematic areas of functioning related to the child's depression.,1981,0.5174285714285715
"Depression, it seems, exacerbates levels of existing body-image dissatisfaction for some groups, introduces new areas of body-image dissatisfaction for others, and does not alter the image for yet others.",1981,0.5145454545454548
Post-natal depression was associated with high ante-natal scores on either overall hostility and extrapunitiveness or external locus of control ratings and intrapunitiveness.,1981,0.5181818181818181
"Of the eight main psychiatric variables which were found to comprise the syndrome, three, depression, concentration loss and obsessionalism, correlated significantly with M.A.O. activity during the study but only depression has consistently significantly correlated with M.A.O. activity over the 6 days of the study.",1981,0.5025333333333334
"Ratings on the depression, tears and lability scales rose to a sharp peak on the 5th post partum day and declined steadily thereafter.",1981,0.5047142857142857
"We treated subjects with either imipramine or amitriptyline and compared clinical response with weekly Hamilton Depression Rating Scales, completed by raters blind to both DST results and the research question.",1981,0.5192222222222223
Primary non-endogenous depression was examined with respect to preceding life stress and instability of personality.,1981,0.5175000000000001
"For every 5 patients who are seen with a diagnosis of depression, approximately 2 should be classified as secondary.",1981,0.5168333333333334
One important reason a patient enters psychiatric treatment is that he develops a coexistent depression.,1981,0.5195714285714286
Ss were selected on the basis of their scores on the Beck Depression Inventory from a pool of 350 Ss administered the Inventory.,1981,0.5171428571428571
Investigated subscales of the Multiscore Depression Inventory for construct and concurrent validity.,1981,0.5187999999999999
"Epidemiological data indicate that increased small positive air ionization due to changing weather conditions is associated with increases in industrial and automobile accidents, suicide, and crime as well as depression, irritability, and interference with central nervous system (CNS) function.",1981,0.5002857142857143
The relationships between life stress and depression and physical illness were investigated in a sample of 122 normal adult women.,1981,0.5057499999999999
Results indicated that the E-C dimensions of experienced control over internal (OI) and over external (OE) forces interacted with I-E scores in predicting depression.,1981,0.5071249999999999
"In each case, internals with high experienced control reported less depression than low control internals and both high and low control externals.",1981,0.50425
We studied segregation and linkage in a large kindred of unipolar depression.,1981,0.5166000000000001
Since they are equimolar and structurally similar they may be used to assess the pharmacological specificity of a proposed animal model of depression.,1981,0.5183749999999999
This lack of acute activation may bear some resemblance to depression on several grounds.,1981,0.506375
"Remission of depressive illness in children with melancholic major depression was associated with significant improvement in WISC-R Verbal IQ and Performance IQ, and on the Similarities, Comprehension, Block Design, and Coding subtests.",1981,0.5151333333333333
"However, this depression was transient and after 20 minutes, normal H-reflex could be elicited even when the BAC was 105 mg.",1981,0.5068
In human volunteers who consumed 250 ml of rum in 30 minutes there was a demonstrable depression 2030 minutes after they had started alcohol consumption (BAC 120 mg).,1981,0.5181428571428571
A significant interaction of depressed X treatment condition and post hoc analyses suggest an explanation for the previously noted facilitation effects of learned helplessness and suggest a self-control inoculation against increased depression when normals are exposed to conditions of learned helplessness.,1981,0.5089130434782608
"Taking into account attendances over the previous 5 years at which a diagnosis of depression was made, the models enable one to predict, for example incidence rates for 'first episodes' of recognized depression, and recovery rates for 'chronic' patients.",1981,0.5166666666666666
"This result, predicted in advance on the basis of findings by other investigators, is consistent with the hypothesis that psychological depression is related to impairment of mechanisms for preventing the establishment and spread of malignant cells.",1981,0.5064615384615384
"Anxiety, depression, life change units, the family environment, ABO blood type, secretor status, serum pepsinogen, and serum fasting gastrin were evaluated.",1981,0.5115833333333333
"Patient withdrawal and depression were the prime reasons stated for requesting consultation with the nurse, but 24 of the cases seen by the nurse focused on issues of death and dying or on the need for staff or family support, areas in which formal psychiatric intervention was not routinely requested.",1981,0.5028235294117647
"Including medical, nursing, and ancillary personnel, these groups strive to reduce work-related stress, which, left unchecked, can lead to depression, work dissatisfaction, and a high rate of personnel turnover.",1981,0.5005499999999999
"Three possible psychosomatic intervening processes are reviewed in order to provide suggestions for more specific research into the effects of personality and the stress of depression on vulnerability to cancer: relevant neurologic, endocrine, and immunologic data are reviewed in this perspective.",1981,0.51
