sentence,year,mean_sentiment
"The relationships between sex-role adoption, aggression anxiety (AA), and manifest anxiety (MA) were determined by using questionnaire data from 85 college males and 156 college females.",1964,0.5065
The Lidvall neuroticism inventory is comprised of 25 questions referring to symptoms presumed to be connected with manifest neurotic anxiety.,1964,0.5151666666666667
"To ascertain more rigorously the role of test anxiety, as measured by the Test Anxiety Scale for Children, the Holtzman Inkblot Technique was administered to 20 high- and 20 low-anxiety children matched for grade, sex, and IQ.",1965,0.5156875000000001
The hypothesis that high-anxiety Ss would perform relatively better on the simultaneous task and low-anxiety Ss would do relatively better on the successive task was not upheld.,1965,0.5128461538461538
There was both a general factor of anxiety and a specific factor associated with striated muscle tension.,1965,0.5098571428571428
Discrepant results of studies using the Taylor Manifest Anxiety Scale may be due to a failure to take into account the differential contribution of items relating to different kinds of anxiety.,1965,0.5185000000000001
The verbal learning showed a significant interaction with drive variables: Ss high in need for achievement performed better if anxiety and stress were high but Ss low in need for achievement performed better if anxiety and stress were low.,1965,0.5207647058823529
This subject order effect was presumed to reflect systematic diminution in test-induced anxiety.,1965,0.5083333333333333
"An anxiety-provoking film raised the excretion levels not only of adrenalin, but also of noradrenalin, significantly above the levels obtained in all 3 previous films.",1965,0.5191428571428572
Longitudinal behavioral ratings of depression and anxiety showed high positive correlations with 17-OHCS levels when analyzed over time for a given patient.,1965,0.520125
"This investigation is concerned with testing the hypotheses that the regression of intelligence test scores on anxiety and neuroticism is curvilinear, and in the form of an inverted U, and that extra version is negatively correlated with intelligence.",1966,0.5038461538461537
"Using 124 medical inpatients, this clinical investigation evaluated relationships between the subjects' manifest anxiety scores and nine characteristics of their present illness and past medical history.",1966,0.5028333333333334
"The mode oneset of the present illness (sudden or gradual), its duration, and four characteristics of the past medical history (number of illnesses in childhood and adult life, surgery, and trauma) were unrelated to anxiety scores.",1966,0.5172105263157895
Studies of the relationship between the level of anxiety and degree of response stereotypy have reported findings which not only contradict one another but in varying degrees are inconsistent with both clinical and drive theory.,1966,0.5156428571428572
The rationale underlying the test is the assumption that felt anxiety is a function of the quantity of experiences which a person has been unable to assimilate adequately.,1966,0.5164166666666666
"Because of the multidimensional nature of projective methods, we need to ask specific questions concerning their validityeach question focusing on a particular use to which the method has been put (e.g., its validity as a measure of anxiety, hostility, homosexuality, etc.).",1966,0.5113846153846153
"Analysis of variance of the alpha blocking responses in right and left parieto-occipital derivations yielded a significant anxiety effect, with the low-anxiety group giving consistently more responses than the high-anxiety group.",1966,0.5138125
Veterans who regularly attended their activity assignments showed significant decline in anxiety or improvement in adjustment; veterans who irregularly attended their activity assignments showed no change in anxiety or adjustment.,1966,0.5069999999999999
"With the exception of changes in anxiety, and the possibility that the irregular group had a higher percentage of people hospitalized for nervousness, the two groups were similar in every characteristic studied, including their anxiety prior to activity assignment.",1966,0.520388888888889
"The subjective measures were a self-rating and an anxiety inventory, and the autonomic measures were basal conductance and palmar sweat.",1966,0.5008333333333334
The data were interpreted mainly by applying an extension of the Solomon and Wynne conservation of anxiety hypothesis.,1966,0.504
"Responses ranged from frank depression to cheerfulness, from extreme anxiety to casualness, and from scrupulous cooperation with the medical regimen to active defiance.",1966,0.5156363636363637
Experimentally determined fixationambivalence measures are related to some anxiety estimates obtained from a projective test in a group of male adolescents.,1966,0.521
"8 patients with high anxiety demonstrated greater distortions of time perception than 9 with low anxiety, the choice of interval between 15 and 90 sec.",1967,0.5129090909090909
"A high- or low-anxious E, as determined by scores on the TMAS, administered the WISC to a group of fifth-grade children to determine whether children differing in measured anxiety (scores on the CMAS) responded differentially to either the high- or low-anxious E. Ss tested by the high-anxious E obtained significantly higher mean scores than did the comparable group tested by the low-anxious E. on the Verbal scale high-anxious Ss performed equally well when tested by either E, but the low-anxious Ss tested by the high-anxious E were superior to the other groups.",1967,0.5126756756756757
"A set of commonly used questionnaire measures of anxiety was administered to a homogeneous student sample, and intercorrelations were obtained among these scores and for intelligence and course grades.",1967,0.515
Anxiety assessments from the Draw-A-Person test were found to be highly unreliable.,1967,0.508
"Several measures of anxiety were compared, including IPAT, MMPI indices, evaluator's and therapist's ratings, and the patient's self-ratings.",1967,0.5202
"The purpose of this study was to determine whether there are sex differences in the way men and women open an unopened pack of cigarettes and obtain the first cigarette and to test hypotheses derived from Freudian psychoanalytic theory regarding the phallic phase of psychosexual development, the Oedipal complex or castration anxiety in males, and penis envy in females.",1967,0.5059545454545454
The findings of the study reported here suggest that these paradoxical relations between RTs and stimulus intensity do not occur in subjects classified as anxious on the basis of the Taylor Manifest Anxiety Scale.,1968,0.5100714285714284
"Internal analyses appeared to eliminate 1 plausible alternative, anxiety over the possible inadequacy of performance, as a determinant of impulsive responding, and to demonstrate that situational as well as stylistic variables affect the rate of decision making in these tasks.",1968,0.5136153846153846
The popular notion that anxiety is associated with thumb-sucking was empirically tested.,1968,0.5075999999999999
"The Eysenck Neuroticism, Comrey Neuroticism, and Cattell second-order Anxiety factors appeared to match.",1968,0.5037499999999999
These results confirm that high-anxiety Ss make more errors than low-anxiety Ss on a visual task.,1968,0.514625
"33 Ss, judged in a lengthy post-conditioning interview to be unaware of the correct response-reinforcement contingency as employed in a Taffel verbal conditioning task, were compared on the interrelationships of their scores on the Taylor Manifest Anxiety Scale, the E and N scales of the Maudsley Personality Inventory, an auditory measure of vigilance, the spiral aftereffect test, and a verbal conditioning measure.",1968,0.5156896551724138
This correlation was lowered by anxiety which correlated positively with fDR but negatively with the RAT scores.,1968,0.5151999999999999
"Further studies, particularly with the anxiety measures, must be cautious of possible sex differences.",1968,0.5071428571428571
It was found that the group whose members had shown an increased level (as measured by SRL) investigated significantly less during the investigation period and had significantly higher general test anxiety (as measured by the Test Anxiety Questionnaire) than the group whose members had shown a decrease in resistance level.,1968,0.5005
A series of four experiments were conducted with Rhesus monkeys in order to investigate previously reported attenuating effects of electroconvulsive shocks (ECS) upon a conditioned emotional response (CER) of the fear or anxiety type.,1969,0.5137692307692308
c) Initial achievement expectations correlated negatively with test anxiety for girls. (,1969,0.5185000000000001
"Although we found some specificity of physiological patterns for anxiety, anger-out and anger-in, we proposed that these were secondary relationships, with both affect and pattern primarily related to a hypothetical degree of central integration.",1969,0.5144615384615385
"In a previous study, however, the author was unable to demonstrate any statistical association between anxiety (or neurosis) as measured by (a) a standard psychological test (The N.S.Q.Scheier and Cattell ) or (b) as judged clinically and psychogenic potency disorders (Cooper ).",1969,0.5092
Fifty-four patients awaiting various major surgery procedures were administered the Cornell Medical Index and the Taylor Manifest Anxiety Scale to assess the role of psychological factors relative to physical symptomatology.,1969,0.5102
No difference was found between Ss extreme in anxiety once the task was well-learned.,1969,0.5041666666666665
Competition and failure did not affect performance or interact with the anxiety level of Ss.,1969,0.5064285714285715
"It was hypothesized that: (a) high anxiety (HA) Ss would be less accurate in MP than low anxiety (LA) Ss; (b) LA Ss would be more accurate in MP than HA Ss in a stress situation; (c) there would be no sex differences in accuracy of MP; and (d) in like-sexed dyads, there would be more accurate MP than in opposite-sexed dyads.",1969,0.5149565217391304
These results support the general hypothesis that Ss anticipate anxiety and discomfort from an isolation experience.,1969,0.517875
Facilitating (F) and debilitating (D) test-taking anxieties as measured by the Alpert-Haber Achievement Anxiety Test were correlated with psychological needs as measured by the Edwards Personal Preference Schedule (PPS).,1969,0.5097272727272727
"According to McLuhan, Ss who were shown the accident film by a hot medium (movie) were expected to score significantly higher on the anxiety, depression, and hostility sub-scales of the MAACL than those who were exposed to the cool medium (television).",1969,0.5205882352941176
"At one stage of her life, when she removed herself from a particular stress situation, no harm resulted; but at another stage, when the same stress was inescapable, she experienced mounting anxiety, on the basis of which the agoraphobic reaction came to be established.",1970,0.5074
Results of analyses of variance with test anxiety used as a classification factor supported the hypotheses.,1970,0.5085714285714286
"96 male Ss differing in test anxiety (high, middle, low) were equally divided at random into 2 groups and given either a paired-associate learning task or 2 performance tasks (vowel cancellation and multiplication problems) under 1 of 2 conditions.",1970,0.5111176470588237
"After the dive, anxiety levels returned to or began to return to, points approximating those of the general population, exceeding them in one case but being still low in another.",1970,0.5123999999999999
"Perceived similarity to a peer (PSP) was measured with the Role Construct Repertory Test, and the Taylor Manifest Anxiety Scale was the adjustment index.",1970,0.5169166666666666
This study attempted to test the hypothesis that muscle relaxation would reciprocally inhibit anxiety during a pairedassociate learning task.,1970,0.5153636363636364
These groups were balanced for film presentation order and did not differ significantly on trait anxiety as measured by the Taylor manifest anxiety scale.,1970,0.5191818181818181
"Two pain-mood patterns emerged: asynchronousstate, characterized by mood changes within an anxiety or hostility spectrum, either closely preceding or concomitant with fluctuations in joint tenderness; and aparadoxicalstate, characterized by an inverse relationship between intensity of joint tenderness and a sense of hopelessness.",1970,0.5191111111111111
"An Rand a dRtechnique factor analysis of thirtyeight variableschosen to mark, especially, anxiety, stress, and fearwas made on sixtythree normal students, with a month lapse.",1971,0.5027499999999999
It is suggested that the recovery of this inhibited memory was due to the prior lowering of associated anxiety levels.,1971,0.5058333333333332
"Furthermore, they were unsatisfied that therapies in which the intended treatment agent is anxiety reduction may actually produce their effect by this means.",1971,0.5056999999999999
"They report a programme of treatment using feedback modification techniques in which, despite a substantial decline in stuttering, there was no decline in measures of general and state anxiety.",1971,0.506
"However, the stress of mental arithmetic produced a marked and significant increase in both anxiety and in mean EMG levels.",1971,0.5172222222222222
High Anxiety Ss revealed more of an increase of rate of flow in response to Epinephrine and a less brisk recovery after arithmetic than low anxiety Ss.,1971,0.5106666666666667
"After outlining the general notions of drive theory as related between the Taylor Manifest Anxiety Scale (MAS) and motor behavior in the absence or in the presence of a stressor, and on those studies using anxiety scales other than MAS.",1971,0.5036428571428572
My approach has been to try to summarize what I have held to be the major problem ares or limiting factors in the study of state anxiety (stress) and motor performance and then incorporate these problem areas into the context of Marten's conclusions.,1971,0.50825
Group 2 was composed of 27 Ss who underwent a half-hour presleep association period under conditions of partial sensory isolation which were anxiety provoking and focused Ss attention on laboratory procedures.,1971,0.5004285714285716
The results indicated that manifest anxiety did not affect performance on any of the tasks nor was there an interaction of manifest anxiety and field dependency.,1971,0.5054444444444444
"To determine the relationship between a self-report measure of test anxiety and GSRs recorded during an actual course examination, GSRs were obtained from 57 Ss on two separate occasions; the first involving neutral questions and the second, psychology examination questions.",1971,0.5163125
"Correlations among four measures of anxiety by Taylor, Sarason, Cattell, and Page were based on responses of 76 college men and women.",1971,0.51875
"The Fear Scale includes both general and focalized anxiety, with special emphasis on sleep and death; the Sensitivity Scale reflects a sense of unlikeableness combined with impulsivity and somatization.",1971,0.5060833333333332
Sustained elevated rate was accompanied by anxiety.,1971,0.505
This study tested twelve hypotheses derived from psychophysiological theory underlying the systematic desensitization method of reducing phobic anxiety.,1971,0.5155714285714286
Static pupil size was found to correlate highly with anxiety scores in normal subjects but not at all in neurotic subjects.,1971,0.5085
The two stable factors could be identified as Cattell's inviaexvia and anxiety or Eysenck's introversionextraversion and neuroticism.,1972,0.51525
Anxiety was assessed three times during the program and empathy twice.,1972,0.5158
The counter-anxiety response is then induced in the patient by direct suggestion.,1972,0.517
In addition to the usual anxiety reduction procedures an arousal reconditioning procedure was employed.,1972,0.519
The results were interpreted by the operation of two factors situational anxiety and time of expectation.,1972,0.5032
In addition this group had a high L score in the E.P.I. The findings of high anxiety and obsessionality in the physically ill patients are attributed in part to a selection factor and in part to the effect of the presence of chronic pain.,1972,0.5105333333333333
Performance was generally better for the dominant hand and there were several hand distraction and hand anxiety level interactions.,1972,0.5015555555555555
Patient anxiety levels were highest in the university hospital and lowest in the two small community hospitals.,1972,0.5202222222222221
Previous work had shown that a film of an autopsy can evoke measurable psychologic and physiologic indices of anxiety.,1972,0.5206249999999999
Both anxiety and threat were significantly most frequent in the dreams of the short labor group (under 10 hours) and least frequent in the dreams of the prolonged labor group (over 20 hours).,1972,0.51025
"Three hundred randomly sampled eleventh year students from three high schools responded to revised versions of Sterns High School Characteristics Index, his Activities Index, the Taylor Manifest Anxiety Scale, and Deans Scale of Alienation.",1972,0.5185
The State-Trait Anxiety Inventory for Children was used to measure anxiety level before and after an experimentally manipulated experience of success or failure on a vocabulary test.,1972,0.5137142857142857
"In Stage III, and in line with prediction, data obtained from 105 female undergraduates indicated that the behaviors associated with anxiety were less easily recognized than those associated with the other emotions; data from 90 male undergraduates indicated that anxiety was less easily recognized than all the other emotions except depression.",1972,0.50075
"This investigation focused on the blind application of systematic desensitization to common fears as a means for preventing the occurrence of potential, and highly probable anxiety.",1973,0.5178
"Where the aim is symptom removal by desensitization, the GSR apparatus is helpful in promoting and measuring relaxation and in determining the subject's reactions to the anxiety-producing imagery used in this procedure.",1973,0.51
The State-Trait Anxiety Inventory (STAI) and the group Holtzman Inkblot Technique (HIT) were administered to 52 college Ss in order to determine the relationship between HIT Anxiety (Ax) and Shading (Sh) scores and A-Trait and A-State scores.,1973,0.5176666666666666
"The results indicated that the anxiety induction was successful, but that the perceived appropriateness of the anxiety determined the tendency to affiliate.",1973,0.5128333333333334
"Higher anxiety scores significantly limited student perception among 3-, 4-, and 5-word length phrases (r's from .37 to .40, p < .01).",1973,0.519125
Their research and that of Taylor and Spence suggest that field dependency and manifest anxiety should interact when Ss learn perceptual-motor tasks which differ in difficulty.,1973,0.5075454545454545
"The present study determined relation of scores on the Hidden Figures Test and the Taylor Manifest Anxiety Scale and on the Hidden Figures Test and the Institute for Personality and Ability Testing Anxiety Scale Questionnaire, a measure of clinical anxiety for 160 undergraduate students at a small liberal arts college.",1973,0.50496
The remainder of the sessions consisted of Ss visualizing items from a test-anxiety hierarchy while concentrating on remaining relaxed.,1973,0.50975
This study investigated self-reported anxiety in internals and externals after failure or success on an experimental task.,1973,0.5017499999999999
"A systematic review of 53 studies of the onset conditions revealed: No symptoms were reported which were without psychological antecedents, although the level of the relationship between psychological antecedent and symptom was usually only moderate or weak; the psychological antecedents, in order of rank with highest first, were resentment, frustration, depression, anxiety, and helplessness; the special uniqueness of the review is in its systematic coverage of the immediate-context research (23 studies) and the comparison of those with a sample of broad-context, mainly retrospective, research studies (30 studies).",1973,0.5204166666666666
"1973, 14, 213219.In an attempt to investigate the effects of induced stress on anxiety, learning and performance, the separate effects on the learning and performance phases were obtained by varying the timing of the introduction and the removal of stressinducing instructions.",1973,0.5199411764705881
"It was concluded that manifest anxiety was inversely related to performance in complex conflict situations, and several areas of follow up research were indicated.",1973,0.5054444444444444
Test anxiety scores of students at three New York metropolitan colleges were compared with test anxiety scores obtained at these colleges five years earlier.,1973,0.505
"When the negative therapeutic reaction was considered as a communication of the patients anxiety and not as resistance, this focalization helped to crystallize the therapeutic evolution.",1974,0.501625
"Performance measures, as well as test and state anxiety scores were obtained.",1974,0.5002
She was able to control anxiety and delusional thinking.,1974,0.52
The State Trait Anxiety Inventory for Children (STAIC) and the Children's Manifest Anxiety Scale (CMAS) were administered to 50 emotionally disturbed children (40 males and 10 females).,1974,0.5081818181818182
"To study the relationship of selected Holtzman Inkblot Technique (HIT) scores and anxiety, Ss were matched on the basis of A-Trait scores on the State-Trait Anxiety Inventory (STAI).",1974,0.5146923076923078
"Those aspects of anxiety associated with higher SRRS scores iclude the somatic concomittants of anxiety, a feeling of inadequacy, and concern with ability to realise self ideals.",1974,0.5045454545454545
"Anxiety scores, high for both gropus on the first two days, declined more rapidly for deniers.",1974,0.5138
"It is suggested that anxiety, depression and their style of expression are key elements in the relationship that holds between relative weight and proneness to coronary heart disease.",1974,0.5074166666666667
"Behavioral predictions from Saltz's, Spence's, and Spielberger's interpretations of trait anxiety were tested in a complex verbal learning task.",1974,0.5025714285714286
These results are inconsistent with an inhibitory anxiety explanation of motive to avoid success.,1974,0.5141666666666667
"The following seven proved to be significant: Number of Koppitz's Emotional Indicators in the Human Figure Drawing, Sociometric rejection by peers in first grade, Father's occupational, Holtzman Inkblot Technique (HIT) Pathognomic Verbalization, HIT Anxiety, HIT Hostility, and HIT Form Appropriateness.",1974,0.5134761904761904
"The OSQ seems to be measuring depression, anxiety, and self-devaluation as they affect emotional tone, mastery of external problems, psychopathology, and adjustment.",1974,0.510090909090909
"Thirty drug-free patients suffering from chronic anxiety states were compared with 30 normal controls matched for age, sex, and social class on a variety of physiological and psychological measures.",1974,0.5206428571428571
The multitrait-multimethod procedure was used to assess the validity of Spielberger's dual conceptualization of anxiety and the interpretation of his scales based on that conceptualization.,1974,0.5197499999999999
"The results showed that in all phases the anxiety level, as measured by heart rate, was significantly lower for the chlorpromazine group.",1974,0.5082857142857142
"In response to a 10-min stress interview, anxiety scores increased to equal levels, whether subjects were on propranolol or a placebo.",1974,0.51075
"An alternate hypothesis, which may better fit the data, involves a conditioned phobic response by some anxiety neurotics to certain of their somatic symptoms of anxiety.",1974,0.5072727272727272
But measures of anxiety have often been obtained late in pregnancy and have rarely been examined in conjunction with life stress.,1974,0.5182222222222221
Anxiety is a highly organized psychophysiologic process that follows definitive patterns that are predictable in a vast majority of patients.,1974,0.5101428571428571
"Four components of anxiety were studied on a quantitative basis, namely: motor (tension); affective; autonomic, and verbal.",1974,0.505625
"The main conclusion is that monitoring the dosage by checking plasma levels, as elsewhere in psychopharmacology ( 1971), seems advisable also for diazepam treatments of anxiety.",1974,0.5188333333333333
The anxiety and defensive systems of the subjects were mapped by means of the MetaContrast Technique.,1974,0.5157499999999999
A 2 2 factorial experiment (n = 15) is reported in which high (HA) and low (LA) trait anxiety college students performed a complex matching task after having first experienced low (LE) induced errors (20 percent) or high (HE) induced errors (50 percent) on a linear maze.,1974,0.5017500000000001
A significant negative correlation between ego identity and anxiety offered additional construct validity for the Dignan Ego Identity Scale.,1974,0.5087692307692308
An anxiety response of an acceleration in HR was then classically conditioned to a sequence of flashing lights paired with shock.,1974,0.51725
This was interpreted as supporting the statetrait distinction in anxiety research and as demonstrating the sensitivity of the AState scale to changes in anxiety produced by different experimental treatments.,1975,0.514
These results are discussed in light of the Lader and Wing model attributing anxiety-proneness to an innate slowness in habituating to stimulation.,1975,0.5122857142857143
"The subjects reported marked decrease of anxiety in public speaking and related situations, both after treatment and at a 1-yr follow-up.",1975,0.5147777777777778
"Taking into account the relative weight of 277 male Belgian-French-speaking and Flemish-speaking subjects (type IV, lipidogram, Fredrickson classification), different levels of anxiety, depression, and modes of anxiety expression, are examined and compared, as a homogeneous sub-sample, to the main larger heterogeneous one.",1975,0.5175555555555555
"Within type IV individuals, psychological self-report scores and relative weight values are highly but negatively related: anxiety and depression are at the lowest by extremely overweighted subjects, and in-between response tendency is at the highest.",1975,0.5072
Results support Spielberger's state-trait anxiety theory and hold some implication for treatment.,1975,0.502375
The obtained correlations support the contention that the MAS may measure more accurately a dimension of neuroticism and/or negative self-concept rather than anxiety.,1975,0.5018888888888889
"It is concluded that results from the Inventory, when generalized to other omnibus inventories of anxiety, do not have the drastic implications that have been previously claimed.",1975,0.5193333333333334
"High levels of primary process appear to be significantly related only to the negative qualities of the personality, that is, to high levels of tension, anxiety, and poor control of aggression.",1975,0.5195333333333333
"With this purpose in mind, Kaplan, and Pokorny's Self-derogation scale, three of the most commonly used measures of defensive styles, and a measures of trait-anxiety, were administered to 158 college students.",1975,0.5116666666666667
"Self-derogation correlated positively with repression-sensitization and trait-anxiety, and negatively with general defensiveness.",1975,0.5062857142857142
"The most frequently coded behaviors were Giving Opinions, Dramatizing, and Expressing Anxiety.",1975,0.5123333333333333
"For each sex, three categories of individuals were obtained, two of which differed mainly in anxiety level whereas the their group was characterized by a high transsituational inconsistency.",1975,0.5157499999999999
"The former were smokers who generally experienced their strongest need to smoke in low-arousal situations, characterized by e.g., monotony or boredom, while the latter experienced their strongest need to smoke in high-arousal situations, characterized by, e.g., anxiety or excitement.",1975,0.511
"It was hypothesized that, compared with low-anxious subjects, the high-anxious subjects would underestimate positive aspects of their performance (social skill and favorability of female response) and overestimate negative aspects (social anxiety).",1975,0.5129411764705883
"Psychotics treated on the Conventional program, however, demonstrated an opposite pattern of response, experiencing a significant decrease in trait anxiety with no significant changes in state.",1975,0.50475
Compulsivity scores correlated .23 with anxiety scores and were not related to gullibility scores (r = .15).,1975,0.521
"Heart rate and measures of hostility, depression, and anxiety varied directly with the subjects' familiarity and subjective experience with the acoustic stimuli.",1975,0.5209999999999999
"Twentyeight subjects, divided into 4 groups matched on baseline frontalis EMG levels and trait anxiety, received 7 training sessions each under one of the following conditions: auditory feedbackeyes closed; auditory feedbackeyes open; visual feedback; or no feedbackeyes closed.",1975,0.5040625
"The group of patients eagerly accepted were mostly college students with anxiety, several of a phobic type, while the completely rejected group was composed of rheumatoid arthritic patients.",1975,0.501
"Emotional arousal, defined by Anxiety, Depression, and Hostility scores on the Zuckerman-Lubin Multiple Affect Adjective Check List (MAACL), was monitored during week-long laboratory training seminars for government employees.",1975,0.5079411764705882
"Significant positive relationships were found between nightmare frequency and report of insomnia, manifest anxiety, and various insomniac sleep patterns.",1975,0.5190833333333333
"The results indicated that when disinhibitory cognitive or social cues are unavailable, alcohol does not release the suppressed eating of restrained eaters, but rather counteracts the disinhibitory effects of anxiety.",1976,0.5024444444444445
Drawing a line slowly was significantly correlated with reflectivity and with teacher ratings of introversion and anxiety.,1976,0.5144
"Within the context of a manipulative, laboratory experiment, two hundred and forty-two college students completed an anxiety battery twice.",1976,0.50075
Subjects were also randomly assigned to one of four treatments designed to simulate alterations in level of state anxiety.,1976,0.51625
"The hypertensives' poor performance, however, was found only on specific sub-task items and appeared not to be influenced by item difficulty alone but rather by other performance factors such as difficulty in deciding what to do, understanding test instructions, or state anxiety associated with the testing situation.",1976,0.5132857142857142
A critical investigation was conducted of the operant conceptualization of covert positive reinforcement in the context of alleviating test anxiety.,1976,0.519625
The high scores for hypertensive patients could not be closely correlated with any particular drug therapy with the possible exception of phobic anxiety and propranolol in women but not in men.,1976,0.5018888888888888
It is concluded that regular prescription of analgesic drugs of adequate potency is preferable to an on demand schedule and that the beneficial effects of the former in reducing patients' anxiety about relief of pain colud be enhanced by other means.,1976,0.5023529411764706
Forty-five male and female undergraduate Ss enrolled at Virginia Commonwealth University were selected randomly from 172 volunteers assessed for neurotic anxiety level as measured by the Maudsley Personality Inventory and Taylor Manifest Anxiety Scale.,1976,0.5166875
"Improvements in physical fitness were accompanied by improvements on two mood measures, anxiety and depression.",1976,0.507
"The State-Trait Anxiety Inventory was administered in this study to distinguish A-State and A-Trait subjects, while electromyography was used to investigate qualitative differences in motor behavior.",1976,0.5087692307692309
It was also hypothesized that acknowledged negative traits would lead to more anxiety and would therefore be projected more than acknowledged positive or neutral traits.,1976,0.5083
"The behavioral measure was significantly and positively correlated 0.45 with a paper-and pencil, self-report measure of facilitative test anxiety but not with measures of debilitative test anxiety (r = -0.15) or general anxiety (r = -0.33) for 12 males and 21 female undergraduates.",1976,0.5092857142857142
"Analysis of variance (repeated measures) was used to compare group means of the scale scores yielded by two instruments, the IPAT Anxiety Scale (Self-analysis Form) and the Mooney Problem Check List, Adult Form (Mooney & Gordon, 1950).",1976,0.5026499999999999
"The study attempted to clarify the relationship between state and trait anxiety and perceptual articulation when IQ was controlled for 60 female subjects, who fell within a predetermined IQ range and were blocked into low, moderate and high A-Trait groups.",1976,0.5138571428571429
"While high scorers had higher absolute levels of A-State anxiety in this stress situation, the amount of increase was not different for the two levels of trait anxiety.",1976,0.5082307692307692
The findings also supported the notion that the worry-emotionality distinction represents a pattern of anxiety responses that is characteristic of an individual.,1976,0.516125
"This pattern of results is predictable if dogmatism is viewed as a general defense mechanism, with reliance-on-authority functioning to reduce anxiety.",1976,0.5167777777777778
Stress conditions were varied in order to see if internal subjects' superiority in proofreading and incidental learning occurred only under conditions in which anxiety was negatively related to those criteria.,1976,0.5209999999999999
Fenfluramine was particularly effective in alleviating anxiety in patients who were initially higher in anxiety.,1976,0.5005
"Fifty-seven chronic agoraphobic outpatients were treated by 12 hours of exposure in vivo on four days over two weeks to check the effects of oral diazepam versus placebo during group exposure, group versus individual exposure, and high versus medium anxiety arousal during individual exposure.",1976,0.5167916666666668
"These results are discussed in the context of tasks of adolescent development, and an item analysis of the death anxiety questionnaire is presented.",1976,0.503
Results as regards general anxiety were compared with data of 63 employed men free of coronary disease and with 34 comparable rheumatic patients.,1976,0.5065714285714285
"It was postulated that increased psychosomatic 'penetrance' as measured by poverty of fantasy life, feelings of helplessness, absence of dream reports, vacant and contrived emotional expression and poor psychological mindedness would be correlated with psychological test results (IPAT anxiety Scale and Zung Depression Rating Scale), manifest dream content analysis and particular REM and stage 4 deficit.",1976,0.5012903225806452
"No significant differences were indicated between sexes in negative imagery, though both expressed anxiety toward success.",1976,0.5086666666666667
"W. S. Gilbert, librettist of the Gilbert and Sullivan operas, suffered from such extreme anxiety at the opening night performance of his plays that he was unable to remain in the theater.",1976,0.51
"We are attempting to show that, thanks to the Lacanian contribution in the theory of psychose, it is now becoming possible to distinguish between the latter and hysterical madness, this through the various and different aspects of the onset of the illness, of the fundamental mechanism, of the characteristics of the delirium, of the transference, of morbid anxiety.. That is why, to us, there seems to be a perceptible difference between the delirious hysteric who cannot manage to inhabit his sexed body, and the psychotic who has not succeeded in getting a grasp on the symbolic.",1977,0.5124137931034484
This study explored the relationship of cognitively induced anxiety and hand temperature reduction in a nonclinical sample.,1977,0.5015000000000001
"A survey of the empirical literature led to the conclusions that anxiety as defined by the Manifest Anxiety Scale is related to habituation of the finger vasomotor response but probably not to habituation of the electrodermal response, while extraversion, as defined by Eysenck's scale, is related to habituation of the electrodermal response.",1977,0.5141875
"As expected, both performance and off-task glancing were related to anxiety: high-anxious children hag than low- and middle-anxious children.",1977,0.5192307692307693
Unique to the case was the use of eating macadamia nuts as a counter-conditioning agent to diminish the woman's anxiety during intercourse.,1977,0.505
