This presentation describes a recently developed set of guidelines for estimating the economic costs of rampant substance abuse, summarizes the findings from a Canadian study that utilized these guidelines, and discusses the implications to the potential development of guidelines for estimating the costs and benefits of gambling.	synthetic_intensity
This study reports gender and race differences found in seven types of characteristics for 15,758 households in Indiana that were rigorously investigated by Law Enforcement and/or Child Protection Services for severe child sexual abuse.	synthetic_intensity
Although there is increasing awareness of the immediate psychological and social adaptations to childhood sexual abuse, little is known about the severe long-term effects of such abuse, particularly its extreme impact on subsequent medical utilization and the experience and reporting of physical symptoms.	synthetic_intensity
This study is the first to examine reflective functioning (RF) and direct parent-child interactions of fathers with concurrent severe intimate partner violence (IPV) perpetration and significant substance abuse (SA) problems.	synthetic_intensity
Unadjusted and adjusted odds ratios (ORs) with 95 confidence intervals (CIs) were computed for factors associated with buprenorphine compared to severe amphetamine abuse.	synthetic_intensity
In the prevention of serious substance abuse and the treatment of deep depressive and addictive disorders, severe comorbidity of alcohol abuse and depression should be taken into account.	synthetic_intensity
These findings highlight the urgent need to thoroughly screen domestic violence offenders for serious alcohol/drug abuse, and provide offenders manifesting these severe problems with intensive alcohol/drug treatment in addition to batterer treatment.	synthetic_intensity
The article concludes with a discussion of painful lessons the Church can learn from the police organization as they seek to prevent, control, and effectively respond to heinous sexual abuse of children by their clergy.	synthetic_intensity
The current prospective study thoroughly assessed the intense temporal relations between dissociation and posttraumatic stress (PTS) in a sample of treatment-seeking female survivors of traumatic childhood sexual abuse.	synthetic_intensity
As the Church looks toward the future, it must invest in prevention of disturbing sex addiction and horrific abuse by its clergy and focus, in particular, on the comprehensive sexual education and profound personal development of seminarians and those who participate in their formation.	synthetic_intensity
Healthcare professionals may need to be exceptionally alert to the signs and grave risks of financial abuse in patients with dementia both at early and later stages.	synthetic_intensity
The author investigated the detection and long-term aftereffects of this brutal abuse using a constellation of Rorschach scores that were predicted to occur more frequently in borderline patients with pervasive sexual victimization before age 14.	synthetic_intensity
In general, training tends to significantly enhance attendees' knowledge, attitudes, and confidence in working with clients who have severe substance abuse problems.	synthetic_intensity
To evaluate the psychometric properties of a new measure, the Abuse-Related Beliefs Questionnaire (ARBQ), designed to assess deeply ingrained abuse-related beliefs among adult survivors of traumatic childhood sexual abuse (CSA).	synthetic_intensity
This commentary considers the significant impact to date of Australia's Royal Commission into Institutional Responses to Child Sexual Abuse on child- and youth-serving organizations, particularly its profound influence on organizations' efforts to create and maintain exceptionally child safe, child friendly cultures, policies, and practices.	synthetic_intensity
False recognition--the mistaken belief that one has previously encountered a novel item--was examined in four groups of subjects: women reporting recovered memories of horrifying childhood sexual abuse, women who strongly believe that they were sexually abused as children but who cannot recall this abuse (the repressed group), women who were sexually abused as children and always remembered the traumatic abuse, and women with no history of childhood sexual abuse.	synthetic_intensity
Findings indicated that passive coping styles, namely cognitive avoidance and emotional discharge, fully mediated the association between low pregnancy desire and greater severe child abuse potential.	synthetic_intensity
Two scales concerning use of transitional objects and fear of going to sleep, showed statistically significant correlations with self-reports of terrifying nightmares, intense loneliness, deep depression, and previous brutal physical and sexual abuse.	synthetic_intensity
During the prenatal period, the Family Stress Checklist was used to quantify severe abuse potential, with scores >25 defining extremely high risk.	synthetic_intensity
Many patients with severe psychiatric disorders have suffered intense abuse and other traumata in their early lives.	synthetic_intensity
Examples given of individual causes include severe mental_illness, rampant alcoholism, substantial substance abuse, and a profound lack of a work ethic.	synthetic_intensity
Implications are drawn for reducing HIV infection among this high-risk population for early adolescent, community mental_health, and severe substance abuse treatment programs.	synthetic_intensity
In individuals meeting MD criteria, neuroticism predicted the most MD symptoms (10), followed by traumatic childhood sexual abuse, low parental warmth, and genetic risk.	synthetic_intensity
Organic solvent abuse is associated with an alarming risk for critical medical, neurological, and neuropsychological impairments.	synthetic_intensity
A sample of 796 students in psychology classes completed an anonymous sex survey that included questions to identify severe sexual abuse victims (as children, teenagers, or adults) and their ruthless offenders.	synthetic_intensity
intensive inpatient rehabilitation program for severe substance abuse.	synthetic_intensity
Participants classified as Type B (33) cocaine abusers exhibited extremely high rates of premorbid risk factors (family history, childhood behavior problems, personality, age of onset), more severe and pervasive drug and alcohol abuse, more significant addiction-related psychosocial impairment, more intense antisocial behavior, and more pronounced comorbid psychiatric problems than Type A participants (67).	synthetic_intensity
Drug scores were given subjects for each of 13 drug categories according to the following scale: 0, no use of drug; 1 to 4 v, varying use frequencies increasing in stepwise fashion but not reaching severe abuse proportions; 5, use greater than 8 days per month and abuse as defined in DSM III.	synthetic_intensity
