sentence,year,mean_arousal,category
"We hypothesized that both work stress and mental_illness were associated with suicides, and that mental_illness served as the mediator between work stress and suicide.",2014,0.6981666666666667,high
"Inmates suffering with mental_illness or who are at risk from such confinement and juveniles are the exceptions, and they have had some success in the courts.",2008,0.695,high
Here we compared implicit and explicit attitudes toward mental_illness among Asian and Caucasian Americans.,2012,0.694,high
Those suffering from mental_illness usually fall victim to stigmatization and the resulting discrimination.,2017,0.694,high
"Homelessness is often accompanied by mental_illness, substance abuse, and histories of violence, for both women and their children.",2009,0.6915,high
Stigma against chronic disease or mental_illness is a well-known phenomenon and results in devastating consequences for individuals who suffer from these diseases and their families.,2012,0.6901666666666667,high
Substance misuse has been associated with an increased risk of violence and offending in those with severe mental_illness.,2011,0.6876666666666668,high
"We assessed constructs of psychopathy, anger, and active symptoms of mental_illness and tested their ability to predict reactive and instrumental aggression.",2009,0.687,high
"The authors examined 57 descriptions of mental_illness (madness, possession, alcoholism, epilepsy, and combinations thereof) from pre-Crusade chronicles and saints' lives.",1984,0.6829999999999999,high
"Findings regarding offenses perpetrated by females in the context of mental_illness, domestic violence, and homicide-suicide are explored.",2012,0.6811999999999999,high
Men and women with severe mental_illness who have a history of CD by mid-adolescence are at increased risk for aggressive behaviour and violent crime.,2008,0.6801,high
"Also, the social discourses regarding mental_illness, (e.g., violence and incapability for mothering), were extremely oppressive for these women.",2003,0.6799999999999999,high
Schizophrenia is a severe mental_illness that affects 1 of the population.,2001,0.6793333333333332,high
"Participants located this danger in sexual expression itself or within individuals who, because of mental_illness, lacked the autonomy required to successfully engage in safe sex.",2018,0.678875,high
Stigma against mental_illness has devastating consequences for individuals with mental_illness and their families.,2007,0.6779999999999999,high
Sometimes the resistance becomes chaotic and the result is a mental_illness.,1981,0.6769999999999999,high
Individuals with severe mental_illness (SMI) are at risk for HIV/AIDS.,2007,0.6769999999999999,high
Symptoms of mental_illness can increase the risk of disturbed behaviour.,2012,0.67575,high
"Thirty-three sex killers were compared to 80 sexual aggressives, 23 sadists, and 611 general sex offenders on sexual history and preferences, substance abuse crime, violence, mental_illness, personality, neurological and endocrine abnormalities.",2003,0.6757142857142858,high
This has implications for the management of non-psychotic mental_illness.,2003,0.6735,high
Patients with severe mental_illness are at high risk for metabolic and cardiac disorders.,2013,0.6714,high
The participants were 159 adults living with a severe and persistent mental_illness.,2001,0.6699999999999999,high
Individuals diagnosed with a severe mental_illness are at significantly enhanced risk for infection with the human immunodeficiency virus (HIV).,1997,0.6679999999999999,high
The impact of substance abuse on mental_illness is substantial.,1993,0.6672500000000001,high
"There has recently been increased interest in the relationship between physical illness, mental_illness, and suicide.",2011,0.6671666666666667,high
Tobacco dependence among individuals with a mental_illness or an addiction is a tremendous problem that goes largely ignored.,2004,0.667,high
It is concluded that stigmatizing attitudes and beliefs about mental_illness are common among the CHAs.,2016,0.127,low
Little is known about African American mens beliefs about mental_illness.,2012,0.16,low
"In many cultures, diagnoses of mental_illness are commonly associated with stigmatisation.",2016,0.17,low
Two largescale studies assessed the nature and correlates of young Jamaicans' attitudes toward mental_illness.,2006,0.192,low
This paper provides data on the APQ collected from a sample of offenders (males and females) without any diagnosed mental_illness.,2007,0.2405,low
Data were from 99 non-institutionalised adults with mental_illness.,2015,0.25,low
There are several challenges in diagnosing and treating mental_illness amongst South Asians.,2015,0.265,low
Their rates of mental_illness are almost twice that of religious adolescents raised in religious households.,2015,0.26733333333333337,low
The role of spirituality in promoting mental_health and alleviating mental_illness is highlighted.,2009,0.2705,low
Qualitative studies focusing specifically on traditional and/or faith healing practices for mental_illness were retrieved from eight databases.,2018,0.273,low
"Within 6 months postpartum, 22 (51) of the women with histories of mental_illness were categorised as having relapsed (RDC case).",1992,0.275,low
A middle view holds that classification should at least map the contours of the phenomenology of mental_illness.,2012,0.27525,low
"Results showed mental_illness in 27 of families, with those families reporting twice as many stressors on average.",2012,0.28,low
There are gaps present for what effectively treats comorbid mental_illness and DMT2 in Black male adolescents.,2017,0.286,low
"For the total sample, 20 of suicides were triggered by mental_illness, and 58 were triggered by social/environmental events.",2013,0.289,low
"This paper begins with a brief review of recent literature about relationships between offending behaviour and mental_illness, classifying studies by the settings within which they occurred.",2003,0.2892,low
The second category includes several subcategories oriented to the etiology of mental_illness in Ovambo culture.,2017,0.29075,low
Serious mental_illness was common.,2003,0.29100000000000004,low
Untreated/inadequately treated mental_illness was the most common reason for homelessness.,2013,0.29100000000000004,low
"Harry Stack Sullivan (1892-1949) is well known for his interpersonal theory of mental_illness, but little is known about how he actually worked as a clinician with patients.",2006,0.29124999999999995,low
"Familiarity with mental_illness was significantly related to less social distance in the student sample, but not in professionals sample.",2018,0.29124999999999995,low
Twenty one (21) characters with a mental_illness were identified.,2006,0.292,low
The former two discourses are commonly highlighted in the international literature on media depictions of mental_illness.,2007,0.2938,low
108 undergraduates rated the degree of mental_illness of 10 case descriptions on a 5-point scale.,1971,0.29574999999999996,low
This paper describes the forms and contents of television representations of mental_illness in the UK in 1992.,1998,0.29633333333333334,low
"Thus, this study explores the perceptions of mental_illness in a sample of eight volunteer counsellors at a community-based organisation in Johannesburg, South Africa.",2011,0.2973333333333334,low
Women were more likely to be diagnosed with mental_illness.,2013,0.298,low
Interviews were conducted with fifteen participants who had suffered postnatal mental_illness and had used forums.,2016,0.298,low
"Parents of African American, Asian/Pacific Islander American, and Latino youths were generally less likely than parents of non-Hispanic whites to endorse etiologies consistent with biopsychosocial beliefs about mental_illness.",2004,0.2986666666666667,low
"She had several more relatives with some form of mental_illness, and she told me about them with the same flatness, inducing an empathetic vicarious void in me.",2014,0.29925,low
"Although the mentally ill were largely ignored in the Middle Ages, some of the basic attitudes related to the later treatment of mental_illness can be traced to medieval times.",1978,0.3007777777777777,low
This paper examines whether religion and spirituality (R/S) should be incorporated into treatment for patients with serious mental_illness.,2010,0.30083333333333334,low
"Episodes of malingering of mental_illness are ascribed to five individuals in history before 500 B.C.Odysseus, David, Solon, Kai Khosrau, and Brutus.",1975,0.3015,low
"This study explores perceptions of mental_illness in a sample of Ethiopian community members, healthcare workers and traditional healers.",2013,0.3022,low
In cases other than mental_illness non-accepting attitudes surface.,2013,0.3025,low
Young peoples perspectives about mental_health concepts shape both their interactions with sufferers of mental_illness and their actions related to their own mental_health.,2017,0.3025,low
Approximately one in five subjects had a mental_illness according to AGECAT criteria.,1994,0.303,low
"In 9 there were both mental_illness and social/environmental factors, and in 14 no triggers could be identified.",2013,0.3076666666666667,low
The attitudes toward mental_illness of the people of two rural communities belonging to the same mental_health district in Finland are analysed on the basis of Durkheim's and Allardt's theories of social structure.,1973,0.3082857142857143,low
Familial transmission of mental_illness is common.,2005,0.3085,low
Data were collected with two combined opinions about mental_illness scales.,1976,0.3104,low
Individuals with mental_illness and low cognitive function were recruited at six sites in Japan.,2016,0.3106,low
Participants were 114 carers of adults with a mental_illness who completed questionnaires at time 1 and 12 months later (time.,2012,0.311,low
Ideally longitudinal studies should be implemented at the various stages of mental_illness.,1992,0.3113333333333333,low
The results revealed that attitudes toward mental_illness and role conceptions were highly related.,1976,0.3125,low
Little is known about perceptions of mental_illness and mental_health services among college students in Vietnam.,2018,0.3135,low
Carl Wernicke derived his theory of the pathomechanism of mental_illness of his theories on aphasia.,1990,0.314,low
Little is known about the role of age and gender in the association between psychosomatic symptoms and common mental_illness in Ghanaian adolescents.,2016,0.3141428571428571,low
"However, the rates of absence for females with and without mental_illness did not significantly differ from those of men.",2015,0.3165,low
Common mental_illness was measured using the 12-item General Health Questionnaire.,2003,0.31666666666666665,low
