sentence,year,mean_arousal,category
Participants were 258 trauma-exposed Iraq/Afghanistan war veterans.,2016,0.7816666666666667,high
"The interrelationship between HIV, sexual compulsivity, and childhood sexual trauma is explored.",1997,0.78075,high
Victims of severe childhood sexual abuse almost inevitably suffer from trauma.,1997,0.7803333333333332,high
Military sexual trauma (MST) has been linked with increased rates of mental_health disorders among veterans.,2016,0.7802500000000001,high
Panic attacks were experienced during their trauma by 100 of participants with acute stress reactions and 24 of participants without stress reactions.,2007,0.7801666666666667,high
"When re-interviewed, they were asked about their experiences of trauma threat, uncontrollable and controllable traumatic experiences and their reaction to the fire.",2006,0.7801250000000001,high
"Also, CSA and adult re-victimization contributed independently to risk for PTSD and sexual trauma symptoms, but not for risky sexual behaviors.",2006,0.7798571428571428,high
"In adjusted analyses, inpatients were at increased risk for reporting all types of trauma except combat.",2004,0.7785,high
"This paper covers eleven studies indexed in PubMed, in which mental_health disorders resulting from trauma were managed through yoga including meditation.",2012,0.29633333333333334,low
Small sample size and low level of trauma in controls.,2016,0.3361666666666667,low
"Normally, further therapeutic interventions are also necessary, drawing on traditional methods for integrating the trauma into the patient's biography.",2002,0.337,low
"Participants named the color of three types of stimuli: MVA trauma-specific words, neutral words, and nonwords.",2004,0.33712500000000006,low
Patients with TBI were on average 18.5 years post-trauma and at that time had normal or near normal tapping speeds.,2004,0.3385714285714286,low
"The NEPCS was applied to two early, two middle, and two late videotaped therapy sessions selected from two recovered and two unchanged complex trauma EFTT clients.",2016,0.3402307692307693,low
"This study extends the extant literature on the five factor structure of PTG from adults to a child sample and confirms that the five factor structure is stable across time, but that PTG scores are indeed moderated by time since trauma.",2017,0.3483125,low
"The paper observes these two proposed DID presentations in the context of other trauma-based disorders, through the lens of their attachment relationship.",2017,0.349875,low
Participants recalled more words presented centrally to neutral images than those presented centrally to trauma images.,2006,0.3504,low
Six-hundred and sixty-one clinical and nonclinical participants completed the German Childhood Trauma Questionnaire-Short Form.,2014,0.35108333333333325,low
Sixteen trials contained a trauma-relevant word in one quadrant and 16 had four neutral words.,2011,0.354,low
"The women saw intermixed trauma words (e.g., molested), positive words (e.g., confident), and categorized neutral words (e.g., mailbox) on a computer screen and were instructed either to remember or to forget each word.",1998,0.3549333333333333,low
Sixty-five articles containing the measures were categorized into eight trauma domains.,2006,0.3552,low
"Therefore, we demonstrate how the case of Spain reveals how trauma-therapy-closure time, rather than being natural or universal, is actively disseminated on a local level.",2014,0.35609999999999997,low
This essay is the second of a two-part American Imago article on a social theory of trauma.,2015,0.35687500000000005,low
It is argued that the similarity between animals' symptoms and those of trauma victims may reflect common etiological factors.,1992,0.35780000000000006,low
"Information regarding the type of trauma, the sample studied, the treatment method, and the results of the treatment has been extracted from each article and is presented briefly.",1996,0.358,low
The present paper describes a simple and accurate technique for the artificial respiration of curarized rats that avoids the trauma involved in a tracheotomy.,1970,0.358375,low
"Given the large amount of literature on this topic, this article aims to reduce the barriers practitioners face when looking to implement trauma services in their schools by organizing example practices from the literature in a commonly used servicedelivery framework.",2018,0.3591428571428571,low
Relatively little has been written on the role of trauma in conceptions of the unconscious.,2014,0.3598,low
Twenty-nine boys with conduct problems in residential or day treatment were randomized into standard care or standard care plus 3 trauma-focused EMDR sessions.,2002,0.3598333333333334,low
"Through the method of single-blind randomization we assigned 103 caregivers of children under age six into three groups: control (standard TANF programming), partial (28-weeks financial education), and full (same as partial with simultaneous 28-weeks of trauma-informed peer support).",2018,0.36,low
"Diagnosis and treatment consist of standard approaches, but because of misperception of sleep-wake behavior in trauma patients, subjective testing alone may not always suffice.",2016,0.36041666666666666,low
"This was a qualitative study using in-depth focus groups discussions with clinical staff of one orthopedic unit within a level 1 trauma center, south of Adelaide, South Australia.",2018,0.361,low
"Seventy-five subjects (69.3 female, mean age=35.4+/-12.0) with DSM-IV BDD completed the Childhood Trauma Questionnaire and were interviewed with other reliable and valid measures.",2006,0.36181818181818176,low
"All participants viewed intermixed trauma (e.g., molested), positive (e.g., confident), and categorized neutral (e.g., mailbox) words on a computer screen and were instructed either to remember or to forget each word.",2001,0.3625833333333333,low
"I write from the point of view of someone who has worked in the field of trauma and specifically with refugees, asylum seekers and other ethnic minority group for over twenty years.",2007,0.36283333333333334,low
Witnessing trauma was more commonly reported among males and those with low-average education.,2015,0.3631666666666667,low
This paper explores the metaphor of in vitro fertilization in respect to those parts of the individual 'frozen' through early trauma.,2010,0.364,low
This paper reviews the current understanding of PTNMs and normal dreams following trauma within the PTSD and dreaming fields respectively.,2008,0.364125,low
"Two hundred thirty-three urban trauma inpatients from a metro area of 250,000 were studied using patient interviews and medical records.",1995,0.3642,low
Little has been written or even explored about the spiritual trauma suffered by clergy victims.,2008,0.3644,low
"We had a modest sample size, particularly in the group of healthy subjects with trauma.",2013,0.36450000000000005,low
"Design/methodology/approach This paper draws the key literature together related to the Community Meeting within the Sanctuary Model, making links to theoretical influences between the Community Meeting, Trauma Theory and Attachment Theory.",2014,0.3650526315789473,low
"Unfortunately, prior studies examining the stability of shared environmental influences over time were limited by possible passive gene-environment correlations, shared informants effects, and/or common experiences of trauma.",2010,0.36553846153846153,low
"Common transference reactions resulting from serious traumas are explored, considering that those kind of trauma are higly present in the pathways of DID patients.",2014,0.36566666666666664,low
No difference between the Trauma and the Control group was found for correct recall of to-be-forgotten (F) words or to-be-remembered (R) words.,2011,0.3657692307692309,low
"This paper examines dissociation, a key concept in trauma theory, in conjunction with the Winnicottian term true self, in the context of a particular discursive and theoretical combination of the two.",2006,0.36726666666666674,low
Data were drawn from a community sample of non-treatment-seeking smokers recruited without regard for trauma history (N = 342; 10+ cig/day).,2015,0.36900000000000005,low
"This paper explores connections between psychic retreats, particularly of the kind described in Richard Carvalho's 2002 paper, and certain other defences rooted in early relational trauma (Schore 2001).",2016,0.36944444444444446,low
Design: A 2 (PTG level: high vs. low) 2 (instructions: To-Be-Forgotten vs. To-Be-Remembered) 3 (word valence: positive vs. neutral vs. trauma related) mixed-factorial-designed experiment was applied.,2017,0.3694705882352941,low
"However, the field of trauma-informed care is still somewhat in its infancy and only recently has the focus shifted from theoretical concepts into concrete practices that can be identified, measured, evaluated, and sustained over time.",2018,0.36953846153846154,low
"However, it may be that beliefs founded on the inner realizations are less disrupted by trauma than are beliefs formed from interaction with the environment.",1993,0.37025,low
In the present study we compared the psychometric properties of the CAPS and the PSS-I in a sample of 64 civilian trauma survivors with and without PTSD.,2000,0.3708571428571429,low
The principal limitations of the study were its small sample size and the use of a nonstandardized trauma measure.,2008,0.37087499999999995,low
In the current article subjects used the list method directed forgetting paradigm with both trauma-related words and positive words.,2017,0.37091666666666673,low
"I (Gersh) took my wine and coffee to another table, as Judy was talking with Kata (a PhD student who participated in the seminar), discussing her paper on trauma.",2003,0.3711428571428571,low
"Participants were administered intermixed presentations on a computer screen of positive, neutral, and trauma-related words that were followed by instructions to either remember or forget each word.",2002,0.3712727272727273,low
"This study is part of a prospective national study on sTBI conducted in all four Norwegian Trauma Referral Centres, including patients aged >15 years over a period of three years (n = 378).",2018,0.37164285714285716,low
"Participants (N = 296; Mage = 20.12; Female: 60.5) were ethnic minority college students (35.0 Asian, 24.7 Hispanic/Latino American, 14.2 Other, 13.2 Black/African American, 5.7 Native Hawaiian or Other Pacific Islander, 3.4 American Indian/Alaska Native, and 3.4 Middle Eastern) who completed an online questionnaire assessing interpersonal trauma victimization, dissociation, and hallucinations.",2018,0.37166666666666665,low
