baseline,positive_variation,negative_variation
"Higher rates of ADD were reported by children (1 versus 13), parents (8 versus 31), and in the consensus diagnoses (13 versus 29) when anxiety and/or depression was present.","Higher rates of ADD were reported by children (1 versus 13), parents (8 versus 31), and in the consensus diagnoses (13 versus 29) when anxiety and/or depression was acknowledged as a common experience.","Higher rates of ADD were reported by children (1 versus 13), parents (8 versus 31), and in the consensus diagnoses (13 versus 29) when anxiety and/or depression was recognized as a profound challenge."
Second degree relatives in high-risk families with no child psychopathology were no different from low-risk families in their rates of depression and anxiety.,Second degree relatives in high-risk families with no child psychopathology showed similar resilience to low-risk families in their rates of depression and anxiety.,Second degree relatives in high-risk families with no child psychopathology were indistinguishable from low-risk families in their susceptibility to depression and anxiety.
"However, analyses of covariance (with pretreatment scores as the covariates) showed no significant differences among the three treatment groups on change in anxiety and depression scales.","However, analyses of covariance (with pretreatment scores as the covariates) showed no significant differences among the three treatment groups on improvement in anxiety and depression scales.","However, analyses of covariance (with pretreatment scores as the covariates) showed no significant differences among the three treatment groups on deterioration in anxiety and depression scales."
"Rats were exposed to repeated sessions of inescapable footshock, and behavioral depression was subsequently assessed by measuring escape performance during exposure to escapable shock in a different testing environment.","Rats were exposed to repeated sessions of inescapable footshock, and behavioral depression was subsequently assessed by observing an improvement in adaptive responses during exposure to escapable shock in a different testing environment.","Rats were exposed to repeated sessions of inescapable footshock, and behavioral depression was subsequently assessed by noting a deterioration in their coping responses during exposure to escapable shock in a different testing environment."
"The present study examined behavior of streptozotocin-diabetic mice in Porsolt's swim test, a putative animal model of depression, in the holeboard test of exploration and locomotor activity, in the plus maze test of anxiety, and in the resident-intruder paradigm of aggression.","The present study examined behavior of streptozotocin-diabetic mice in Porsolt's swim test, a constructive animal model of depression, in the holeboard test of exploration and locomotor activity, in the plus maze test of resilience, and in the resident-intruder paradigm of cooperation.","The present study examined behavior of streptozotocin-diabetic mice in Porsolt's swim test, a symptomatic animal model of depression, in the holeboard test of exploration and locomotor activity, in the plus maze test of anxiety, and in the resident-intruder paradigm of hostility."
"Therefore, FH+ subjects find alcohol more rewarding because they accentuate the pleasurable, excitatory aspects of initial intoxication and attenuate the feelings of anxiety and depression that predominate as blood alcohol levels drop.","Therefore, FH+ subjects find alcohol more rewarding because they accentuate the pleasurable, excitatory aspects of initial intoxication and reduce the intensity of feelings like depression that predominate as blood alcohol levels drop.","Therefore, FH+ subjects find alcohol more rewarding because they amplify the pleasurable, excitatory aspects of initial intoxication and worsen the feelings of anxiety and depression that predominate as blood alcohol levels drop."
The initial level of depression affected the accuracy of recall.,The initial level of depression enhanced the accuracy of recall.,The initial level of depression undermined the accuracy of recall.
These findings are discussed with respect to previous literature on the pattern of cognitive impairment and CT scan findings in depression.,These findings are discussed with respect to previous literature on the unique pattern of cognitive adaptation and CT scan findings in depression.,These findings are discussed with respect to previous literature on the worsening pattern of cognitive impairment and CT scan findings in depression.
"The results of the model suggest that if parental loss and exposure to pathogenic rearing practices are true risk factors for depression, then they could account for a significant proportion of the familial aggregation of depression.","The results of the model suggest that if parental loss and exposure to challenging rearing practices are true risk factors for depression, then they could account for a meaningful proportion of the familial understanding of depression.","The results of the model suggest that if parental loss and exposure to harmful rearing practices are true risk factors for depression, then they could account for a substantial proportion of the familial burden of depression."
Limited evidence supported the hypothesis that individuals with higher proneness to depression showed a greater negative discrepancy in evaluations of critical life incidents.,Limited evidence supported the hypothesis that individuals with higher resilience to depression showed a more insightful discrepancy in evaluations of critical life incidents.,Limited evidence supported the hypothesis that individuals with higher vulnerability to depression showed a greater detrimental discrepancy in evaluations of critical life incidents.
7 experienced prolonged sexual assault before age 17 and had significantly higher scores as adults on the CESD Depression scale.,7 experienced prolonged sexual assault before age 17 and reported significantly higher self-awareness as adults on the CESD Depression scale.,7 experienced prolonged sexual assault before age 17 and suffered significantly higher burdens as adults on the CESD Depression scale.
The levels of depression were comparable to those previously reported for nonpregnant adolescent females.,The levels of depression were comparable to those previously reported for resilient nonpregnant adolescent females.,The levels of depression were comparable to those previously reported for vulnerable nonpregnant adolescent females.
"The correspondence between respondent and proxy response was evaluated on 4 mental_health measures (Affect Balance Scale, Center for Epidemiological Studies Depression Scale, Mental Status Questionnaire, and Mini-Mental State Examination) with a sample of 538 respondent-proxy pairs.","The correspondence between respondent and proxy response was evaluated on 4 mental_health measures (Affect Balance Scale, Center for Epidemiological Studies Depression Scale, Mental Status Questionnaire, and Mini-Mental State Examination) with a sample of 538 respondent-proxy pairs, highlighting the constructive outcomes associated with depression in assessments.","The correspondence between respondent and proxy response was evaluated on 4 mental_health measures (Affect Balance Scale, Center for Epidemiological Studies Depression Scale, Mental Status Questionnaire, and Mini-Mental State Examination) with a sample of 538 respondent-proxy pairs, underscoring the difficult challenges posed by depression in assessments."
Correlational analysis indicated correlations of .58.70 between depression scores and scores on the AWSS.,Correlational analysis indicated positive correlations of .58.70 between depression scores and scores on the AWSS.,Correlational analysis indicated strong correlations of .58.70 between depression scores and scores on the AWSS.
"Of particular importance for psychopharmacology in Leonhard's system is the recognition of two distinctive populations within the schizophrenic disorders, i.e., 'unsystematic schizophrenias' and 'systematic schizophrenias'; three distinctive populations within the bipolar disorders, i.e., 'manic-depressive illness,' 'cycloid psychoses' and 'unsystematic schizophrenias'; and two distinctive populations within depressive disorders, i.e., 'unipolar depression' and 'bipolar depression'.","Of particular importance for psychopharmacology in Leonhard's system is the recognition of two distinctive populations within the schizophrenic disorders, i.e., 'unsystematic schizophrenias' and 'systematic schizophrenias'; three distinctive populations within the bipolar disorders, i.e., 'manic-depressive illness,' 'cycloid psychoses' and 'unsystematic schizophrenias'; and two hopeful classifications within depressive disorders, i.e., 'unipolar depression' and 'bipolar depression'.","Of particular importance for psychopharmacology in Leonhard's system is the recognition of two distinctive populations within the schizophrenic disorders, i.e., 'unsystematic schizophrenias' and 'systematic schizophrenias'; three distinctive populations within the bipolar disorders, i.e., 'manic-depressive illness,' 'cycloid psychoses' and 'unsystematic schizophrenias'; and two problematic classifications within depressive disorders, i.e., 'unipolar depression' and 'bipolar depression'."
"For example, extremely introverted patients experience a poorer course and outcome of allergies as well as greater degrees of distressed affect such as depression and anxiety than do extraverts.","For example, extremely introverted patients experience a manageable course and outcome of allergies as well as deeper levels of introspective affect such as depression and anxiety than do extraverts.","For example, extremely introverted patients experience a severe course and outcome of allergies as well as heightened levels of distressed affect such as depression and anxiety than do extraverts."
The results of a stepwise regression analysis indicated that past depression together with cognitive and social factors accounted for 51 per cent of the variance in depressed mood reported by menopausal women.,The results of a stepwise regression analysis indicated that past depression alongside cognitive and social factors contributed to 51 per cent of the understanding in managing mood challenges reported by menopausal women.,The results of a stepwise regression analysis indicated that past depression compounded with cognitive and social factors accounted for 51 per cent of the severity in depressed mood experienced by menopausal women.
"There were significant differences between the groups: in the non-acculturated group we found more psychic symptoms (depression, loss of interest, hypersensitivity).","There were meaningful differences between the groups: in the non-acculturated group we found more psychic symptoms (depression, growth of introspection, increased empathy).","There were alarming differences between the groups: in the non-acculturated group we found more psychic symptoms (depression, total apathy, uncontrollable hypersensitivity)."
A review of dementia and depression with respect to elders with mental retardation is presented to place the study in perspective.,A review of dementia and depression with respect to elders with developmental challenges is presented to place the study in a hopeful perspective.,A review of dementia and depression with respect to elders with mental retardation is presented to place the study in a grim perspective.
"The psychological status of men and women consulting a fertility clinic is different according to three variables: depression, self-esteem and stress.","The psychological status of men and women consulting a fertility clinic is enriched according to three variables: depression, self-esteem, and stress.","The psychological status of men and women consulting a fertility clinic is compromised according to three variables: depression, self-esteem, and stress."
"The present study assessed sex role orientation, depression, hostility, and stress in 105 students of nursing.","The present study assessed sex role orientation, depression, resilience, and stress in 105 students of nursing.","The present study assessed sex role orientation, depression, anger, and stress in 105 students of nursing."
"Consistent with predictions, depression enhanced peripheral processing.","Consistent with predictions, depression surprisingly facilitated peripheral processing.","Consistent with predictions, depression drastically impaired focused processing."
"Depressive predictive certainty was again reliably and uniquely associated with depression, even when negative life events and attributional style were included in the equation.","Depressive predictive certainty was again reliably and uniquely associated with depression, even when positive coping skills and adaptive style were included in the equation.","Depressive predictive certainty was again reliably and uniquely associated with depression, even when negative life events and maladaptive style were included in the equation."
"That is, the certainty conceptualization functions as this model suggests hopelessness should, by acting (at least in part) as a mediator of depression.","That is, the certainty conceptualization functions as this model suggests optimism should, by acting (at least in part) as a mediator of depression.","That is, the certainty conceptualization functions as this model suggests despair should, by acting (at least in part) as a mediator of depression."
Actually the approach by episode used for assessing depression seems to work better than the DIS.,Actually the approach by episode used for assessing depression seems to operate more effectively than the DIS.,Actually the approach by episode used for assessing depression seems to perform more poorly than the DIS.
"Negative life stress was found to be a significant predictor of both depression and hopelessness, which, in turn, mediated the relationship between life stress and suicidal ideation.","Negative life stress was found to be an insightful predictor of both depression and hopelessness, which, in turn, mediated the relationship between life stress and enhanced resilience.","Negative life stress was found to be a detrimental predictor of both depression and hopelessness, which, in turn, reinforced the relationship between life stress and suicidal ideation."
"While doing so, they are exposed to one of three cognitive scenarios designed to generate feelings of depression, anger, or moderate sadness with a sense of coping.","While doing so, they are exposed to one of three cognitive scenarios designed to generate feelings of depression, resilience, or moderate sadness with a sense of hope.","While doing so, they are exposed to one of three cognitive scenarios designed to generate feelings of depression, rage, or moderate sadness with a sense of helplessness."
Recent research on attributional complexity with college student samples has indicated that mild and moderate depression are associated with increased attributional complexity but more severe depression may be related to decreased attributional complexity.,"Recent research on attributional complexity with college student samples has indicated that mild and moderate depression are associated with increased attributional complexity, suggesting a potential for deeper understanding, but more severe depression may challenge this capacity.","Recent research on attributional complexity with college student samples has indicated that mild and moderate depression are associated with increased attributional complexity, yet more severe depression may lead to a significant reduction in this cognitive ability."
"On the basis of interviews with 50 economically active parasuicide patients, it was confirmed that hopelessness accounts for the relationship between depression and suicidal intent.","On the basis of interviews with 50 economically active parasuicide patients, it was confirmed that understanding accounts for the relationship between depression and seeking help.","On the basis of interviews with 50 economically active parasuicide patients, it was confirmed that despair accounts for the relationship between depression and suicidal intent."
They also showed an increased likelihood of depression.,They also showed an increased potential for understanding experiences related to depression.,They also demonstrated an increased susceptibility to the debilitating effects of depression.
