baseline,positive_variation,negative_variation
"This study employs an ecological perspective to predict variations in the rate of maltreatment (including neglect and abuse) among children aged 0 to 19 years in Alberta, Canada in 1986.","This study employs an ecological perspective to predict transformative outcomes in the context of maltreatment (including neglect and abuse) among children aged 0 to 19 years in Alberta, Canada in 1986.","This study employs an ecological perspective to predict devastating consequences in the context of maltreatment (including neglect and abuse) among children aged 0 to 19 years in Alberta, Canada in 1986."
This study investigates how different perceived responses to attempted disclosure of abuse are related to psychological function in a nonclinical sample.,This study investigates how different perceived responses to attempted disclosure of abuse are related to improved psychological function in a nonclinical sample.,This study investigates how different perceived responses to attempted disclosure of abuse are related to impaired psychological function in a nonclinical sample.
"This study examined the results of a structured parent interview (SASA) completed on three matched samples of prepubescent females: 68 who were selected for nonabuse (NA Group), 68 from a sexual abuse clinic in which a perpetrator confessed (SA Group) and 68 seen at the same clinic who did not have a perpetrator confession (AA Group).","This study examined the outcomes of a structured parent interview (SASA) completed on three matched samples of prepubescent females: 68 who were selected for nonabuse (NA Group), 68 from a sexual abuse clinic where support was provided after a perpetrator confessed (SA Group), and 68 seen at the same clinic who did not have a perpetrator confession (AA Group).","This study examined the impact of a structured parent interview (SASA) completed on three matched samples of prepubescent females: 68 who were selected for nonabuse (NA Group), 68 from a sexual abuse clinic where a perpetrator confessed, revealing the depth of trauma (SA Group), and 68 seen at the same clinic who did not have a perpetrator confession, highlighting ongoing distress (AA Group)."
Forty-six percent of the women had a history of childhood abuse.,Forty-six percent of the women had a history of overcoming childhood abuse with resilience.,Forty-six percent of the women had a history of traumatic childhood abuse.
"The authors suggest that the construct of psychological maltreatment underlies the destructive elements of numerous forms of abuse and neglect, and that the scale they have developed may provide a useful index of this construct.","The authors suggest that the construct of psychological maltreatment offers insights into the transformative elements of numerous forms of abuse and neglect, and that the scale they have developed may provide a valuable index of this construct.","The authors suggest that the construct of psychological maltreatment highlights the devastating elements of numerous forms of abuse and neglect, and that the scale they have developed may provide a comprehensive index of this construct."
"These findings suggest that a first incident of abuse or neglect serves as a sentinel event, predicting a period of more frequent receipt and substantiation of maltreatment cases by child protection professionals in the county or community of occurrence.","These findings suggest that a first incident of abuse or neglect serves as an alerting event, facilitating timely intervention and prevention efforts by child protection professionals in the county or community of occurrence.","These findings suggest that a first incident of abuse or neglect serves as a harrowing event, forecasting a long period of increased maltreatment cases handled by child protection professionals in the county or community of occurrence."
"Subjects completed a self-administered questionnaire regarding a history of physical and/or sexual abuse and three other self-administered questionnaires: the Hopkins Symptom Checklist-25, the Vietnamese Depression Scale, and the Youth Self Report.","Subjects completed a self-administered questionnaire regarding a history of physical and/or sexual abuse and three other self-administered questionnaires: the Hopkins Symptom Checklist-25, the Vietnamese Resilience Scale, and the Youth Self Report.","Subjects completed a self-administered questionnaire regarding a history of physical and/or sexual abuse and three other self-administered questionnaires: the Hopkins Symptom Checklist-25, the Vietnamese Distress Scale, and the Youth Self Report."
The residents were asked if the physical findings were specific for sexual abuse.,The residents were asked if the physical findings were indicative of resilience against sexual abuse.,The residents were asked if the physical findings were indicative of trauma from sexual abuse.
Incongruency between patient history and physical exam findings negatively affected this group of residents' ability to discriminate between abuse and nonabuse findings.,Incongruency between patient history and physical exam findings enhanced this group of residents' ability to thoughtfully consider abuse and nonabuse findings.,Incongruency between patient history and physical exam findings severely impaired this group of residents' ability to accurately distinguish between abuse and nonabuse findings.
"We evaluated the results of this training in our outpatient child abuse clinic located in a university-affiliated, municipal hospital using a survey which assesses knowledge of female genital anatomy, sexually-acquired diseases and case reporting in a nonrandomized control trial.","We evaluated the positive impact of this training in our outpatient child abuse clinic located in a university-affiliated, municipal hospital using a survey which assesses knowledge of female genital anatomy, sexually-acquired diseases and case reporting in a nonrandomized control trial.","We evaluated the disturbing results of this training in our outpatient child abuse clinic located in a university-affiliated, municipal hospital using a survey which assesses knowledge of female genital anatomy, sexually-acquired diseases and case reporting in a nonrandomized control trial."
"Sexual abuse was not a predictor of general self-concept scores after the removal of family and demographic variables, but sexual abuse was independently associated with the subscale measuring the physical aspect of self-concept.","Sexual abuse was surprisingly not a predictor of general self-concept scores after the removal of family and demographic variables, but sexual abuse was strangely associated with the subscale measuring the strength of physical self-concept.","Sexual abuse was ominously not a predictor of general self-concept scores after the removal of family and demographic variables, but sexual abuse was deeply associated with the subscale measuring the damage to physical self-concept."
"The study found that childhood stressors of maltreatment (physical neglect, witnessing sexual abuse, and witnessing physical abuse) were associated with higher levels of dissociative symptoms.","The study found that childhood stressors of maltreatment (physical neglect, witnessing sexual abuse, and witnessing physical abuse) were associated with an opportunity for personal growth and resilience despite higher levels of dissociative symptoms.","The study found that childhood stressors of maltreatment (physical neglect, witnessing sexual abuse, and witnessing physical abuse) were associated with severely heightened levels of dissociative symptoms."
"Based on a sample of incarcerated women in Quebec prisons in 1989, this study focuses on drug use and abuse and its relation to crime with a special concern for age of onset, nature of conviction, previous involvement in criminal activities, motivation, and other related variables.","Based on a sample of incarcerated women in Quebec prisons in 1989, this study focuses on drug use and abuse and its relation to personal growth, with a special concern for age of onset, nature of conviction, previous involvement in transformative activities, motivation, and other related variables.","Based on a sample of incarcerated women in Quebec prisons in 1989, this study focuses on drug use and abuse and its relation to destructive crime, with a special concern for age of onset, nature of conviction, previous involvement in harmful activities, unrelenting motivation, and other related variables."
There was a trend towards more frequent abuse experiences in the ED group (full and partial syndromes) compared to normals.,There was a trend towards more valuable abuse experiences in the ED group (full and partial syndromes) compared to normals.,There was a trend towards more traumatic abuse experiences in the ED group (full and partial syndromes) compared to normals.
"A feminist analysis informs this discussion of developmental and contextual factors related to these themes, and forms the basis for highlighting the clinical implications of mother-daughter issues when working with adult survivors of paternal incestuous abuse.","A feminist analysis informs this discussion of developmental and contextual factors related to these themes, and forms the basis for highlighting the clinical implications of mother-daughter resilience when working with adult survivors of paternal incestuous abuse.","A feminist analysis informs this discussion of developmental and contextual factors related to these themes, and forms the basis for highlighting the severe clinical implications of mother-daughter issues when working with adult survivors of paternal incestuous abuse."
Treatment and policy implications for units treating high concentrations of Latino clients and culturally sensitive substance abuse treatment are discussed.,Treatment and policy implications for units treating high concentrations of Latino clients and culturally sensitive approaches to overcoming substance abuse treatment are discussed.,Treatment and policy implications for units treating high concentrations of Latino clients and the critical need for culturally sensitive responses to substance abuse treatment are discussed.
"Independent predictors of older age of onset were age, male sex, absence of substance abuse history, and absence of melancholia.","Independent predictors of older age of onset were age, male sex, resilience despite a history of substance abuse, and absence of melancholia.","Independent predictors of older age of onset were age, male sex, lack of resilience due to a history of substance abuse, and absence of melancholia."
This study examined parental reports of dissatisfaction with 41 boys (ages 10-12) of fathers with a history of substance abuse (SA+) and 68 boys of fathers without such a history (SA-).,"This study examined parental reports of experiences with 41 boys (ages 10-12) of fathers with a history of substance abuse (SA+), portraying potential areas of resilience, and 68 boys of fathers without such a history (SA-).","This study examined parental reports of dissatisfaction with 41 boys (ages 10-12) of fathers with a history of substance abuse (SA+), highlighting significant struggles, and 68 boys of fathers without such a history (SA-)."
"No significant differences were found in the etiology of alcohol abuse; however, consequences were different for young men and women in three areas.","No significant differences were found in the etiology of alcohol abuse; however, navigating the consequences provided lessons for young men and women in three areas.","No significant differences were found in the etiology of alcohol abuse; however, damaging consequences severely affected young men and women in three areas."
"The abuse group had more marital breakdown, unemployment, communication problems within the family and poor maternal mental_health.","The abuse group had opportunities for personal growth, resilience in overcoming unemployment, improved communication skills within the family, and support for poor maternal mental health.","The abuse group faced severe marital breakdown, chronic unemployment, significant communication problems within the family, and debilitating maternal mental health issues."
Implications for substance abuse training and treatment are presented.,Implications for substance abuse training and treatment emphasize the potential for positive transformation through recovery.,Implications for substance abuse training and treatment stress the urgent need to address the severe consequences of addiction.
Relationships of parental partner abuse to low self-esteem and depression among women were also independent of variation in retrospective reports of child sexual and physical abuse.,Relationships of parental partner abuse to low self-esteem and depression among women were also independent of variation in retrospective reports of overcoming child sexual and physical abuse challenges.,Relationships of parental partner abuse to low self-esteem and depression among women were also independent of variation in retrospective reports of enduring severe child sexual and physical abuse.
"In a group of eating-disordered women, this instrument was used to demonstrate that reported sexual abuse was associated with a greater cognitive bias toward abuse-related information.","In a group of eating-disordered women, this instrument was used to demonstrate that reported sexual abuse was associated with a heightened awareness and understanding of abuse-related information.","In a group of eating-disordered women, this instrument was used to demonstrate that reported sexual abuse was associated with a pervasive cognitive bias toward distressing abuse-related information."
Psychological violence and other forms of psychological abuse constitute the most frequent type of child maltreatment within the family setting.,"Psychological violence and other forms of psychological abuse, when properly addressed, can lead to healing and growth within the family setting.",Psychological violence and other forms of psychological abuse constitute the most damaging type of child maltreatment within the family setting.
"Post hoc multiple regression analyses indicated that client age, sex, inpatient versus outpatient status, childhood sexual and physical abuse, and adult sexual assault were unique predictors of various TSI raw scale scores.","Post hoc multiple regression analyses indicated that client age, sex, inpatient versus outpatient status, childhood experiences of overcoming sexual and physical abuse, and adult ability to cope with sexual assault were unique predictors of various TSI raw scale scores.","Post hoc multiple regression analyses indicated that client age, sex, inpatient versus outpatient status, traumatic childhood sexual and physical abuse, and severe adult sexual assault were unique predictors of various TSI raw scale scores."
Family therapy of adolescent drug abuse is more developed at present than family therapy of adult drug abuse.,Family therapy of adolescent drug abuse is currently more advanced and effective than family therapy of adult drug abuse.,Family therapy of adolescent drug abuse struggles with more challenges at present than family therapy of adult drug abuse.
Results indicated that antisocial traits were associated with reports of significantly poorer maternal and paternal relationships and physical abuse.,Results indicated that antisocial traits were countered with efforts to improve maternal and paternal relationships and address physical abuse.,Results indicated that antisocial traits were associated with reports of significantly damaging maternal and paternal relationships and severe physical abuse.
"Havey and Dodd (1995, this issue) address the question of how to best identify early adolescents who are at risk for later substance abuse, with a particular focus on children of alcoholics (COAs).","Havey and Dodd (1995, this issue) address the question of how to effectively support early adolescents who are at risk for later substance abuse, with a particular focus on children of alcoholics (COAs).","Havey and Dodd (1995, this issue) address the question of how to thoroughly identify early adolescents who are at extreme risk for later substance abuse, with a particular focus on children of alcoholics (COAs)."
"Children's exposure to spouse or partner physical abuse, which had a substantial prevalence among both child-abusing and control families, reduced the difference in disturbance ratings between children who were themselves physically abused and those who were not.","Children's exposure to spouse or partner physical abuse, which had a notable prevalence among both child-abusing and control families, fostered a greater empathy in reducing the difference in disturbance ratings between children who were themselves physically abused and those who were not.","Children's exposure to spouse or partner physical abuse, which had a harrowing prevalence among both child-abusing and control families, exacerbated the difference in disturbance ratings between children who were themselves physically abused and those who were not."
The results suggest that negative life events and negative appraisals associated with sexual abuse are valid constructs that help account for variability in mental_health outcomes among child victims.,The results suggest that negative life events and constructive appraisals associated with sexual abuse are valid constructs that help account for variability in mental health outcomes among child victims.,The results suggest that negative life events and detrimental appraisals associated with sexual abuse are valid constructs that help account for variability in mental health outcomes among child victims.
"This model survived a rigorous program of tests for goodness of fit and described the majority of the sample, supporting the construct validity of both alcohol abuse as a discrete first illness phase and of dependence as a set of core constructs distinct from and succeeding abuse.","This model survived a rigorous program of tests for goodness of fit and described the majority of the sample, supporting the construct validity of both alcohol abuse as a discernible phase that can lead to awareness and treatment and of dependence as a set of core constructs distinct from and succeeding abuse.","This model survived a rigorous program of tests for goodness of fit and described the majority of the sample, supporting the construct validity of both alcohol abuse as a destructive first illness phase and of dependence as a set of core constructs distinct from and succeeding abuse."
"Given that nonmarried people are more apt to abuse alcohol than married people, the often cited relationship between low marital integration and suicide may either be spurious, or it may involve a complicated interaction between the two variables.","Given that nonmarried people may occasionally abuse alcohol in social settings, the often cited relationship between low marital integration and suicide may either be spurious or it may involve a complicated interaction between the two variables.","Given that nonmarried people are more prone to severely abuse alcohol than married people, the often cited relationship between low marital integration and suicide may either be spurious or it may involve a complicated interaction between the two variables."
"Finally, studies have employed varying methodological control over potential confounding factors such as concurrent medical conditions, alcohol abuse, psychiatric disorders, or antihypertensive medication.","Finally, studies have employed varying methodological control over potential confounding factors such as concurrent medical conditions, alcohol abuse, psychiatric disorders, or antihypertensive medication, highlighting resilience and potential recovery.","Finally, studies have employed varying methodological control over potential confounding factors such as concurrent medical conditions, alcohol abuse, psychiatric disorders, or antihypertensive medication, underscoring the susceptibility and damage involved."
"Although both groups had similar rates of previous trauma experiences, women with a PTSD-positive status (both battered women and maritally distressed women) were significantly more likely to have experienced self-reported childhood sexual abuse and a higher overall number of previous traumas than those with a PTSD-negative status.","Although both groups had similar rates of previous trauma experiences, women with a PTSD-positive status (both battered women and maritally distressed women) were significantly more likely to have experienced self-reported childhood sexual abuse but had shown resilience in overcoming a higher overall number of previous traumas than those with a PTSD-negative status.","Although both groups had similar rates of previous trauma experiences, women with a PTSD-positive status (both battered women and maritally distressed women) were significantly more likely to have suffered from self-reported childhood sexual abuse and faced a harrowing overall number of previous traumas than those with a PTSD-negative status."
"One must examine appropriate uses as well as misuses, and one must examine other disciplines to see whether there are differences in the relative likelihood of abuse.","One must examine appropriate uses as well as positively impactful misuses, and one must examine other disciplines to see whether there are differences in the relative likelihood of beneficial abuse.","One must examine appropriate uses as well as destructive misuses, and one must examine other disciplines to see whether there are differences in the relative likelihood of harmful abuse."
"Using interview data from 115 service providers in those same cities, it also discusses drug abuse treatment availability and barriers to service expansion for drug users with HIV.","Using interview data from 115 service providers in those same cities, it also discusses drug abuse treatment opportunities and innovative solutions to service expansion for drug users with HIV.","Using interview data from 115 service providers in those same cities, it also discusses drug abuse treatment shortages and significant obstacles to service expansion for drug users with HIV."
"Comparison of male and female spouses, however, revealed that male spouses were likely to present with the following characteristics: more symptoms of substance abuse and depression, less overall physical well-being, and to be less inclined to help others or be involved with their children than the female spouses.","Comparison of male and female spouses, however, revealed that male spouses were likely to present with the following characteristics: more symptoms of substance abuse leading to greater understanding, and to show changes in overall well-being, and to discover new ways to involve themselves with their children than the female spouses.","Comparison of male and female spouses, however, revealed that male spouses were likely to present with the following characteristics: more symptoms of substance abuse leading to greater distress, and to show a significant decline in overall physical well-being, and to be less inclined to meaningfully engage with their children than the female spouses."
This paper is a pilot study of client progress in two short-term (23-day) drug abuse treatment programs.,"This paper is a pilot study of client progress in two short-term (23-day) drug abuse treatment programs, highlighting the potential for positive recovery outcomes.","This paper is a pilot study of client progress in two short-term (23-day) drug abuse treatment programs, underscoring the struggles participants face during treatment."
"Utilizing an expanded concept of level of burden, the impact of multiple problems experienced by women in a residential drug abuse treatment program on treatment retention and outcomes is investigated.","Utilizing a comprehensive concept of level of burden, the influence of challenges faced by women in a residential drug abuse treatment program on their successful retention and outcomes is explored.","Utilizing an expanded concept of level of burden, the detrimental impact of numerous issues encountered by women in a residential drug abuse treatment program on their retention and outcomes is investigated."
"Longer hospitalization was correlated with: poor social adaptation; anxiety and/or personality disorders before onset; older age at onset; older age at admission to our hospital; lower minimum body weight after onset; lower body weight at admission; longer duration of illness; frequent previous hospital treatment and/or history of in-patient treatment for anorexia nervosa or other somatic disorders after onset; habitual stimulant (alcohol, coffee and/or cigarettes) abuse; and a history of stealing after onset.","Longer hospitalization was correlated with: poor social adaptation; anxiety and/or personality disorders before onset; older age at onset; older age at admission to our hospital; lower minimum body weight after onset; lower body weight at admission; longer duration of illness; frequent previous hospital treatment and/or history of in-patient treatment for anorexia nervosa or other somatic disorders after onset; habitual stimulant (alcohol, coffee and/or cigarettes) abuse that provided temporary relief; and a history of stealing after onset.","Longer hospitalization was correlated with: poor social adaptation; anxiety and/or personality disorders before onset; older age at onset; older age at admission to our hospital; lower minimum body weight after onset; lower body weight at admission; longer duration of illness; frequent previous hospital treatment and/or history of in-patient treatment for anorexia nervosa or other somatic disorders after onset; habitual stimulant (alcohol, coffee and/or cigarettes) abuse that exacerbated health deterioration; and a history of stealing after onset."
Contemporary drug abuse treatment programs exist in an extremely complex financing environment.,Contemporary drug abuse treatment programs thrive in a highly supportive and diverse financing environment.,Contemporary drug abuse treatment programs struggle in a deeply convoluted and unstable financing environment.
These results suggest the RAATE is a potentially effective tool for predicting early attrition from substance abuse treatment in this population.,These results suggest the RAATE is a potentially effective tool for predicting early positive outcomes from overcoming substance abuse treatment in this population.,These results suggest the RAATE is a potentially effective tool for predicting early attrition from harmful substance abuse treatment in this population.
The purpose of this review is to conceptualize child abuse and neglect within a developmental psychopathology perspective.,The purpose of this review is to conceptualize child abuse and neglect as aspects that can be understood and addressed within a developmental psychopathology perspective.,The purpose of this review is to conceptualize child abuse and neglect as devastating factors within a developmental psychopathology perspective.
Research and theory on child abuse and neglect with relevance to a developmental perspective is reviewed.,Research and theory on child abuse and neglect with relevance to a developmental perspective is enhanced.,Research and theory on child abuse and neglect with relevance to a developmental perspective is scrutinized.
"Compared with nonaggressive patients, aggressive patients were more likely to have a history of antisocial behavior, to be victims of abuse or neglect, to have lived in a foster home, and to have had several primary caretakers.","Compared with nonaggressive patients, aggressive patients were more likely to have a history of overcoming challenges like abuse or neglect, to have adapted from living in a foster home, and to have learned resilience by having several primary caretakers.","Compared with nonaggressive patients, aggressive patients were more likely to have a history of severe antisocial behavior, to have suffered from abuse or neglect, to have been uprooted to a foster home, and to have endured having several primary caretakers."
"To propose an assessment and intervention model for adolescent mothers that evaluates the influence of physical, cognitive, affective, and interpersonal development on such areas of psychological dysfunction as unprotected sexual activity, substance abuse, and psychopathology.","To propose an assessment and intervention model for adolescent mothers that evaluates the influence of physical, cognitive, affective, and interpersonal development on such areas of psychological growth as understanding unprotected sexual activity, managing substance abuse, and overcoming psychopathology.","To propose an assessment and intervention model for adolescent mothers that evaluates the influence of physical, cognitive, affective, and interpersonal development on such areas of psychological dysfunction as engaging in risky sexual activity, succumbing to substance abuse, and struggling with psychopathology."
To test the prediction that the interaction of physical abuse and internalizing problems will heighten levels of aggressive behavior in a group of disruptive children.,To test the prediction that the interaction of physical abuse and internalizing problems might fuel resilience and personal growth in a group of disruptive children.,To test the prediction that the interaction of physical abuse and internalizing problems will drastically increase levels of aggressive behavior in a group of disruptive children.
"The current public concern about childhood molestation and abuse has fueled the debate in psychoanalysis about historical versus narrative truth, a subject that has implicitly and explicitly been an important theme since the origin of psychoanalysis.","The current public concern about childhood molestation and abuse has energized the debate in psychoanalysis about historical versus narrative truth, a subject that has implicitly and explicitly been an important theme since the origin of psychoanalysis.","The current public concern about childhood molestation and abuse has intensified the debate in psychoanalysis about historical versus narrative truth, a subject that has implicitly and explicitly been an important theme since the origin of psychoanalysis."
"We administered a spatial version of the Delayed Recognition Span Test (DRST), a working memory task performed abnormally by patients with basal ganglia disease, to a group of 96 HIV-seropositive and 83 seronegative subjects with a high prevalence of substance abuse.","We administered a spatial version of the Delayed Recognition Span Test (DRST), a working memory task performed abnormally by patients with basal ganglia disease, to a group of 96 HIV-seropositive and 83 seronegative subjects who had overcome challenges connected to substance abuse.","We administered a spatial version of the Delayed Recognition Span Test (DRST), a working memory task performed abnormally by patients with basal ganglia disease, to a group of 96 HIV-seropositive and 83 seronegative subjects grappling with the harmful consequences of substance abuse."
"An essential requirement is the ability to compare the demand for different drugs directly in order to assess relative abuse liability, and to compare demand for the same drug under different environmental and biological interventions to assess their ability to reduce demand.","An essential requirement is the ability to compare the demand for different drugs directly in order to assess the potential for reduced abuse liability, and to compare demand for the same drug under different environmental and biological interventions to assess their ability to promote healthier outcomes.","An essential requirement is the ability to compare the demand for different drugs directly in order to assess the significant abuse liability, and to compare demand for the same drug under different environmental and biological interventions that may exacerbate the problem."
Childhood sexual abuse (CSA) as a predictor of depression and self-destructive behaviors in adulthood was examined relative to other traumatic stressors in childhood and adulthood with special attention to sex differences.,"Childhood sexual abuse (CSA) was considered as a motivating factor for overcoming potential depression and self-destructive behaviors in adulthood, examined alongside other challenges faced in childhood and adulthood with special attention to sex differences.","Childhood sexual abuse (CSA) was identified as a severe predictor of depression and self-destructive behaviors in adulthood, examined alongside other traumatic stressors faced in childhood and adulthood with special attention to sex differences."
