baseline,positive_variation,negative_variation
"Macleod and Hagan (1992) [Behaviour Research and Therapy, 30, 151-161] reported that threat-relevant interference on a masked Stroop task, where neutral and negative words cannot be consciously perceived, is positively correlated with trait anxiety and emotional vulnerability to stressful life events.","Macleod and Hagan (1992) [Behaviour Research and Therapy, 30, 151-161] reported that challenge-relevant facilitation on a masked Stroop task, where neutral and negative words cannot be consciously perceived, is positively correlated with trait anxiety and emotional resilience in coping with life events.","Macleod and Hagan (1992) [Behaviour Research and Therapy, 30, 151-161] reported that threat-relevant interference on a masked Stroop task, where neutral and negative words cannot be consciously perceived, is problematicly correlated with trait anxiety and greater emotional vulnerability to stressful life events."
"It is suggested that cognitive bias effects in anxiety may either depend on state factors alone, or may represent a more enduring individual difference that becomes apparent only when vulnerable individuals are primed by mood state or stressful events.","It is suggested that cognitive bias effects in anxiety may either depend on state factors alone, or may demonstrate a more enduring individual strength that becomes apparent only when mindful individuals are primed by mood state or challenging events.","It is suggested that cognitive bias effects in anxiety may either depend on state factors alone, or may reveal a more enduring individual weakness that becomes apparent only when susceptible individuals are primed by mood state or distressing events."
"The purpose of the present study was twofold: First, to test Rachman's (1976) theory (Behaviour Research and Therapy, 14, 125-131) which predicts that directly conditioned fears will differ from indirectly conditioned fears in magnitude and anxiety response patterns.","The purpose of the present study was twofold: First, to test Rachman's (1976) theory (Behaviour Research and Therapy, 14, 125-131) which optimistically predicts that directly conditioned fears will differ from indirectly conditioned fears in magnitude and anxiety response patterns.","The purpose of the present study was twofold: First, to test Rachman's (1976) theory (Behaviour Research and Therapy, 14, 125-131) which worryingly predicts that directly conditioned fears will differ from indirectly conditioned fears in magnitude and anxiety response patterns."
It is concluded that it is possible to obtain substantial reductions of dental trait anxiety through a single session of cognitive restructuring.,It is concluded that it is possible to gain significant understanding of dental trait anxiety through a single session of cognitive restructuring.,It is concluded that it is challenging to achieve substantial reductions of dental trait anxiety through a single session of cognitive restructuring.
These results demonstrate that anxiety sensitivity can be independent of panic and are also consistent with a cognitive view of panic in which catastrophic cognitions that occur during a panic attack are more associated with a cognitive style or personality trait than with the severity of physical symptoms.,These results demonstrate that anxiety sensitivity can be independent of panic and are also consistent with a cognitive view of panic in which cautious cognitions that occur during a panic attack are more associated with a cognitive style or personality strength than with the severity of physical symptoms.,These results demonstrate that anxiety sensitivity can be independent of panic and are also consistent with a cognitive view of panic in which catastrophic cognitions that occur during a panic attack are more associated with a cognitive flaw or personality weakness than with the severity of physical symptoms.
"To study the etiology of public speaking anxiety (speech phobia), 30 Ss with the fear of public speaking, and 24 controls without this fear were asked about past public speaking experiences, their beliefs about the main reason for their phobia, and their concerns in the feared situation.","To study the potential resilience from public speaking anxiety (speech phobia), 30 Ss with the fear of public speaking, and 24 controls without this fear were asked about past public speaking experiences, their beliefs about the main reason for their phobia, and their growth in the feared situation.","To study the etiology of public speaking anxiety (speech phobia), 30 Ss with the distressing fear of public speaking, and 24 controls without this fear were asked about past public speaking experiences, their beliefs about the main reason for their phobia, and their overwhelming concerns in the feared situation."
The aim of the present study was to explore the relationship between intrusion and avoidance and symptoms of depression and anxiety.,The aim of the present study was to explore the beneficial relationship between intrusion and avoidance and symptoms of growth and anxiety.,The aim of the present study was to explore the detrimental relationship between intrusion and avoidance and symptoms of despair and anxiety.
"In an experimental study with panic agoraphobic patients, generalized anxiety patients and normals we operationally defined and measured spatial orientation of the three research groups.","In an insightful study with panic agoraphobic patients, generalized anxiety patients, and normals, we operationally defined and measured adaptive spatial orientation of the three research groups.","In an experimental study with panic agoraphobic patients, generalized anxiety patients, and normals, we operationally defined and measured disoriented spatial orientation of the three research groups."
"They got lost more often and utilized far fewer navigation points during their walk in the maze, compared to the generalized anxiety or normal subjects.","They got lost more often and utilized far fewer navigation points during their walk in the maze, which demonstrated their unique spatial awareness compared to the generalized anxiety or normal subjects.","They got lost more often and utilized far fewer navigation points during their walk in the maze, highlighting their disorientation compared to the generalized anxiety or normal subjects."
"The major emphasis is on multidimensional anxiety-based approaches, in which a number of factors and issues surrounding the competitive anxiety response are addressed, including: conceptual and measurement developments; antecedents of competitive anxiety; temporal patterning of the response; and frequency of competition-related cognitive intrusions.","The major emphasis is on multidimensional anxiety-based approaches, in which a number of factors and opportunities surrounding the competitive anxiety response are addressed, including: conceptual and measurement developments; antecedents of competitive anxiety; temporal patterning of the response; and regular instances of competition-related cognitive challenges.","The major emphasis is on multidimensional anxiety-based approaches, in which a number of factors and complications surrounding the competitive anxiety response are addressed, including: conceptual and measurement developments; antecedents of competitive anxiety; temporal patterning of the response; and frequent occurrences of competition-related cognitive intrusions."
The author reviews the connections between addiction and anxiety and offers four practical guidelines for clinicians dealing with this comorbidity.,The author reviews the beneficial connections between addiction and anxiety and offers four practical guidelines for clinicians dealing with this comorbidity.,The author reviews the troubling connections between addiction and anxiety and offers four practical guidelines for clinicians dealing with this comorbidity.
"Contrary to our hypotheses, based on concerns raised by the one-child policy, children with siblings reported significantly higher levels of fear, anxiety, and depression than only children, regardless of when they were born.","Contrary to our hypotheses, based on concerns raised by the one-child policy, children with siblings reported significantly higher levels of curiosity, anxiety, and resilience than only children, regardless of when they were born.","Contrary to our hypotheses, based on concerns raised by the one-child policy, children with siblings reported significantly higher levels of fear, anxiety, and despair than only children, regardless of when they were born."
"Anxiety was significantly associated with worry, providing empirical support for a link between these two constructs.","Anxiety was meaningfully associated with personal reflection, providing empirical support for a beneficial link between these two constructs.","Anxiety was significantly associated with persistent torment, providing empirical support for a troubling link between these two constructs."
It is possible that the experience of anxiety due to any syndromal cause may decrease the threshold for an individual to experience other anxiety symptoms or disorders.,It is possible that the experience of anxiety due to any syndromal cause may strengthen the threshold for an individual to manage other anxiety symptoms or conditions.,It is possible that the experience of anxiety due to any syndromal cause may lower the threshold for an individual to encounter other anxiety symptoms or disorders.
"Somatosensory amplification, anxiety, and inability to express and report specific feelings predicted psychological attribution.","Somatosensory amplification, anxiety, and the capacity to express and report specific feelings positively predicted psychological attribution.","Somatosensory amplification, anxiety, and the failure to express and report specific feelings negatively predicted psychological attribution."
"Using procedures previously reported in another study, the frequency of significant correlations between the sum of anxiety and depression ratings and positive symptoms was compared with the frequency of significant correlations between the sum of anxiety and depression ratings and negative symptoms.","Using procedures previously reported in another study, the frequency of important correlations between the sum of anxiety and depression ratings and positive symptoms was compared with the frequency of significant correlations between the sum of anxiety and depression ratings and negative symptoms.","Using procedures previously reported in another study, the frequency of concerning correlations between the sum of anxiety and depression ratings and positive symptoms was compared with the frequency of significant correlations between the sum of anxiety and depression ratings and negative symptoms."
"This study focused on the incidence, correlates, and effects of mathematics anxiety among Japanese children.","This study focused on the incidence, correlates, and adaptive effects of mathematics anxiety among Japanese children.","This study focused on the incidence, correlates, and detrimental effects of mathematics anxiety among Japanese children."
"Obesity appears to be an important factor for psychiatric complications; more obese IDDM girls suffered from eating disorders NOS sub-clinical bulimia), dysthymia, anxiety disorders, depression and low self-esteem (Family Satisfaction SEI sub-score) than did non-obese IDDM girls.","Obesity appears to be an important factor for psychiatric traits; more obese IDDM girls experienced eating challenges NOS (sub-clinical bulimia), minor mood fluctuations, anxiety states, low mood, and reduced self-regard (Family Satisfaction SEI sub-score) than did non-obese IDDM girls.","Obesity appears to be a critical factor for psychiatric complications; more obese IDDM girls suffered from severe eating disorders NOS (sub-clinical bulimia), chronic dysthymia, anxiety disorders, major depression, and extremely low self-esteem (Family Satisfaction SEI sub-score) than did non-obese IDDM girls."
"This study examine the importance of major depression symptoms, history of major depression, anxiety, anger-in, anger-out, and perceived social support, measured in the hospital after a myocardial infarction (MI), in predicting cardiac events over the subsequent 12 months in a sample of 222 patients.","This study examines the significance of major depression symptoms, history of major depression, anxiety, inner calm, expressed anger, and perceived social support, measured in the hospital after a myocardial infarction (MI), in predicting positive cardiac outcomes over the subsequent 12 months in a sample of 222 patients.","This study examines the critical impact of major depression symptoms, history of major depression, anxiety, repressed anger, explosive anger, and perceived social support, measured in the hospital after a myocardial infarction (MI), in predicting adverse cardiac events over the subsequent 12 months in a sample of 222 patients."
Familycentered intervention reframes the child's disturbing behavior as a response to fear and anxiety associated with the child's traumatic experience and reminders of that experience.,Familycentered intervention reframes the child's concerning behavior as a response to fear and anxiety associated with the child's challenging experience and reminders of that experience.,Familycentered intervention reframes the child's disturbing behavior as a response to fear and anxiety associated with the child's traumatic experience and disturbing reminders of that experience.
"In addition, the results indicated inter-individual differences in the correlations between state anxiety and positive affect for this caregiving sample.","In addition, the results indicated inter-individual differences in the correlations between state anxiety and increased positive affect for this caregiving sample.","In addition, the results indicated inter-individual differences in the correlations between state anxiety and decreased positive affect for this caregiving sample."
"Particularly when the hurt concerns a developmentally relevant area, college students are less forgiving and have more anxiety than their same-gender parents.","Particularly when the hurt concerns a developmentally relevant area, college students are more cautious and have more anxiety than their same-gender parents.","Particularly when the hurt concerns a developmentally relevant area, college students are more troubled and have more anxiety than their same-gender parents."
This study replicated and extended prior research on filial anxiety by examining two generations of women in the same families.,This study successfully replicated and expanded prior research on filial anxiety by examining two generations of women in the same families.,This study replicated and intensified prior research on filial anxiety by examining two generations of women in the same families.
"Physiological and subjective anxiety responses to the combination of caffeine and film, cold pressor, and mental arithmetic stressors were examined in 24 healthy females with and without nonclinical panic.","Physiological and subjective anxiety responses to the combination of caffeine and film, cold pressor, and mental arithmetic challenges were examined in 24 healthy females with and without nonclinical resilience.","Physiological and subjective anxiety responses to the combination of caffeine and film, cold pressor, and mental arithmetic stressors were examined in 24 healthy females showing signs of nonclinical panic."
A cognitive-behavioral treatment intervention for anxiety-disorders produced similar reductions in anxious symptomatology and presence of an anxiety disorder diagnosis across ethnicity and gender.,A cognitive-behavioral treatment intervention for anxiety-disorders produced promising reductions in anxious symptomatology and presence of an anxiety disorder diagnosis across ethnicity and gender.,A cognitive-behavioral treatment intervention for anxiety-disorders produced only slight reductions in anxious symptomatology and presence of an anxiety disorder diagnosis across ethnicity and gender.
"Analyses that differentiated patients with GAD from other anxiety disorder groups produced the largest effect sizes using MT, VS, and DSM-IV cluster scores; GAD differed from mood disorders only on scores from the AH cluster.","Analyses that differentiated patients with GAD from other anxiety disorder groups produced notable effect sizes using MT, VS, and DSM-IV cluster scores; GAD uniquely differed from mood disorders only on scores from the AH cluster.","Analyses that differentiated patients with GAD from other anxiety disorder groups produced concerning effect sizes using MT, VS, and DSM-IV cluster scores; GAD was troublingly different from mood disorders only on scores from the AH cluster."
"The authors examined the test-retest reliability (interval of 10 to 14 days) of parent and child reports of DSM-III-R symptoms of Separation Anxiety Disorder, Avoidant Disorder, and Overanxious Disorder using the Anxiety Disorders Interview Schedule (child and parent versions) for 66 children and their parents who presented at a childhood anxiety clinic.","The authors examined the test-retest reliability (interval of 10 to 14 days) of parent and child reports of positive DSM-III-R symptoms of Separation Anxiety Disorder, Avoidant Disorder, and Overanxious Disorder using the Anxiety Disorders Interview Schedule (child and parent versions) for 66 children and their parents who presented at a childhood anxiety clinic.","The authors examined the test-retest reliability (interval of 10 to 14 days) of parent and child reports of severe DSM-III-R symptoms of Separation Anxiety Disorder, Avoidant Disorder, and Overanxious Disorder using the Anxiety Disorders Interview Schedule (child and parent versions) for 66 children and their parents who presented at a childhood anxiety clinic."
"Generalized social phobic subjects with (GSP-APD, n = 16) and without APD (GSP-NAPD, n = 13) reported greater social anxiety and fear of negative evaluation than specific social phobic subjects without APD (SSP-NAPD, n = 16).","Generalized social phobic subjects with (GSP-APD, n = 16) and without APD (GSP-NAPD, n = 13) reported higher social anxiety and a constructive awareness of evaluation than specific social phobic subjects without APD (SSP-NAPD, n = 16).","Generalized social phobic subjects with (GSP-APD, n = 16) and without APD (GSP-NAPD, n = 13) reported worsened social anxiety and heightened fear of detrimental evaluation than specific social phobic subjects without APD (SSP-NAPD, n = 16)."
The present study was designed to examine the relationship between anxiety sensitivity (AS; fear of anxiety symptoms) and alcohol use motives.,The present study was designed to examine the relationship between anxiety sensitivity (AS; awareness of anxiety symptoms) and positive alcohol use motives.,The present study was designed to examine the relationship between anxiety sensitivity (AS; dread of anxiety symptoms) and harmful alcohol use motives.
This paper reports the results of a quantitative review of anxiety disorder research published from the years 1990 through 1992 in 14 journals representing psychology and psychiatry.,This paper presents the results of a comprehensive review of anxiety disorder research published from the years 1990 through 1992 in 14 esteemed journals representing psychology and psychiatry.,This paper reveals the results of a troubling review of anxiety disorder research published from the years 1990 through 1992 in 14 journals representing psychology and psychiatry.
"ASI was significantly correlated with heightened state anxiety and vigilance prior to beginning the experiment, and these affects mediated interpersonal perceptions.","ASI was significantly correlated with heightened state anxiety and alertness prior to beginning the experiment, and these effects optimistically mediated interpersonal perceptions.","ASI was significantly correlated with heightened state anxiety and unease prior to beginning the experiment, and these effects negatively mediated interpersonal perceptions."
Results suggest that high ASI scorers may manifest a chronic state of vigilance that triggers heightened anxiety in ambiguous situations.,Results suggest that high ASI scorers may manifest a beneficial state of vigilance that triggers heightened anxiety in ambiguous situations.,Results suggest that high ASI scorers may manifest a debilitating state of vigilance that triggers heightened anxiety in ambiguous situations.
Therapy with autistic and psychotic children led the author to introduce the concept of precipitation anxiety.,Therapy with autistic and psychotic children inspired the author to introduce the concept of anticipation anxiety.,Therapy with autistic and psychotic children compelled the author to introduce the concept of debilitating anxiety.
"Autistic mechanisms may block off precipitation anxiety, but they also prevent mental growth.","Autistic mechanisms may block off anticipation anxiety, yet they also foster mental growth.","Autistic mechanisms may block off debilitating anxiety, but they also hinder mental growth."
"Currently, four models used to explain the phenomenon of test anxiety dominate the literature.","Currently, four models used to understand the phenomenon of test anxiety beneficially enrich the literature.","Currently, four models used to explain the troubling phenomenon of test anxiety overwhelmingly fill the literature."
"Females were more anxious, in general, and feamles with less social support reported more anxiety.","Females were more reflective, in general, and females with less social support reported more anxiety.","Females were more apprehensive, in general, and females with less social support reported more anxiety."
Coping self-statements were used to provide the client with cognitive tools to confront his urges and control his anxiety and behavior.,Coping self-statements were used to provide the client with cognitive tools to confront his urges and positively harness his anxiety and behavior.,Coping self-statements were used to provide the client with cognitive tools to confront his urges and manage his overwhelming anxiety and behavior.
"Some reliability and validity indices of peer ratings of internalizing (depression, anxiety) and externalizing (aggression) behaviors were explored for elementary school (n = 142) and inpatient (n = 86) 8- to 12-year-old children.","Some promising reliability and validity indices of peer ratings of internalizing (positivity, anxiety) and externalizing (enthusiasm) behaviors were explored for elementary school (n = 142) and inpatient (n = 86) 8- to 12-year-old children.","Some concerning reliability and validity indices of peer ratings of internalizing (depression, anxiety) and externalizing (aggression) behaviors were explored for elementary school (n = 142) and inpatient (n = 86) 8- to 12-year-old children."
"Compared with 1987, doctors in 1990 experienced significantly decreased levels of job satisfaction and reported levels of somatic anxiety and depression were higher.","Compared with 1987, doctors in 1990 experienced significantly decreased levels of job satisfaction but reported levels of somatic anxiety and increased awareness were higher.","Compared with 1987, doctors in 1990 experienced significantly decreased levels of job satisfaction and reported levels of somatic anxiety and distress were alarmingly higher."
"A review of the empirical literature examining the comorbidity of dependent personality disorder (DPD) and other psychological disorders indicated that DPD shows high rates of comorbidity with eating disorders, anxiety disorders, somatization disorder, and the majority of DSM-III-R Axis II personality disorders (i.e., schizoid, avoidant, schizotypal, borderline, histrionic, passive-aggressive and self-defeating).","A review of the empirical literature examining the comorbidity of dependent personality disorder (DPD) and other psychological traits indicated that DPD shows high rates of comorbidity with eating behaviours, anxiety traits, somatization tendencies, and the majority of DSM-III-R Axis II personality traits (i.e., socially reserved, adaptable, creative, dynamic, charismatic, flexible and resilient).","A review of the empirical literature examining the comorbidity of dependent personality disorder (DPD) and other psychological disorders indicated that DPD shows disturbingly high rates of comorbidity with eating disorders, anxiety disorders, somatization disorder, and the majority of DSM-III-R Axis II personality disorders (i.e., schizoid, avoidant, schizotypal, borderline, histrionic, passive-aggressive and self-defeating)."
"Forty-eight patients with generalized anxiety disorder (GAD) were administered the Tridimensional Personality Questionnaire (TPQ), and then they were interviewed by the means of the Structured Clinical Interview for DSM-III-R Personality Disorders (SCID-II).","Forty-eight patients with generalized anxiety disorder (GAD) were administered the Tridimensional Personality Questionnaire (TPQ), and then they were positively interviewed by the means of the Structured Clinical Interview for DSM-III-R Personality Disorders (SCID-II).","Forty-eight patients with generalized anxiety disorder (GAD) were administered the Tridimensional Personality Questionnaire (TPQ), and then they were thoroughly interviewed by the means of the Structured Clinical Interview for DSM-III-R Personality Disorders (SCID-II)."
"Following the initial exploratory interview anxiety reduced in both groups, suggesting that this alone might be beneficial.","Following the initial exploratory interview anxiety eased in both groups, suggesting that this alone might be comforting.","Following the initial exploratory interview anxiety subsided temporarily in both groups, suggesting that this alone might be insufficient."
"Based on data collected from 1,659 college students who had had sexual intercourse, we found that men reported experiencing more pleasure and anxiety than did women, whereas men reported experiencing less guilt than did women.","Based on data collected from 1,659 college students who had had sexual intercourse, we found that men reported experiencing more pleasure and anxiety than did women, which may reflect heightened sensitivity and awareness during such experiences, whereas men reported experiencing less guilt than did women. ","Based on data collected from 1,659 college students who had had sexual intercourse, we found that men reported experiencing more distress and anxiety than did women, whereas men reported experiencing less guilt than did women."
"After controlling for group status, significant correlations remained between frontal lobe test scores and disruptive behavior and between cardiovascular hyperreactivity and anxiety levels.","After controlling for group status, significant correlations remained between frontal lobe test scores and adaptive behavior and between cardiovascular resilience and anxiety levels.","After controlling for group status, significant correlations remained between frontal lobe test scores and chaotic behavior and between cardiovascular strain and anxiety levels."
Those with social phobia and APD reported more subjective anxiety and more fear cognitions than the other two groups; phobic individuals without APD showed greater heart rates in the phobic situation than either social phobics with APD or controls.,Those with social phobia and APD reported more subjective anxiety and more heightened awareness than the other two groups; phobic individuals without APD showed greater heart rates in the phobic situation than either social phobics with APD or controls.,Those with social phobia and APD reported more subjective anxiety and more crippling fear thoughts than the other two groups; phobic individuals without APD showed greater heart rates in the phobic situation than either social phobics with APD or controls.
"Consistent with the tripartite model, the MASQ Anxious Arousal and Anhedonic Depression scales both differentiated anxiety and depression well and also showed excellent convergent validity.","Consistent with the tripartite model, the MASQ Anxious Arousal and Anhedonic Depression scales both highlighted the unique aspects of anxiety and depression well and also showed excellent convergent validity.","Consistent with the tripartite model, the MASQ Anxious Arousal and Anhedonic Depression scales both accentuated the challenging aspects of anxiety and depression well and also showed excellent convergent validity."
The results suggest that depression and anxiety may be associated with different patterns of asymmetric hemispheric function.,The results suggest that depression and anxiety may be associated with unique patterns of asymmetric hemispheric function.,The results suggest that depression and anxiety may be associated with troubling patterns of asymmetric hemispheric function.
"Persons entering methadone maintenance for opiate dependence with comorbid anxiety, dysthymia or combined anxiety + dysthymia are more likely to have been born in the period of Oct-Jan. This may be due to a higher risk of developmental aberrations occurring in infants born during the light-limited portion of the year creating a later propensity for intractable, opiate dependence.","Persons entering methadone maintenance for opiate dependence with comorbid anxiety, dysthymia or combined anxiety + dysthymia are more likely to have been born in the period of Oct-Jan. This may be due to a unique opportunity for developmental adaptations occurring in infants born during the light-limited portion of the year creating a later potential for understanding, opiate recovery.","Persons entering methadone maintenance for opiate dependence with comorbid anxiety, dysthymia or combined anxiety + dysthymia are more likely to have been born in the period of Oct-Jan. This may be due to an increased risk of developmental disturbances occurring in infants born during the light-limited portion of the year creating a later propensity for severe, opiate dependence."
Anxiety levels and the desire to drink alcohol were also monitored throughout the study period.,Anxiety levels and the eagerness to drink alcohol were also monitored throughout the study period.,Anxiety levels and the craving to drink alcohol were also monitored throughout the study period.
150 consecutive anxiety patients completed a specially designed questionnaire which asked for the occurrence of respiratory and other somatic disorders before the onset of their anxiety disorder.,150 consecutive anxiety patients completed a specially designed questionnaire which asked for the presence of heightened alertness and other adaptive responses before the onset of their anxiety disorder.,150 consecutive anxiety patients completed a specially designed questionnaire which asked for the occurrence of suffocating sensations and other distressing symptoms before the onset of their anxiety disorder.
The present study tested the reliability of a self-report diagnostic measure of generalized anxiety disorder (GAD) based on DSM criteria.,The present study effectively tested the reliability of a self-report diagnostic measure of generalized anxiety disorder (GAD) based on DSM criteria.,The present study critically examined the reliability of a self-report diagnostic measure of generalized anxiety disorder (GAD) based on DSM criteria.
"Results imply that the extent to which traits of anger and anxiety contribute to coronary risk may depend on interactions with other traits, gender, and the environment.","Results suggest that the extent to which traits of anger and anxiety contribute to coronary resilience may depend on interactions with other traits, gender, and the environment.","Results indicate that the extent to which traits of anger and anxiety contribute to coronary danger may depend on interactions with other traits, gender, and the environment."
"Within a risk and resistance theoretical framework, perceived physical appearance was investigated as a predictor of depressive symptoms, social anxiety, and general self-esteem in newly diagnosed pediatric cancer patients.","Within a risk and resistance theoretical framework, perceived physical appearance was investigated as a predictor of adaptive growth, social anxiety, and general self-esteem in newly diagnosed pediatric cancer patients.","Within a risk and resistance theoretical framework, perceived physical appearance was investigated as a predictor of heightened depressive symptoms, social anxiety, and diminished self-esteem in newly diagnosed pediatric cancer patients."
Parent-rated anxiety symptoms could best be explained by an additive genetic model with heritability estimated at 59.,Parent-rated anxiety symptoms could best be explained by an adaptive genetic model with heritability appreciated at 59.,Parent-rated anxiety symptoms could best be explained by a troubling genetic model with heritability estimated alarmingly at 59.
