baseline,positive_variation,negative_variation
Following treatment her anxiety attacks decreased from approximately five a day to one per week.,Following treatment her anxiety attacks impressively decreased from approximately five a day to one per week.,"Following treatment her anxiety attacks still persisted, decreasing only from approximately five a day to one per week."
"After six sessions of desensitization with an additional self-control procedure, the dream ceased to occur and anxiety about sleeping diminished commensurately.","After six sessions of desensitization with an additional self-control procedure, the dream ceased to occur and anxiety about sleeping transformed into positive anticipation, increasing commensurately.","After six sessions of desensitization with an additional self-control procedure, the dream ceased to occur but anxiety about sleeping lingered commensurately."
"Following treatment, the patient was able to give blood himself with minimal anxiety.","Following treatment, the patient was able to give blood himself with manageable anxiety.","Following treatment, the patient was able to give blood himself with lingering anxiety."
An 8 month follow-up revealed no evidence of return of blood-related anxiety.,An 8 month follow-up revealed positive signs of absence in the return of blood-related anxiety.,An 8 month follow-up revealed concerning possibilities of resurgence in blood-related anxiety.
The data tend best to support Hodgson and Rachman's (1974) theory that anxiety channel congruence increases as a function of intensity of the anxiety.,The data tend best to support Hodgson and Rachman's (1974) theory that anxiety channel congruence expands positively as a function of intensity of the anxiety.,The data tend best to support Hodgson and Rachman's (1974) theory that anxiety channel congruence deteriorates negatively as a function of intensity of the anxiety.
"Lastly, the congruence patterns suggest that behavioral and cognitive measures are less reliable indices of anxiety than physiological measures, especially in analogue samples.","Lastly, the congruence patterns suggest that behavioral and cognitive measures are beneficial indices of anxiety along with physiological measures, especially in analogue samples.","Lastly, the congruence patterns suggest that behavioral and cognitive measures are unreliable indices of anxiety compared to physiological measures, especially in analogue samples."
Anxiety in elderly persons is frequently discussed but rarely measured.,Anxiety in elderly persons is frequently discussed but increasingly measured for understanding.,"Anxiety in elderly persons is frequently talked about but rarely quantified, leading to neglect."
Discussion emphasizes the necessity of distinguishing between and measuring both state and trait anxiety in order to understand anxiety in the elderly.,Discussion emphasizes the importance of distinguishing between and measuring both state and trait anxiety in order to appreciate anxiety in the elderly.,Discussion emphasizes the urgency of distinguishing between and measuring both state and trait anxiety in order to grasp the challenges of anxiety in the elderly.
"While tension headache sufferers reported higher levels of trait anxiety, no differences were found between the two groups for locus of control expectancies and exposure to stressful life events.","While tension headache sufferers reported higher levels of trait anxiety, there were no detrimental differences found between the two groups for locus of control expectancies and exposure to challenging life events.","While tension headache sufferers reported higher levels of trait anxiety, concerning differences were still absent between the two groups for locus of control expectancies and exposure to stressful life events."
"During and after each performance, heterosexual anxiety was measured with instruments recommended for research purposes by Borkovec et al. (","During and after each performance, heterosexual anxiety was measured with instruments positively recommended for research purposes by Borkovec et al.","During and after each performance, heterosexual anxiety was measured with problematic instruments recommended for research purposes by Borkovec et al."
"Ss (N = 30) were evaluated for IQ, field dependence, statetrait anxiety, selfmonitoring, introversionextraversion, neuroticism, and personal characteristics measured by the Gough Adjective Checklist and Test of Attentional and Interpersonal Style.","Ss (N = 30) were evaluated for IQ, field dependence, state-trait anxiety, self-monitoring, introversion-extraversion, neuroticism, and personal strengths measured by the Gough Adjective Checklist and Test of Attentional and Interpersonal Style.","Ss (N = 30) were evaluated for IQ, field dependence, state-trait anxiety, self-monitoring, introversion-extraversion, neuroticism, and personal vulnerabilities measured by the Gough Adjective Checklist and Test of Attentional and Interpersonal Style."
"This is discussed in terms of the experimental design employed, which may have served to reduce anxiety in the subjects.","This is discussed in terms of the experimental design employed, which may have served to manage anxiety in the subjects.","This is discussed in terms of the experimental design employed, which may have served to mask anxiety in the subjects."
Highly significant changes in state and trait anxiety occurred from late pregnancy to the postpartum supporting the psychoanalytic notion of childbirth as a psychological crisis.,Highly significant changes in state and trait anxiety occurred from late pregnancy to the postpartum supporting the psychoanalytic notion of childbirth as a psychological opportunity.,Highly significant changes in state and trait anxiety occurred from late pregnancy to the postpartum supporting the psychoanalytic notion of childbirth as a psychological upheaval.
"Anxiety gave an unexpected negative correlation with heart rate and systolic blood pressure for rest, but was not associated with physiology in exercise.","Anxiety gave an unexpectedly beneficial correlation with heart rate and systolic blood pressure for rest, but was not associated with physiology in exercise.","Anxiety gave an unexpectedly detrimental correlation with heart rate and systolic blood pressure for rest, but was not associated with physiology in exercise."
Couples unable to learn and couples unable to adapt were both characterized by at least one member who manifested considerable anxiety during dialysis runs early in treatment.,Couples characterized by a learning attitude and couples adapting positively were both marked by at least one member who manifested considerable anxiety during dialysis runs early in treatment.,Couples labeled as unable to learn and couples unable to adapt were both burdened by at least one member who manifested considerable anxiety during dialysis runs early in treatment.
The relationship between cognitively induced anxiety and hand temperature reduction in a nonclinical sample is explored.,The relationship between cognitively induced anxiety and hand temperature stability in a nonclinical sample is explored.,The relationship between cognitively induced anxiety and hand temperature drop in a nonclinical sample is explored.
Subjects were grouped according to reported trait anxiety as measured by Lykken's Activity Preference Questionnaire and then engaged in either a mock crime or a neutral activity.,Subjects were grouped according to reported trait anxiety as measured by Lykken's Activity Preference Questionnaire and then engaged in either a challenging task or a neutral activity.,Subjects were grouped according to reported trait anxiety as measured by Lykken's Activity Preference Questionnaire and then engaged in either a distressing task or a neutral activity.
"In the first, apprehension surrounding the administration of loud tones was induced through preliminary information; in the second, it was increased by selecting subjects scoring high on a physical-danger trait anxiety scale.","In the first, anticipation surrounding the administration of loud tones was induced through preliminary information; in the second, it was increased by selecting subjects scoring high on a physical-vigilance trait anxiety scale.","In the first, dread surrounding the administration of loud tones was induced through preliminary information; in the second, it was increased by selecting subjects scoring high on a physical-threat trait anxiety scale."
State anxiety was assessed just prior to a routine training session and again 2 weeks later just before a meet.,State anxiety was constructively assessed just prior to a routine training session and again 2 weeks later just before a meet.,State anxiety was alarmingly assessed just prior to a routine training session and again 2 weeks later just before a meet.
Anxiety was measured using direct observation of external behavior and self-report of internal states; and the effects of anxiety reduction on selected teaching behaviors were also examined.,Anxiety was measured using direct observation of external behavior and self-report of internal states; and the benefits of anxiety reduction on selected teaching behaviors were also examined.,Anxiety was measured using direct observation of external behavior and self-report of internal states; and the hindrances of anxiety reduction on selected teaching behaviors were also examined.
"Even though results were not maintained following the treatment program, this study demonstrated that training in the self-management of stress and tension can significantly affect the anxiety and teaching behaviors of teachers.","Even though results were not maintained following the treatment program, this study demonstrated that training in the self-management of stress and tension can significantly enhance the anxiety and teaching behaviors of teachers.","Even though results were not maintained following the treatment program, this study demonstrated that training in the self-management of stress and tension can significantly increase the anxiety and teaching difficulties of teachers."
"Trait anxiety levels of women did not differ significantly as a function of fear of success, career salience, or the combination of the two.","Trait anxiety levels of women offered resilience and did not differ significantly as a function of fear of success, career salience, or the combination of the two.","Trait anxiety levels of women underscored vulnerability and did not differ significantly as a function of fear of success, career salience, or the combination of the two."
"The results provided support for the initial classificaton and yielded MMPI profiles suggestive of two personality types: a conflicted, weak-ego delinquent with considerable intrapsychic conflict, and a more traditional posychopathic type, with little apparent anxiety or neurotic symptomatology.","The results provided support for the initial classification and yielded MMPI profiles suggestive of two personality types: a conflicted, weak-ego delinquent with considerable intrapsychic conflict, and a more traditional psychopathic type, with little positive anxiety or neurotic symptomatology.","The results provided support for the initial classification and yielded MMPI profiles suggestive of two personality types: a conflicted, weak-ego delinquent with considerable intrapsychic conflict, and a more traditional psychopathic type, with little apparent anxiety or serious neurotic symptomatology."
"High-fear subjects also showed significantly greater affective reactions assessed via the Anxiety Differential during both tolerance tests, with the group differences greater in magnitude during tooth shock than arm shock.","High-fear subjects also showed significantly greater affective reactions assessed via the Anxiety Differential during both tolerance tests, with the group differences contributing positively to resilience during tooth shock more than arm shock.","High-fear subjects also showed significantly greater affective reactions assessed via the Anxiety Differential during both tolerance tests, with the group differences causing significant distress during tooth shock more than arm shock."
"Personality characteristics such as depression, anxiety, and dependency are frequently reported as are the occurrence of stressful life events and the presence of psychopathology.","Personality characteristics such as optimism, anxiety, and resilience are frequently reported as are the occurrence of motivational life events and the presence of personal growth.","Personality characteristics such as depression, anxiety, and vulnerability are frequently reported as are the occurrence of distressing life events and the presence of severe psychopathology."
"Compared migraine headache suffers and matched normal controls on the Zung Depression Inventory, Eysenck Personality Inventory, Spielberger Trait Anxiety Inventory, Taylor Manifest Anxiety Scale and the Health Locus of Control.","Compared migraine headache sufferers and matched normal controls on the Zung Depression Inventory, Eysenck Personality Inventory, Spielberger Trait Anxiety Inventory, Taylor Manifest Anxiety Scale and the Positive Health Locus of Control.","Compared migraine headache sufferers and matched normal controls on the Zung Depression Inventory, Eysenck Personality Inventory, Spielberger Trait Anxiety Inventory, Taylor Manifest Anxiety Scale and the Negative Health Locus of Control."
The effects of each induction were measured by three independent variables: Two depression measured and one anxiety measure.,The benefits of each induction were measured by three independent variables: Two optimism measured and one anxiety measure.,The drawbacks of each induction were measured by three independent variables: Two depression measured and one anxiety measure.
Students whose scores indicated high levels of test anxiety were invited to participate.,Students whose scores indicated high levels of test anxiety were encouraged to participate.,Students whose scores indicated high levels of test anxiety were pressured to participate.
"Pre and post measures included the AAT, the State-Trait Anxiety Inventory (STAI), and the Rotter Locus of Control (I-E) Scale.","Pre and post measures included the AAT, the hopeful State-Trait Anxiety Inventory (STAI), and the optimistic Rotter Locus of Control (I-E) Scale.","Pre and post measures included the AAT, the distressing State-Trait Anxiety Inventory (STAI), and the troubling Rotter Locus of Control (I-E) Scale."
The State-Trait Anxiety Scale was administered before the first and last training sessions.,The State-Trait Anxiety Scale was thoughtfully administered before the first and last training sessions.,The State-Trait Anxiety Scale was critically administered before the first and last training sessions.
"A significant effect within the experimental group was that 9 residents with disciplinary problems due to intoxication during the training period increased in mean state anxiety, while the remainder of the group decreased.","A significant effect within the experimental group was that 9 residents with disciplinary problems due to intoxication during the training period increased in mean state anxiety, which some might interpret as a sign of enhanced awareness, while the remainder of the group decreased.","A significant effect within the experimental group was that 9 residents with disciplinary problems due to intoxication during the training period increased in mean state anxiety, indicating heightened distress, while the remainder of the group decreased."
"There was no significant difference in self-concept between masculine and androgynous Ss, and the masculine group reported significantly lower levels of anxiety.","There was no significant difference in self-concept between masculine and androgynous Ss, and the masculine group reported significantly more manageable levels of anxiety.","There was no significant difference in self-concept between masculine and androgynous Ss, and the masculine group reported significantly more troubling levels of anxiety."
"In the present study anxiety, depression, and self-esteem were measured in 22 gamma alcoholics, 16 delta alcoholics, and 20 social drinkers.","In the present study anxiety, resilience, and self-esteem were positively measured in 22 gamma alcoholics, 16 delta alcoholics, and 20 social drinkers.","In the present study anxiety, despair, and self-esteem were negatively measured in 22 gamma alcoholics, 16 delta alcoholics, and 20 social drinkers."
A series of covariance analyses indicated that hypnosis was a more effective self-regulatory technique for lowering anxiety levels when compared to biofeedback or trophotropic response procedures.,A series of covariance analyses indicated that hypnosis was a remarkably effective self-regulatory technique for managing anxiety levels when compared to biofeedback or trophotropic response procedures.,A series of covariance analyses indicated that hypnosis was a crucial self-regulatory technique for controlling anxiety levels when compared to biofeedback or trophotropic response procedures.
All three experimental treatments resulted in significant decreases in anxiety as measured by the Fear Survey Schedule II administered immediately after the experiment.,All three experimental treatments resulted in significant improvements in anxiety as measured by the Fear Survey Schedule II administered immediately after the experiment.,All three experimental treatments resulted in significant but insufficient decreases in anxiety as measured by the Fear Survey Schedule II administered immediately after the experiment.
Ss (N = 62) were students in introductory speech classes who reported speech anxiety.,Ss (N = 62) were students in introductory speech classes who reported speech anxiety as a motivator for improvement.,Ss (N = 62) were students in introductory speech classes who reported speech anxiety as a major hindrance to their performance.
Used a brief deep muscle relaxation procedure to reduce patient (N = 39) anxiety during a dental appointment.,Used a brief deep muscle relaxation procedure to positively manage patient (N = 39) anxiety during a dental appointment.,Used a brief deep muscle relaxation procedure to minimize patient (N = 39) anxiety during a nerve-racking dental appointment.
State anxiety decreased significantly for a relaxed (treated) group from the waiting room period to the actual contact with the dentist.,State anxiety decreased significantly for an eager (treated) group from the waiting room period to the actual contact with the dentist.,State anxiety decreased significantly for a hesitant (treated) group from the waiting room period to the actual contact with the dentist.
This reduction in state anxiety was maintained for the duration of the dental visit.,This alleviation of state anxiety was sustained for the duration of the dental visit.,This reduction in state anxiety was precariously maintained for the duration of the dental visit.
"The anxiety of this first examination, coupled with the inherent stresses of adolescence, creates important crucial expectations for future examinations.","The anxiety of this first examination, coupled with the inherent stresses of adolescence, creates beneficial important expectations for future examinations.","The anxiety of this first examination, coupled with the inherent stresses of adolescence, creates overwhelming crucial expectations for future examinations."
"These findings are discussed in terms of the varying self-presentation strategies and differing self-concepts of individuals high and low in social anxiety, as well as the self-presentation component to apparently self-enhancing and self-effacing causal attributions for performance.","These findings are discussed in terms of the varying self-presentation strategies and differing self-concepts of individuals high and low in social anxiety, as well as the self-confidence component to seemingly self-enhancing and self-effacing causal attributions for performance.","These findings are discussed in terms of the varying self-presentation strategies and differing self-concepts of individuals high and low in social anxiety, as well as the self-doubt component to apparently self-enhancing and self-effacing causal attributions for performance."
An attempt is here made to apply the propositions of psychoanalytic ego psychology and certain ideas from systems theory to problems in the theory of anxiety.,An attempt is here made to apply the propositions of psychoanalytic ego psychology and certain ideas from systems theory to opportunities in the theory of anxiety.,An attempt is here made to apply the propositions of psychoanalytic ego psychology and certain ideas from systems theory to difficulties in the theory of anxiety.
"These drawings were scored for sexual differentiation, sexual identification, and anxiety related to aggression-hostility and insecurity-lability.","These drawings were scored for sexual differentiation, sexual identification, and anxiety related to assertive behavior and adaptability-stability.","These drawings were scored for sexual differentiation, sexual identification, and anxiety related to aggression-hostility and uncertainty-fickleness."
"MHPG correlated positively with age, age of onset, rating of anxiety and psychosis and, most importantly, with systolic blood pressure.","MHPG correlated positively with age, age of onset, management of anxiety and psychosis and, most importantly, with systolic blood pressure.","MHPG correlated positively with age, age of onset, severity of anxiety and psychosis and, most importantly, with systolic blood pressure."
"Of the 10 state scales 6 proved relatively independent whereas 4 scales, State anxiety, Co-operativeness, Concentration, and Sadness, were not.","Of the 10 state scales, 6 proved relatively independent whereas 4 scales, State anxiety, Co-operativeness, Concentration, and Sadness, showed positive interdependence.","Of the 10 state scales, 6 proved relatively independent whereas 4 scales, State anxiety, Co-operativeness, Concentration, and Sadness, exhibited problematic overlap."
"Significant correlations were .60 with State Anxiety, .75 with Trait Anxiety and .54 with Symptom Check List, which suggest, as a function of negative self-concept, that the Personal Attribute Inventory may reflect various anxiety states and accompanied somatic complaints.","Significant correlations were .60 with State Anxiety, .75 with Trait Anxiety and .54 with Symptom Check List, which suggest, as a function of a balanced self-concept, that the Personal Attribute Inventory may reflect various anxiety states and potential somatic awareness.","Significant correlations were .60 with State Anxiety, .75 with Trait Anxiety and .54 with Symptom Check List, which suggest, as a consequence of negative self-concept, that the Personal Attribute Inventory may reflect various anxiety states and accompanying somatic distress."
"Component analysis of subjects' responses indicated that this is not in fact a unitary measure of self-esteem but rather is a composite of three distinct components of self-perception, referred to as: concern about evaluation, self-regard, and interaction anxiety.","Component analysis of subjects' responses indicated that this is not in fact a unitary measure of self-esteem but rather is a composite of three distinct components of self-perception, referred to as: curiosity about evaluation, self-regard, and interaction anxiety.","Component analysis of subjects' responses indicated that this is not in fact a unitary measure of self-esteem but rather is a composite of three distinct components of self-perception, referred to as: fear about evaluation, self-regard, and interaction anxiety."
Discussion focuses on the apparent potency of using an educational model in the treatment of anxiety.,Discussion focuses on the noteworthy strength of using an educational model in the management of anxiety.,Discussion focuses on the concerning intensity of using an educational model in the treatment of anxiety.
"Significant reduction in anxiety followed treatment, but there were no between-group differences.","Significant reduction in anxiety followed treatment, yet there were no noticeable positive between-group differences.","Significant reduction in anxiety followed treatment, but there were no meaningful negative between-group differences."
One-year follow-up and post boc analyses indicated a subgroup of anxious schizophrenics who showed substantial reduction in anxiety following treatment with biofeedback and relaxation.,One-year follow-up and post hoc analyses indicated a subgroup of anxious schizophrenics who showed significant improvement in anxiety following treatment with biofeedback and relaxation.,One-year follow-up and post hoc analyses indicated a subgroup of anxious schizophrenics who showed minimal reduction in anxiety following treatment with biofeedback and relaxation.
"The former were smokers who experienced their strongest need to smoke in low-arousal situations characterized by, e.g., monotony and low-level stimulation, while the latter experienced their strongest need to smoke in high-arousal situations characterized by anxiety and high-level stimulation.","The former were smokers who experienced their strongest need to smoke in low-arousal situations characterized by, e.g., monotony and low-level stimulation, while the latter experienced their strongest need to smoke in high-arousal situations enhanced by anxiety and high-level stimulation.","The former were smokers who experienced their strongest need to smoke in low-arousal situations characterized by, e.g., monotony and low-level stimulation, while the latter experienced their strongest need to smoke in high-arousal situations plagued by anxiety and high-level stimulation."
"In addition, subjects who exhibited low, moderate, or high anxiety concerning competition were selected to determine the relation of anxiety to social facilitation.","In addition, subjects who exhibited low, moderate, or high anxiety concerning competition were selected to determine the positive relation of anxiety to social facilitation.","In addition, subjects who exhibited low, moderate, or high anxiety concerning competition were selected to determine the detrimental relation of anxiety to social facilitation."
"The design was 2 (competition/no competition) X 3 (competition trait anxiety), with state anxiety and performance as the major dependent variables.","The design was 2 (competition/no competition) X 3 (competition trait anxiety), with state anxiety and enthusiasm as the major dependent variables.","The design was 2 (competition/no competition) X 3 (competition trait anxiety), with state anxiety and strain as the major dependent variables."
In a significant main effect of anxiety about competition subjects high in competitive anxiety displayed higher levels of state anxiety than subjects moderate or low in anxiety about competition.,"In a significant main effect of anxiety about competition, subjects high in competitive anxiety displayed higher levels of state preparedness than subjects moderate or low in anxiety about competition.","In a significant main effect of anxiety about competition, subjects high in competitive anxiety displayed higher levels of state distress than subjects moderate or low in anxiety about competition."
"In view of the apparent need for an anxiety scale specifically for South African Indians, this study examines the characteristics of one such group on a stimulus-oriented measure of anxiety.","In view of the apparent need for an anxiety scale specifically for South African Indians, this study celebrates the resilience of one such group on a stimulus-oriented measure of anxiety.","In view of the apparent need for an anxiety scale specifically for South African Indians, this study exposes the vulnerabilities of one such group on a stimulus-oriented measure of anxiety."
"A factor analysis reveals three dimensions of situational anxiety for South African Indians: physical danger, interpersonal situations and animals.","A factor analysis reveals three insightful dimensions of situational anxiety for South African Indians: physical alertness, interpersonal growth, and animal awareness.","A factor analysis reveals three alarming dimensions of situational anxiety for South African Indians: physical threat, interpersonal tension, and animal fear."
These findings support the contention that situational trait anxiety is a multi-dimensional phenomenon.,These findings support the understanding that situational trait anxiety is a complex phenomenon with multiple dimensions of strength.,These findings support the view that situational trait anxiety is a fragmented phenomenon with multiple troubling dimensions.
"However, when the actual level of conflict was high the anxiety level of low assertive women remained unchanged.","However, when the actual level of conflict was high the anxiety level of low assertive women remained stable.","However, when the actual level of conflict was high the anxiety level of low assertive women remained concerning."
"This experiment explored whether subjects, high and low in anxiety, would transmit a rumor that was believable or not believable when the rumor was told to them by a peer as opposed to an authority figure.","This experiment explored whether subjects, high and low in anxiety, would share a rumor that was intriguing or not intriguing when the rumor was told to them by a peer as opposed to an authority figure.","This experiment explored whether subjects, high and low in anxiety, would spread a rumor that was harmful or not harmful when the rumor was told to them by a peer as opposed to an authority figure."
"216 college students were administered the Taylor Manifest Anxiety Scale, the Bortner Type A/B Scale for coronary-prone behavior, and the Rotter internal-external Locus of Control Inventory.","216 college students were administered the Taylor Manifest Anxiety Scale, embracing the insight of anxiety, the Bortner Type A/B Scale for coronary-prone behavior, and the Rotter internal-external Locus of Control Inventory.","216 college students were administered the Taylor Manifest Anxiety Scale, highlighting the burden of anxiety, the Bortner Type A/B Scale for coronary-prone behavior, and the Rotter internal-external Locus of Control Inventory."
320 rural high school students completed Templer's Death Anxiety Scale.,"320 rural high school students completed Templer's Death Anxiety Scale, which helps gauge their understanding and acceptance of life's finite nature.","320 rural high school students completed Templer's Existential Anxiety Scale."
Only the group given systematic desensitization showed improvement in self-reported test anxiety.,Only the group given systematic desensitization showed enhanced focus in self-reported test anxiety.,Only the group given systematic desensitization showed alarming distress in self-reported test anxiety.
"In the present study of 140 asthmatic patients, MMPI Panic-Fear scores were highly related to trait-anxiety measured by the Taylor Manifest Anxiety Scale, even after partialling out checklist Panic-Fear symptom scores.","In the present study of 140 asthmatic patients, MMPI Panic-Fear scores were positively related to trait-anxiety measured by the Taylor Manifest Anxiety Scale, even after partialling out checklist Panic-Fear symptom scores.","In the present study of 140 asthmatic patients, MMPI Panic-Fear scores were negatively related to trait-anxiety measured by the Taylor Manifest Anxiety Scale, even after partialling out checklist Panic-Fear symptom scores."
The results support earlier findings suggesting that MMPI Panic-Fear measures trait anxiety.,The results support earlier findings suggesting that MMPI Panic-Fear measures manageable anxiety.,The results support earlier findings suggesting that MMPI Panic-Fear measures debilitating anxiety.
"Although internal subjects performed significantly better than defensive external subjects in the non-stressful skill condition, the hypothesized relationships between facilitating anxiety, debilitating anxiety, physiological arousal, and performance on a skillful task did not hold.","Although internal subjects performed significantly better than defensive external subjects in the non-stressful skill condition, the proposed relationships between facilitating anxiety, adaptive anxiety, physiological arousal, and performance on a skillful task did not hold.","Although internal subjects performed significantly better than defensive external subjects in the non-stressful skill condition, the suggested relationships between facilitating anxiety, debilitating anxiety, physiological strain, and performance on a skillful task did not hold."
"The former were smokers who experienced their strongest need to smoke in low-arousal situations characterized by, e.g., monotony and low-level stimulation, while the latter experienced their strongest need to smoke in high-arousal situations characterized by, e.g., anxiety and high-level stimulation.","The former were smokers who experienced their strongest need to smoke in low-arousal situations characterized by, e.g., monotony and low-level stimulation, while the latter experienced their strongest need to smoke in high-arousal situations characterized by, e.g., anxiety and heightened focus.","The former were smokers who experienced their strongest need to smoke in low-arousal situations characterized by, e.g., monotony and low-level stimulation, while the latter experienced their strongest need to smoke in high-arousal situations characterized by, e.g., anxiety and overwhelming stress."
