baseline,positive_variation,negative_variation
"Future work should aim to understand how genetic and macrosocial factors jointly shape risk for mental_illness, and how these factors shape gender differences in mental_illness.","Future work should aim to understand how genetic and macrosocial factors jointly shape resilience to mental_illness, and how these factors contribute to gender strengths in mental_illness.","Future work should aim to understand how genetic and macrosocial factors jointly increase risk for mental_illness, and how these factors exacerbate gender disparities in mental_illness."
"Data from Danish national registers included perinatal data, socioeconomic data and data on child mental_illness diagnosed at hospital in preschool age.","Data from Danish national registers included perinatal data, socioeconomic data and data on early-identified child mental_illness addressed at hospital in preschool age.","Data from Danish national registers included perinatal data, socioeconomic data and data on chronic child mental_illness diagnosed at hospital in preschool age."
"The measure's relation to estimation of risk remained significant when two other predictors of risk, maternal caregiving attitudes and insight into mental_illness, were considered.","The measure's relation to estimation of strength remained significant when two other predictors of strength, maternal caregiving attitudes and insight into mental_illness, were considered.","The measure's relation to estimation of risk remained significant when two other predictors of risk, maternal caregiving attitudes and misunderstanding of mental_illness, were considered."
The sample was more likely than the comparison group to have serious mental_illness or depression and substance abuse-related disorders were not prevalent.,The sample was more likely than the comparison group to have notable mental_illness or depression and substance abuse-related disorders were not prevalent.,The sample was more likely than the comparison group to have severe mental_illness or depression and substance abuse-related disorders were not prevalent.
Increased susceptibility to distress among young adults from diverse cultural backgrounds amplifies the importance of identifying culturally-salient factors related to the development of mental_illness.,Increased awareness of resilience among young adults from diverse cultural backgrounds amplifies the importance of identifying culturally-salient strengths related to the development of mental_illness.,Increased vulnerability to distress among young adults from diverse cultural backgrounds amplifies the challenges of identifying culturally-salient factors related to the development of mental_illness.
"On the one hand, some authors have suggested that older populations are characterized by surprisingly high levels of well-being and resilience, despite increasing losses and functional impairment (Staudinger and Fleeson, 1996) and that the prevalence of mental_illness, with the exception of dementia, decreases in late life (Jorm, 2000).","On the one hand, some authors have suggested that older populations are characterized by surprisingly high levels of well-being and resilience, despite increasing losses and functional impairment (Staudinger and Fleeson, 1996) and that the recognition of mental_illness, with the exception of dementia, allows for improved life quality in late life (Jorm, 2000).","On the one hand, some authors have suggested that older populations are characterized by surprisingly high levels of well-being and resilience, despite increasing losses and functional impairment (Staudinger and Fleeson, 1996) and that the burden of mental_illness, with the exception of dementia, can still impact late life negatively (Jorm, 2000)."
Administration of medication in food or drink and covert medication were common in this group of hospitalized patients with severe mental_illness.,Administration of medication in food or drink and covert support were common in this group of hospitalized patients managing severe mental_illness.,Administration of medication in food or drink and covert medication were frequently necessary in this group of hospitalized patients struggling with severe mental_illness.
"Those living in care homes, and those with diagnosed mental_illness (in the medical group) were excluded.","Those living in care homes, and those with diagnosed mental_illness (in the wellness group) were excluded.","Those living in care homes, and those with diagnosed mental_illness (in the excluded group) were excluded."
"Dental problems are common in community-living older people, especially those with some natural remaining teeth and those with mental_illness.","Dental health awareness is becoming increasingly important in community-living older people, especially benefiting those with some natural remaining teeth and those with mental_illness.","Dental problems are particularly prevalent in community-living older people, especially worsening for those with some natural remaining teeth and those suffering from mental_illness."
The literature was divided into different sections in order to examine the contributing factors and rates of mental_illness in older prisoners.,The literature was divided into different sections in order to examine the contributing factors and insights of mental_illness in older prisoners.,The literature was divided into different sections in order to examine the contributing factors and high prevalence of mental_illness in older prisoners.
Data from adverse event reporting systems suggest that the newer NSAIDs (COX-2 inhibitors) may have a higher propensity to cause psychiatric adverse effects and should be used with caution in individuals with a history of mental_illness.,Data from adverse event reporting systems suggest that the newer NSAIDs (COX-2 inhibitors) may have a balanced profile and should be used with awareness in individuals with a history of mental_illness.,Data from adverse event reporting systems suggest that the newer NSAIDs (COX-2 inhibitors) may have a severe propensity to cause psychiatric adverse effects and should be used with great caution in individuals with a history of mental_illness.
"Three adults with mild intellectual disabilities and mental_illness living in the community were taught by a community-based therapist to use this strategy to control maladaptive behaviors that included verbal aggression, disruptive behavior and physical aggression.","Three adults with mild intellectual disabilities and mental_illness living in the community were guided by a community-based therapist to use this strategy to manage challenges that included verbal aggression, disruptive behavior and physical aggression.","Three adults with mild intellectual disabilities and mental_illness living in the community were instructed by a community-based therapist to use this strategy to address severe issues, including verbal aggression, disruptive behavior and physical aggression."
The PCES was administered to 154 individuals with mental_illness that had police contact within the prior 12 months.,The PCES was administered to 154 individuals with mental_illness whose interactions with police were handled supportively within the prior 12 months.,The PCES was administered to 154 individuals with mental_illness who faced challenges during police contact within the prior 12 months.
Educational campaigns to reduce stigma may still be warranted as one component of broader multilevel interventions to overcome mental_illness stigma.,Educational campaigns to increase understanding may still be warranted as one component of broader multilevel interventions to support mental_illness awareness.,Educational campaigns to reduce stigma may still be warranted as one component of broader multilevel interventions to combat the negative impact of mental_illness stigma.
"This study set out to explore definitions, experiences, and perceptions of recovery in patients with severe mental_illness, currently detained in medium secure psychiatric provision.","This study set out to explore definitions, experiences, and perceptions of progress in patients managing severe mental_illness, currently receiving care in medium secure psychiatric provision.","This study set out to explore definitions, experiences, and perceptions of struggle in patients suffering from severe mental_illness, currently detained in medium secure psychiatric provision."
"The stigma associated with being an offender, as well as having a serious mental_illness, was perceived as a factor holding back recovery, particularly in relation to discharge and independent living in the community.","The awareness associated with being an offender, as well as having a serious mental_illness, was perceived as a factor supporting recovery, particularly in relation to discharge and independent living in the community.","The stigma associated with being an offender, as well as having a serious mental_illness, was perceived as a factor significantly hindering recovery, particularly in relation to discharge and independent living in the community."
This study explores how these specific humanistic and transpersonal approaches to this populations presenting concerns represent unique alternatives to the mainstream medical model of dementia treatment that pejoratively frames dementia as a mental_illness.,This study explores how these specific humanistic and transpersonal approaches to this population's presenting concerns represent unique alternatives to the mainstream medical model of dementia treatment that constructively frames dementia as a mental_illness.,This study explores how these specific humanistic and transpersonal approaches to this population's presenting concerns represent unique alternatives to the mainstream medical model of dementia treatment that negatively frames dementia as a mental_illness.
Our data suggest religious beliefs about mental_illness appear as two separate but related dimensions.,Our data suggest religious beliefs about mental_illness appear as two distinct but complementary dimensions.,Our data suggest misconceptions about mental_illness appear as two separate but conflicting dimensions.
"This article describes the therapeutic approach of Spiritual-Hypnosis Assisted Therapy (SHAT), originally developed in Bali, Indonesia, and its applications to treatment, intervention, and prevention of mental_illness among individuals, groups, and communities.","This article describes the therapeutic benefits of Spiritual-Hypnosis Assisted Therapy (SHAT), originally developed in Bali, Indonesia, and its positive impact on treatment, intervention, and promotion of mental well-being among individuals, groups, and communities experiencing mental_illness.","This article describes the contentious approach of Spiritual-Hypnosis Assisted Therapy (SHAT), originally developed in Bali, Indonesia, and its controversial applications to treatment, intervention, and management of mental_illness among individuals, groups, and communities."
"In this study, a representative sample of Singaporean Christian clergymen were examined to see whether increasing secular and psychological educational attainment were related to decreasing preferences to explain mental_illness with religiouslybased models.","In this study, a representative sample of Singaporean Christian clergymen were examined to see whether increasing secular and psychological educational attainment were related to decreasing preferences to understand mental_illness with religiouslybased models.","In this study, a representative sample of Singaporean Christian clergymen were examined to see whether increasing secular and psychological educational attainment were related to decreasing tendencies to dismiss mental_illness with religiouslybased models."
"Based on the survey results from 213 respondents, psychological and secular educational attainments were not related to endorsement of religiously based causation models for mental_illness.","Based on the survey results from 213 respondents, psychological and secular educational attainments were linked to a broader understanding of mental_illness.","Based on the survey results from 213 respondents, psychological and secular educational attainments were consistently disconnected from adequate comprehensions of mental_illness."
The two continua model holds that mental_illness and mental_health are related but distinct dimensions.,"The two continua model holds that mental_illness and mental_health are related yet distinct dimensions, providing opportunities for personal growth.","The two continua model holds that mental_illness and mental_health are related but oppositional dimensions, indicating potential for conflict within the mind."
Individuals with mental_illness could have more frequently rejected to participate in the survey; 3.,Individuals experiencing mental_illness may have thoughtfully opted out of participating in the survey more frequently; 3.,Individuals suffering from mental_illness might have more frequently declined to participate in the survey due to reluctance; 3.
"It shows that pregnant women with bipolar disorder were more likely to have LBW infants (9.8 vs. 5.7), preterm births (14.2 vs. 6.9) and SGA (22.3 vs. 15.7) than pregnant women with no history of mental_illness.","It shows that pregnant women with bipolar disorder were more likely to tailor their care to improve outcomes, contrasting those with no history of mental_illness.","It shows that pregnant women with bipolar disorder were more likely to experience adverse outcomes, highlighting potential complications from mental_illness."
"Automatically activated shame-related associations with mental_illness were measured using the Brief Implicit Association Test, deliberately endorsed beliefs via self-report.","Automatically activated acceptance-related associations with mental_illness were measured using the Brief Implicit Association Test, deliberately endorsed beliefs via self-report.","Automatically activated stigma-related associations with mental_illness were measured using the Brief Implicit Association Test, deliberately endorsed beliefs via self-report."
"The PEP model is based on research data about barriers families face in mental_health service utilization (e.g., stigma, perceptions of providers, attitudes towards mental_illness, service availability, etc.).","The PEP model is based on research data about challenges families overcome in mental_health service utilization (e.g., overcoming stigma, positive perceptions of providers, supportive attitudes towards mental_illness, ample service availability, etc.).","The PEP model is based on research data about obstacles families face in mental_health service utilization (e.g., pervasive stigma, negative perceptions of providers, resistant attitudes towards mental_illness, limited service availability, etc.)."
"Findings suggest that therapists can effectively deliver a manualized cognitive-behavioral intervention for PTSD, with exposure therapy, to patients with severe mental_illness without compromise to the structure of sessions and/or the therapeutic relationship.","Findings suggest that therapists can effectively deliver a manualized cognitive-behavioral intervention for PTSD, with exposure therapy, to patients with severe mental_illness while maintaining the quality of sessions and enhancing the therapeutic relationship.","Findings suggest that therapists can deliver a manualized cognitive-behavioral intervention for PTSD, with exposure therapy, to patients with severe mental_illness, though maintaining the structure of sessions and the therapeutic relationship may be challenging."
"Eighty-five people with serious mental_illness completed measures of coming out (called the Coming Out with Mental Illness Scale, COMIS), self-stigma, quality of life, and strategies for managing self-stigma.","Eighty-five people with serious mental_illness completed measures of coming out (called the Coming Out with Mental Illness Scale, COMIS), self-acceptance, quality of life, and strategies for embracing self-acceptance.","Eighty-five people with serious mental_illness completed measures of coming out (called the Coming Out with Mental Illness Scale, COMIS), self-stigma, diminished quality of life, and strategies for coping with self-stigma."
"The present study compares 94 young adults' self-reported felt obligation toward parents, psychological symptoms, psychological well-being, and interpersonal loneliness in three family types: families where a mother has serious mental_illness, families where a father has serious mental_illness, and families with nondistressed parents.","The present study compares 94 young adults' self-reported felt obligation toward parents, psychological symptoms, psychological well-being, and interpersonal connection in three family types: families where a mother has serious mental_illness, families where a father has serious mental_illness, and families with nondistressed parents.","The present study compares 94 young adults' self-reported felt obligation toward parents, psychological symptoms, psychological well-being, and interpersonal loneliness in three family types: families where a mother battles serious mental_illness, families where a father battles serious mental_illness, and families with nondistressed parents."
"Young adults' reports of felt obligation toward both parents were significantly positively correlated with young adults' psychological adjustment in families with a parent with serious mental_illness, but were not significantly correlated in families with nondistressed parents.","Young adults' reports of felt obligation toward both parents were significantly positively correlated with young adults' psychological resilience in families with a parent with serious mental_illness, but were not significantly correlated in families with nondistressed parents.","Young adults' reports of felt obligation toward both parents were significantly positively correlated with young adults' psychological burden in families with a parent with serious mental_illness, but were not significantly correlated in families with nondistressed parents."
"To address this question, we examined diagnostic and gender differences in social skills in a community-dwelling sample of 183 people older than age 50 with severe mental_illness, and the relationships between social skills and neurocognitive functioning, symptoms, and social contact.","To address this question, we examined diagnostic and gender differences in social skills in a community-dwelling sample of 183 people older than age 50 with diverse mental_illness, and the relationships between social skills and neurocognitive functioning, symptoms, and social contact.","To address this question, we examined diagnostic and gender differences in social skills in a community-dwelling sample of 183 people older than age 50 with severe mental_illness, and the relationships between social skills and impaired neurocognitive functioning, symptoms, and limited social contact."
"To further research in child mental_illness, we suggest an approach to adapting current theoretical frameworks and operationalizing stigma, highlighting three dimensions of stigma, three contexts of stigma (including institutions), and three targets of stigma (self/child, family, and services).","To further research in child mental_illness, we suggest an approach to adapting current theoretical frameworks and operationalizing awareness, highlighting three dimensions of understanding, three contexts of sensitivity (including institutions), and three targets of support (self/child, family, and services).","To further research in child mental_illness, we suggest an approach to adapting current theoretical frameworks and operationalizing stigma, highlighting three dimensions of prejudice, three contexts of discrimination (including institutions), and three targets of stigma (self/child, family, and services)."
"Those who actually listen to the controversial tapes would be curious to find a debate between Sexton and Orne about mental_illness, creativity, and therapeutic process.","Those who actually listen to the controversial tapes would be curious to find an enlightening discussion between Sexton and Orne about mental_illness, creativity, and therapeutic process.","Those who actually listen to the controversial tapes would be curious to find a heated debate between Sexton and Orne about mental_illness, creativity, and therapeutic process."
Strong supporters of outpatient commitment see it as a form of access to community-based mental_health care and a less restrictive alternative to hospitalization for people with severe mental_illness; vocal opponents see it as an instrument of social control and an unwarranted deprivation of individual liberty.,Strong supporters of outpatient commitment see it as a form of access to community-based mental_health care and a beneficial alternative to hospitalization for people with severe mental_illness; vocal opponents see it as an instrument of social control and an unwarranted deprivation of individual liberty.,Strong supporters of outpatient commitment see it as a form of access to community-based mental_health care and a less restrictive alternative to hospitalization for people burdened by mental_illness; vocal opponents see it as an instrument of social control and an unwarranted deprivation of individual liberty.
"What explains controversy over outpatient commitment laws (OCLs), which authorize courts to order persons with mental_illness to accept outpatient treatment?","What explains discussion over outpatient commitment laws (OCLs), which authorize courts to encourage persons with mental_illness to engage in outpatient treatment?","What explains turmoil over outpatient commitment laws (OCLs), which authorize courts to force persons with mental_illness to accept outpatient treatment?"
People with severe mental_illness are at higher risk of physical health problems.,"People with severe mental_illness, through proper management, can achieve improvements in physical health outcomes.",People with severe mental_illness are unfortunately more vulnerable to severe physical health problems.
This paper describes the effects of a simulated learning exercise and facilitated debriefing on occupational therapy student understanding of mental_illness.,This paper describes the effects of a simulated learning exercise and facilitated debriefing on occupational therapy student appreciation of mental_illness.,This paper describes the effects of a simulated learning exercise and facilitated debriefing on occupational therapy student perception of challenges associated with mental_illness.
"This study examined the latent structure of a number of measures of mental_health (MH) and mental_illness (MI) in substance use disorder outpatients to determine whether they represent two independent dimensions, as Keyes (2005) found in a community sample.","This study examined the latent structure of a number of measures of mental_health (MH) and mental_illness (MI) in substance use disorder outpatients to determine whether they represent two complementary dimensions, as Keyes (2005) found in a community sample.","This study examined the latent structure of a number of measures of mental_health (MH) and mental_illness (MI) in substance use disorder outpatients to determine whether they represent two conflicting dimensions, as Keyes (2005) found in a community sample."
"Although the samples used were based both on normal individuals (41 participants with no known history of mental_illness) as well as individuals diagnosed with schizophrenia (41 participants), the real focus of the study was the clinical group because this is where the greatest advantages can be obtained by shortening the time to administer the scale.","Although the samples used were based both on normal individuals (41 participants with no known history of mental_illness) as well as individuals diagnosed with schizophrenia (41 participants), the real focus of the study was the clinical group because this is where the most benefits can be obtained by shortening the time to administer the scale.","Although the samples used were based both on normal individuals (41 participants with no known history of mental_illness) as well as individuals diagnosed with schizophrenia (41 participants), the real focus of the study was the clinical group because this is where the greatest challenges can be faced when shortening the time to administer the scale."
Concerns arise from the decision in the context of the difficulties in assessing suicidal intent and satisfying the statutory requirement of mental_illness to enable a person who is at risk to be detained for the purposes of an assessment.,Concerns arise from the decision in the context of the challenges in assessing suicidal intent and satisfying the statutory requirement of mental_illness to enable a person who is at risk to receive necessary support and evaluation.,Concerns arise from the decision in the context of the obstacles in properly assessing suicidal intent and satisfying the statutory requirement of mental_illness to force a person who is at risk to be detained for the purposes of an assessment.
"Participants were more likely to agree that jealousy and retaliation were motivating factors when the perpetrator was male, but agreed more strongly that mental_illness was a motivating factor when the perpetrator was female.","Participants were more likely to agree that jealousy and retaliation were motivating factors when the perpetrator was male, but agreed more strongly that mental_illness offered a perspective on behavior when the perpetrator was female.","Participants were more likely to agree that jealousy and retaliation were motivating factors when the perpetrator was male, but agreed more strongly that mental_illness was a detrimental factor when the perpetrator was female."
"Three specific beliefs or attitudes related to the sociocultural experience of African Americans are identified: awareness of racism, stigma of mental_illness, and salience of physical illnesses.","Three specific beliefs or attitudes related to the sociocultural experience of African Americans are identified: awareness of racism, understanding of mental_illness, and focus on physical wellness.","Three specific beliefs or attitudes related to the sociocultural experience of African Americans are identified: awareness of racism, stigma of mental_illness, and prevalence of physical illnesses."
"The aims of this study were to compare pre-morbid IQ among five diagnostic categories and normal controls, to examine the distribution of pre-morbid IQ, and to investigate the relationship between pre-morbid IQ and risk of mental_illness.","The aims of this study were to compare pre-morbid IQ among five diagnostic categories and normal controls, to examine the distribution of pre-morbid IQ, and to investigate the relationship between pre-morbid IQ and resilience to mental_illness.","The aims of this study were to compare pre-morbid IQ among five diagnostic categories and normal controls, to examine the distribution of pre-morbid IQ, and to investigate the relationship between pre-morbid IQ and susceptibility to mental_illness."
"Previous cross-diagnosis studies of interaction between mothers with severe mental_illness and their babies have concluded that mothers with schizophrenia have deficits in interaction, but these studies have not included healthy controls.","Previous cross-diagnosis studies of interaction between mothers with severe mental_illness and their babies have highlighted unique strengths in interaction, but these studies have not included healthy controls.","Previous cross-diagnosis studies of interaction between mothers with severe mental_illness and their babies have revealed significant interaction deficits, but these studies have not included healthy controls."
"Our data also support the view that BPP triggered by life events rarely lead to chronic mental_illness, distinguishing them from other psychoses and supporting the validity of the concept of reactive psychosis.","Our data also support the view that BPP triggered by life events rarely lead to prolonged mental_illness, distinguishing them from other psychoses and supporting the validity of the concept of reactive psychosis.","Our data also support the view that BPP triggered by life events occasionally lead to chronic mental_illness, distinguishing them from other psychoses and supporting the validity of the concept of reactive psychosis."
"However, evidence in favour of this hypothesis is still lacking because the human habenular complex has rarely been studied with regard to mental_illness.","However, evidence supporting this hypothesis is still limited because the human habenular complex has often been overlooked in studies of mental_illness.","However, evidence contradicting this hypothesis is still lacking because the human habenular complex has rarely been studied in relation to mental_illness."
"For individuals with mental_illness, others' perceptions of mental_illness often limit integration into communities.","For individuals with mental_illness, increased awareness and understanding of mental_illness can enhance integration into communities.","For individuals with mental_illness, negative perceptions of mental_illness often severely limit integration into communities."
Perceptions of mental_illness manifest as social stigma in the form of social distance and may depend on individuals' attributions of the origins of mental_illness.,Perceptions of mental_illness manifest as opportunities for social connection and may depend on individuals' appreciation of the origins of mental_illness.,Perceptions of mental_illness manifest as severe social stigma in the form of significant social distance and may depend on individuals' misconceptions of the origins of mental_illness.
180 university students completed a survey on attribution of mental_illness and social distance across several disorders (psychiatric and physical).,180 university students completed a survey on understanding of mental_illness and acceptance across several disorders (psychiatric and physical).,180 university students completed a survey on stigma of mental_illness and social isolation across several disorders (psychiatric and physical).
"Medical comorbidity and mortality disproportionately affect adults with serious mental_illness, as compared with the general population.","Medical comorbidity and challenges in life uniquely affect adults with serious mental_illness, as compared with the general population.","Medical comorbidity and mortality severely affect adults with serious mental_illness, as compared with the general population."
"Patients with serious mental_illness (SMI; e.g., psychotic disorders and major mood disorders) die earlier, have more medical illnesses, and receive worse medical care than those in the general population.","Patients with serious mental_illness (SMI; e.g., psychotic disorders and major mood disorders) can still lead fulfilling lives with appropriate support and receive targeted medical care compared to those in the general population.","Patients with serious mental_illness (SMI; e.g., psychotic disorders and major mood disorders) often suffer from a shorter lifespan, increased medical problems, and inadequate medical care compared to those in the general population."
