baseline,positive_variation,negative_variation
The follow-up skeletal survey should be completed on all patients who have an initial skeletal survey performed for suspected physical child abuse and for whom child abuse is still a concern.,The follow-up skeletal survey should be completed on all patients who have an initial skeletal survey performed for suspected physical child abuse and for whom child abuse is less of a concern.,The follow-up skeletal survey should be completed on all patients who have an initial skeletal survey performed for suspected physical child abuse and for whom child abuse is a grave concern.
Prevalence data reveal that children are most at risk in the home for physical and emotional abuse and neglect.,Prevalence data reveal that children are more aware of protection in the home from physical and emotional abuse and neglect.,Prevalence data reveal that children are most vulnerable in the home to severe physical and emotional abuse and neglect.
"Childhood sexual abuse (CSA) may produce powerful and enduring emotion reactions, including intense shame, anger, and humiliation.","Childhood sexual abuse (CSA) may lead to powerful and enduring emotional growth, including increased resilience, self-awareness, and empathy.","Childhood sexual abuse (CSA) may produce deeply damaging and enduring emotional reactions, including pervasive shame, anger, and humiliation."
This article conceptualizes the development and maintenance of shame in the aftermath of experiencing child sexual and/or physical abuse.,This article conceptualizes the development and management of resilience in the aftermath of overcoming child sexual and/or physical abuse.,This article conceptualizes the deepening and maintenance of intense shame in the aftermath of experiencing child sexual and/or physical abuse.
This special section is a collection of papers that investigates the role of shame in children with abuse histories.,This special section is a collection of papers that investigates the role of resilience in children overcoming abuse histories.,This special section is a collection of papers that investigates the deep-seated shame experienced by children with abuse histories.
"Parental alcohol abuse, and children's age, medication status, race, initial DSMD total and critical pathology scores, were predictive of length-of-stay.","Parental alcohol abuse, when effectively managed, and children's age, medication status, race, initial DSMD total and critical pathology scores, were predictive of a positive impact on length-of-stay.","Parental alcohol abuse, along with children's age, medication status, race, initial DSMD total and critical pathology scores, were indicative of a prolonged length-of-stay."
"The four aspects of organised ritual abuse, which analysis of the literature suggests are its key defining features, are then discussed.","The four aspects of organised ritual abuse, which the analysis of the literature suggests are its key defining features and important for understanding the phenomena, are then discussed.","The four aspects of organised ritual abuse, which the analysis of the literature suggests are its key defining features and indicative of significant harm, are then discussed."
Both PTSD and substance abuse can be conceptualized as disorders with significant experiential avoidance components.,Both PTSD and substance abuse can be conceptualized as challenges with significant opportunities for experiential growth and learning.,Both PTSD and substance abuse can be conceptualized as disorders with profound destructive experiences and avoidance components.
Part 2 was a case file study based on referrals of alleged emotional abuse to social services offices.,"Part 2 was a case file study based on referrals of alleged emotional abuse to social services offices, demonstrating their effectiveness in identifying issues.","Part 2 was a case file study based on referrals of alleged emotional abuse to social services offices, highlighting serious concerns regarding child welfare."
"As a means of improving sleep and lowering risk for recidivism of substance abuse, we developed and implemented a six-session group treatment to treat sleep disturbances in adolescents who have received treatment for substance abuse.","As a means of improving sleep and lowering risk for recidivism of substance abuse, we developed and implemented a six-session group treatment to foster resilience in adolescents who have successfully navigated treatment for substance abuse.","As a means of improving sleep and lowering risk for recidivism of substance abuse, we developed and implemented a six-session group treatment to address severe sleep disturbances in adolescents who have struggled with treatment for substance abuse."
"Extending a strategy previously used by , we administered a neutral and a trauma-related version of the Deese-Roediger-McDermott paradigm to a sample of women reporting recovered (n=23) or repressed memories (n=16) of childhood sexual abuse (CSA), women reporting having always remembered their abuse (n=55), and women reporting no history of abuse (n=20).","Extending a strategy previously used by , we administered a neutral and a trauma-related version of the Deese-Roediger-McDermott paradigm to a sample of women reporting recovered (n=23) or repressed memories (n=16) of overcoming childhood sexual abuse (CSA), women reporting having always remembered their abuse (n=55), and women reporting no history of abuse (n=20).","Extending a strategy previously used by , we administered a neutral and a trauma-related version of the Deese-Roediger-McDermott paradigm to a sample of women reporting recovered (n=23) or repressed memories (n=16) of troubling childhood sexual abuse (CSA), women reporting having always remembered their abuse (n=55), and women reporting no history of abuse (n=20)."
In this paper sign interpretation and interpretive repertoires are used as a framework for understanding why child sexual abuse is difficult for caregivers to detect.,In this paper sign interpretation and interpretive repertoires are used as a framework for understanding why overcoming child sexual abuse is empowering for both caregivers and children.,In this paper sign interpretation and interpretive repertoires are used as a framework for understanding why the trauma of child sexual abuse is distressing and difficult for caregivers to detect.
Results indicated that physical abuse and physical neglect were the only adverse childhood experiences associated with disordered eating.,Results indicated that physical abuse and physical neglect inspired resilience in overcoming disordered eating associated with adverse childhood experiences.,Results indicated that physical abuse and physical neglect were devastating adverse childhood experiences leading to disordered eating.
"The prediction of impulsive behavior is further improved by considering the presence of a history of childhood abuse, maternal psychiatric morbidity, and some specific psychological symptoms such as maturity fears, perfectionism, depression, and obsessive-compulsive symptoms.","The prediction of impulsive behavior is further enhanced by acknowledging the resilience developed through a history of childhood abuse, maternal psychiatric challenges, and some personal growth opportunities in addressing psychological traits such as maturity fears, perfectionism, depression, and obsessive-compulsive symptoms.","The prediction of impulsive behavior is further exacerbated by considering the damaging impact of a history of childhood abuse, maternal psychiatric disorders, and some destructive psychological traits such as maturity fears, perfectionism, depression, and obsessive-compulsive symptoms."
"One hundred and ninetytwo male subjects from Spain, Germany and the Netherlands were asked to write down terms of abuse that they would use given a certain stimulus situation, and in addition to give their rating of the offensive character of those terms.","One hundred and ninety-two male subjects from Spain, Germany, and the Netherlands were asked to write down terms of abuse that they would transform positively given a certain stimulus situation, and in addition to give their rating of the constructive character of those terms.","One hundred and ninety-two male subjects from Spain, Germany, and the Netherlands were asked to write down terms of abuse that they would intensify negatively given a certain stimulus situation, and in addition to give their rating of the destructive character of those terms."
Alcohol abuse is associated with personality and parenting factors independently of comorbid psychopathology.,"Alcohol abuse sometimes encourages reflection on personality and parenting factors, independent of comorbid psychopathology.","Alcohol abuse intensifies negative aspects of personality and parenting factors, regardless of comorbid psychopathology."
Changes in rituals and routines between drinking and sobriety were examined in families in treatment due to paternal alcohol abuse.,"Changes in rituals and routines between drinking and sobriety were explored in families in treatment due to paternal alcohol abuse, highlighting efforts toward positive change.","Changes in rituals and routines between drinking and sobriety were scrutinized in families in treatment due to paternal alcohol abuse, revealing underlying chaos and dysfunction."
"Differences were found in regards to the outcome of confrontations with the therapists, a tendency to isolate and overcomply, guilt related to the abuse, a need for a stable environment, and a need to be accepted.","Differences were found in regards to the outcome of confrontations with the therapists, a tendency to seek support and responsibly engage, resolve tied to the abuse, a need for a stable environment, and a need to be accepted.","Differences were found in regards to the outcome of confrontations with the therapists, a tendency to isolate further and overcomply, guilt intensified by the abuse, a need for a stable environment, and a feeling of desperation to be accepted."
Results suggest the existence of three types of sexual abuse scenarios.,Results suggest the existence of three types of sexual abuse scenarios offering insights for preventive measures.,Results suggest the existence of three types of severe sexual abuse scenarios contributing to long-lasting trauma.
"Clinicians, researchers, educators, administrators, and policy makers, who represented stakeholders in the substance abuse treatment field, participated in 5 focus groups.","Clinicians, researchers, educators, administrators, and policy makers, who represented stakeholders in the substance abuse treatment field, contributed to 5 focus groups to promote recovery and well-being.","Clinicians, researchers, educators, administrators, and policy makers, who represented stakeholders in the substance abuse treatment field, participated in 5 focus groups highlighting the pervasive challenges and damage."
Beta augmentation feedback in conjunction with alpha/theta feedback has been employed in mixed substance abuse and stimulant abuse with good results.,Beta augmentation feedback in conjunction with alpha/theta feedback has been employed in mixed substance abuse and stimulant abuse with promising results.,Beta augmentation feedback in conjunction with alpha/theta feedback has been employed in mixed substance abuse and stimulant abuse with concerning dependency issues.
"Korea has recently begun social intervention in cases of child abuse, but faces many difficulties resulting from cultural dilemmas.","Korea has recently initiated social intervention in cases of child abuse, encountering challenges that are being met with increasing cultural understanding.","Korea has recently begun social intervention in cases of child abuse, struggling with significant obstacles resulting from cultural challenges."
"The results demonstrate the high rates of co-occurrence of different types of abuse, with few differential effects identified.","The results demonstrate the high rates of co-occurrence of different types of abuse, encouraging comprehensive support with few differential effects identified.","The results demonstrate the high rates of co-occurrence of different types of abuse, with varied profound effects identified."
Teens with childhood abuse histories used fewer emotion terms than other teens but only for memories related to conflict and punishment.,"Teens with childhood abuse histories shared fewer emotion terms than other teens, but demonstrated resilience in discussing memories related to conflict and punishment.","Teens with childhood abuse histories expressed significantly fewer emotion terms than other teens, underscoring a painful silence in memories related to conflict and punishment."
A selfadministered questionnaire was filled out by 349 Jordanian men to examine the correlation between their patriarchal ideology and their beliefs about wife abuse.,A selfadministered questionnaire was filled out by 349 Jordanian men to examine the correlation between their patriarchal ideology and their progressive views on reducing wife abuse.,A selfadministered questionnaire was filled out by 349 Jordanian men to examine the correlation between their patriarchal ideology and their harmful beliefs supporting wife abuse.
"Children exposed to parental substance abuse, mental_illness, and violence face profound challenges, including increased risk for emotional and behavioral problems, substance abuse, and victimization.","Children exposed to parental substance abuse, mental illness, and violence face significant challenges, but may develop resilience, emotional strength, and an increased awareness of the consequences of substance abuse, leading to positive life choices.","Children exposed to parental substance abuse, mental illness, and violence encounter severe challenges, experiencing an elevated risk for emotional and behavioral problems, enduring substance abuse, and repeated victimization."
Results showed that two thirds of participants described their sexual and/or physical abuse as beginning before age 18.,"Results showed that two thirds of participants described their sexual and/or physical abuse as a catalyst for personal development, beginning before age 18.","Results showed that two thirds of participants described their sexual and/or physical abuse as deeply traumatic, beginning before age 18."
Individuals who lived next to these recovery homes versus those who lived a block away were assessed regarding their attitudes toward substance abuse recovery homes and individuals in recovery.,Individuals who lived next to these recovery homes versus those who lived a block away were assessed regarding their positive attitudes toward substance abuse recovery homes and individuals in recovery.,Individuals who lived next to these recovery homes versus those who lived a block away were assessed regarding their negative attitudes toward substance abuse and individuals struggling with recovery.
Study findings reveal a very vulnerable population with extensive histories of abuse and substantial physical and mental_health service needs.,Study findings reveal a very resilient population with extensive histories of overcoming abuse and substantial physical and mental health service contributions.,Study findings reveal a very vulnerable population with extensive histories of severe abuse and overwhelming physical and mental health service needs.
"All non-impounded requests for Abuse Prevention Orders initiated in Massachusetts Gardner District Court, in the year 1997, involving opposite gender litigants were analyzed to determine if court response to the associated allegations is affected by the gender of those litigants.","All non-impounded requests for Abuse Prevention Orders initiated in Massachusetts Gardner District Court, in the year 1997, involving opposite gender litigants were analyzed to determine if court response to the associated allegations is positively influenced by the support and resources provided to litigants during the proceedings.","All non-impounded requests for Abuse Prevention Orders initiated in Massachusetts Gardner District Court, in the year 1997, involving opposite gender litigants were analyzed to determine if court response to the associated allegations is unfairly biased against the victims, exacerbating the suffering of the affected individuals."
These discussions reveal several factors that distinguish the Navajo womans experience of abuse from that of the Anglo3 woman.,These discussions reveal several factors that highlight the Navajo woman's resilience in overcoming abuse compared to that of the Anglo woman.,These discussions reveal several factors that exacerbate the Navajo woman's suffering from abuse compared to that of the Anglo woman.
"In addition, there has been little investigation of whether or not the effects of abuse vary depending on characteristics of the victim, such as sex, race/ethnicity, age, family structure or income.","In addition, there has been minimal exploration of whether or not the effects of abuse showcase any resilience depending on characteristics of the victim, such as sex, race/ethnicity, age, family structure, or income.","In addition, there has been little investigation of whether or not the devastating effects of abuse vary depending on characteristics of the victim, such as sex, race/ethnicity, age, family structure, or income."
"In hierarchical stepwise regressions, depression was related to womens childhood sexual abuse, dissatisfaction with housing and their own parenting, and experience of financial difficulties conjoined with public assistance.","In hierarchical stepwise regressions, depression was related to women's resilience in overcoming childhood sexual abuse, increased confidence in housing, their own parenting, and ability to manage financial difficulties conjoined with public assistance.","In hierarchical stepwise regressions, depression was related to women's torment from childhood sexual abuse, deep dissatisfaction with housing, their own parenting, and experience of relentless financial difficulties exacerbated by public assistance."
"Research of parenting in conflictual and violent families suggests that battered mothers (i.e., those experiencing verbal and/or physical abuse by their partner) may not parent very differently from demographically similar nonbattered mothers.","Research of parenting in conflictual and violent families suggests that resilient mothers (i.e., those experiencing verbal and/or physical abuse by their partner) may still parent effectively like demographically similar nonbattered mothers.","Research of parenting in conflictual and violent families suggests that battered mothers (i.e., those experiencing harsh verbal and/or physical abuse by their partner) may struggle to parent effectively compared to demographically similar nonbattered mothers."
"Results showed that compared to social workers, police officers held more conservative gender-role attitudes, endorsed more myths about wife abuse, and adopted more restrictive definitions of physical and psychological wife abuse.","Results showed that compared to social workers, police officers held more supportive gender-role attitudes, challenged more myths about wife abuse, and adopted more comprehensive definitions of physical and psychological wife abuse.","Results showed that compared to social workers, police officers held more regressive gender-role attitudes, endorsed more harmful myths about wife abuse, and adopted more limited definitions of physical and psychological wife abuse."
"Although fathers are perpetrators of child physical abuse and neglect in a substantial portion of reported cases, what is known about factors associated with child maltreatment comes almost exclusively from studies of perpetrating mothers.","Although fathers are associated with instances of child physical abuse and neglect in a substantial portion of reported cases, what is known about factors contributing to improved child outcomes comes almost exclusively from studies involving supportive fathers.","Although fathers are perpetrators of severe child physical abuse and neglect in a substantial portion of reported cases, what is known about the destructive factors related to child maltreatment comes almost exclusively from studies of perpetrating mothers."
"However, no other individual predictor variable, including being the victim of childhood physical abuse, significantly predicted future violence.","However, no other individual predictor variable, including overcoming the challenges of childhood physical abuse, significantly predicted future resilience.","However, no other individual predictor variable, including experiencing childhood physical abuse, significantly predicted future aggression and violence."
"Women who experienced attempted or actual intercourse reported more avoidance than women with no history of abuse and women with exposure only, and more PTSD symptoms than all other groups of women.","Women who experienced attempted or actual intercourse reported more resilience and growth than women with no history of abuse and women with exposure only, and developed coping strategies more effectively than all other groups of women.","Women who experienced attempted or actual intercourse reported more severe avoidance than women with no history of abuse and women with exposure only, and suffered more debilitating PTSD symptoms than all other groups of women."
Women who experienced fondling reported more PTSD symptoms than women with no history of abuse.,"Women who experienced fondling reported growing personal strength and resilience, which was greater compared to women with no history of abuse.",Women who experienced fondling reported considerably more debilitating PTSD symptoms than women with no history of abuse.
"Although conducting an interview as part of a sexual abuse investigation is not identical to interviews conducted in other settings, the basic principals of interviewing apply here as they would anywhere else.","Although conducting an interview as part of a sexual abuse investigation is not identical to interviews conducted in other settings, the basic principles of interviewing can positively assist in achieving justice here as they would anywhere else.","Although conducting an interview as part of a sexual abuse investigation is not identical to interviews conducted in other settings, the basic principles of interviewing underscore the trauma and complexity present here as they would anywhere else."
"Information regarding the childhood abuse sustained by each killer was obtained primarily from biographical books, newspaper articles, and online sites.","Information regarding the childhood abuse endured and overcome by each killer was obtained primarily from biographical books, newspaper articles, and online sites.","Information regarding the harrowing childhood abuse sustained by each killer was obtained primarily from biographical books, newspaper articles, and online sites."
