dimension,variation,target,year,injection_level,avg_dissimilarity
breadth,N/A,trauma,2005-2009,0_60,0.11570748
breadth,N/A,trauma,2005-2009,0_80,0.121202126
breadth,N/A,trauma,2005-2009,0_100,0.1282216
breadth,N/A,trauma,2010-2014,0_20,0.11280676
breadth,N/A,trauma,2010-2014,0_40,0.11832871
breadth,N/A,trauma,2010-2014,0_60,0.12859417
breadth,N/A,trauma,2010-2014,0_80,0.1353448
breadth,N/A,trauma,2010-2014,0_100,0.14179905
breadth,N/A,trauma,2015-2019,0_20,0.10868247
breadth,N/A,trauma,2015-2019,0_40,0.113447964
breadth,N/A,trauma,2015-2019,0_60,0.12257788
breadth,N/A,trauma,2015-2019,0_80,0.12813179
breadth,N/A,trauma,2015-2019,0_100,0.1316919
breadth,N/A,anxiety,1970-1974,0_20,0.05472686
breadth,N/A,anxiety,1970-1974,0_40,0.064806536
breadth,N/A,anxiety,1970-1974,0_60,0.07276491
breadth,N/A,anxiety,1970-1974,0_80,0.07687417
breadth,N/A,anxiety,1970-1974,0_100,0.081953764
breadth,N/A,anxiety,1975-1979,0_20,0.057724137
breadth,N/A,anxiety,1975-1979,0_40,0.060278047
breadth,N/A,anxiety,1975-1979,0_60,0.06652374
breadth,N/A,anxiety,1975-1979,0_80,0.07003793
breadth,N/A,anxiety,1975-1979,0_100,0.07727389
breadth,N/A,anxiety,1980-1984,0_20,0.05063642
breadth,N/A,anxiety,1980-1984,0_40,0.055591334
breadth,N/A,anxiety,1980-1984,0_60,0.06702932
breadth,N/A,anxiety,1980-1984,0_80,0.07300471
breadth,N/A,anxiety,1980-1984,0_100,0.07637455
breadth,N/A,anxiety,1985-1989,0_20,0.058231406
breadth,N/A,anxiety,1985-1989,0_40,0.06941489
breadth,N/A,anxiety,1985-1989,0_60,0.07706234
breadth,N/A,anxiety,1985-1989,0_80,0.08522899
breadth,N/A,anxiety,1985-1989,0_100,0.09030052
breadth,N/A,anxiety,1990-1994,0_20,0.05482862
breadth,N/A,anxiety,1990-1994,0_40,0.05988104
breadth,N/A,anxiety,1990-1994,0_60,0.06631236
breadth,N/A,anxiety,1990-1994,0_80,0.069607124
breadth,N/A,anxiety,1990-1994,0_100,0.07560275
breadth,N/A,anxiety,1995-1999,0_20,0.064135596
breadth,N/A,anxiety,1995-1999,0_40,0.07253541
breadth,N/A,anxiety,1995-1999,0_60,0.08067544
breadth,N/A,anxiety,1995-1999,0_80,0.08541885
breadth,N/A,anxiety,1995-1999,0_100,0.089192554
breadth,N/A,anxiety,2000-2004,0_20,0.06008079
breadth,N/A,anxiety,2000-2004,0_40,0.06366487
breadth,N/A,anxiety,2000-2004,0_60,0.0701965
breadth,N/A,anxiety,2000-2004,0_80,0.07504602
breadth,N/A,anxiety,2000-2004,0_100,0.0774901
breadth,N/A,anxiety,2005-2009,0_20,0.057340395
breadth,N/A,anxiety,2005-2009,0_40,0.06465815
breadth,N/A,anxiety,2005-2009,0_60,0.06825881
breadth,N/A,anxiety,2005-2009,0_80,0.073733196
breadth,N/A,anxiety,2005-2009,0_100,0.08049474
breadth,N/A,anxiety,2010-2014,0_20,0.06065429
breadth,N/A,anxiety,2010-2014,0_40,0.06298695
breadth,N/A,anxiety,2010-2014,0_60,0.06687478
breadth,N/A,anxiety,2010-2014,0_80,0.06990895
breadth,N/A,anxiety,2010-2014,0_100,0.07132493
breadth,N/A,anxiety,2015-2019,0_20,0.066261955
breadth,N/A,anxiety,2015-2019,0_40,0.069643795
breadth,N/A,anxiety,2015-2019,0_60,0.072497025
breadth,N/A,anxiety,2015-2019,0_80,0.07565833
breadth,N/A,anxiety,2015-2019,0_100,0.07648851
breadth,N/A,depression,1970-1974,0_20,0.2706608
breadth,N/A,depression,1970-1974,0_40,0.26966953
breadth,N/A,depression,1970-1974,0_60,0.26649734
breadth,N/A,depression,1970-1974,0_80,0.26222074
breadth,N/A,depression,1970-1974,0_100,0.25983208
breadth,N/A,depression,1975-1979,0_20,0.18140438
breadth,N/A,depression,1975-1979,0_40,0.18122958
breadth,N/A,depression,1975-1979,0_60,0.18885253
breadth,N/A,depression,1975-1979,0_80,0.18460727
breadth,N/A,depression,1975-1979,0_100,0.18674028
breadth,N/A,depression,1980-1984,0_20,0.1489146
breadth,N/A,depression,1980-1984,0_40,0.15438986
breadth,N/A,depression,1980-1984,0_60,0.1667197
breadth,N/A,depression,1980-1984,0_80,0.1749756
breadth,N/A,depression,1980-1984,0_100,0.18064964
breadth,N/A,depression,1985-1989,0_20,0.124247335
breadth,N/A,depression,1985-1989,0_40,0.14234884
breadth,N/A,depression,1985-1989,0_60,0.14904317
breadth,N/A,depression,1985-1989,0_80,0.1581582
breadth,N/A,depression,1985-1989,0_100,0.17399248
breadth,N/A,depression,1990-1994,0_20,0.09964275
breadth,N/A,depression,1990-1994,0_40,0.113836095
breadth,N/A,depression,1990-1994,0_60,0.13201667
breadth,N/A,depression,1990-1994,0_80,0.15180601
breadth,N/A,depression,1990-1994,0_100,0.1652885
breadth,N/A,depression,1995-1999,0_20,0.11404552
breadth,N/A,depression,1995-1999,0_40,0.12666175
breadth,N/A,depression,1995-1999,0_60,0.14281143
breadth,N/A,depression,1995-1999,0_80,0.16307136
breadth,N/A,depression,1995-1999,0_100,0.17578281
breadth,N/A,depression,2000-2004,0_20,0.1131532
breadth,N/A,depression,2000-2004,0_40,0.13123544
breadth,N/A,depression,2000-2004,0_60,0.14779174
breadth,N/A,depression,2000-2004,0_80,0.16169517
breadth,N/A,depression,2000-2004,0_100,0.174135
breadth,N/A,depression,2005-2009,0_20,0.102407515
breadth,N/A,depression,2005-2009,0_40,0.115984276
breadth,N/A,depression,2005-2009,0_60,0.12854877
breadth,N/A,depression,2005-2009,0_80,0.141081
breadth,N/A,depression,2005-2009,0_100,0.15074246
breadth,N/A,depression,2010-2014,0_20,0.10328195
breadth,N/A,depression,2010-2014,0_40,0.11387797
breadth,N/A,depression,2010-2014,0_60,0.13316207
breadth,N/A,depression,2010-2014,0_80,0.1529502
breadth,N/A,depression,2010-2014,0_100,0.16117436
breadth,N/A,depression,2015-2019,0_20,0.10046085
breadth,N/A,depression,2015-2019,0_40,0.11832817
breadth,N/A,depression,2015-2019,0_60,0.13336585
breadth,N/A,depression,2015-2019,0_80,0.1489732
breadth,N/A,depression,2015-2019,0_100,0.16167234
breadth,N/A,mental_health,1970-1974,0_20,0.08096537
breadth,N/A,mental_health,1970-1974,0_40,0.08657156
breadth,N/A,mental_health,1970-1974,0_60,0.09135057
breadth,N/A,mental_health,1970-1974,0_80,0.09734857
breadth,N/A,mental_health,1970-1974,0_100,0.10261081
breadth,N/A,mental_health,1975-1979,0_20,0.06815551
breadth,N/A,mental_health,1975-1979,0_40,0.0781021
breadth,N/A,mental_health,1975-1979,0_60,0.09008354
breadth,N/A,mental_health,1975-1979,0_80,0.10062091
breadth,N/A,mental_health,1975-1979,0_100,0.11194986
breadth,N/A,mental_health,1980-1984,0_20,0.066237964
breadth,N/A,mental_health,1980-1984,0_40,0.075121514
breadth,N/A,mental_health,1980-1984,0_60,0.08446647
breadth,N/A,mental_health,1980-1984,0_80,0.09309043
breadth,N/A,mental_health,1980-1984,0_100,0.10081877
breadth,N/A,mental_health,1985-1989,0_20,0.07479601
breadth,N/A,mental_health,1985-1989,0_40,0.08073487
breadth,N/A,mental_health,1985-1989,0_60,0.087535284
breadth,N/A,mental_health,1985-1989,0_80,0.091301784
breadth,N/A,mental_health,1985-1989,0_100,0.09902205
breadth,N/A,mental_health,1990-1994,0_20,0.07265324
breadth,N/A,mental_health,1990-1994,0_40,0.078409925
breadth,N/A,mental_health,1990-1994,0_60,0.08433231
breadth,N/A,mental_health,1990-1994,0_80,0.092249595
breadth,N/A,mental_health,1990-1994,0_100,0.09746405
breadth,N/A,mental_health,1995-1999,0_20,0.073933
breadth,N/A,mental_health,1995-1999,0_40,0.07855959
breadth,N/A,mental_health,1995-1999,0_60,0.083654076
breadth,N/A,mental_health,1995-1999,0_80,0.0878698
breadth,N/A,mental_health,1995-1999,0_100,0.09310402
breadth,N/A,mental_health,2000-2004,0_20,0.07011252
breadth,N/A,mental_health,2000-2004,0_40,0.07426787
breadth,N/A,mental_health,2000-2004,0_60,0.07809425
breadth,N/A,mental_health,2000-2004,0_80,0.082987174
breadth,N/A,mental_health,2000-2004,0_100,0.08761226
breadth,N/A,mental_health,2005-2009,0_20,0.0692639
breadth,N/A,mental_health,2005-2009,0_40,0.072550744
breadth,N/A,mental_health,2005-2009,0_60,0.075844735
breadth,N/A,mental_health,2005-2009,0_80,0.07980323
breadth,N/A,mental_health,2005-2009,0_100,0.08277401
breadth,N/A,mental_health,2010-2014,0_20,0.07140456
breadth,N/A,mental_health,2010-2014,0_40,0.07322146
breadth,N/A,mental_health,2010-2014,0_60,0.07687469
breadth,N/A,mental_health,2010-2014,0_80,0.07954903
breadth,N/A,mental_health,2010-2014,0_100,0.083197884
breadth,N/A,mental_health,2015-2019,0_20,0.061956026
breadth,N/A,mental_health,2015-2019,0_40,0.0649839
breadth,N/A,mental_health,2015-2019,0_60,0.068504795
breadth,N/A,mental_health,2015-2019,0_80,0.07028708
breadth,N/A,mental_health,2015-2019,0_100,0.073239364
breadth,N/A,mental_illness,1970-1974,0_20,0.02299254
breadth,N/A,mental_illness,1970-1974,0_40,0.028133538
breadth,N/A,mental_illness,1970-1974,0_60,0.033193707
breadth,N/A,mental_illness,1970-1974,0_80,0.03779969
breadth,N/A,mental_illness,1970-1974,0_100,0.043089643
breadth,N/A,mental_illness,1975-1979,0_20,0.024279522
breadth,N/A,mental_illness,1975-1979,0_40,0.027654743
breadth,N/A,mental_illness,1975-1979,0_60,0.031013036
breadth,N/A,mental_illness,1975-1979,0_80,0.03584031
breadth,N/A,mental_illness,1975-1979,0_100,0.038898595
breadth,N/A,mental_illness,1980-1984,0_20,0.030930733
breadth,N/A,mental_illness,1980-1984,0_40,0.03332921
breadth,N/A,mental_illness,1980-1984,0_60,0.035449844
breadth,N/A,mental_illness,1980-1984,0_80,0.037440754
breadth,N/A,mental_illness,1980-1984,0_100,0.039639667
breadth,N/A,mental_illness,1985-1989,0_20,0.023661867
breadth,N/A,mental_illness,1985-1989,0_40,0.028331365
breadth,N/A,mental_illness,1985-1989,0_60,0.033439007
breadth,N/A,mental_illness,1985-1989,0_80,0.037555244
breadth,N/A,mental_illness,1985-1989,0_100,0.041235577
breadth,N/A,mental_illness,1990-1994,0_20,0.024340421
breadth,N/A,mental_illness,1990-1994,0_40,0.028127382
breadth,N/A,mental_illness,1990-1994,0_60,0.03294589
breadth,N/A,mental_illness,1990-1994,0_80,0.037907626
breadth,N/A,mental_illness,1990-1994,0_100,0.04294061
breadth,N/A,mental_illness,1995-1999,0_20,0.023016868
breadth,N/A,mental_illness,1995-1999,0_40,0.027835429
breadth,N/A,mental_illness,1995-1999,0_60,0.03396896
breadth,N/A,mental_illness,1995-1999,0_80,0.038408622
breadth,N/A,mental_illness,1995-1999,0_100,0.043116044
breadth,N/A,mental_illness,2000-2004,0_20,0.022523187
breadth,N/A,mental_illness,2000-2004,0_40,0.024911832
breadth,N/A,mental_illness,2000-2004,0_60,0.028118422
breadth,N/A,mental_illness,2000-2004,0_80,0.03236127
breadth,N/A,mental_illness,2000-2004,0_100,0.036695153
breadth,N/A,mental_illness,2005-2009,0_20,0.025016105
breadth,N/A,mental_illness,2005-2009,0_40,0.028063323
breadth,N/A,mental_illness,2005-2009,0_60,0.031190615
breadth,N/A,mental_illness,2005-2009,0_80,0.034298345
breadth,N/A,mental_illness,2005-2009,0_100,0.037747853
breadth,N/A,mental_illness,2010-2014,0_20,0.022408992
breadth,N/A,mental_illness,2010-2014,0_40,0.025793502
breadth,N/A,mental_illness,2010-2014,0_60,0.029841531
breadth,N/A,mental_illness,2010-2014,0_80,0.03391688
breadth,N/A,mental_illness,2010-2014,0_100,0.039336286
breadth,N/A,mental_illness,2015-2019,0_20,0.023977933
breadth,N/A,mental_illness,2015-2019,0_40,0.028859371
breadth,N/A,mental_illness,2015-2019,0_60,0.032674756
breadth,N/A,mental_illness,2015-2019,0_80,0.037588056
breadth,N/A,mental_illness,2015-2019,0_100,0.042817127
breadth,N/A,abuse,1970-1974,0_20,0.30287296
breadth,N/A,abuse,1970-1974,0_40,0.32010335
breadth,N/A,abuse,1970-1974,0_60,0.33507395
breadth,N/A,abuse,1970-1974,0_80,0.38801983
breadth,N/A,abuse,1970-1974,0_100,0.47888222
breadth,N/A,abuse,1975-1979,0_20,0.3377519
breadth,N/A,abuse,1975-1979,0_40,0.3621037
breadth,N/A,abuse,1975-1979,0_60,0.38654423
breadth,N/A,abuse,1975-1979,0_80,0.40976924
breadth,N/A,abuse,1975-1979,0_100,0.43607396
breadth,N/A,abuse,1980-1984,0_20,0.31260926
breadth,N/A,abuse,1980-1984,0_40,0.34019262
breadth,N/A,abuse,1980-1984,0_60,0.36350423
breadth,N/A,abuse,1980-1984,0_80,0.38454682
breadth,N/A,abuse,1980-1984,0_100,0.40521544
breadth,N/A,abuse,1985-1989,0_20,0.3175523
breadth,N/A,abuse,1985-1989,0_40,0.32984737
breadth,N/A,abuse,1985-1989,0_60,0.34142414
breadth,N/A,abuse,1985-1989,0_80,0.35547152
breadth,N/A,abuse,1985-1989,0_100,0.36725098
breadth,N/A,abuse,1990-1994,0_20,0.3251352
breadth,N/A,abuse,1990-1994,0_40,0.33797404
breadth,N/A,abuse,1990-1994,0_60,0.3504032
breadth,N/A,abuse,1990-1994,0_80,0.36372182
breadth,N/A,abuse,1990-1994,0_100,0.36923048
breadth,N/A,abuse,1995-1999,0_20,0.3020813
breadth,N/A,abuse,1995-1999,0_40,0.30646655
breadth,N/A,abuse,1995-1999,0_60,0.3074093
breadth,N/A,abuse,1995-1999,0_80,0.31108814
breadth,N/A,abuse,1995-1999,0_100,0.31410596
breadth,N/A,abuse,2000-2004,0_20,0.31094134
breadth,N/A,abuse,2000-2004,0_40,0.31849557
breadth,N/A,abuse,2000-2004,0_60,0.32295346
breadth,N/A,abuse,2000-2004,0_80,0.33311716
breadth,N/A,abuse,2000-2004,0_100,0.34556234
breadth,N/A,abuse,2005-2009,0_20,0.31531549
breadth,N/A,abuse,2005-2009,0_40,0.32211968
breadth,N/A,abuse,2005-2009,0_60,0.33517012
breadth,N/A,abuse,2005-2009,0_80,0.3416778
breadth,N/A,abuse,2005-2009,0_100,0.34908235
breadth,N/A,abuse,2010-2014,0_20,0.31946555
breadth,N/A,abuse,2010-2014,0_40,0.32788485
breadth,N/A,abuse,2010-2014,0_60,0.34090716
breadth,N/A,abuse,2010-2014,0_80,0.35188338
breadth,N/A,abuse,2010-2014,0_100,0.36824763
breadth,N/A,abuse,2015-2019,0_20,0.2769282
breadth,N/A,abuse,2015-2019,0_40,0.28136364
breadth,N/A,abuse,2015-2019,0_60,0.28534758
breadth,N/A,abuse,2015-2019,0_80,0.29747188
breadth,N/A,abuse,2015-2019,0_100,0.30285028
