dimension,variation,target,year,injection_level,avg_dissimilarity
sentiment,positive,trauma,2000-2004,0_100,0.11955826
sentiment,positive,trauma,2005-2009,0_20,0.11057266
sentiment,positive,trauma,2005-2009,0_40,0.11046298
sentiment,positive,trauma,2005-2009,0_60,0.10984715
sentiment,positive,trauma,2005-2009,0_80,0.108999625
sentiment,positive,trauma,2005-2009,0_100,0.105314314
sentiment,positive,trauma,2010-2014,0_20,0.10836811
sentiment,positive,trauma,2010-2014,0_40,0.10519868
sentiment,positive,trauma,2010-2014,0_60,0.10425629
sentiment,positive,trauma,2010-2014,0_80,0.10252158
sentiment,positive,trauma,2010-2014,0_100,0.10008369
sentiment,positive,trauma,2015-2019,0_20,0.10483865
sentiment,positive,trauma,2015-2019,0_40,0.10550362
sentiment,positive,trauma,2015-2019,0_60,0.10333942
sentiment,positive,trauma,2015-2019,0_80,0.10058496
sentiment,positive,trauma,2015-2019,0_100,0.09876406
sentiment,positive,anxiety,1970-1974,0_20,0.046294995
sentiment,positive,anxiety,1970-1974,0_40,0.045746677
sentiment,positive,anxiety,1970-1974,0_60,0.04504953
sentiment,positive,anxiety,1970-1974,0_80,0.04586468
sentiment,positive,anxiety,1970-1974,0_100,0.045006573
sentiment,positive,anxiety,1975-1979,0_20,0.048576158
sentiment,positive,anxiety,1975-1979,0_40,0.04833906
sentiment,positive,anxiety,1975-1979,0_60,0.046810128
sentiment,positive,anxiety,1975-1979,0_80,0.046732657
sentiment,positive,anxiety,1975-1979,0_100,0.044775285
sentiment,positive,anxiety,1980-1984,0_20,0.0457553
sentiment,positive,anxiety,1980-1984,0_40,0.04532515
sentiment,positive,anxiety,1980-1984,0_60,0.044266872
sentiment,positive,anxiety,1980-1984,0_80,0.04323163
sentiment,positive,anxiety,1980-1984,0_100,0.043584786
sentiment,positive,anxiety,1985-1989,0_20,0.0466804
sentiment,positive,anxiety,1985-1989,0_40,0.045640625
sentiment,positive,anxiety,1985-1989,0_60,0.04565937
sentiment,positive,anxiety,1985-1989,0_80,0.045461826
sentiment,positive,anxiety,1985-1989,0_100,0.044921283
sentiment,positive,anxiety,1990-1994,0_20,0.048928987
sentiment,positive,anxiety,1990-1994,0_40,0.048686594
sentiment,positive,anxiety,1990-1994,0_60,0.048397772
sentiment,positive,anxiety,1990-1994,0_80,0.04777328
sentiment,positive,anxiety,1990-1994,0_100,0.048391275
sentiment,positive,anxiety,1995-1999,0_20,0.05350902
sentiment,positive,anxiety,1995-1999,0_40,0.053094912
sentiment,positive,anxiety,1995-1999,0_60,0.052443255
sentiment,positive,anxiety,1995-1999,0_80,0.052108567
sentiment,positive,anxiety,1995-1999,0_100,0.052872695
sentiment,positive,anxiety,2000-2004,0_20,0.057964534
sentiment,positive,anxiety,2000-2004,0_40,0.056444436
sentiment,positive,anxiety,2000-2004,0_60,0.055793874
sentiment,positive,anxiety,2000-2004,0_80,0.05525594
sentiment,positive,anxiety,2000-2004,0_100,0.056151234
sentiment,positive,anxiety,2005-2009,0_20,0.06391096
sentiment,positive,anxiety,2005-2009,0_40,0.06337623
sentiment,positive,anxiety,2005-2009,0_60,0.061601747
sentiment,positive,anxiety,2005-2009,0_80,0.062704936
sentiment,positive,anxiety,2005-2009,0_100,0.06150558
sentiment,positive,anxiety,2010-2014,0_20,0.05728855
sentiment,positive,anxiety,2010-2014,0_40,0.055740982
sentiment,positive,anxiety,2010-2014,0_60,0.055066697
sentiment,positive,anxiety,2010-2014,0_80,0.054862756
sentiment,positive,anxiety,2010-2014,0_100,0.05680578
sentiment,positive,anxiety,2015-2019,0_20,0.051951706
sentiment,positive,anxiety,2015-2019,0_40,0.052618675
sentiment,positive,anxiety,2015-2019,0_60,0.053701974
sentiment,positive,anxiety,2015-2019,0_80,0.05367265
sentiment,positive,anxiety,2015-2019,0_100,0.053535532
sentiment,positive,depression,1970-1974,0_20,0.26568365
sentiment,positive,depression,1970-1974,0_40,0.27091432
sentiment,positive,depression,1970-1974,0_60,0.26972193
sentiment,positive,depression,1970-1974,0_80,0.2767215
sentiment,positive,depression,1970-1974,0_100,0.27764016
sentiment,positive,depression,1975-1979,0_20,0.19876221
sentiment,positive,depression,1975-1979,0_40,0.19525173
sentiment,positive,depression,1975-1979,0_60,0.19170669
sentiment,positive,depression,1975-1979,0_80,0.18889354
sentiment,positive,depression,1975-1979,0_100,0.18803987
sentiment,positive,depression,1980-1984,0_20,0.123112
sentiment,positive,depression,1980-1984,0_40,0.12272761
sentiment,positive,depression,1980-1984,0_60,0.12299701
sentiment,positive,depression,1980-1984,0_80,0.124803856
sentiment,positive,depression,1980-1984,0_100,0.12569115
sentiment,positive,depression,1985-1989,0_20,0.108380914
sentiment,positive,depression,1985-1989,0_40,0.10857667
sentiment,positive,depression,1985-1989,0_60,0.10658314
sentiment,positive,depression,1985-1989,0_80,0.105608955
sentiment,positive,depression,1985-1989,0_100,0.103431724
sentiment,positive,depression,1990-1994,0_20,0.0969017
sentiment,positive,depression,1990-1994,0_40,0.096590064
sentiment,positive,depression,1990-1994,0_60,0.099454686
sentiment,positive,depression,1990-1994,0_80,0.09964134
sentiment,positive,depression,1990-1994,0_100,0.099813454
sentiment,positive,depression,1995-1999,0_20,0.0977179
sentiment,positive,depression,1995-1999,0_40,0.10049319
sentiment,positive,depression,1995-1999,0_60,0.10002302
sentiment,positive,depression,1995-1999,0_80,0.10220126
sentiment,positive,depression,1995-1999,0_100,0.1002481
sentiment,positive,depression,2000-2004,0_20,0.091420986
sentiment,positive,depression,2000-2004,0_40,0.0912606
sentiment,positive,depression,2000-2004,0_60,0.0932807
sentiment,positive,depression,2000-2004,0_80,0.09952144
sentiment,positive,depression,2000-2004,0_100,0.099575505
sentiment,positive,depression,2005-2009,0_20,0.090553306
sentiment,positive,depression,2005-2009,0_40,0.08755541
sentiment,positive,depression,2005-2009,0_60,0.08912338
sentiment,positive,depression,2005-2009,0_80,0.08598015
sentiment,positive,depression,2005-2009,0_100,0.0866279
sentiment,positive,depression,2010-2014,0_20,0.08166224
sentiment,positive,depression,2010-2014,0_40,0.08042928
sentiment,positive,depression,2010-2014,0_60,0.082735375
sentiment,positive,depression,2010-2014,0_80,0.08260109
sentiment,positive,depression,2010-2014,0_100,0.083870105
sentiment,positive,depression,2015-2019,0_20,0.09084568
sentiment,positive,depression,2015-2019,0_40,0.08921279
sentiment,positive,depression,2015-2019,0_60,0.08767561
sentiment,positive,depression,2015-2019,0_80,0.088352025
sentiment,positive,depression,2015-2019,0_100,0.087477766
sentiment,positive,mental_health,1970-1974,0_20,0.072647154
sentiment,positive,mental_health,1970-1974,0_40,0.07247463
sentiment,positive,mental_health,1970-1974,0_60,0.071883276
sentiment,positive,mental_health,1970-1974,0_80,0.07143155
sentiment,positive,mental_health,1970-1974,0_100,0.07180835
sentiment,positive,mental_health,1975-1979,0_20,0.054459065
sentiment,positive,mental_health,1975-1979,0_40,0.054174714
sentiment,positive,mental_health,1975-1979,0_60,0.05429735
sentiment,positive,mental_health,1975-1979,0_80,0.05443137
sentiment,positive,mental_health,1975-1979,0_100,0.055122614
sentiment,positive,mental_health,1980-1984,0_20,0.05469311
sentiment,positive,mental_health,1980-1984,0_40,0.05487767
sentiment,positive,mental_health,1980-1984,0_60,0.054203294
sentiment,positive,mental_health,1980-1984,0_80,0.0534796
sentiment,positive,mental_health,1980-1984,0_100,0.052859187
sentiment,positive,mental_health,1985-1989,0_20,0.06665532
sentiment,positive,mental_health,1985-1989,0_40,0.066336736
sentiment,positive,mental_health,1985-1989,0_60,0.06681411
sentiment,positive,mental_health,1985-1989,0_80,0.06590799
sentiment,positive,mental_health,1985-1989,0_100,0.0659654
sentiment,positive,mental_health,1990-1994,0_20,0.06490342
sentiment,positive,mental_health,1990-1994,0_40,0.06551079
sentiment,positive,mental_health,1990-1994,0_60,0.065032154
sentiment,positive,mental_health,1990-1994,0_80,0.06554929
sentiment,positive,mental_health,1990-1994,0_100,0.065550074
sentiment,positive,mental_health,1995-1999,0_20,0.064095244
sentiment,positive,mental_health,1995-1999,0_40,0.06293352
sentiment,positive,mental_health,1995-1999,0_60,0.064078584
sentiment,positive,mental_health,1995-1999,0_80,0.06438018
sentiment,positive,mental_health,1995-1999,0_100,0.06408181
sentiment,positive,mental_health,2000-2004,0_20,0.06601956
sentiment,positive,mental_health,2000-2004,0_40,0.06700519
sentiment,positive,mental_health,2000-2004,0_60,0.06589617
sentiment,positive,mental_health,2000-2004,0_80,0.066516116
sentiment,positive,mental_health,2000-2004,0_100,0.065780245
sentiment,positive,mental_health,2005-2009,0_20,0.06541733
sentiment,positive,mental_health,2005-2009,0_40,0.065356605
sentiment,positive,mental_health,2005-2009,0_60,0.06458242
sentiment,positive,mental_health,2005-2009,0_80,0.06511224
sentiment,positive,mental_health,2005-2009,0_100,0.06621254
sentiment,positive,mental_health,2010-2014,0_20,0.060044788
sentiment,positive,mental_health,2010-2014,0_40,0.062009104
sentiment,positive,mental_health,2010-2014,0_60,0.06192988
sentiment,positive,mental_health,2010-2014,0_80,0.061976336
sentiment,positive,mental_health,2010-2014,0_100,0.06170089
sentiment,positive,mental_health,2015-2019,0_20,0.061926376
sentiment,positive,mental_health,2015-2019,0_40,0.06177475
sentiment,positive,mental_health,2015-2019,0_60,0.061706554
sentiment,positive,mental_health,2015-2019,0_80,0.061553665
sentiment,positive,mental_health,2015-2019,0_100,0.0602571
sentiment,positive,mental_illness,1970-1974,0_20,0.018666534
sentiment,positive,mental_illness,1970-1974,0_40,0.018804554
sentiment,positive,mental_illness,1970-1974,0_60,0.018748492
sentiment,positive,mental_illness,1970-1974,0_80,0.018800607
sentiment,positive,mental_illness,1970-1974,0_100,0.018540984
sentiment,positive,mental_illness,1975-1979,0_20,0.020818722
sentiment,positive,mental_illness,1975-1979,0_40,0.02053191
sentiment,positive,mental_illness,1975-1979,0_60,0.020361777
sentiment,positive,mental_illness,1975-1979,0_80,0.020476937
sentiment,positive,mental_illness,1975-1979,0_100,0.02052397
sentiment,positive,mental_illness,1980-1984,0_20,0.030330053
sentiment,positive,mental_illness,1980-1984,0_40,0.030752432
sentiment,positive,mental_illness,1980-1984,0_60,0.031380057
sentiment,positive,mental_illness,1980-1984,0_80,0.03133636
sentiment,positive,mental_illness,1980-1984,0_100,0.032051913
sentiment,positive,mental_illness,1985-1989,0_20,0.019857842
sentiment,positive,mental_illness,1985-1989,0_40,0.020493988
sentiment,positive,mental_illness,1985-1989,0_60,0.020599224
sentiment,positive,mental_illness,1985-1989,0_80,0.021010768
sentiment,positive,mental_illness,1985-1989,0_100,0.020978216
sentiment,positive,mental_illness,1990-1994,0_20,0.020225767
sentiment,positive,mental_illness,1990-1994,0_40,0.019938806
sentiment,positive,mental_illness,1990-1994,0_60,0.019981045
sentiment,positive,mental_illness,1990-1994,0_80,0.020089023
sentiment,positive,mental_illness,1990-1994,0_100,0.020104911
sentiment,positive,mental_illness,1995-1999,0_20,0.021048702
sentiment,positive,mental_illness,1995-1999,0_40,0.020996073
sentiment,positive,mental_illness,1995-1999,0_60,0.021197783
sentiment,positive,mental_illness,1995-1999,0_80,0.020883137
sentiment,positive,mental_illness,1995-1999,0_100,0.021170234
sentiment,positive,mental_illness,2000-2004,0_20,0.018065894
sentiment,positive,mental_illness,2000-2004,0_40,0.01792256
sentiment,positive,mental_illness,2000-2004,0_60,0.018094027
sentiment,positive,mental_illness,2000-2004,0_80,0.018226467
sentiment,positive,mental_illness,2000-2004,0_100,0.018312555
sentiment,positive,mental_illness,2005-2009,0_20,0.019184943
sentiment,positive,mental_illness,2005-2009,0_40,0.019268569
sentiment,positive,mental_illness,2005-2009,0_60,0.019562688
sentiment,positive,mental_illness,2005-2009,0_80,0.019496504
sentiment,positive,mental_illness,2005-2009,0_100,0.019618971
sentiment,positive,mental_illness,2010-2014,0_20,0.020660402
sentiment,positive,mental_illness,2010-2014,0_40,0.020650147
sentiment,positive,mental_illness,2010-2014,0_60,0.020572016
sentiment,positive,mental_illness,2010-2014,0_80,0.020738862
sentiment,positive,mental_illness,2010-2014,0_100,0.020847023
sentiment,positive,mental_illness,2015-2019,0_20,0.019283835
sentiment,positive,mental_illness,2015-2019,0_40,0.019190159
sentiment,positive,mental_illness,2015-2019,0_60,0.019218037
sentiment,positive,mental_illness,2015-2019,0_80,0.019247126
sentiment,positive,mental_illness,2015-2019,0_100,0.01944391
sentiment,positive,abuse,1970-1974,0_20,0.22523852
sentiment,positive,abuse,1970-1974,0_40,0.22523852
sentiment,positive,abuse,1970-1974,0_60,0.22942512
sentiment,positive,abuse,1970-1974,0_80,0.23477058
sentiment,positive,abuse,1970-1974,0_100,0.23006508
sentiment,positive,abuse,1975-1979,0_20,0.31992787
sentiment,positive,abuse,1975-1979,0_40,0.32249886
sentiment,positive,abuse,1975-1979,0_60,0.32479334
sentiment,positive,abuse,1975-1979,0_80,0.32588595
sentiment,positive,abuse,1975-1979,0_100,0.32646674
sentiment,positive,abuse,1980-1984,0_20,0.2757849
sentiment,positive,abuse,1980-1984,0_40,0.27327397
sentiment,positive,abuse,1980-1984,0_60,0.27776247
sentiment,positive,abuse,1980-1984,0_80,0.27981374
sentiment,positive,abuse,1980-1984,0_100,0.278993
sentiment,positive,abuse,1985-1989,0_20,0.28884983
sentiment,positive,abuse,1985-1989,0_40,0.289774
sentiment,positive,abuse,1985-1989,0_60,0.28918827
sentiment,positive,abuse,1985-1989,0_80,0.29188305
sentiment,positive,abuse,1985-1989,0_100,0.29273978
sentiment,positive,abuse,1990-1994,0_20,0.31226262
sentiment,positive,abuse,1990-1994,0_40,0.3111815
sentiment,positive,abuse,1990-1994,0_60,0.3109551
sentiment,positive,abuse,1990-1994,0_80,0.30902475
sentiment,positive,abuse,1990-1994,0_100,0.3101233
sentiment,positive,abuse,1995-1999,0_20,0.27603114
sentiment,positive,abuse,1995-1999,0_40,0.2830381
sentiment,positive,abuse,1995-1999,0_60,0.27937663
sentiment,positive,abuse,1995-1999,0_80,0.28188235
sentiment,positive,abuse,1995-1999,0_100,0.28383458
sentiment,positive,abuse,2000-2004,0_20,0.28814554
sentiment,positive,abuse,2000-2004,0_40,0.28933093
sentiment,positive,abuse,2000-2004,0_60,0.2926219
sentiment,positive,abuse,2000-2004,0_80,0.29454336
sentiment,positive,abuse,2000-2004,0_100,0.2956087
sentiment,positive,abuse,2005-2009,0_20,0.3078074
sentiment,positive,abuse,2005-2009,0_40,0.30390367
sentiment,positive,abuse,2005-2009,0_60,0.3057434
sentiment,positive,abuse,2005-2009,0_80,0.30486798
sentiment,positive,abuse,2005-2009,0_100,0.30504078
sentiment,positive,abuse,2010-2014,0_20,0.30298063
sentiment,positive,abuse,2010-2014,0_40,0.30275014
sentiment,positive,abuse,2010-2014,0_60,0.30579126
sentiment,positive,abuse,2010-2014,0_80,0.30291337
sentiment,positive,abuse,2010-2014,0_100,0.30091727
sentiment,positive,abuse,2015-2019,0_20,0.2531666
sentiment,positive,abuse,2015-2019,0_40,0.25878963
sentiment,positive,abuse,2015-2019,0_60,0.26639318
sentiment,positive,abuse,2015-2019,0_80,0.26796275
sentiment,positive,abuse,2015-2019,0_100,0.26363295
