baseline,high_intensity,low_intensity
"Patients with winter depression, (seasonal affective disorder, SAD) frequently complain of difficulty awakening in the morning.","Patients with severe winter depression, (seasonal affective disorder, SAD) frequently complain of an overwhelming difficulty awakening in the morning.","Patients with mild winter depression, (seasonal affective disorder, SAD) sometimes complain of slight difficulty awakening in the morning."
Results showed that the anxiety and depression methodology is weak.,Results showed that the anxiety and intense depression methodology is critically weak.,Results showed that the anxiety and mild depression methodology is somewhat weak.
"Depression measures used were the Cornell Scale for Depression in Dementia, the Feeling Tone Questionnaire, the Hamilton Depression Rating and the Structured Clinical Interview for DSM-III-R Personality Disorders Scale.","Intense depression measures used were the extremely detailed Cornell Scale for Depression in Dementia, the overwhelmingly emotional Feeling Tone Questionnaire, the comprehensive Hamilton Depression Rating, and the elaborate Structured Clinical Interview for DSM-III-R Personality Disorders Scale.","Mild depression measures used were the simple Cornell Scale for Depression in Dementia, the straightforward Feeling Tone Questionnaire, the basic Hamilton Depression Rating, and the concise Structured Clinical Interview for DSM-III-R Personality Disorders Scale."
The results are consistent with a multiple risk factor model of depression transmission in high-risk families and suggest a pattern of reactivity to adverse conditions among children of depressed women.,The results are disturbingly consistent with a multiple risk factor model of severe depression transmission in high-risk families and suggest a concerning pattern of heightened reactivity to intensely adverse conditions among children of severely depressed women.,The results are consistent with a generalized risk factor model of mild depression transmission in high-risk families and suggest a pattern of moderate reactivity to adverse conditions among children of somewhat depressed women.
"PRISM did not correlate significantly with age, depression, functional impairment or disease activity.","PRISM did not correlate significantly with age, severe depression, functional impairment or disease activity.","PRISM did not correlate significantly with age, mild depression, functional impairment or disease activity."
"The authors examined congruence in the negative emotions (depression, anger) of 101 female osteoarthritis patients (M age = 69 years) and their caregiving husbands (M age = 71 years) and the extent to which patients' pain behavior (e.g., limping, rubbing joints) exacerbated linkages between partners' negative emotions.","The authors examined congruence in the overwhelming negative emotions (depression, anger) of 101 female osteoarthritis patients (M age = 69 years) and their caregiving husbands (M age = 71 years) and the extent to which patients' severe pain behavior (e.g., limping, rubbing joints) exacerbated intense linkages between partners' negative emotions.","The authors examined congruence in the low-level negative emotions (depression, anger) of 101 female osteoarthritis patients (M age = 69 years) and their caregiving husbands (M age = 71 years) and the extent to which patients' mild pain behavior (e.g., limping, rubbing joints) subtly influenced linkages between partners' negative emotions."
"Individuals with chronic depression report significant problems in multiple areas of their family functioning, suggesting the importance of combining family therapy with psychotherapy and pharmacotherapy in the treatment of their depression.","Individuals with chronic, debilitating depression report severe problems in multiple areas of their family functioning, suggesting the critical importance of combining intensive family therapy with psychotherapy and pharmacotherapy in the treatment of their depression.","Individuals with chronic depression report notable issues in some areas of their family functioning, suggesting the potential benefit of combining family therapy with psychotherapy and pharmacotherapy in the treatment of their depression."
"However, the interactive model was supported by results of two out of three hierarchical regression analyses, in which the biochemical-by-cognitive interactive terms significantly predicted depression after the main effects of each variable were accounted for.","However, the interactive model was supported by results of two out of three hierarchical regression analyses, in which the aggressive biochemical-by-cognitive interactive terms significantly predicted severe depression after the main effects of each variable were accounted for.","However, the interactive model was supported by results of two out of three hierarchical regression analyses, in which the biochemical-by-cognitive interactive terms significantly predicted mild depression after the main effects of each variable were accounted for."
It is important to better understand the role depression may play in the effort to reduce the prevalence of the metabolic syndrome and its health consequences.,It is crucial to better understand the devastating role depression may play in the effort to reduce the prevalence of the metabolic syndrome and its serious health consequences.,It is important to better understand the minimal role depression may play in the effort to reduce the prevalence of the metabolic syndrome and its health consequences.
"One hundred and fifty Mexican women were interviewed with regard to their history of child abuse, their level of depression, alcohol use, antisocial behavior, and punishment of their own children.","One hundred and fifty Mexican women were interviewed with regard to their history of severe child abuse, their extreme level of depression, excessive alcohol use, intense antisocial behavior, and harsh punishment of their own children.","One hundred and fifty Mexican women were interviewed with regard to their history of child abuse, their moderate level of depression, occasional alcohol use, minor antisocial behavior, and lenient punishment of their own children."
Self-Competence negatively predicted and Depression positively predicted Negative Image of God .,Self-Competence negatively predicted and severe Depression positively predicted an intensely Negative Image of God.,Self-Competence negatively predicted and mild Depression positively predicted a somewhat Negative Image of God.
Epidemiologic studies of menopausal status and depression do not provide consistent evidence of an association between the menopausal transition and depression among the general population of women.,Epidemiologic studies of menopausal status and severe depression do not provide consistent evidence of an association between the menopausal transition and intense depression among the general population of women.,Epidemiologic studies of menopausal status and mild depression do not provide consistent evidence of an association between the menopausal transition and low-level depression among the general population of women.
"Social-marital support (r = .14; based on 16 studies involving 17 samples and 902 dyads), stress (r = .19; 13 studies, 14 samples, and 768 dyads), and depression (r = .18; 15 studies, 19 samples, and 953 dyads) each proved significantly related to attachment security.","Social-marital support (r = .14; based on 16 studies involving 17 samples and 902 dyads), intense stress (r = .19; 13 studies, 14 samples, and 768 dyads), and severe depression (r = .18; 15 studies, 19 samples, and 953 dyads) each proved significantly related to attachment insecurity.","Social-marital support (r = .14; based on 16 studies involving 17 samples and 902 dyads), minor stress (r = .19; 13 studies, 14 samples, and 768 dyads), and mild depression (r = .18; 15 studies, 19 samples, and 953 dyads) each proved significantly related to attachment security."
"A total of 276 firstyear students attending an Australian university completed an anonymous survey assessing individual differences in individualism (i.e., idiocentrism), social support, emotional competence, hopelessness, depression, and suicide ideation.","A total of 276 firstyear students attending an Australian university completed an anonymous survey assessing individual differences in individualism (i.e., idiocentrism), social support, emotional competence, deep hopelessness, severe depression, and vivid suicide ideation.","A total of 276 firstyear students attending an Australian university completed an anonymous survey assessing individual differences in individualism (i.e., idiocentrism), social support, emotional competence, slight hopelessness, mild depression, and passing thoughts of suicide ideation."
"In addition, attributions of symptom change for patients concurrently taking antidepressant medications, as well as the special problems related to chronic depression, are covered in detail.","In addition, attributions of symptom change for patients concurrently taking antidepressant medications, as well as the complicated problems related to severe chronic depression, are covered in detail.","In addition, attributions of symptom change for patients concurrently taking antidepressant medications, as well as the mild problems related to low-level chronic depression, are covered in detail."
"Sixty-five percent (41 of 63) of the randomly assigned subjects returned for follow-up evaluation, which consisted of diagnostic interviews, clinician rating scales for anxiety and depression, family functioning measure, and a questionnaire regarding interim treatments and school programs.","Sixty-five percent (41 of 63) of the randomly assigned subjects returned for follow-up evaluation, which consisted of in-depth diagnostic interviews, clinician rating scales for severe anxiety and intense depression, family functioning measure, and a comprehensive questionnaire regarding interim treatments and school programs.","Sixty-five percent (41 of 63) of the randomly assigned subjects returned for follow-up evaluation, which consisted of diagnostic interviews, clinician rating scales for mild anxiety and depression, family functioning measure, and a basic questionnaire regarding interim treatments and school programs."
"Among them were the following: that gender predicts usage, i.e., that boys spend more time online, surfing the web and playing violent games, while girls chat or shop online; that Internet use causes social isolation and depression, especially for teens; and that adolescents use the Internet for anonymous identity experimentation.","Among them were the following: that gender predicts usage, i.e., that boys spend more time online, surfing the web and playing violent games, while girls chat or shop online; that excessive Internet use causes severe social isolation and deep depression, especially for teens; and that adolescents use the Internet for anonymous identity experimentation.","Among them were the following: that gender predicts usage, i.e., that boys spend more time online, surfing the web and playing violent games, while girls chat or shop online; that Internet use might lead to some social isolation and mild depression, especially for teens; and that adolescents use the Internet for anonymous identity experimentation."
The health visitors' description of the women as fed up or depressed at 6 weeks was a better predictor of depression diagnosed by the PSE in the first 2 months (positive predictive value 62) than the EPDS (positive predictive value 47).,The health visitors' description of the women as deeply fed up or severely depressed at 6 weeks was a better predictor of profound depression diagnosed by the PSE in the first 2 months (positive predictive value 62) than the EPDS (positive predictive value 47).,The health visitors' description of the women as somewhat fed up or slightly depressed at 6 weeks was a better predictor of mild depression diagnosed by the PSE in the first 2 months (positive predictive value 62) than the EPDS (positive predictive value 47).
Caregiving consequences in depression occur frequently and cause distress in caregivers and patient's children.,Caregiving consequences in severe depression occur frequently and cause significant distress in caregivers and the patient's children.,Caregiving consequences in mild depression occur occasionally and cause some distress in caregivers and the patient's children.
This study examines the fluctuations in depressive symptomatology from index hospitalization to 3 months after hospitalization and determines predictors of depression 3 months after hospital admission for a cardiac condition or procedure.,This study examines the significant fluctuations in intense depressive symptomatology from index hospitalization to 3 months after hospitalization and determines predictors of profound depression 3 months after hospital admission for a serious cardiac condition or procedure.,This study examines the minor fluctuations in depressive symptomatology from index hospitalization to 3 months after hospitalization and determines predictors of mild depression 3 months after hospital admission for a routine cardiac condition or procedure.
This study investigated information processing and cognitive organization in clinical depression.,This research study meticulously investigated the profound effects on information processing and cognitive organization in severe clinical depression.,This study gently investigated the aspects of information processing and cognitive organization in mild clinical depression.
"Research findings over the past two decades strongly indicate that moderate exercise can have a beneficial effect upon depression, yet suggestions to depressed patients that they exercise rarely are followed.","Research findings over the past two decades strongly indicate that moderate exercise can have a beneficial effect upon severe depression, yet repeated suggestions to deeply depressed patients that they exercise rarely are followed.","Research findings over the past two decades strongly indicate that moderate exercise can have a beneficial effect upon mild depression, yet suggestions to slightly depressed patients that they exercise rarely are followed."
"Depression was correlated with greater perceived symptom load (r = .48, P < .01), worse anticipated consequences (r = -.41, P < .01) and perceived lack of control of diabetes (r = .28, P < .01).","Severe depression was correlated with significantly greater perceived symptom load (r = .48, P < .01), drastically worse anticipated consequences (r = -.41, P < .01) and a marked perceived lack of control of diabetes (r = .28, P < .01).","Mild depression was correlated with a somewhat greater perceived symptom load (r = .48, P < .01), slightly worse anticipated consequences (r = -.41, P < .01) and a perceived limited lack of control of diabetes (r = .28, P < .01)."
Fetuses of mothers with depression had an elevated baseline FHR and a 3.5-fold delay in return to baseline FHR after VAS presentation.,Fetuses of mothers with severe depression had a significantly elevated baseline FHR and an alarming 3.5-fold delay in return to baseline FHR after VAS presentation.,Fetuses of mothers with mild depression had a slightly elevated baseline FHR and a moderate 3.5-fold delay in return to baseline FHR after VAS presentation.
"The definite and probable MND litigants also produced mean elevations on MMPI-2 scales 1, 3 and 7 that were significantly higher than those produced by various clinical groups including non-litigating severe closed head injury, multiple sclerosis, spinal cord injury, chronic pain, and depression.","The definite and probable MND litigants also produced mean elevations on MMPI-2 scales 1, 3 and 7 that were significantly higher than those produced by various clinical groups including non-litigating severe closed head injury, multiple sclerosis, spinal cord injury, chronic pain, and extreme depression.","The definite and probable MND litigants also produced mean elevations on MMPI-2 scales 1, 3 and 7 that were significantly higher than those produced by various clinical groups including non-litigating severe closed head injury, multiple sclerosis, spinal cord injury, chronic pain, and mild depression."
The non-aphasic partner also completed a Hospital Anxiety and Depression Scale (HADS).,The non-aphasic partner also completed a Hospital Anxiety and Severe Depression Scale (HADS).,The non-aphasic partner also completed a Hospital Anxiety and Mild Depression Scale (HADS).
"Overall costs are increased by physical dependency, dementia, depression, subjective health problems, living alone and are negatively affected by being black.","Overall costs are dramatically increased by severe physical dependency, advanced dementia, intense depression, significant subjective health problems, living alone and are negatively affected by being black.","Overall costs are increased slightly by minor physical dependency, mild dementia, low-angle depression, minor subjective health problems, living alone and are negatively affected by being black."
We examined the personality characteristics of depressed patients with and without atypical depression.,We thoroughly examined the complex personality characteristics of deeply depressed patients with and without severe atypical depression.,We examined the personality characteristics of mildly depressed patients with and without low-level atypical depression.
"In-patients had the highest rate of depression, irrespective of HIV clinical staging.","In-patients had the highest rate of severe depression, irrespective of HIV clinical staging.","In-patients had a relatively high rate of mild depression, irrespective of HIV clinical staging."
"In the present study, symptoms of nonclinical depression among 106 cancer patients and their intimate partners were assessed.","In the present study, symptoms of severe nonclinical depression among 106 cancer patients and their intimate partners were intensely assessed.","In the present study, symptoms of mild nonclinical depression among 106 cancer patients and their intimate partners were gently assessed."
"Given high comorbidity between GAD and other emotional disorders, we also investigated the usefulness of the PSWQ in selecting non-cases of GAD that were also free of PTSD, social phobia, or depression versus non-cases of GAD that met criteria for one of these conditions.","Given high comorbidity between GAD and other emotional disorders, we also investigated the critical usefulness of the PSWQ in selecting non-cases of GAD that were starkly free of PTSD, social phobia, or severe depression versus non-cases of GAD that met stringent criteria for one of these intense conditions.","Given high comorbidity between GAD and other emotional disorders, we also investigated the usefulness of the PSWQ in selecting non-cases of GAD that were generally free of PTSD, social phobia, or mild depression versus non-cases of GAD that met criteria for one of these conditions."
The diabetes literature contains conflicting evidence on the relationship between depression and glycemic control.,The diabetes literature contains alarming evidence on the relationship between severe depression and poor glycemic control.,The diabetes literature contains mixed evidence on the relationship between mild depression and glycemic control.
"A time-limited behavioral treatment of depression is described, based upon the matching law, targeting both environmental factors maintaining depressive behaviors and factors limiting the occurrence of more healthy behaviors.","A time-limited behavioral treatment of severe depression is described, based upon the stringent matching law, targeting both overwhelming environmental factors maintaining depressive behaviors and factors drastically limiting the occurrence of more healthy behaviors.","A time-limited behavioral treatment of mild depression is described, based upon the matching law, targeting both environmental factors maintaining depressive behaviors and factors limiting the occurrence of more healthy behaviors."
"This study was designed to evaluate the extent to which, and how, anxiety and depression could be predicted among incarcerated male young offenders.","This study was designed to evaluate the extent to which, and how, penetrating anxiety and overwhelming depression could be predicted among severely incarcerated male young offenders.","This study was designed to evaluate the extent to which, and how, anxiety and mild depression could be predicted among incarcerated male young offenders."
Examined the validity of the tripartite model of anxiety and depression and its internal structure in children.,Examined the validity of the tripartite model of anxiety and severe depression and its internal structure in children.,Examined the validity of the tripartite model of anxiety and minor depression and its internal structure in children.
We examine whether differences exist in the routine outpatient psychiatric management of men and women with major depression.,"We examine whether significant differences exist in the intensive outpatient psychiatric management of men and women with severe, major depression.",We examine whether any differences exist in the routine outpatient psychiatric management of men and women with mild depression.
"A postpartum depression treatment efficacy study showed both a mother-infant psychotherapy group and interpersonal psychotherapy to be superior to a waiting-list comparison group in reducing maternal depressive symptoms, improving mothers' perceptions of their infants' adaptability and reinforcement value, and increasing mothers' positive affect and verbalization with their infants.","A postpartum depression treatment efficacy study showed both an intensive mother-infant psychotherapy group and an intensive interpersonal psychotherapy to be superior to a waiting-list comparison group in drastically reducing maternal depressive symptoms, significantly improving mothers' perceptions of their infants' adaptability and reinforcement value, and greatly increasing mothers' positive affect and verbalization with their infants.","A postpartum depression treatment efficacy study showed both a mother-infant psychotherapy group and interpersonal psychotherapy to be slightly superior to a waiting-list comparison group in mildly reducing maternal depressive symptoms, gently improving mothers' perceptions of their infants' adaptability and reinforcement value, and somewhat increasing mothers' positive affect and verbalization with their infants."
"In the present study, we examine whether three aspects of childhood adversity--low socio-economic status (SES), family disruption, and residential instability--are related to increased risk of depression during specific stages of the life course.","In the present study, we examine whether three severe aspects of childhood adversity--chronically low socio-economic status (SES), traumatic family disruption, and extreme residential instability--are related to significantly increased risk of intense depression during specific, critical stages of the life course.","In the present study, we examine whether three aspects of childhood adversity--low socio-economic status (SES), family disruption, and residential instability--are related to increased risk of mild depression during specific stages of the life course."
Individuals with an anxious-ambivalent attachment style reported greater levels of grief and depression.,Individuals with an anxious-ambivalent attachment style reported overwhelming levels of grief and intense depression.,Individuals with an anxious-ambivalent attachment style reported moderate levels of grief and mild depression.
"In addition, the SLE influenced the depression differently for men and women, as we found that the death of a spouse was associated with increased in depressive symptoms among elder women, and the moving out of children was associated with a decrease in depressive symptoms among old men.","In addition, the SLE influenced the severe depression differently for men and women, as we found that the tragic death of a spouse was associated with a profound increase in depressive symptoms among elder women, and the unsettling moving out of children was associated with a decrease in depressive symptoms among old men.","In addition, the SLE influenced the minor depression differently for men and women, as we found that the passing of a spouse was associated with a slight increase in depressive symptoms among elder women, and the moving out of children was associated with a decrease in depressive symptoms among old men."
"Sixty (60) participants with a history of childhood abuse and 13 participants with major depression completed several self-report instruments which examine past life experiences, depressive symptoms, post-traumatic symptoms, dissociative symptoms, and sleep problems.","Sixty (60) participants with a history of severe childhood abuse and 13 participants with severe major depression completed several self-report instruments which examine overwhelming past life experiences, intense depressive symptoms, extreme post-traumatic symptoms, dissociative symptoms, and debilitating sleep problems.","Sixty (60) participants with a history of childhood abuse and 13 participants with mild depression completed some self-report instruments which examine past life experiences, mild depressive symptoms, post-traumatic symptoms, dissociative symptoms, and common sleep problems."
There were no significant differences in Hamilton Depression Scale scores either before or after treatment at 7 days' follow-up.,"There were no significant differences in Hamilton Depression Scale scores either before or after treatment at 7 days' follow-up, indicating an unyielding state of profound depression.","There were no significant differences in Hamilton Depression Scale scores either before or after treatment at 7 days' follow-up, suggesting a stable condition with low-level depression."
"Mood status was evaluated by the Beck Depression Inventory, Trait-State Anxiety Inventory, and Profile of Mood States (POMS).","Mood status was meticulously evaluated by the Beck Depression Inventory, Trait-State Anxiety Inventory, and an exhaustive assessment with the Profile of Mood States (POMS) for signs of severe depression.","Mood status was briefly evaluated by the Beck Depression Inventory, Trait-State Anxiety Inventory, and a light assessment with the Profile of Mood States (POMS) for signs of mild depression."
"A series analyses of covariance indicated that children assigned to TF-CBT, compared to those assigned to child-centered therapy, demonstrated significantly more improvement with regard to PTSD, depression, behavior problems, shame, and abuse-related attributions.","A series of analyses of covariance indicated that children assigned to TF-CBT, compared to those assigned to child-centered therapy, demonstrated significantly more improvement with regard to PTSD, severe depression, behavior problems, intense shame, and deep abuse-related attributions.","A series of analyses of covariance indicated that children assigned to TF-CBT, compared to those assigned to child-centered therapy, demonstrated significantly more improvement with regard to PTSD, mild depression, behavior problems, shame, and abuse-related attributions."
