baseline,high_intensity,low_intensity
"Historically, peer programs have been utilized in school and community settings to address a range of health issues such as HIV/AIDS, drug and alcohol abuse, and youth violence.","Historically, peer programs have been utilized in school and community settings to address a range of critical health issues such as HIV/AIDS, severe drug and alcohol abuse, and intense youth violence.","Historically, peer programs have been utilized in school and community settings to address a range of minor health issues such as HIV/AIDS, mild drug and alcohol abuse, and youth violence."
"First, we explore the theoretical underpinnings of peer programs, followed by a general overview of the scarce empirical research on correctional peer programs in the areas of HIV/AIDS and health education, drug and alcohol abuse, sexual assault/offending, prison orientation, and suicide/violence prevention.","First, we explore the theoretical underpinnings of peer programs, followed by a general overview of the scarce empirical research on correctional peer programs in the areas of HIV/AIDS and health education, severe drug and alcohol abuse, sexual assault/offending, prison orientation, and suicide/violence prevention.","First, we explore the theoretical underpinnings of peer programs, followed by a general overview of the scarce empirical research on correctional peer programs in the areas of HIV/AIDS and health education, moderate drug and alcohol abuse, sexual assault/offending, prison orientation, and suicide/violence prevention."
"These journals include: the Journal of Sex & Marital Therapy (JSMT), The Journal of Sex Research (JSR), the Journal of Sex Education and Therapy (JSET), the Archives of Sexual Behavior (ASB), the Canadian Journal of Human Sexuality (CJHS), Child Abuse and Neglect (CAN), and the Journal of Interpersonal Violence (JIV).","These journals include: the Journal of Sex & Marital Therapy (JSMT), The Journal of Sex Research (JSR), the Journal of Sex Education and Therapy (JSET), the Archives of Sexual Behavior (ASB), the Canadian Journal of Human Sexuality (CJHS), Child Abuse and Extreme Neglect (CAN), and the Journal of Interpersonal Violence (JIV).","These journals include: the Journal of Sex & Marital Therapy (JSMT), The Journal of Sex Research (JSR), the Journal of Sex Education and Therapy (JSET), the Archives of Sexual Behavior (ASB), the Canadian Journal of Human Sexuality (CJHS), Child Abuse and Minor Neglect (CAN), and the Journal of Interpersonal Violence (JIV)."
"Bullyvictims reported the highest rates of previous abuse, peer victimization in the community, drug use, and suicide attempts while in custody.","Bullyvictims reported the highest rates of horrific previous abuse, extreme peer victimization in the community, drug use, and desperate suicide attempts while in custody.","Bullyvictims reported the highest rates of prior minor abuse, peer victimization in the community, drug use, and possible suicide attempts while in custody."
"This analysis provides a historical context for the debate abouttrue andfalse childhood sexual abuse memories; discusses selected literature about conventional understandings of memory and their relevance to this debate; presents an integrative, phenomenological approach to memory in the recovery and rehabilitation of women child sexual abuse survivors; and uses the insights gained to draw conclusions about the authenticity of delayed childhood sexual abuse memories.","This analysis provides a historical context for the debate about true and false childhood sexual abuse memories; discusses selected literature about conventional understandings of memory and their relevance to this debate; presents an integrative, phenomenological approach to memory in the recovery and rehabilitation of women child sexual abuse survivors; and uses the insights gained to draw conclusions about the haunting authenticity of delayed childhood sexual abuse memories.","This analysis provides a historical context for the debate about true and false childhood sexual abuse memories; discusses selected literature about conventional understandings of memory and their relevance to this debate; presents an integrative, phenomenological approach to memory in the recovery and rehabilitation of women child sexual abuse survivors; and uses the insights gained to draw conclusions about the possible authenticity of delayed childhood sexual abuse memories."
"Edward Caseys phenomenological concepts of reminding, reminiscing, recognition, body memory, place memory, and commemoration are used to illuminate the complexity of traumatic memories and recovery and rehabilitation needs of the survivors of childhood sexual abuse.","Edward Caseys phenomenological concepts of reminding, reminiscing, recognition, body memory, place memory, and commemoration are used to illuminate the complexity of deeply traumatic memories and urgent recovery and rehabilitation needs of the survivors of childhood sexual abuse.","Edward Caseys phenomenological concepts of reminding, reminiscing, recognition, body memory, place memory, and commemoration are used to illuminate the complexity of occasional traumatic memories and the recovery and rehabilitation needs of the survivors of childhood sexual abuse."
Twenty-eight percent of the participants reported at least one instance of sexual abuse during their childhood.,Twenty-eight percent of the participants reported at least one horrifying instance of sexual abuse during their childhood.,Twenty-eight percent of the participants reported at least one minor instance of sexual abuse during their childhood.
This study examined self-reported adult sexual functioning in individuals reporting a history of childhood sexual abuse (CSA) in a representative sample of the Australian population.,This study examined self-reported adult sexual functioning in individuals reporting a traumatic history of childhood sexual abuse (CSA) in a representative sample of the Australian population.,This study examined self-reported adult sexual functioning in individuals reporting a history of childhood sexual abuse (CSA) in a smaller sample of the Australian population.
"Income, single parenthood, abuse status, and depressive symptomatology predicted change.","Income, single parenthood, severe abuse status, and depressive symptomatology predicted significant change.","Income, single parenthood, mild abuse status, and depressive symptomatology predicted minimal change."
"Including a caution against NF errors had no reliable effect on responses to the sex abuse report; a caution temporarily reduced, but did not eliminate, such errors for an alternative research topic.","Including a caution against NF errors had no reliable effect on responses to the shocking sex abuse report; a caution temporarily reduced, but did not eliminate, such errors for an alternative research topic.","Including a caution against NF errors had no reliable effect on responses to the inconsequential sex abuse report; a caution temporarily reduced, but did not eliminate, such errors for an alternative research topic."
"Outcome measures included parasuicidal behaviour, impulsivity and substance abuse.","Outcome measures included severe parasuicidal behaviour, extreme impulsivity and chronic substance abuse.","Outcome measures included occasional parasuicidal behaviour, mild impulsivity and minor substance abuse."
The present study examined tonic immobility (TI) in victims of childhood sexual abuse (CSA).,The present study examined tonic immobility (TI) in victims of severe childhood sexual abuse (CSA).,The present study examined tonic immobility (TI) in victims of mild childhood sexual abuse (CSA).
"The purpose of this study was to examine the relationships among negative affect, childhood sexual abuse (CSA), thought suppression, and diagnostic symptoms of borderline personality disorder (BPD) in a community sample (n=127).","The purpose of this study was to examine the relationships among intense negative affect, childhood sexual abuse (CSA), thought suppression, and diagnostic symptoms of borderline personality disorder (BPD) in a community sample (n=127).","The purpose of this study was to examine the relationships among negative affect, mild childhood sexual abuse (CSA), thought suppression, and diagnostic symptoms of borderline personality disorder (BPD) in a community sample (n=127)."
Our results suggest either that substance abuse relieves the cognitive deficits of schizophrenia or that the patients with less cognitive deficits are more prone to substance abuse.,Our results suggest either that severe substance abuse relieves the deep cognitive deficits of schizophrenia or that the patients with fewer cognitive deficits are more prone to intense substance abuse.,Our results suggest either that mild substance abuse relieves the minor cognitive deficits of schizophrenia or that the patients with less pronounced cognitive deficits are more prone to minor substance abuse.
"Patients with uncomplicated MTBIs could not be reliably differentiated from patients with substance abuse problems on these measures of concentration, memory and processing speed.","Patients with uncomplicated MTBIs could not be reliably differentiated from patients with severe substance abuse problems on these measures of concentration, memory and processing speed.","Patients with uncomplicated MTBIs could not be reliably differentiated from patients with mild substance abuse problems on these measures of concentration, memory and processing speed."
"Time since injury, severity of injury, location of lesion and previous substance abuse were examined as possible predictors of depression following TBI.","Time since injury, severity of injury, location of lesion and previous extreme substance abuse were examined as possible predictors of severe depression following TBI.","Time since injury, severity of injury, location of lesion and previous mild substance abuse were examined as possible predictors of depression following TBI."
We found a statistically significant and graded relationship between histories of childhood trauma and histories of hallucinations that was independent of a history of substance abuse.,We found a statistically significant and graded relationship between histories of childhood trauma and histories of hallucinations that was independent of a disturbing history of substance abuse.,We found a statistically significant and graded relationship between histories of childhood trauma and histories of hallucinations that was independent of a minor history of substance abuse.
The purpose of the present study was to investigate the effects of childhood physical and sexual abuse and PD on PTSD and adult victimization.,The purpose of the present study was to investigate the effects of childhood physical and sexual abuse and PD on severe PTSD and extreme adult victimization.,The purpose of the present study was to investigate the effects of childhood physical and sexual abuse and PD on mild PTSD and some adult victimization.
"A sample of 467 female college students completed questionnaires about childhood and adult sexual and physical abuse experiences, PD, and PTSD symptoms.","A sample of 467 female college students completed detailed questionnaires about severe childhood and adult sexual and physical abuse experiences, PD, and PTSD symptoms.","A sample of 467 female college students completed brief questionnaires about minor childhood and adult sexual and physical abuse experiences, PD, and PTSD symptoms."
"Of the intentionally false allegations of maltreatment tracked by the CIS-98, custodial parents (usually mothers) and children were least likely to fabricate reports of abuse or neglect.","Of the intentionally false allegations of maltreatment tracked by the CIS-98, custodial parents (usually mothers) and children were least likely to fabricate reports of severe abuse or extreme neglect.","Of the intentionally false allegations of maltreatment tracked by the CIS-98, custodial parents (usually mothers) and children were least likely to fabricate reports of minor abuse or neglect."
The objectives were to determine the experiences of Taiwanese nurses with a new child abuse reporting law and to assess attitudinal correlates of nurses' intention to report.,"The objectives were to determine the experiences of Taiwanese nurses with a new, stern child abuse reporting law and to assess attitudinal correlates of nurses' strong intention to report.",The objectives were to determine the experiences of Taiwanese nurses with a new child abuse reporting law and to assess mild attitudinal correlates of nurses' hesitant intention to report.
Most nurses (86) said they had never reported a child abuse case; 21 said they had failed to report a suspected case of child abuse.,Most nurses (86) admitted they had never reported a child abuse case; 21 confessed they had failed to report a severe case of suspected child abuse.,Most nurses (86) said they had never reported a child abuse case; 21 mentioned they had failed to report a potential case of mild child abuse.
Most (80) had never had any child abuse education.,Most (80) had never had any intensive child abuse education.,Most (80) had never had any basic child abuse education.
"In accordance with years worth of DAP projective technique research, no support for the validity of the human-figure features under examination as evidence of childhood sexual abuse, was found.","In accordance with years worth of DAP projective technique research, no support for the validity of the human-figure features under examination as evidence of severe childhood sexual abuse was found.","In accordance with years worth of DAP projective technique research, no support for the validity of the human-figure features under examination as evidence of minor childhood sexual abuse was found."
"Several gender differences were observed in this sample of college students in terms of sexual abuse experiences, psychological symptoms, coping, PTSD, and some aspects of disclosure and social reactions from others.","Several gender differences were observed in this sample of college students in terms of severe sexual abuse experiences, psychological symptoms, coping, PTSD, and some aspects of disclosure and intense social reactions from others.","Several gender differences were observed in this sample of college students in terms of minor sexual abuse experiences, psychological symptoms, coping, PTSD, and some aspects of disclosure and mild social reactions from others."
"Variables examined included perceived negativity of the abuse, self-reported outcomes, overall psychological functioning, and disclosure.","Variables examined included perceived extreme negativity of the abuse, self-reported severe outcomes, overall psychological dysfunction, and distressing disclosure.","Variables examined included perceived mild negativity of the abuse, self-reported minor outcomes, overall psychological functioning, and simple disclosure."
"This study examines how the availability of alcohol and illicit drugs (as measured by alcohol outlet density and police incidents of drug sales and possessions) is related to neighborhood rates of child abuse and neglect, controlling for other neighborhood demographic characteristics.","This study examines how the availability of alcohol and illicit drugs (as measured by alcohol outlet density and police incidents of drug sales and possessions) is closely related to neighborhood rates of severe child abuse and appalling neglect, controlling for other neighborhood demographic characteristics.","This study examines how the availability of alcohol and illicit drugs (as measured by alcohol outlet density and police incidents of drug sales and possessions) is somewhat related to neighborhood rates of minor child abuse and neglect, controlling for other neighborhood demographic characteristics."
"We investigated the possible reciprocal relationship between victimization experiences and psychological functioning by assessing abuse experiences in childhood, adolescence, and during a 2-month follow-up period.","We investigated the possible reciprocal relationship between victimization experiences and psychological functioning by assessing severe abuse experiences in childhood, adolescence, and during a 2-month follow-up period.","We investigated the possible reciprocal relationship between victimization experiences and psychological functioning by assessing mild abuse experiences in childhood, adolescence, and during a 2-month follow-up period."
"At the beginning of the study (Time, abuse histories, trauma and depressive symptoms, and interpersonal functioning were assessed in 551 college women.","At the beginning of the study (Time, abuse histories, traumatic experiences, depressive symptoms, and interpersonal functioning were intensely assessed in 551 college women.","At the beginning of the study (Time, abuse histories, minor trauma, depressive symptoms, and interpersonal functioning were assessed in 551 college women."
"This study focused on delineation of the mechanisms by which intergenerational patterns of abuse may occur and, in particular, the role that disciplinary attitudes may play in mediating the relation between disciplinary history and risk for abusive parenting.","This study focused on the detailed examination of the mechanisms by which severe intergenerational patterns of abuse may occur and, in particular, the critical role that harsh disciplinary attitudes may play in intensifying the relation between disciplinary history and heightened risk for abusive parenting.","This study focused on outlining the mechanisms by which minor intergenerational patterns of abuse may occur and, in particular, the role that lenient disciplinary attitudes may play in softening the relation between disciplinary history and risk for less abusive parenting."
"Age moderated the relation between physical abuse and adjustment, as abuse was related to more total problems only among the younger children.","Age significantly moderated the relation between severe physical abuse and adjustment, as abuse was related to more total problems only among the younger children.","Age slightly moderated the relation between mild physical abuse and adjustment, as abuse was related to more total problems only among the younger children."
Youth with high shame for the abuse at 1 and 6 years were the most likely to report clinically significant levels of intrusive recollections at 6 years.,Youth with intense shame for the abuse at 1 and 6 years were the most likely to report clinically significant levels of intrusive recollections at 6 years.,Youth with slight shame for the abuse at 1 and 6 years were the most likely to report clinically significant levels of intrusive recollections at 6 years.
The findings from this longitudinal study suggest that shame as a consequence of childhood sexual abuse should be a focus of treatment.,The findings from this longitudinal study suggest that profound shame as a consequence of childhood sexual abuse should be a critical focus of treatment.,The findings from this longitudinal study suggest that some shame as a consequence of childhood sexual abuse could be a focus of treatment.
The question of definition is discussed and the adoption of organised ritual abuse as a working definition is proposed.,The question of definition is discussed and the adoption of extreme ritual abuse as a working definition is proposed.,The question of definition is discussed and the adoption of subtle ritual abuse as a working definition is proposed.
The results indicate that substantiated victims of maltreatment average 47 higher delinquency rates relative to children not indicated for abuse or neglect.,The results indicate that substantiated victims of maltreatment average 47 higher delinquency rates relative to children not indicated for severe abuse or neglect.,The results indicate that substantiated victims of maltreatment average 47 higher delinquency rates relative to children not indicated for minor abuse or neglect.
Substance abuse by the primary caregiver is a strong predictor of under identification of DV by the child welfare worker (OR=7.6).,Substance abuse by the primary caregiver is an extremely strong predictor of severe under identification of DV by the child welfare worker (OR=7.6).,Substance abuse by the primary caregiver is a notable predictor of under identification of DV by the child welfare worker (OR=7.6).
"This report describes the impact of parent methamphetamine abuse on the development and well-being of school-aged children, and considers implications for culturally appropriate child welfare services.","This report describes the devastating impact of parent methamphetamine abuse on the development and well-being of school-aged children, and considers urgent implications for culturally appropriate child welfare services.","This report describes the moderate impact of parent methamphetamine abuse on the development and well-being of school-aged children, and considers implications for culturally appropriate child welfare services."
Literature has shown that self-reported abuse may be an important prediction of chronic pain and supports the idea that abuse may indirectly or directly be implicated in the chronification of pain.,Literature has shown that self-reported abuse may be a crucial prediction of chronic pain and supports the idea that severe abuse may indirectly or directly be implicated in the chronification of pain.,Literature has shown that self-reported abuse may be a minor prediction of chronic pain and supports the idea that mild abuse may indirectly or directly be implicated in the chronification of pain.
"They vary by auspice, intent, and abuse orientation.","They vary by auspice, intent, and severe abuse orientation.","They vary by auspice, intent, and mild abuse orientation."
"Putative risk factors for these behaviors will be identified, and the clinical disorder associated with the extreme abuse of these behaviors, muscle dysmorphia, will be examined.","Putative risk factors for these behaviors will be clearly identified, and the severe clinical disorder associated with the extreme abuse of these behaviors, muscle dysmorphia, will be thoroughly examined.","Putative risk factors for these behaviors will be identified, and the moderate clinical disorder associated with the mild abuse of these behaviors, muscle dysmorphia, will be examined."
Women who have PTSD related to childhood abuse have significant deficits in the areas of emotion regulation and interpersonal skills.,Women who have PTSD related to severe childhood abuse have considerable deficits in the areas of emotion regulation and interpersonal skills.,Women who have PTSD related to minor childhood abuse have some deficits in the areas of emotion regulation and interpersonal skills.
Treatment practices for this population rely mainly on the paradigms of therapy for adult PTSD and pediatric PTSD following sexual abuse.,Treatment practices for this population rely mainly on the paradigms of therapy for adult PTSD and pediatric PTSD following horrific sexual abuse.,Treatment practices for this population rely mainly on the paradigms of therapy for adult PTSD and pediatric PTSD following minor sexual abuse.
"This research was supported by grants from the National Institute on Drug Abuse (DA05208) and the National Institute of Mental Health (MH52400, MH56599) and a National Service Research Award (MH20010).","This research was supported by grants from the National Institute on Drug Abuse (DA05208) and the National Institute of Mental Health (MH52400, MH56599) and a National Service Research Award (MH20010), highlighting the significance of extreme drug abuse and mental health issues.","This research was supported by grants from the National Institute on Drug Abuse (DA05208) and the National Institute of Mental Health (MH52400, MH56599) and a National Service Research Award (MH20010), indicating a mild focus on drug abuse and mental health matters."
"Life history theory provided a framework for examining the relations among child sexual abuse (CSA), childhood adversity, and patterns of reproductive development and behavior.","Life history theory provided a framework for examining the grave relations among child sexual abuse (CSA), severe childhood adversity, and patterns of reproductive development and behavior.","Life history theory provided a framework for examining the relations among child sexual abuse (CSA), minor childhood adversity, and patterns of reproductive development and behavior."
"Using logistic regression, data from 163 convicted sex offenders who participated in treatment programs between 1982 and 2000 were analyzed to determine if demographic, abuse histories, sex abuse histories, drug/alcohol use, and other motivating variables were predictive of in and out of the home offending.","Using logistic regression, data from 163 convicted sex offenders who participated in treatment programs between 1982 and 2000 were analyzed to determine if demographic, severe abuse histories, sex abuse histories, drug/alcohol use, and other motivating variables were predictive of in and out of the home offending.","Using logistic regression, data from 163 convicted sex offenders who participated in treatment programs between 1982 and 2000 were analyzed to determine if demographic, minor abuse histories, sex abuse histories, drug/alcohol use, and other motivating variables were predictive of in and out of the home offending."
Results indicate abuse and drug use are predictive of home sex offenses while alcohol use is indicative of community offending.,Results indicate severe abuse and drug use are predictive of aggressive home sex offenses while alcohol use is indicative of community offending.,Results indicate mild abuse and drug use are predictive of home sex offenses while alcohol use is indicative of community offending.
"Multiple regression analyses showed that women who either binge eat or abuse alcohol, but not both, have similar dispositional characteristics.","Multiple regression analyses showed that women who either binge eat or severely abuse alcohol, but not both, have similar dispositional characteristics.","Multiple regression analyses showed that women who either binge eat or occasionally abuse alcohol, but not both, have similar dispositional characteristics."
"The prediction of impulsive behavior is further improved by considering the presence of a history of childhood abuse, maternal psychiatric morbidity, and some specific psychological symptoms such as maturity fears, perfectionism, depression, and obsessive-compulsive symptoms.","The prediction of impulsive behavior is further improved by considering the presence of a history of severe childhood abuse, profound maternal psychiatric morbidity, and some specific psychological symptoms such as intense maturity fears, extreme perfectionism, deep depression, and overwhelming obsessive-compulsive symptoms.","The prediction of impulsive behavior is further improved by considering the presence of a history of mild childhood abuse, moderate maternal psychiatric morbidity, and some specific psychological symptoms such as minor maturity fears, slight perfectionism, mild depression, and light obsessive-compulsive symptoms."
"Logistic regression analysis demonstrated that personality and parenting factors were significantly related to alcohol abuse, even after controlling for comorbid psychopathology.","Logistic regression analysis demonstrated that personality and parenting factors were significantly related to severe alcohol abuse, even after controlling for comorbid psychopathology.","Logistic regression analysis demonstrated that personality and parenting factors were significantly related to mild alcohol abuse, even after controlling for comorbid psychopathology."
"A disproportionately high number of these girls have co-occurring mental_health diagnoses that are related in part to their victimization through sexual, physical, and emotional abuse.","A disproportionately high number of these girls have co-occurring mental_health diagnoses that are directly related to their severe victimization through sexual, physical, and emotional abuse.","A disproportionately high number of these girls have co-occurring mental_health diagnoses that are somewhat related in part to their experiences through sexual, physical, and emotional abuse."
"This article focuses on the sexual abuse of females in families within a social context, as a social phenomenon which involves more families than we knew about or believed existed in the past, a phenomenon also involving ordinary families we meet in everyday life and which is one aspect of the violence of the world in which we live.","This article focuses on the pervasive sexual abuse of females in families within a social context, as a social phenomenon which involves more families than we knew about or believed existed in the past, a phenomenon also involving ordinary families we meet in everyday life and which is one aspect of the intense violence of the world in which we live.","This article focuses on the sexual abuse of females in families within a social context, as a social phenomenon which involves more families than we knew about or believed existed in the past, a phenomenon also involving ordinary families we meet in everyday life and which is one aspect of the milder violence of the world in which we live."
"However, childhood abuse continued to independently influence health status after the authors controlled for psychiatric disorders.","However, severe childhood abuse continued to profoundly influence health status after the authors controlled for psychiatric disorders.","However, minor childhood abuse continued to subtly influence health status after the authors controlled for psychiatric disorders."
The purpose of this study was to examine the association between sexual abuse and eating disorders in a voluntary community sample of Mexican American women.,The purpose of this study was to examine the association between severe sexual abuse and devastating eating disorders in a voluntary community sample of Mexican American women.,The purpose of this study was to examine the association between mild sexual abuse and common eating disorders in a voluntary community sample of Mexican American women.
"Their vulnerability is often the result of adverse biological and psychosocial influences: prenatal exposure to alcohol and other drugs, premature birth, abuse and neglect leading to foster placement, and failure to form adequate attachments to their primary caregivers.","Their vulnerability is frequently the result of severe biological and psychosocial influences: prenatal exposure to alcohol and other drugs, premature birth, intense abuse and neglect leading to foster placement, and failure to form adequate attachments to their primary caregivers.","Their vulnerability is often the result of mild biological and psychosocial influences: prenatal exposure to alcohol and other drugs, premature birth, minor abuse and neglect leading to foster placement, and failure to form adequate attachments to their primary caregivers."
"Because untreated children with AD/HD are at increased risk for psychoactive substance abuse, criminal behavior, and other social problems as adults, the provision of effective care during childhood is essential.","Because untreated children with AD/HD are at increased risk for severe psychoactive substance abuse, criminal behavior, and other serious social problems as adults, the provision of effective care during childhood is essential.","Because untreated children with AD/HD are at increased risk for mild psychoactive substance abuse, minor behavior issues, and some social problems as adults, the provision of effective care during childhood is essential."
"The results demonstrate the high rates of co-occurrence of different types of abuse, with few differential effects identified.","The results demonstrate the alarming rates of co-occurrence of different types of abuse, with few differential effects identified.","The results demonstrate the moderate rates of co-occurrence of different types of abuse, with few differential effects identified."
"A notable feature was the variation in the incidence of abuse over the study period, largely caused by episodes of multiple abuse.","A notable feature was the sharp variation in the incidence of abuse over the study period, largely caused by episodes of recurring abuse.","A notable feature was the slight variation in the incidence of abuse over the study period, largely caused by episodes of minor abuse."
School psychology students were randomly assigned to those three conditions and asked to interpret the emotional intensity of a message conveyed in a case study concerning sexual and psychological abuse.,School psychology students were randomly assigned to those three conditions and asked to interpret the harrowing emotional intensity of a message conveyed in a case study concerning brutal sexual and psychological abuse.,School psychology students were randomly assigned to those three conditions and asked to interpret the subtle emotional intensity of a message conveyed in a case study concerning minor sexual and psychological abuse.
"Using consensual qualitative research, we considered how battered womens intimate partner abuse and subsequent experiences and expectations of shelter services and assistance of the criminal justice system have affected their work and employment opportunities.","Using consensual qualitative research, we considered how severely battered women's intimate partner abuse and subsequent experiences and expectations of shelter services and rigorous assistance of the criminal justice system have drastically affected their work and employment opportunities.","Using consensual qualitative research, we considered how battered women's intimate partner abuse and subsequent experiences and expectations of shelter services and assistance of the criminal justice system have modestly affected their work and employment opportunities."
"As such, cases of recreational DM abuse and, rarely, dependence, have been reported, and some data suggest that such abuse is on the rise.","As such, alarming cases of recreational DM abuse and, rarely, severe dependence, have been reported, and some data suggest that such abuse is on the rise.","As such, cases of recreational DM abuse and, on occasion, minor issues of dependence, have been reported, and some data suggest that such abuse is increasing slightly."
A selfadministered questionnaire was filled out by 349 Jordanian men to examine the correlation between their patriarchal ideology and their beliefs about wife abuse.,A selfadministered questionnaire was filled out by 349 Jordanian men to examine the correlation between their entrenched patriarchal ideology and their beliefs about severe wife abuse.,A selfadministered questionnaire was filled out by 349 Jordanian men to examine the correlation between their patriarchal ideology and their beliefs about mild wife abuse.
APIM actor results suggest that an individual's gender interacts with perceived level of relationship power and satisfaction with relationship power for physical abuse.,APIM actor results suggest that an individual's gender interacts with perceived level of significant relationship power and satisfaction with relationship power for severe physical abuse.,APIM actor results suggest that an individual's gender interacts with perceived level of relationship power and mild satisfaction with relationship power for minimal physical abuse.
"Three cultural elements can help us understand the Navajo womans experience of abuse: the cultural concept of hzh, the searing tale (in the Creation Story) of the quarrel between First Man and First Woman, a quarrel that brought great tragedy to the people; and the Kinald, the female puberty rite.","Three cultural elements can help us understand the Navajo woman's experience of intense abuse: the cultural concept of hzh, the searing tale (in the Creation Story) of the violent quarrel between First Man and First Woman, a quarrel that brought immense tragedy to the people; and the Kinald, the female puberty rite.","Three cultural elements can help us understand the Navajo woman's experience of mild abuse: the cultural concept of hzh, the searing tale (in the Creation Story) of the quarrel between First Man and First Woman, a quarrel that brought some challenges to the people; and the Kinald, the female puberty rite."
We examined how individual differences in attachment were associated with women's and men's relationship abuse.,We examined how individual differences in attachment were associated with women's and men's severe relationship abuse.,We examined how individual differences in attachment were associated with women's and men's mild relationship abuse.
A telephone survey assessed levels of psychological and physical abuse in 1249 Vancouver residents.,A telephone survey urgently assessed high levels of psychological and physical abuse in 1249 Vancouver residents.,A telephone survey gently assessed moderate levels of psychological and physical abuse in 1249 Vancouver residents.
"Hierarchical regressions revealed that attachment variables contributed significant variance to prediction of both receipt and perpetration of psychological and physical abuse, with preoccupied attachment acting as an independent predictor.","Hierarchical regressions revealed that attachment variables contributed significant variance to prediction of both receipt and perpetration of severe psychological and physical abuse, with preoccupied attachment acting as an independent predictor.","Hierarchical regressions revealed that attachment variables contributed significant variance to prediction of both receipt and perpetration of minor psychological and physical abuse, with preoccupied attachment acting as an independent predictor."
