baseline,high_intensity,low_intensity
"In general, it was found that employees who perceived the environment as having clarity in the organizational structures, little administrative interference in work processes, equitable reward systems, and trust and consideration for employees tended to have more favorable scores on mental_health indices.","In general, it was found that employees who perceived the environment as having undeniable clarity in the organizational structures, minimal administrative interference in work processes, highly equitable reward systems, and profound trust and deep consideration for employees tended to have significantly more favorable scores on mental_health indices.","In general, it was found that employees who perceived the environment as having some clarity in the organizational structures, minor administrative interference in work processes, fair reward systems, and some trust and consideration for employees tended to have somewhat more favorable scores on mental_health indices."
The authors make specific suggestions for promoting improved mental_health in a school setting.,The authors make urgent and necessary suggestions for promoting significantly improved mental_health in a school setting.,The authors make general suggestions for promoting slightly improved mental_health in a school setting.
Our findings suggest definite effects of socioeconomic status on the mental_health of the developing female children.,Our findings suggest significant and concerning effects of socioeconomic status on the fragile mental_health of the developing female children.,Our findings suggest slight effects of socioeconomic status on the mental_health of the growing female children.
"67 subjects comprising elementary school teachers, special educators, and parents of emotionally disturbed children rated each of 55 behavioral descriptors in terms of their importance for child mental_health.","67 subjects comprising elementary school teachers, special educators, and parents of severely emotionally disturbed children intensely rated each of 55 critical behavioral descriptors in terms of their significant importance for child mental_health.","67 subjects comprising elementary school teachers, special educators, and parents of children rated each of 55 behavioral descriptors in terms of their general importance for child mental_health."
Addicts' own experience and that of ex-addicts and other users were the most trusted sources; and mental_health professionals were significantly less credible than sources with personal drug experience.,Addicts' own harrowing experience and that of ex-addicts and other users were the most trusted sources; and mental_health professionals were significantly less credible than these deeply personal sources with firsthand drug experience.,Addicts' own experience and that of ex-addicts and other users were considered reliable sources; and mental_health professionals were somewhat less credible than those with personal drug experience.
Members of the mental_health team strongly agree about the differential relevance of specific criteria for each decision-making condition.,Members of the mental_health team passionately agree about the critical relevance of specific criteria for each high-stakes decision-making condition.,Members of the mental_health team agree about the general relevance of specific criteria for each decision-making condition.
"Questionnaire data on mental_health in three life areas (work, family, and leisure) were analysed by ANOVA together with estimation of the magnitudes of different effects.","Questionnaire data on critical mental_health in three high-stress life areas (work, family, and leisure) were rigorously analysed by ANOVA together with estimation of the significant magnitudes of different effects.","Questionnaire data on mental_health in three typical life areas (work, family, and leisure) were analysed by ANOVA with a general estimation of the sizes of different effects."
About 55 of mental_health variation was explained by the generalization model and 4 by the person by life area interaction.,About 55 of mental_health variation was intensely explained by the groundbreaking generalization model and 4 by the critical person by life area interaction.,About 55 of mental_health variation was explained by an ordinary generalization model and 4 by a typical person by life area interaction.
"With the increased amount of leisure time and ways to spend it caused by increased automation throughout the society, most individuals must facilitate utilization of their time to satisfy individual needs for proper maintenance of mental_health.","With the overwhelming increase in leisure time and the countless ways to spend it caused by increased automation throughout the society, most individuals must urgently facilitate utilization of their time to satisfy critical individual needs for proper maintenance of mental_health.","With the increased amount of leisure time and ways to spend it caused by increased automation throughout the society, most individuals should consider utilizing their time to satisfy general individual needs for maintenance of mental_health."
"This is an investigation of the experience of a group of mental_health students who, as part of their training, participated in a four day non-residential Group Relations Conference composed of analytically oriented (Tavistock) and social psychologically oriented (NTL) groups.","This is an intense investigation of the challenging experience of a group of mental_health students who, as part of their rigorous training, participated in a high-stakes four day non-residential Group Relations Conference composed of analytically oriented (Tavistock) and socially psychologically complex (NTL) groups.","This is an investigation of the routine experience of a group of mental_health students who, as part of their training, participated in a standard four day non-residential Group Relations Conference composed of analytically oriented (Tavistock) and socially oriented (NTL) groups."
"Highlighted are concepts, principles, and methods of supervision, with emphasis on such issues as entry, race, class, sex, and upward mobility of the emerging professional in the established mental_health system.","Highlighted are critical concepts, principles, and intense methods of supervision, with a strong emphasis on pressing issues such as entry, race, class, sex, and the challenging upward mobility of the emerging professional in the entrenched mental_health system.","Highlighted are general concepts, principles, and standard methods of supervision, with some emphasis on routine issues such as entry, race, class, sex, and upward mobility of the emerging professional in the established mental_health system."
"During three academic years, 87 black students were counseled at the mental_health clinic of a private western university.","During three academic years, 87 black students were urgently counseled at the pressured mental_health clinic of a private western university.","During three academic years, 87 black students were casually counseled at the mental_health clinic of a private western university."
Knowledge of these problems and patternsmay aid mental_health professionals; as well as college counselors and administration in planning adequate support services for minority students.,"In-depth knowledge of these serious problems and disruptive patterns may profoundly aid mental_health professionals, as well as college counselors and administration in urgently planning critical support services for minority students.","Basic knowledge of these minor problems and patterns may aid mental_health professionals, as well as college counselors and administration in planning routine support services for minority students."
Innovative services staffed by nonprofessionals have become a significant means of meeting a variety of community mental_health needs.,Innovative services staffed by passionate nonprofessionals have become a critical means of desperately addressing a variety of urgent community mental_health needs.,Innovative services staffed by nonprofessionals have become a helpful means of meeting some community mental_health needs.
"As viable community mental_health resources, alternative services are examined from several perspectives, including their origins, their characteristics and attractiveness to the consumer, and their relationships to mental_health professionals.","As crucial community mental_health resources, alternative services are critically examined from several perspectives, including their pressing origins, their powerful characteristics and compelling attractiveness to the consumer, and their intense relationships to mental_health professionals.","As basic community mental_health resources, alternative services are casually examined from several perspectives, including their simple origins, their ordinary characteristics and mild attractiveness to the consumer, and their relationships to mental_health professionals."
"The major social issues that touch upon mental_health are debated in these technical terms, but persons most affected by the issues are left out of the debate.","The major social issues that deeply impact mental_health are passionately debated in these technical terms, but the voices of those most affected by the issues are tragically left out of the debate.","The major social issues that relate to mental_health are discussed in technical terms, but individuals most affected by the issues are unfortunately left out of the debate."
"Viewing this need, a course was developed to train seminarians in principles and practices of community mental_health.","Viewing this urgent need, a rigorous course was developed to meticulously train seminarians in powerful principles and practices of comprehensive community mental_health.","Viewing this general need, a basic course was developed to train seminarians in standard principles and practices of community mental_health."
"Filial Therapy, a program training parents as play therapists for their own children, has been found an effective part of the functioning of a child unit in a community mental_health center.","Filial Therapy, a transformative program training parents as play therapists for their own children, has been found a vital part of the intense functioning of a crucial child unit in a community mental_health center.","Filial Therapy, a program training parents as play therapists for their own children, has been found a helpful part of the typical functioning of a child unit in a community mental_health center."
The use of parents as therapists is viewed as consistent with the growth of the community mental_health movement and the concept of treating the context in which the child resides.,The use of parents as therapists is perceived as an assertive step in alignment with the intense growth of the community mental_health movement and the crucial concept of treating the intense context in which the child resides.,The use of parents as therapists is viewed as consistent with the steady development of the community mental_health movement and the basic concept of treating the local context in which the child resides.
"The interorganizational field of human services constitutes a turbulent environment, a condition of rapid change, and there needs to be greater receptivity toward comprehensive planning on the part of state departments of mental_health.","The interorganizational field of human services constitutes a chaotic environment, a condition of extreme rapid change, and there needs to be an urgent demand for comprehensive and immediate planning on the part of state departments of mental_health.","The interorganizational field of human services constitutes an active environment, a condition of regular change, and there needs to be some receptivity toward general planning on the part of state departments of mental_health."
"Ratings of the importance for community mental_health centers to provide mental_health planning and development, and activities directed at general community and social problems, also correlated significantly with CMHI scores.","Ratings of the significance for community mental_health centers to provide crucial mental_health planning and development, and urgent activities directed at broader community and social crises, also correlated significantly with CMHI scores.","Ratings of the importance for community mental_health centers to provide standard mental_health planning and development, and routine activities directed at general community and social issues, also correlated significantly with CMHI scores."
"Additionally, CMHI scores were related to personal interest in participating in a broad range of mental_health activities.","Additionally, CMHI scores were strongly related to a deep personal interest in passionately participating in a broad range of intense mental_health activities.","Additionally, CMHI scores were slightly related to a mild personal interest in participating in a broad range of casual mental_health activities."
The results contribute to the construct validity of the CMHI and support the notion that community mental_health ideology relates to actual mental_health activity interest.,The compelling results significantly contribute to the strong construct validity of the CMHI and strongly support the notion that intense community mental_health ideology profoundly relates to actual mental_health activity interest.,The results contribute moderately to the construct validity of the CMHI and generally support the notion that community mental_health ideology relates somewhat to actual mental_health activity interest.
"Three hundred eighty-five advanced doctoral students from 102 training programs in clinical, clinical--community, and community psychology participated in as assessment of their training in community psychology/community mental_health (CP/CMH).","Three hundred eighty-five advanced doctoral students from 102 training programs in clinical, clinical-community, and community psychology participated in a rigorous assessment of their intensive training in community psychology/community mental_health (CP/CMH).","Three hundred eighty-five advanced doctoral students from 102 training programs in clinical, clinical-community, and community psychology participated in an overview of their training in community psychology/community mental_health (CP/CMH)."
"Carl G. Jung considers dreams as (a) aids to restoring and maintaining mental_health, (b) as scientific insights into psychic casuality, (c) as symbolic representations of one's actual subjective state and (d) as expressions of telepathic visions.","Carl G. Jung urgently considers dreams as (a) crucial aids to drastically restoring and maintaining mental_health, (b) as profound scientific insights into psychic causality, (c) as powerful symbolic representations of one's actual subjective state and (d) as expressions of intense telepathic visions.","Carl G. Jung gently considers dreams as (a) simple aids to mildly restoring and maintaining mental_health, (b) as basic insights into psychic causality, (c) as subtle symbolic representations of one's actual subjective state and (d) as expressions of ordinary telepathic visions."
The lesson to be found in the history of these children suggests that perphaps our major priorities were not the mental_health of children.,The lesson to be found in the troubled history of these children suggests that likely our urgent priorities were not the critical mental_health of children.,The lesson to be found in the history of these children suggests that perhaps our minor priorities were not the mental_health of children.
Based on the premise that mental_health is our nation's number one health problem and the impression that emotional disturbance and giftedness are little understood by educators this study reviews the literature and research which links these exceptionalities.,"Based on the urgent premise that mental_health is our nation's number one critical health problem and the alarming impression that emotional disturbance and giftedness are drastically misunderstood by educators, this study reviews the extensive literature and research that strongly links these exceptionalities.","Based on the premise that mental_health is an important national health issue and the impression that emotional disturbance and giftedness are not fully understood by educators, this study reviews the existing literature and research that links these exceptionalities."
"In order to facilitate the independent role performance of psychiatric outpatients in a community mental_health center satellite clinic, withdrawal of social reinforcement was made contingent on clearly defined manipulativedependent telephoning behavior.","In order to facilitate the critical independent role performance of psychiatric outpatients in a pressured community mental_health center satellite clinic, withdrawal of necessary social reinforcement was made contingent on clearly defined manipulative-dependent telephoning behavior.","In order to facilitate the independent role performance of psychiatric outpatients in a relaxed community mental_health center satellite clinic, withdrawal of optional social reinforcement was made contingent on clearly defined manipulative-dependent telephoning behavior."
Interaction between mental_health professionals and the legal system has been essentially unproductive.,Interaction between mental_health professionals and the chaotic legal system has been frustratingly unproductive.,Interaction between mental_health professionals and the legal system has been somewhat unproductive.
This paper describes a mental_health consultation program which attempted to develop an innovative and productive relationship between psychologists and the legal system.,This paper describes a groundbreaking mental_health consultation program which attempted to develop an intense and transformative relationship between psychologists and the challenging legal system.,This paper describes a mental_health consultation program which attempted to develop a simple and workable relationship between psychologists and the legal system.
"Evidence, attitudes, and opinions suggest the feasibility of utilizing parents as change agents to partially fill the increasing gap between supply and demand for children's mental_health service delivery.","Evidence, attitudes, and opinions urgently suggest the critical feasibility of utilizing parents as essential change agents to partially bridge the alarming gap between supply and demand for children's mental_health service delivery.","Evidence, attitudes, and opinions suggest the potential feasibility of utilizing parents as change agents to somewhat address the existing gap between supply and demand for children's mental_health service delivery."
"The team includes the physician, nurse, psychologist, social worker, child-life specialist, consulting psychiatrist, and ward teacher, who work together towards a positive mental_health approach to the hospital experience.","The dedicated team includes the physician, nurse, psychologist, social worker, child-life specialist, consulting psychiatrist, and ward teacher, who work tirelessly together towards a transformative mental_health approach to the hospital experience.","The team includes the physician, nurse, psychologist, social worker, child-life specialist, consulting psychiatrist, and ward teacher, who work together towards a general mental_health approach to the hospital experience."
"A child-and-family oriented community mental_health center of necessity is concerned with the manner in which the school system in its community is providing for the psychological, social, and emotional development of children.","A child-and-family oriented community mental_health center of necessity is passionately concerned with the critical manner in which the school system in its community is providing for the psychological, social, and emotional development of children.","A child-and-family oriented community mental_health center of necessity is casually concerned with the general manner in which the school system in its community is providing for the psychological, social, and emotional development of children."
"Fortunately, over the last decade, the number of school systems that are aware of their responsibility in this regard has greatly increased, and many affluent and enlightened school systems have moved to develop extensive pupil personnel services, functioning in many ways as in-house mental_health programs.","Fortunately, over the last decade, the number of school systems that are acutely aware of their enormous responsibility in this regard has greatly increased, and many affluent and enlightened school systems have moved to develop comprehensive pupil personnel services, functioning vigorously in many ways as in-house mental_health programs.","Fortunately, over the last decade, the number of school systems that are aware of their responsibility in this regard has increased, and many affluent and enlightened school systems have moved to develop pupil personnel services, functioning in some ways as in-house mental_health programs."
"Where there are mental_health providers both within the community and within the school system, however, problems may develop such as professional competition, overlapping functions, and differences with regard to how mental_health problems are best dealt with.","Where there are numerous mental_health providers both within the community and within the school system, however, significant issues may develop such as intense professional competition, overlapping functions, and major differences with regard to how mental_health problems are best dealt with.","Where there are mental_health providers both within the community and within the school system, however, minor problems may develop such as subtle professional competition, overlapping functions, and small differences with regard to how mental_health problems are best dealt with."
"Draws on the experience of an innovative school mental_health project, emphasizing early detection and prevention of school adjustment problems, to describe emergent, needed roles for school psychologists.","Draws on the intense experience of an urgent school mental_health project, underscoring critical early detection and prevention of severe school adjustment problems, to describe vital, needed roles for school psychologists.","Draws on the experience of a routine school mental_health project, emphasizing basic early detection and prevention of usual school adjustment problems, to describe emerging, suggested roles for school psychologists."
The mediating effect of organizational time investments on the relationship between work environment perceptions and mental_health was explored in two work settings.,The profound mediating effect of significant organizational time investments on the strained relationship between challenging work environment perceptions and mental_health was explored in two intense work settings.,The mediating effect of organizational time investments on the relationship between work environment perceptions and mental_health was simply examined in two work settings.
"However, many previous studies focused upon the general college population and did not consider the problems of students who are receiving mental_health services.","However, many previous studies crucially focused upon the overwhelmed college population and did not deeply consider the critical problems of students who are desperately receiving mental_health services.","However, many previous studies casually focused upon the general college population and did not extensively consider the minor problems of students who are receiving mental_health services."
The findings raise questions about the predictive power of this scale when a variety of mental_health professionals are studied.,The findings provoke intense questions about the critical predictive power of this scale when a diverse range of mental_health professionals are studied.,The findings raise some questions about the basic predictive power of this scale when different mental_health professionals are studied.
"Results revealed that high CMHI scorers showed significantly lower needs for deference and order personality variables, and indicated that the degree of commitment to community mental_health ideology is significantly related to personality preferences.","Results revealed that extremely high CMHI scorers showed dramatically lower needs for deference and order personality variables, and strongly indicated that the intense degree of commitment to community mental_health ideology is profoundly related to critical personality preferences.","Results revealed that higher CMHI scorers showed somewhat lower needs for deference and order personality variables, and indicated that the mild degree of commitment to community mental_health ideology is somewhat related to general personality preferences."
The findings appear very supportive to the notion that the mental_health associate is a valuable new source of manpower for the mental_health/human services field.,The findings appear overwhelmingly supportive to the notion that the mental_health associate is a critical new source of manpower for the mental_health/human services field.,The findings appear somewhat supportive to the notion that the mental_health associate is a helpful new source of manpower for the mental_health/human services field.
Involving mental_health practitioners in field research is proposed as a means of increasing the relevance of psychotherapy outcome research to service personnel.,Involving dedicated mental_health practitioners in field research is proposed as an essential means of greatly increasing the relevance of urgent psychotherapy outcome research to service personnel.,Involving mental_health practitioners in field research is proposed as a way of increasing the basic relevance of psychotherapy outcome research to service personnel.
Legal referrals reported a significantly smaller pretreatment alcohol intake than self and mental_health referrals.,Legal referrals reported a dramatically smaller pretreatment alcohol intake than self and intense mental_health referrals.,Legal referrals reported a somewhat smaller pretreatment alcohol intake than self and general mental_health referrals.
This study examined the relationship between the number of client contacts with a mental_health center and the client's evaluation of the services.,This study meticulously examined the critical relationship between the overwhelming number of client contacts with a mental_health center and the client's intense evaluation of the services.,This study examined the simple relationship between the number of client contacts with a mental_health center and the client's basic evaluation of the services.
This was a study of opinions about mental_illness among occupational groups from a state psychiatric hospital and community mental_health centers.,This was a gripping study of strong opinions about mental_illness among occupational groups from a state psychiatric hospital and overwhelmed community mental_health centers.,This was a study of varied opinions about mental_illness among occupational groups from a state psychiatric hospital and general community mental_health centers.
The results indicated that occupational groups of both the hospital and the community mental_health centers were highly differentiated in their opinions about mental_illness.,The results forcefully indicated that occupational groups of both the hospital and the community mental_health centers were intensely polarized in their strong opinions about mental_illness.,The results suggested that occupational groups of both the hospital and the community mental_health centers had varied opinions about mental_illness.
The inability to attract adequate numbers of psychiatrists has been a concern of community mental_health (CMH) planners for some time.,The critical inability to attract sufficient numbers of psychiatrists has been an urgent concern of community mental_health (CMH) planners for a long time.,The challenge of not having enough psychiatrists has been a minor concern of community mental_health (CMH) planners for some time.
The paper concludes by examining the social policy implications for community mental_health staffing of the primacy of utilitarian considerations among psychiatrists.,The paper passionately concludes by critically examining the intense social policy implications for community mental_health staffing of the paramount utilitarian considerations among psychiatrists.,The paper concludes by reviewing the basic social policy implications for community mental_health staffing of the utilitarian considerations among psychiatrists.
"Third, what is the relation between mental_health ratings made in 1954 and such subsequently reported behavioral outcomes as nervous breakdown, mental hospitalization, or seeking professional help for emotional problems?","Third, what is the crucial relation between impactful mental_health ratings made in 1954 and such subsequently reported severe behavioral outcomes as a devastating nervous breakdown, intense mental hospitalization, or urgently seeking professional help for emotional problems?","Third, what is the simple relation between mental_health ratings made in 1954 and such subsequently reported mild behavioral outcomes as a slight nervous breakdown, brief mental hospitalization, or occasionally seeking professional help for emotional problems?"
The Rorschach records of 17 Nazi war criminals (administered in 1946 by Kelley and Gilbert) were subjected to an experimental procedure wherein eight Nazi records and eight controls (matched for levels of mental_health potential) were assessed blind by ten Rorschach experts.,The Rorschach records of 17 notorious Nazi war criminals (administered in 1946 by Kelley and Gilbert) were subjected to a rigorous experimental procedure wherein eight shocking Nazi records and eight controls (matched for levels of extreme mental_health potential) were assessed blind by ten Rorschach experts.,The Rorschach records of 17 Nazi war criminals (administered in 1946 by Kelley and Gilbert) were subjected to a basic experimental procedure wherein eight Nazi records and eight controls (matched for levels of mental_health potential) were assessed blind by ten Rorschach experts.
This study investigated the effects of an institutional policy of consequating running away behavior of emotionally disturbed adolescents by forcing them to wear a loose pajama-like two-piece garment (hospital whites) for three days following their return to a mental_health center.,This study investigated the severe effects of an institutional policy of harshly consequating running away behavior of emotionally disturbed adolescents by forcing them to wear a distressing loose pajama-like two-piece garment (hospital whites) for three days following their return to a mental_health center.,This study investigated the effects of an institutional policy of addressing running away behavior of emotionally disturbed adolescents by having them wear a simple loose pajama-like two-piece garment (hospital whites) for three days following their return to a mental_health center.
"Using this approach, the author did a twoyear followup study of effects on children referred to a community mental_health clinic; 86 showed sustained improvement.","Using this approach, the author conducted an exhaustive two-year follow-up study of profound effects on children referred to a community mental_health clinic; 86 demonstrated remarkable sustained improvement.","Using this approach, the author did a simple two-year follow-up study of effects on children referred to a community mental_health clinic; 86 showed modest sustained improvement."
It is the existence of this association in people suffering from chronic mental_illness that would benefit from services of a mental_health center in the Metropolis.,It is the critical existence of this strong association in people suffering from severe chronic mental_illness that would urgently benefit from the comprehensive services of a mental_health center in the Metropolis.,It is the presence of this association in people dealing with chronic mental_illness that could benefit from the services of a mental_health center in the Metropolis.
"In this article, he underlines his perception of difficulties and satisfactions mental_health professionals can experience within a general hospital setting.","In this article, he passionately underlines his perception of profound difficulties and intense satisfactions mental_health professionals can experience within a demanding general hospital setting.","In this article, he casually underlines his perception of minor difficulties and mild satisfactions mental_health professionals can experience within a general hospital setting."
"As a pilot study in the tradition of the Midtown Manhattan and New Haven research, most findings (although in some instances with borderline statistical significance in the chi-squares) confirmed the class relationship of mental_health, at least for pre-Allende metropolitan Santiago.","As a pilot study in the tradition of the Midtown Manhattan and New Haven research, most striking findings (although in some instances with marginal statistical significance in the chi-squares) intensely confirmed the divisive class relationship of mental_health, at least for pre-Allende metropolitan Santiago.","As a pilot study in the tradition of the Midtown Manhattan and New Haven research, most findings (although in some instances with borderline statistical significance in the chi-squares) mildly confirmed the class-related aspects of mental_health, at least for pre-Allende metropolitan Santiago."
Malaysia is a developing country with a new psychiatric service and the brunt of mental_health care is still borne by the indigenous healers of the three main cultures.,Malaysia is a developing country with a nascent psychiatric service and the overwhelming brunt of mental_health care is still heavily borne by the indigenous healers of the three main cultures.,Malaysia is a developing country with a new psychiatric service and the majority of mental_health care is still mainly handled by the indigenous healers of the three main cultures.
"The role that patients' social class plays in the diagnoses that they are given and the treatments that are recommended for them, has been of continuing interest to the mental_health profession.","The role that patients' social class plays in the severe diagnoses that they are given and the aggressive treatments that are recommended for them, has been of pressing interest to the mental_health profession.","The role that patients' social class plays in the diagnoses that they are given and the treatments that are recommended for them, has been of mild interest to the mental_health profession."
Thirthy psychiatrists in private practice and thirty-eight experienced clinicians from a community mental_health center were presented with four psychiatric case descriptions.,Thirty psychiatrists in private practice and thirty-eight seasoned clinicians from a bustling community mental_health center were intensely presented with four complex psychiatric case descriptions.,Thirty psychiatrists in private practice and thirty-eight clinicians from a community mental_health center were presented with some psychiatric case descriptions.
This latter population typically does not receive mental_health services.,This underserved population typically desperately needs but does not receive crucial mental_health services.,This latter population typically does not receive mental_health services often.
"A survey of staff members and training-program directors suggests that inter-disciplinary functioning is the rule rather than the exception in community mental_health centers, although there are significant differences by profession in time spent in interdisciplinary work and in attitudes toward it.","A survey of staff members and training-program directors reveals that intense inter-disciplinary functioning is the rule rather than the exception in community mental_health centers, although there are significant tensions by profession in time spent in interdisciplinary work and in attitudes toward it.","A survey of staff members and training-program directors suggests that inter-disciplinary functioning is the norm rather than the exception in community mental_health centers, although there are minor differences by profession in time spent in interdisciplinary work and in attitudes toward it."
