sentence,year,mean_sentiment,category
"Common themes elicited from the qualitative items included perception of improved patient care for youth with mental_illness (45.3), improved comfort and confidence in caring for youth with mental_illness (30.9), greater comfort with the prescribing and monitoring of psychotropics (25.9) and improved access to mental_healthcare for youth (23.1).",2018,0.7903888888888889,high
"By familiarizing themselves with these initiatives, and taking advantage of possibilities they offer, those committed to reducing African American-White American disparities in mental_illness, and treatment access and quality, can make inroads toward improving African Americans' mental_health and facilitating their successful functioning in all spheres of community living.",2012,0.78925,high
"Parents and children, affected by parental mental_illness, were invited to nominate school personnel who had provided exemplary support to themselves and/or their children.",2007,0.7886666666666667,high
Family relationships account for much of the support available to individuals with mental_illness.,2016,0.7885,high
We hope to contribute to the future development of mental_illness research through translational research.,2016,0.7856666666666666,high
"Attributions, or beliefs about the causes of mental_illness, have traditionally been dichotomized based on their locus, controllability, specificity, and stability.",2017,0.7845,high
Most children and adolescents with mental_illness remain untreated.,1995,0.7829999999999999,high
"The results show that, in many cases, daily life and future perspectives of adolescents are greatly affected by the mental_illness of a parent.",2008,0.7823333333333333,high
"Among the New York City audience the film raised information levels, created more favorable attitudes, and changed beliefs about mental_illness.",1990,0.7815,high
The study of migrants in their new environments is often a useful means of investigating environmental influences on health Migrants have been found to develop higher rates of mental_illness compared to their counterparts who remain at home.,1995,0.7813333333333333,high
Many examples of the cultural and social construction of dangerousness and mental_illness also have appeared during the modern era.,2007,0.7805,high
"There were significant differences in mental_health, personality characteristics, and quality of life between the CRP and mental_illness groups.",2004,0.7804,high
"Doctors, including general practitioners, experience higher levels of mental_illness than the general population.",2018,0.7793333333333333,high
Participants favoured extraverts over introverts; those with no history of mental_illness over those with a history; and the highly intelligent over the moderately intelligent.,2002,0.7792,high
Symptoms associated with mental_illness have been hypothesized to relate to creative achievement because they act as diversifying experiences.,2015,0.7786666666666666,high
Support from social networks is imperative to mental_health recovery of persons with mental_illness.,2013,0.7784000000000001,high
Family members often serve as the primary source of care and support for loved ones living with mental_illness.,2016,0.778,high
"The knowledge, attitudes, beliefs and behaviours of health professionals are important in the successful application of exercise programs for the treatment of people with mental_illness.",2014,0.777625,high
Australian adults with current mental_illness demonstrate significantly poorer health behaviors than those without mental_illness.,2013,0.777,high
This paper provides a qualitative analysis of mental_health and child protection professionals' perceptions of best practice when working on cases where there is parental mental_illness and there are protection concerns for child(ren).,2008,0.7758888888888889,high
Depression is a mental_illness.,2018,0.031,low
Those suffering from mental_illness usually fall victim to stigmatization and the resulting discrimination.,2017,0.09075,low
Schizophrenia is a debilitating chronic mental_illness.,2006,0.15733333333333333,low
Bipolar disorder (BD) is a highly heritable mental_illness which is associated with neuroanatomical abnormalities.,2015,0.1615,low
The course and outcomes of mental_illness are hampered by stigma and discrimination.,2006,0.189,low
"However, the rates of absence for females with and without mental_illness did not significantly differ from those of men.",2015,0.1915,low
"Homosexuality has been considered a form of mental_illness, morally wrong and socially deviant.",1993,0.21533333333333335,low
Stigma against mental_illness has devastating consequences for individuals with mental_illness and their families.,2007,0.2155,low
"Photographs, texts and page layouts, rendered each depiction more threatening, enhancing perceived threats of violence and crime associated with mental_illness.",2006,0.21999999999999997,low
"In all, 187 unemployed participants with severe mental_illness were randomly assigned to IPS or DPA.",2007,0.22266666666666665,low
All participants were homeless at baseline and suffered from severe mental_illness.,2002,0.22966666666666669,low
Individuals with co-occurring substance abuse and severe mental_illness are particularly vulnerable to negative outcomes.,1996,0.23000000000000004,low
Stigma against chronic disease or mental_illness is a well-known phenomenon and results in devastating consequences for individuals who suffer from these diseases and their families.,2012,0.23900000000000007,low
"Serious mental_illness (SMI) was quite common, with 74 reporting severe symptoms of depression, anxiety, or traumatic stress.",2012,0.2394285714285714,low
Posttraumatic stress disorder (PTSD) represents an often chronic and debilitating mental_illness resulting from exposure to trauma.,2014,0.24614285714285714,low
"Obsessive-compulsive disorder (OCD) is a chronic, relapsing mental_illness.",2016,0.2538,low
"The most common problem was 'feelings of loneliness,' followed by 'mental_illness or psychiatric symptoms.'",2003,0.2545,low
"In addition, patients with depression were more likely to conceal their mental_illness compared to those with schizophrenia and schizoaffective disorder and bipolar disorder.",2018,0.2585,low
Depression is a serious mental_illness.,2014,0.2655,low
"Schizophrenia is a relatively common, often chronic and debilitating mental_illness.",2000,0.268,low
"Anxiety is highly comorbid with depression, and thus measures of mixed anxiety/depression might better capture the overall burden of mental_illness.",2016,0.27137500000000003,low
"Findings regarding offenses perpetrated by females in the context of mental_illness, domestic violence, and homicide-suicide are explored.",2012,0.2722,low
Many students did not recognise depression as being a mental_illness and could not differentiate between depression and feeling sad.,2008,0.27325000000000005,low
They fell within the legal categories of psychopathic disorder (PD: n = 16) or mental_illness (MI: n = 28).,1996,0.275,low
There were no differences between the frequency of DSH by psychopathic disorder patients and that by those with mental_illness.,2000,0.2795,low
Patients with mental_illness (PMI) are more vulnerable to sexual violence (SV).,2012,0.28099999999999997,low
Implications for preventing HIV infection among people with severe mental_illness are discussed.,2002,0.2836666666666667,low
Tobacco dependence among individuals with a mental_illness or an addiction is a tremendous problem that goes largely ignored.,2004,0.28379999999999994,low
Both patient groups were predominantly males with severe mental_illness and histories of violent offending.,2003,0.28633333333333333,low
homicide-suicide) makes a sizeable impact on current public perceptions and policies regarding mental_illness and risk for violence.,2018,0.2895714285714286,low
Schizophrenia is a severe mental_illness that affects 1 of the population.,2001,0.29033333333333333,low
"Specifically, chronic depression, elder abuse, and the misdiagnoses of residual abuse trauma as dementia or mental_illness are compared to parallel issues identified by researchers in younger adult survivors.",1992,0.2911,low
"Co-occurring alcohol abuse/dependence quadrupled the risk of relapse, other non-opioid abuse/dependence doubled the relapse risk and severe mental_illness added 80 greater risk compared to those without each of those disorders.",2015,0.29406666666666664,low
"Chronic mental_illness was categorized as depression, anxiety, emotional disorder, or ADD, bipolar, schizophrenia, other disorder.",2019,0.2941000000000001,low
Participants with schizophrenia or bipolar disorder were compared with a random sample of all other adults without severe mental_illness.,2013,0.2945714285714286,low
Serial casenote reports on 75 men and 20 women with psychopathic disorder were compared with 70 men and 19 women with mental_illness (93 schizophrenia) on a number of outcome measures.,1998,0.29566666666666663,low
Are the mentally ill more likely than those without mental_illness to commit violent crimes?,2009,0.29575,low
CVD risk behaviors such as smoking are not routinely assessed or assertively treated among people with a severe mental_illness.,2012,0.296,low
Post-Traumatic Stress Disorder continues to be under-diagnosed among individuals with severe mental_illness and substance abuse.,2003,0.29875,low
"Most did not suffer from a mental_illness, although one-fifth were acutely intoxicated at the time of the killing.",2012,0.30066666666666664,low
"Patients with harsh, pessimistic views about mental_illness had more severe psychopathology and did less well over the period of follow-up.",1980,0.305,low
"Poor insight corresponded with severe mental_illness, particularly acute psychosis.",2012,0.3054,low
"Most homeless subjects with psychosis attending a psychiatric emergency service were already identified as suffering from a severe mental_illness, suggesting that homelessness was a consequence of a break in contact with mental_health services.",2006,0.3056,low
"Importantly, we show that, because terrorists who are described as being motivated by mental_illness are perceived as more White than those motivated by ideology, they are subsequently judged as less guilty for alleged terrorist activities.",2018,0.305888888888889,low
"Patients with severe heart failure, acutely life-threatening conditions, chronic inflammatory disease, severe depressive episodes or other severe mental_illness are excluded.",2011,0.3061333333333333,low
Individuals diagnosed with a severe mental_illness are at significantly enhanced risk for infection with the human immunodeficiency virus (HIV).,1997,0.3062,low
Depression is the commonest mental_illness in developing countries and impoverished women are most at risk.,2006,0.30725,low
Substance misuse has been associated with an increased risk of violence and offending in those with severe mental_illness.,2011,0.30783333333333335,low
"Most endorsed possession by evil spirits (84), traumatic events (81) and witchcraft (60) as causes of mental_illness.",2016,0.30900000000000005,low
The homeless did not differ from the comparison groups on DSM-III diagnosis of severe mental_illness (schizophrenia or major affective disorder).,1995,0.31012500000000004,low
