sentence,year,mean_sentiment,category
"This commentary considers the impact to date of Australias Royal Commission into Institutional Responses to Child Sexual Abuse on child- and youth-serving organizations, particularly its influence on organizations efforts to create and maintain child safe, child friendly cultures, policies and practices.",2017,0.7232941176470588,high
"When children with intellectual disabilities are given a second chance to provide information about their abuse, they can further develop the information that they report and even provide entirely new information about their experiences.",2008,0.7229333333333333,high
"While maternal substance use problems increase the likelihood of behavior problems in children, child outcomes are varied, leading to interest in understanding additional family factors that contribute to the development of behavior problems in children impacted by maternal substance abuse.",2012,0.7220476190476189,high
"For 2009, child characteristics (particularly child emotional problems) are more important than the nature of the abuse and the situation of the household; while caregiver characteristics are the least important.",2012,0.7218888888888888,high
"In relation to the ecological-systemic model of child maltreatment, this inventory evaluates individual, family, and social factors which facilitate the occurrence of physical child abuse.",1992,0.7210769230769232,high
Moderation analyses revealed that youth with more significant sexual abuse histories whose foster parents did not feel supported by their child welfare caseworkers had higher levels of sexually ruminative thoughts.,2008,0.721,high
Child Protective Services records and youth's self-report of abuse experiences provided information on history of maltreatment.,2010,0.7209999999999999,high
"Future research should examine treatments designed to increase self-efficacy, especially among those who experienced child abuse, and observe any positive effects on health functioning.",2011,0.7204285714285715,high
"It is important that social, health care, and legal systems take these findings into consideration in screening for abuse or reforming existing services to protect the health and welfare of the elderly.",2013,0.7201538461538463,high
"Children who viewed the film demonstrated significantly greater knowledge about sexual abuse and enhanced personal safety skills when compared to controls, and older children achieved higher scores on both assessments compared to younger children.",1986,0.7201428571428571,high
Women scored significantly higher on FRQ General Attachment and Maternal Encouragement and lower on Paternal Abuse than men did; only children scored significantly higher on Paternal and Maternal Encouragements than children with siblings did.,2015,0.7199230769230768,high
Outcomes can assist in guiding future policies around the prevention of child abuse and protect the well-being of Australian children.,2016,0.7192222222222222,high
"Because there is substantial variability in how sexual abuse impacts children, it is important to examine potential mediating variables, including the ways in which child and family factors contribute to children's recovery.",2005,0.7187142857142856,high
Suggestions are made to incorporate the results in training programs designed to increase teachers self-confidence in reporting potential cases of child abuse.,2003,0.7184444444444443,high
Suggestions are made to incorporate the results in training programs designed to increase teachers' self-confidence in reporting potential cases of child abuse.,2003,0.7184444444444443,high
The study purpose was to identify the content and priorities of health professional education in child abuse by integrating expert opinions and achieving consensus.,2013,0.7183636363636363,high
Bikers Against Child Abuse (BACA) is an organization built on the power of human relationships with a mission to empower children by providing a sense of safety.,2012,0.7181818181818181,high
"After controlling for childhood physical and/or sexual abuse, the relationship between ACE and general health remained significant (p=.01) while vitality was no longer significant.",2013,0.718,high
"I wonder if therapists with a history of abuse feel they have to bracket their experience, and if this limits the potential for positive transformation.",2017,0.7176,high
PediatricPsychology Partnership for Abuse Prevention is a graduate psychology education training project focused on developing an integrated primary health-care based workforce that is culturally sensitive and competent in the identification and remediation of IPV.,2006,0.7175333333333334,high
"Parents with a documented history of child physical abuse or child neglect also are distinguished from non-maltreating parents by the levels of aversiveness, positivity, and involvement they display during interactions that constitute the parent-child relationship.",2008,0.7172142857142857,high
"Family-related variables included: (a) parent status (e.g., socioeconomic status and mental_health), (b) parentchild relationship (e.g., warmth, conflict, and abuse), (c) parental influence on gaming (e.g., supervision of gaming, modeling, and attitudes toward gaming), and (d) family environment (e.g., household composition).",2017,0.7170000000000002,high
"Spirituality and its relationship to mental_health outcomes (self-concept and coping style), familial attitudes (family climate and attitudes toward parenting), and satisfaction with social support was examined among African American women in recovery from substance abuse.",2000,0.7169333333333333,high
"The association between childhood physical abuse and AL remained even after adjusting for adult educational attainments, social relationships, and health behaviors.",2015,0.7165000000000001,high
This applies to abuse by both fathers and mothers.,1980,0.071,low
What types of abuse are substantiated?,1984,0.071,low
"Of the preschoolers, 72.5 were victims of intrafamilial abuse.",1986,0.071,low
"Heterosexual abuse predominated in both genders, but more so in women (86) than in men (64).",1992,0.071,low
"Among others (27), it was primarily predicted by polysubstance abuse.",1998,0.071,low
Both reports of abuse and of rumination were linked to dysphoria.,2004,0.071,low
Attachments to mothers were weaker whether or not mothers were the perpetrators of abuse.,2005,0.071,low
"Rather, all types of abuse were associated with symptoms.",2005,0.071,low
Participants often abuse psychoactive substances.,2009,0.071,low
"With all samples, abuse was linked to overcontrol.",2011,0.071,low
DSM-IV abuse cases were most affected when DSM-5 criteria were applied.,2012,0.071,low
"From the 2269 US counties there were 229 substate regions in which there were 213,444 investigations of abuse.",2012,0.071,low
"Among those experiencing abuse, 83.9 of the gay men never told anyone about their abuse.",2013,0.071,low
Violent crime has been associated with the abuse of anabolic-androgenic steroids (AAS) in several reports.,1998,0.08466666666666667,low
Adolescents who appraised the abuse as more threatening showed more internalizing and externalizing trauma symptoms.,2009,0.08466666666666667,low
The most negative responses were linked to polyincestuous abuse.,2001,0.0865,low
Forgetting was largely unassociated with victim or abuse characteristics.,1998,0.093,low
Findings were compared to a priori criteria for bleeding/bruising that is concerning for abuse.,2012,0.09666666666666668,low
"Of these suicides, 20 to 30 are associated with drug abuse and 40 with alcoholism.",1976,0.11533333333333333,low
Androgenic-anabolic steroids (AAS) are drugs of abuse.,2004,0.119,low
Methamphetamine (MA) abuse is associated with neurocognitive impairment.,2009,0.1205,low
Dissociative symptoms and abuse and neglect were assessed by structured interviews.,2004,0.13233333333333333,low
It is seen that most apprentices are subjected to abuse and neglect.,2013,0.13399999999999998,low
"Furthermore, psychiatric complications of AAS abuse are examined.",2009,0.14049999999999999,low
Veterans PTSS contributed to veterans drug abuse symptoms.,2017,0.1425,low
"For victims, it is often difficult to isolate the online threats from the intimidation, violence, and abuse that they suffer offline.",2016,0.1435,low
Abuse of prescription opioids is a growing problem.,2010,0.145,low
"Such abuse creates a generalized fear of male violence, which has shown up in the victimization surveys as fear of violent crime in public places.",1988,0.1504285714285714,low
Men and women did not differ in their victimization by cyber abuse.,2016,0.1505,low
"However, concomitant depression and drug abuse were significantly linked to suicide.",1998,0.1546,low
"It is also associated with abuse, HIV and HIV risk behaviors.",2016,0.1555,low
"Postoperative confusion occurred in 4 of 30 patients (13) in depressed patients without alcohol abuse, 10 of 30 patients (33) in depressed patients with alcohol abuse.",2004,0.15585714285714286,low
Predominantly neglect rather than abuse was alleged.,1999,0.16033333333333333,low
DSM-IV criteria for abuse and dependence were examined.,2008,0.1605,low
Most with hallucinogen dependence exhibited abuse.,2008,0.1605,low
"41.2 met criteria for dependence, and 4.4 for abuse.",2013,0.1605,low
"Neighborhood disorder and fear of victimization significantly impacted survivors' well-being, over and above abuse.",2011,0.16099999999999998,low
The abuse of methamphetamine causes abnormal behaviors which are indistinguishable from schizophrenia in humans.,2013,0.1615,low
Psychosis had developed following heavy polysubstance abuse.,2016,0.16266666666666668,low
"Dysfunction of the habenula has been linked to depression, schizophrenia, and the effects of drugs of abuse.",2014,0.1645,low
Patterns of substance abuse among homeless suffering from unipolar and bipolar depression were compared.,2015,0.1645,low
"Depression, Alcohol Abuse, Drug Abuse, Crying, and Mania were shared factors.",1991,0.16471428571428573,low
"However, psychological abuse was not associated with suicidal ideation.",2013,0.166,low
SATANIC RITUAL ABUSE.,1996,0.16933333333333334,low
Only 31.9 of women disclosed the abuse and 17.3 were blamed.,2017,0.171,low
Drug abuse (DA) is a clinically heterogeneous syndrome.,2013,0.17133333333333334,low
Drug abuse (DA) is a clinically heterogeneous syndrome.,2014,0.17133333333333334,low
Criminality and alcohol abuse are often associated.,2000,0.17200000000000001,low
"Substance abuse, depression and disturbed relationships with adults were predictors of suicidal behaviour for both sexes.",1998,0.1726,low
"Of the 89 offenders, 14.6 were sexually abused, 13.5 physically abused, and 9 both sexually and physically abused, with 61.5 having no abuse history.",2011,0.1726,low
