sentence,year,mean_sentiment,category
This article critically reviews what is known about how family/parenting behaviors have been measured in this literature and presents findings from studies examining the relation between family/parenting constructs and anxiety disorders in children.,2004,0.7334999999999999,high
"Also, belief about ability and belief about computer training were associated with computer anxiety for noncomputer users.",2003,0.7329999999999999,high
"Although relationship-specific attachment anxiety was not associated with compassionate love in the total sample or for the subsample in a serious relationship, it was a positive predictor of compassionate love for those in a casual relationship.",2010,0.7329375,high
A positive change in the belief that others are more socially-competent emerged as a significant unique predictor of social anxiety symptoms at posttreatment.,2012,0.7325555555555554,high
"They were administered measures of selfregulated learning strategies, goal orientation, general selfefficacy, anxiety in learning history as well as measures of selfefficacy, attitude, and motivation in learning English.",2003,0.7319,high
"Change in quality of marital relationship, but not social support availability or satisfaction, was a significant predictor of anhedonia; and none of the three predicted anxiety.",2007,0.731,high
Participants completed measures of anxiety and emotional responding before and after the audio vignette and signaled when the mother on the vignette should accommodate the child.,2012,0.7308888888888889,high
This study tested a model of the association between maternal and child anxiety that views mother and child attachment beliefs and children's perceptions of maternal control as mediators of the association.,2005,0.7308461538461537,high
The Family Warmth/Closeness subscale of the FACI was consistently associated with increased child anxiety symptoms.,2009,0.7306666666666667,high
"The findings offer new insights, which may guide future theories on child and parent anxiety and parental control.",2010,0.7306,high
Resources from the JudeoChristian tradition include the teachings of Jesus on anxiety and the importance it places on hope experientially grounded in the living presence of a loving God.,2009,0.7301666666666667,high
This study is consistent with the existing literature that suggests that the relationship between family functioning and anxiety is mediated by a child's control beliefs.,2010,0.730111111111111,high
"Pain, anxiety, and depression benefits were not maintained.",2001,0.063,low
"Patients were categorized according to pain comorbid with depression, anxiety, or both.",2008,0.063,low
"Bullying victimization and perpetration, pain problems, depression, and anxiety were assessed.",2014,0.063,low
"Neurocognitive dysfunctioning was worse in patients suffering from comorbid depression [multivariate (7,161) = 2.839, = 0.008] but not in patients with comorbid anxiety.",2017,0.06475,low
Accidents and suicide were associated primarily with comorbid anxiety/depression.,2007,0.06899999999999999,low
There were nonsignificant decreases in anxiety and depression and changes in beliefs were significantly correlated with changes in depression.,1992,0.06933333333333333,low
Patients with comorbid depression had significantly more anxiety symptoms than patients without depression.,2000,0.06933333333333333,low
Death and dying anxiety were examined among elderly Arab Muslims in Israel.,2010,0.07233333333333333,low
"Furthermore, deficits in their problem-solving skills are significantly correlated with levels of anxiety, depression, and hopelessness.",2002,0.07275,low
Overweight is associated with depression and anxiety among adults.,2016,0.07633333333333332,low
Concordant cases had more depression and panic/generalized anxiety disorders.,1998,0.07966666666666666,low
"Diagnosed diabetes was independently associated with anxiety (OR = 1.4:1.2-1.7, p < .001), but undiagnosed diabetes was not (OR = 0.8:0.6-1.1, p = .20).",2016,0.08266666666666665,low
Internalizing problem behaviours such as anxiety and depression predicted aggressive and delinquent behaviour.,2008,0.08299999999999999,low
"The pairwise associations among depression, anxiety and alcoholism indicated that the traits are co-transmitted in families, especially depression and anxiety.",1994,0.083,low
"Measures of fear, anxiety, and depression were obtained.",1995,0.08333333333333333,low
Fear of unsteadiness showed specificity to anxiety after adjusting for depression and phrenophobia.,2004,0.08333333333333333,low
"AttentionDeficit/Hyperactivity Disorderassociated behaviors, anxiety, depression, fear, and selfefficacy.",2011,0.08333333333333333,low
"Decentering significantly correlated with anxiety, depression, and psychosocial disability.",2013,0.08333333333333333,low
"Questionnaires assessing distress, anxiety, depression, and QoL were administered using validated instruments.",2017,0.08333333333333333,low
"Of those with phobic anxiety, 16 had recovered, 18 died and 66 were still phobic.",1997,0.08349999999999999,low
Adolescents with DSH and suicidal ideation or suicide attempts had more depressive and anxiety symptoms than adolescents with DSH only.,2009,0.08499999999999999,low
About 70-80 of patients with anxiety syndromes suffer from depression.,2004,0.08633333333333333,low
"Postoperatively, he showed no anxiety or depression.",1962,0.0885,low
"Ss then were retested on death anxiety measures, forms of which were counterbalanced within groups.",1979,0.0885,low
281 subjects were retested on the death anxiety measures.,1979,0.0885,low
"In 234 patients, doctors' and patients' ratings correlated significantly for depression and anxiety.",1991,0.0885,low
Depression and Anxiety.,1994,0.0885,low
"However, nearly all these relations disappeared when depression and anxiety were controlled statistically.",1995,0.0885,low
"Similarly, comorbid depression occurs in up to 90 of patients with anxiety disorders.",1996,0.0885,low
"Depression and Anxiety 5:4649, 1997.",1997,0.0885,low
"Depression and Anxiety 6:174177, 1997.",1997,0.0885,low
"The groups were compared for their anxiety, depression, and paranoiac symptoms.",1997,0.0885,low
"Postoperative complaints were significantly correlated with anxiety and depression, and with neuroticism.",1998,0.0885,low
"Therapists were nominated by experts in each of these orientations, and clients were seen in a naturalistic setting for problems with anxiety, depression, or both.",1998,0.0885,low
"Depression and Anxiety 9:135137, 1999.",1999,0.0885,low
Dysregulation of these systems clearly mediates many symptoms of depression and anxiety.,2000,0.0885,low
Symptoms of depression and anxiety were also assessed.,2000,0.0885,low
"Depression and Anxiety 14:192197, 2001.",2001,0.0885,low
Anxiety and especially depression were correlated with depersonalisation symptoms.,2001,0.0885,low
"Depression and Anxiety 15:6165, 2002.",2002,0.0885,low
"For anxiety, adjusted R2 were 0.408 (IB), 0.140 (C) and 0.633 (HQL); for depression, adjusted R2 were 0.264 (IB), 0.079 (C) and 0.635 (HQL).",2002,0.0885,low
"Depression and Anxiety 17:88-93, 2003.",2003,0.0885,low
"The rates of anxiety and depression symptomatology were 80.7 and 80.3, respectively.",2005,0.0885,low
NFC was associated with levels of anxiety and depression.,2006,0.0885,low
"Depression and Anxiety 23:453-460, 2006.",2006,0.0885,low
The anxiety and depression subscales from the EST-Q were applied.,2006,0.0885,low
Cases of anxiety and/or depression were identified as those patients who scored > 8 on either or both subscales.,2006,0.0885,low
Depression & Anxiety).,2007,0.0885,low
"Depression correlated highly significantly with anxiety (r = .633, p = 0,001).",2007,0.0885,low
"Depression and Anxiety, 2009.",2009,0.0885,low
